TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"<b>Provocazione</b>","Curse of Naxxramas","Minion","FP1_012t","Melma",,,1,Taunt,2,,1,,,,,,,,,
"<b>Grido di Battaglia:</b> alla fine del turno evoca una copia esatta di questo servitore.","Curse of Naxxramas","Minion","FP1_003","Melma Echeggiante",,"Epic",2,Battlecry,2,,1,,,True,"Eric Browning","MELMA... melma... melma... (melma...)",,,"Sbloccata sconfiggendo Zaffirion nell'Antro del Gelo.","Può essere creata dopo aver sconfitto Zaffirion nell'Antro del Gelo."
"<b>Potere Eroe</b>
Pesca una carta.","Curse of Naxxramas","Hero Power","NAX8_02","Mietitura",,,2,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Pesca una carta e ottiene 1 Cristallo di Mana.","Curse of Naxxramas","Hero Power","NAX8_02H","Mietitura",,,1,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> infligge 1 danno a TUTTI i servitori.","Curse of Naxxramas","Weapon","FP1_021","Morso della Morte",,"Common",4,Deathrattle,,,4,"Warrior",2,True,"Jim Nelson","Quasi terribile quanto il Morso della Fame...",,,"Sbloccata completando la Sfida di Classe del Guerriero a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Guerriero a Naxxramas."
"<b>Rantolo di Morte:</b> distrugge i servitori adiacenti.","Curse of Naxxramas","Minion","NAXM_001","Necrocavaliere",,,4,Deathrattle,6,,5,,,,,,,,,
"<b>Carica</b>. <b>Rantolo di Morte:</b> infligge 3 danni al tuo eroe.","Curse of Naxxramas","Minion","FP1_006","Nerodestriero",,,1,Charge|Deathrattle,3,,2,,,,,,,,,
,"Curse of Naxxramas","Minion","NAX1_03","Nerubiano",,,2,,1,,3,,,,,,,,,
,"Curse of Naxxramas","Minion","NAX1h_03","Nerubiano",,,2,,4,,4,,,,,,,,,
,"Curse of Naxxramas","Minion","FP1_007t","Nerubiano",,"Rare",3,,4,,4,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX4_01H","Noth l'Araldo della Piaga",,,,,45,,,"Mage",,,,,,,,
,"Curse of Naxxramas","Hero","NAX4_01","Noth l'Araldo della Piaga",,,,,30,,,"Mage",,,,,,,,
"<b>Potere Eroe</b>
Infligge 2 danni a tutti i nemici ed evoca una Fanghiglia per ogni servitore morto.","Curse of Naxxramas","Hero Power","NAX11_02H","Nube di Veleno",,,0,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 1 danno a TUTTI i servitori ed evoca una Fanghiglia per ogni servitore morto.","Curse of Naxxramas","Hero Power","NAX11_02","Nube di Veleno",,,2,,,,,,,,,,,,,
"<b>Furtività</b>. All'inizio del tuo turno ottiene +1/+1.","Curse of Naxxramas","Minion","FP1_005","Ombra di Naxxramas",,"Epic",3,Stealth,2,,2,,,True,"Ittoku Seta","Le Ombre di Naxxramas <i>odiano</i> i vivi. Hanno perfino coniato un termine dispregiativo per riferirsi a essi: <i>vividi</i>.",,,"Sbloccata sconfiggendo Kel'Thuzad nell'Antro del Gelo.","Può essere creata dopo aver sconfitto Kel'Thuzad nell'Antro del Gelo."
"<b>Potere Eroe</b>
Pesca 2 carte.","Curse of Naxxramas","Hero Power","NAX9_06","Ombra Empia",,,5,,,,,,,,,,,,,
"Distrugge TUTTI i servitori che non sono Scheletri.","Curse of Naxxramas","Spell","NAX4_05","Pestilenza",,,6,,,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX10_01","Pezzacarne",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX10_01H","Pezzacarne",,,,,45,,,,,,,,,,,
"Prendi il controllo degli Allievi.","Curse of Naxxramas","Spell","NAX7_05","Pietra del Controllo",,,1,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 1 danno a un nemico casuale per ogni carta nella mano dell'avversario.","Curse of Naxxramas","Hero Power","NAX2_03","Pioggia di Fuoco",,,2,ImmuneToSpellpower,,,,,,,,,,,,
"<b>Potere Eroe</b>
Infligge 1 danno a un nemico casuale per ogni carta nella mano dell'avversario.","Curse of Naxxramas","Hero Power","NAX2_03H","Pioggia di Fuoco",,,1,ImmuneToSpellpower,,,,,,,,,,,,
"Attacco e Salute scambiati.","Curse of Naxxramas","Enchantment","NAX13_02e","Polarità",,,,,,,,,,,,,,,,
"+3 Salute.","Curse of Naxxramas","Enchantment","FP1_023e","Potere della Ziggurat",,,,,,,,"Priest",,,,,,,,
"<b>Potere Eroe</b>
Evoca un Nerubiano 4/4.","Curse of Naxxramas","Hero Power","NAX1h_04","Proliferazione",,,2,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Evoca un Nerubiano 3/1.","Curse of Naxxramas","Hero Power","NAX1_04","Proliferazione",,,2,,,,,,,,,,,,,
"+6 Attacco al tuo eroe per questo turno.","Curse of Naxxramas","Spell","NAX12_04","Rabbia",,,3,,,,,,,,,,,,,
"+6 Attacco per questo turno.","Curse of Naxxramas","Enchantment","NAX12_04e","Rabbia",,,,OneTurnEffect,,,,,,,,,,,,
"<b>Potere Eroe</b>
Fa tornare un servitore nemico casuale nella mano dell'avversario.","Curse of Naxxramas","Hero Power","NAX3_02","Ragnatela Avvolgente",,,3,,,,,,,,,,,,,
"<b>Potere Eroe</b>
Fa tornare due servitori nemici casuali nella mano dell'avversario.","Curse of Naxxramas","Hero Power","NAX3_02H","Ragnatela Avvolgente",,,0,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> evoca due Ragni Spettrali 1/1.","Curse of Naxxramas","Minion","FP1_002","Ragno Infestato",,"Common",2,Deathrattle,2,,1,,,True,"Jeremy Cranford","Aracnophasmofobia: paura dei ragni fantasma.",,"Beast","Sbloccata sconfiggendo Anub'rekhan nell'Ala degli Aracnidi.","Può essere creata dopo aver sconfitto Anub'rekhan nell'Ala degli Aracnidi."
,"Curse of Naxxramas","Minion","FP1_002t","Ragno Spettrale",,,1,,1,,1,,,,,,,,,
"Distrugge un servitore e lo riporta in vita con la Salute al massimo.","Curse of Naxxramas","Spell","FP1_025","Reincarnazione",,"Common",2,,,,,"Shaman",,True,"Dan Scott","Spera solo di non reincarnarti in uno scarafaggio.",,,"Sbloccata completando la Sfida di Classe dello Sciamano a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe dello Sciamano a Naxxramas."
"<b>Potere Eroe Passivo</b>
Quando un servitore nemico muore evoca uno Scheletro 1/1.","Curse of Naxxramas","Hero Power","NAX4_04","Rianima Cadavere",,,0,,,,,,,,,,,,,
"<b>Potere Eroe Passivo</b>
Quando un servitore nemico muore evoca uno Scheletro 5/5.","Curse of Naxxramas","Hero Power","NAX4_04H","Rianima Cadavere",,,0,,,,,,,,,,,,,
"Statistiche aumentate.","Curse of Naxxramas","Enchantment","FP1_028e","Richiamo Oscuro",,,,,,,,,,,,,,,,
"<b>Segreto:</b> quando un tuo servitore muore fornisce +3/+2 a un altro tuo servitore casuale.","Curse of Naxxramas","Spell","FP1_020","Ritorsione",,"Common",1,Secret,,,,"Paladin",,True,"Zoltan & Gabor","La vendetta è un piatto che va servito... subito!",,,"Sbloccata completando la Sfida di Classe del Paladino a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Paladino a Naxxramas."
,"Curse of Naxxramas","Minion","NAX4_03","Scheletro",,,1,,1,,1,,,,,,,,,
,"Curse of Naxxramas","Minion","NAX4_03H","Scheletro",,,5,,5,,5,,,,,,,,,
"MIO!","Curse of Naxxramas","Enchantment","NAX15_04a","Schiavo di Kel'Thuzad",,,,,,,,,,,,,,,,
"Infligge $3 danni a tutti i servitori nemici. Rigenera #3 Salute al tuo eroe.","Curse of Naxxramas","Spell","NAX1_05","Sciame di Locuste",,,7,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> mette in gioco un <b>Segreto</b> dal tuo mazzo.","Curse of Naxxramas","Minion","FP1_004","Scienziato Pazzo",,"Common",2,Deathrattle,2,,2,,,True,"James Ryman","Sua madre voleva che diventasse un Mago o uno Stregone ma no... è voluto diventare uno scienziato come suo padre.",,,"Sbloccata sconfiggendo Grobbulus nell'Ala dei Costrutti.","Può essere creata dopo aver sconfitto Grobbulus nell'Ala dei Costrutti."
"Distrugge TUTTI i servitori ed evoca al loro posto dei Treant 2/2.","Curse of Naxxramas","Spell","FP1_019","Semi Venefici",,"Common",4,,,,,"Druid",,True,"Brian Despain","Incredibile a dirsi ma i panini ai Semi Venefici vanno a ruba a Naxxramas.",,,"Sbloccata completando la Sfida di Classe del Druido a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Druido a Naxxramas."
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_04","Ser Zeliek",,,3,,7,,1,,,,,,True,,,
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_04H","Ser Zeliek",,,3,,7,,2,,,,,,True,,,
"<i>Questo è il gatto di Kel'Thuzad.</i>","Curse of Naxxramas","Minion","NAX15_05","Signor Bigolo",,"Legendary",0,,1,,1,,,,,,True,"Beast",,
"<b>Provocazione</b>. <b>Rantolo di Morte:</b> l'avversario mette sul campo di battaglia un servitore casuale dal suo mazzo.","Curse of Naxxramas","Minion","FP1_009","Signore della Morte",,"Rare",3,Deathrattle|Taunt,8,,2,,,True,"Ben Olson",""Risorgi dalla fossa!" - Kel'Thuzad",,,"Sbloccata sconfiggendo i Cavalieri dell'Apocalisse nell'Ala dei Combattenti.","Può essere creata dopo aver sconfitto i Cavalieri dell'Apocalisse nell'Ala dei Combattenti."
"I servitori con <b>Grido di Battaglia</b> costano (2) Mana in più.","Curse of Naxxramas","Minion","FP1_017","Signore delle Tele",,"Common",2,Aura,4,,1,,,True,"Alex Horley Orlandelli","Può sembrare strano ma l'hobby preferito dei Signori delle Tele è dipingere...",,,"Sbloccata sconfiggendo Faerlina la Vedova Nera nell'Ala degli Aracnidi.","Può essere creata dopo aver sconfitto Faerlina la Vedova Nera nell'Ala degli Aracnidi."
"<b>Potere Eroe</b>
Distrugge tutti i servitori nemici non <b>Congelati</b>.","Curse of Naxxramas","Hero Power","NAX14_02","Soffio di Ghiaccio",,,0,,,,,,,,,,,,,
"+2 Salute ai tuoi servitori.","Curse of Naxxramas","Spell","NAX13_03","Sovraccarico",,,2,,,,,,,,,,,,,
"+2 Salute.","Curse of Naxxramas","Enchantment","NAX13_03e","Sovraccarico",,,,,,,,,,,,,,,,
"<b>Rantolo di Morte:</b> l'avversario pesca una carta.","Curse of Naxxramas","Minion","FP1_029","Spade Danzanti",,"Common",3,Deathrattle,4,,4,,,True,"Jon McConnell","C'è una sola cosa che diciamo alla morte: non oggi!",,,"Sbloccata sconfiggendo l'Istruttore Razuvious nell'Ala dei Combattenti.","Può essere creata dopo aver sconfitto l'Istruttore Razuvious nell'Ala dei Combattenti."
"<b>Rantolo di Morte:</b> +8 Attacco a tutti i servitori nemici.","Curse of Naxxramas","Minion","NAX6_03t","Spora",,,0,Deathrattle,1,,0,,,,,,,,,
"<b>Provocazione</b>. <b>Rantolo di Morte:</b> evoca una Melma 1/2 con <b>Provocazione</b>.","Curse of Naxxramas","Minion","FP1_012","Sputafango",,"Rare",5,Deathrattle|Taunt,5,,3,,,True,"Nate Bowden","Guai a infangare il loro nome!",,,"Sbloccata sconfiggendo Loatheb nell'Ala della Pestilenza.","Può essere creata dopo aver sconfitto Loatheb nell'Ala della Pestilenza."
"<b>Rantolo di Morte:</b> se anche Feugen è morto in questa partita evoca Thaddius.","Curse of Naxxramas","Minion","FP1_014","Stalagg",,"Legendary",5,Deathrattle,4,,7,,,True,"Dany Orizio","Stalagg ha voluto scrivere la sua descrizione: "STALAGG FORTISSIMO!"",True,,"Sbloccata completando l'Ala dei Costrutti.","Può essere creata dopo aver completato l'Ala dei Costrutti."
,"Curse of Naxxramas","Minion","NAX13_05H","Stalagg",,"Legendary",5,,4,,7,,,,,,True,,,
"<b>Rantolo di Morte:</b> mette nella tua mano una Bestia casuale.","Curse of Naxxramas","Minion","FP1_011","Tessitela",,"Common",1,Deathrattle,1,,1,"Hunter",,True,"Dan Brereton","I bozzoli dei ragni sono come piccole piñata!",,"Beast","Sbloccata completando la Sfida di Classe del Cacciatore a Naxxramas.","Può essere creata dopo aver completato la Sfida di Classe del Cacciatore a Naxxramas."
,"Curse of Naxxramas","Hero","NAX13_01H","Thaddius",,,,,45,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX13_01","Thaddius",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Minion","FP1_014t","Thaddius",,"Legendary",10,,11,,11,,,,,,True,,,
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_03H","Thane Korth'azz",,,3,,7,,2,,,,,,True,,,
"Il tuo eroe è <b>Immune</b>.","Curse of Naxxramas","Minion","NAX9_03","Thane Korth'azz",,,3,,7,,1,,,,,,True,,,
,"Curse of Naxxramas","Minion","FP1_019t","Treant",,,1,,2,,2,"Druid",,,,,,,,
"<b>Rantolo di Morte:</b> evoca un Nerubiano 4/4.","Curse of Naxxramas","Minion","FP1_007","Uovo di Nerubiano",,"Rare",2,Deathrattle,2,,0,,,True,"Justin Thavirat","Le uova sono un'ottima fonte di proteine... e di Nerubiani.",,,"Sbloccata sconfiggendo Maexxna nell'Ala degli Aracnidi.","Può essere creata dopo aver sconfitto Maexxna nell'Ala degli Aracnidi."
"Distrugge un servitore.","Curse of Naxxramas","Spell","NAX3_03","Veleno Necrotico",,,2,,,,,,,,,,,,,
"+3/+2.","Curse of Naxxramas","Enchantment","FP1_020e","Vendetta",,,,,,,,"Paladin",,,,,,,,
,"Curse of Naxxramas","Hero","NAX14_01","Zaffirion",,,,,30,,,,,,,,,,,
,"Curse of Naxxramas","Hero","NAX14_01H","Zaffirion",,,,,45,,,,,,,,,,,
"","System","Minion","PlaceholderCard","","Neutral","Epic",9,,8,,6,"Mage",,,,,,,,
"<b>Scudo Divino</b>. <b>Furtività</b>. Non può essere <b>Silenziato</b>.","Credits","Minion","CRED_15","Andy Brock",,"Legendary",1,,3,,1,,,,,,True,,,
"Il volume non può essere abbassato per nessun motivo.","Credits","Minion","CRED_08","Ben Brode",,"Legendary",3,,1,,4,,,,,,True,,,
"<b>Grido di Battaglia:</b> pesca una carta. Senza esca.","Credits","Minion","CRED_09","Ben Thompson",,"Legendary",6,,7,,4,,,,,,True,,,
"<b>Super Provocazione:</b> TUTTI i personaggi devono attaccare questo servitore!","Credits","Minion","CRED_03","Bob Fitch",,"Legendary",3,,4,,2,,,,,,True,,,
"Alla fine del tuo turno +1 Attacco a un servitore casuale.","Credits","Minion","CRED_13","Brian Schwab",,"Legendary",10,,10,,10,,,,,,True,,,
"<i>Adora tenere il tempo con il piede!</i>","Credits","Minion","CRED_06","Derek Sakamoto",,"Legendary",1,,1,,3,,,,,,True,,,
"<b>Grido di Battaglia:</b> evoca un Pirata 2/2 e distrugge tutti i Ninja.","Credits","Minion","CRED_02","Eric Dodds",,"Legendary",6,,5,,5,,,,,,True,,,
"<i>Quasi sempre NON responsabile dei problemi!</i>","Credits","Minion","CRED_16","Hamilton Chu",,"Legendary",7,,5,,9,,,,,,True,,,
"<b>Rabbia:</b> scherzetto! Non si arrabbia mai!","Credits","Minion","CRED_01","Jason Chayes",,"Legendary",6,,6,,7,,,,,,True,,,
"<b>Grido di Battaglia:</b> evoca CINQUE invenzioni casuali.","Credits","Minion","CRED_11","Jay Baxter",,"Legendary",4,,4,,1,,,,,,True,,,
"<i>3 Mana per una carta 5/4? Ottimo affare!</i>","Credits","Minion","CRED_05","Kyle Harrison",,"Legendary",3,,4,,5,,,,,,True,,,
"<b>C-C-C-COMBO:</b> distrugge un servitore nemico.","Credits","Minion","CRED_10","Michael Schweitzer",,"Legendary",2,,2,,2,,,,,,True,,,
"<b>Grido di Battaglia:</b> pesca DUE carte. <i>Non è un'Ingegnera Novizia.</i>","Credits","Minion","CRED_12","Rachelle Davis",,"Legendary",2,,2,,1,,,,,,True,,,
"Ogni mazzo che si rispetti deve contenere questo servitore.","Credits","Minion","CRED_17","Rob Pardo",,"Legendary",9,,9,,9,,,,,,True,,,
"<b>Grido di Battaglia:</b> evoca un boccale ghiacciato.","Credits","Minion","CRED_04","Steven Gabriel",,"Legendary",1,,3,,3,,,,,,True,,,
"Gli altri tuoi servitori hanno +3 Attacco e <b>Carica</b>.","Credits","Minion","CRED_14","Yong Woo",,"Legendary",5,,2,,3,,,,,,True,,,
"<b>Grido di Battaglia:</b> si lamenta dei prezzi del bacon.","Credits","Minion","CRED_07","Zwick",,"Legendary",2,,2,,2,,,,,,True,,,
"+1 Attacco per questo turno.","Basic","Enchantment","CS2_083e","Affilata",,,,OneTurnEffect,,,,"Rogue",,,,,,,,
,"Basic","Hero","HERO_09","Anduin Wrynn","Neutral","Free",,,30,,,"Priest",,True,,,,,,
"<b>Grido di Battaglia:</b> infligge 1 danno.","Basic","Minion","CS2_189","Arciera Elfica","Horde","Common",1,Battlecry,1,,1,,,True,"Steve Prescott","Si sconsiglia di non invitarla fuori a cena. Farebbe letteralmente breccia nel tuo cuore.",,,,"Sbloccata al livello 57 del Druido."
"<b>+1 Danni Magici</b>","Basic","Minion","CS2_155","Arcimago","Alliance","Common",6,Spellpower,7,,4,,,True,"Steve Ellis","Un Arcimago ottiene tale titolo quando riesce a sconfiggere chiunque lo metta in dubbio.",,,,"Sbloccata al livello 57 del Mago."
"+3 Attacco per questo turno.","Basic","Enchantment","CS2_045e","Arma Roccia Dura",,,,OneTurnEffect,,,,"Shaman",,,,,,,,
"+3 Attacco a un tuo personaggio per questo turno.","Basic","Spell","CS2_045","Arma Roccia Dura","Neutral","Free",1,,,,,"Shaman",,True,"Alex Horley Orlandelli","Particolarmente efficiente contro i nemici duri come una roccia.",,,"Sbloccata al livello 1.","Sbloccata al livello 36."
"+1 Attacco al tuo eroe per questo turno.","Basic","Enchantment","CS2_017o","Artigli",,,,OneTurnEffect,,,,"Druid",,,,,,,,
,"Basic","Weapon","CS2_106","Ascia Ardente","Neutral","Free",2,,,,3,"Warrior",2,True,"Lucas Graciano","Durante periodi di tranquillità e armonia quest'arma veniva chiamata Ascia da Pace Rinfrescante.",,,"Sbloccata al livello 1.","Sbloccata al livello 49."
"+4 Attacco al tuo eroe per questo turno.","Basic","Spell","CS2_105","Assalto Eroico","Neutral","Free",2,,,,,"Warrior",,True,"Jonboy Meyers","Pensaci: se fossi davvero un eroe <i>ogni</i> tuo assalto sarebbe eroico.",,,"Sbloccata al livello 1.","Sbloccata al livello 15."
"+4 Attacco per questo turno.","Basic","Enchantment","CS2_105e","Assalto Eroico",,,,OneTurnEffect,,,,"Warrior",,,,,,,,
"Infligge $3 danni all'eroe nemico.","Basic","Spell","CS2_075","Assalto Funesto","Neutral","Free",1,,,,,"Rogue",,True,"Frank Cho","C'è qualcosa di profondamente inquietante in questo colpo. È quasi... funesto.",,,"Sbloccata al livello 1.","Sbloccata al livello 15."
"Distrugge un servitore nemico.","Basic","Spell","CS2_076","Assassinio","Neutral","Free",5,,,,,"Rogue",,True,"Glenn Rane","Se non vuoi farti assassinare è meglio se ti trasferisci nelle Savane e cambi nome. Buona fortuna!",,,"Sbloccata al livello 1.","Sbloccata al livello 47."
"I tuoi turni sono più corti.","Basic","Enchantment","GAME_004","Assente",,,,,,,,,,,,,,,,
"<i>Hai perso il lancio della moneta ma hai ottenuto un amico.</i>","Basic","Minion","GAME_002","Avatar della Moneta",,"Free",0,,1,,1,,,,,,,,,
"+4/+4.","Basic","Enchantment","CS2_092e","Benedizione dei Re",,,,,,,,"Paladin",,,,,,,,
"+4/+4 a un servitore.","Basic","Spell","CS2_092","Benedizione dei Re","Neutral","Common",4,,,,,"Paladin",,True,"Lucas Graciano","Considerando quanti re sono stati assassinati sei ancora certo di volere la loro benedizione?",,,"Sbloccata al livello 10.","Sbloccata al livello 49."
"+1/+1.","Basic","Enchantment","EX1_019e","Benedizione della Chierica",,,,,,,,"Priest",,,,,,,,
"+3 Attacco.","Basic","Enchantment","CS2_087e","Benedizione: Vigore","Neutral",,,,,,,"Paladin",,,,,,,,
"+3 Attacco a un servitore.","Basic","Spell","CS2_087","Benedizione: Vigore","Neutral","Free",1,,,,,"Paladin",,True,"Zoltan Boros",""Come dice il nome stesso sto per mandarti a farti benedire." - Toad Mackle appena potenziato",,,"Sbloccata al livello 1.","Sbloccata al livello 45."
"Attacco aumentato.","Basic","Enchantment","EX1_399e","Berserker",,,,,,,,,,,,,,,,
"Ottiene +3 Attacco quando subisce danni.","Basic","Minion","EX1_399","Berserker Gurubashi","Neutral","Common",5,,7,,2,,,True,"Alex Horley Orlandelli","Ciò che non ti uccide ti fortifica.",,,,"Sbloccata al livello 57 dello Stregone."
"+3 Attacco per questo turno.","Basic","Enchantment","CS2_046e","Brama di Sangue",,,,OneTurnEffect,,,,"Shaman",,,,,,,,
"+3 Attacco ai tuoi servitori per questo turno.","Basic","Spell","CS2_046","Brama di Sangue","Neutral","Common",5,,,,,"Shaman",,True,"Luca Zontini","BlaarghghLLGHRHARAAHAHHH!!",,,"Sbloccata al livello 2.","Sbloccata al livello 40."
"<b>Grido di Battaglia:</b> evoca un Cinghiale 1/1.","Basic","Minion","CS2_196","Cacciatrice Lamaspina","Horde","Common",3,Battlecry,3,,2,,,True,"Clint Langley","Una volta qualcuno ha sfidato Tusker. Una SOLA volta.",,,,"Sbloccata al livello 55 del Cacciatore."
"<b>Provocazione</b>","Basic","Minion","CS2_162","Campione dell'Arena","Alliance","Common",6,Taunt,5,,6,,,True,"E.M. Gist","Anni fa il suo indice d'arena era oltre 2.100 ma non avrà mai i suoi spallacci perché c'è sempre della gente che non glieli vuole far prendere.",,,,"Sbloccata al livello 59 del Sacerdote."
"Gli altri tuoi servitori hanno +1/+1.","Basic","Minion","CS2_222","Campione di Roccavento","Alliance","Common",7,Aura,6,"",6,,,True,"Doug Alexander","Quando Alamorte assaltò la capitale questo soldato fu l'unico della sua squadriglia a sopravvivere. Ora si sente un po' solo...",,,,"Sbloccata al livello 59 del Paladino."
"Quando evochi un servitore con Attacco pari a 3 o inferiore gli fornisce <b>Carica</b>.","Basic","Minion","EX1_084","Capitano Cantaguerra","Neutral","Free",3,,3,,2,"Warrior",,True,"Wei Wang","Grommash Garrosh... con comandanti così non sarei tanto felice di diventare un Capitano Cantaguerra.",,,"Sbloccata al livello 1.","Sbloccata al livello 36."
"Gli altri tuoi servitori hanno +1 Attacco.","Basic","Minion","CS2_122","Capoincursione",,"Free",3,Aura,2,"",2,,,True,"Phill Gonzales",""Meno 50 DKP!"",,,,"Sbloccata al livello 57 del Guerriero."
"+2 Attacco e <b>Carica</b> a un tuo servitore.","Basic","Spell","CS2_103","Carica","Neutral","Free",3,,,,,"Warrior",,True,"Alex Horley Orlandelli",""Ragazzi! Ragazzi! Rallentate!" - Un servitore non Guerriero",,,"Sbloccata al livello 1.","Sbloccata al livello 23."
"<b>Carica</b> dal Rinoceronte Furioso.","Basic","Enchantment","DS1_178e","Carica",,,,,,,,"Hunter",,,,,,,,
"<b>Carica</b> dal Capitano Cantaguerra.","Basic","Enchantment","EX1_084e","Carica",,,,,,,,"Warrior",,,,,,,,
"<b>Carica</b> e +2 Attacco.","Basic","Enchantment","CS2_103e2","Carica",,,,,,,,"Warrior",,,,,,,,
"<b>Carica</b>","Basic","Minion","CS2_124","Cavalcalupi","Horde","Free",3,Charge,1,,3,,,True,"Dany Orizio","Gli Orchi cavalcano i lupi perché si adattano meglio negli ambienti ostili... e perché sono soffici e coccolosi.",,,,"Sbloccata al livello 59 del Guerriero."
"<b>Carica</b>","Basic","Minion","CS2_213","Cavalcarazzi Folle","Horde","Free",6,Charge,2,,5,,,True,"John Polidora","Una Cavalcarazzi Folle. Un razzo carico di esplosivo. Divertimento garantito!",,,,"Sbloccata al livello 59 dello Sciamano."
"<b>Carica</b>","Basic","Minion","CS2_131","Cavaliere di Roccavento","Alliance","Common",4,Charge,5,,2,,,True,"Ladronn","Si sentono ancora a disagio per "L'Incidente di Alamorte".",,,,"Sbloccata al livello 55 del Paladino."
"Quando un servitore danneggiato viene curato pesca una carta.","Basic","Minion","CS2_235","Chierica della Contea",,"Free",1,HealTarget,3,,1,"Priest",,True,"Terese Nielsen","Aiutano gli oppressi e gli afflitti. E vendono anche i biscotti.",,,"Sbloccata al livello 1.","Sbloccata al livello 40."
"<b>Grido di Battaglia:</b> +1/+1 a un altro tuo servitore.","Basic","Minion","EX1_019","Chierica Sole Infranto","Neutral","Common",3,Battlecry,2,,3,,,True,"Doug Alexander","Hanno sempre da parte qualche fiaschetta di Bevanda Energetica del Pozzo Solare™!",,,,"Sbloccata al livello 53 del Sacerdote."
,"Basic","Minion","CS2_boar","Cinghiale","Neutral","Common",1,,1,,1,,,,,,,"Beast",,
"<b>Carica</b>","Basic","Minion","CS2_171","Cinghiale Scagliadura","Neutral","Free",1,Charge,1,,1,,,True,"Howard Lyon",""Tu sei un cinghiale... un cinghiale un cinghiale!" - Noto ipnotizzatore di Uldum",,"Beast",,"Sbloccata al livello 53 del Cacciatore."
"<b>+1 Danni Magici</b>","Basic","Minion","CS2_142","Coboldo Geomante","Horde","Common",2,Spellpower,2,,2,,,True,"Gabor Szikszai","Toglietegli tutto ma non la sua candela.
- Fabrizio D.R.",,,,"Sbloccata al livello 59 dello Stregone."
"Infligge $4 danni a tutti i servitori nemici.","Basic","Spell","CS2_032","Colonna di Fuoco","Neutral","Common",7,,,,,"Mage",,True,"Romain De Santi","Ottima anche per le grigliate con gli amici.
- Mattia C.",,,"Sbloccata al livello 10.","Sbloccata al livello 51."
,"Basic","Weapon","CS2_082","Coltello Perverso","Neutral","Free",1,,,,1,"Rogue",2,,,,,,,
"<b>Grido di Battaglia:</b> infligge 2 danni.","Basic","Minion","CS2_150","Commando Piccatonante","Alliance","Common",5,Battlecry,2,,4,,,True,"Kev Walker","I Commando Piccatonante sono esperti in demolizioni ma preparano dei pasticcini veramente orrendi... evitateli!",,,,"Sbloccata al livello 51 del Paladino."
"Quando evochi una Bestia pesca una carta.","Basic","Minion","CS2_237","Condor Affamato",,"Common",5,,2,"",3,"Hunter",,True,"Bernie Kang","Se gli dai da mangiare perde la sua <i>identità</i>.",,"Beast","Sbloccata al livello 4.","Sbloccata al livello 47."
"Infligge $2 danni a tutti i nemici.","Basic","Spell","CS2_093","Consacrazione","Neutral","Common",4,,,,,"Paladin",,True,"Vance Kovacs","Il terreno consacrato brilla di energia sacra. Però puzza anche un po'.",,,"Sbloccata al livello 4.","Sbloccata al livello 43."
"Prendi il controllo di un servitore nemico.","Basic","Spell","CS1_113","Controllo Mentale","Neutral","Common",10,,,,,"Priest",,True,"Sean O’Daniels","Attenzione ha effetti collaterali: il tuo avversario potrebbe iniziare a prendere a testate il muro.",,,"Sbloccata al livello 10.","Sbloccata al livello 49."
"Cambio di schieramento.","Basic","Enchantment","CS1_113e","Controllo Mentale","Neutral","Common",,,,,,"Priest",,,,,,,,
"<b>Potere Eroe</b>
Pesca una carta e subisce 2 danni.","Basic","Hero Power","CS2_056","Conversione Vitale","Neutral","Free",2,,,,,"Warlock",,,,,,,,
"Seleziona un servitore nemico: all'inizio del tuo turno viene distrutto.","Basic","Spell","CS2_063","Corruzione","Neutral","Common",1,,,,,"Warlock",,True,"Wayne Reynolds","Si comincia rubando una penna al lavoro e in men che non si dica... BOOM! Sei corrotto!",,,"Sbloccata al livello 2.","Sbloccata al livello 32."
"Distrutto all'inizio del turno del giocatore che ha lanciato la maledizione.","Basic","Enchantment","CS2_063e","Corruzione",,,,,,,,"Warlock",,,,,,,,
