MECHANICS,COLLECTIBLE,SET,NAME,FACTION,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,PLAYERCLASS,ELITE,RACE,INPLAYTEXT,DURABILITY
,,Classic,Rozkaz Zielonoskórego,,+1/+1,,,,,,,Enchantment,NEW1_024o,,,,,
,True,Classic,Rozkazujący okrzyk,,W tej turze twoi stronnicy nie mogą zejść poniżej 1 pkt. zdrowia. Dobierz kartę.,Wayne Reynolds,Rare,,2,,„Wieczorny przydział grochówki tylko dla tych co przeżyją dzisiejszą bitwę!”,Spell,NEW1_036,Warrior,,,,
OneTurnEffect,,Classic,Rozkazujący okrzyk,,W tej turze nie może zejść poniżej 1 pkt. zdrowia.,,,,,,,Enchantment,NEW1_036e,Warrior,,,,
OneTurnEffect,,Classic,Rozkazujący okrzyk,,W tej turze twoi stronnicy nie mogą zejść poniżej 1 pkt. zdrowia.,,,,,,,Enchantment,NEW1_036e2,Warrior,,,,
Silence,,Classic,Rozproszenie,Neutral,<b>Wycisz</b> stronnika.,,,,,,,Spell,EX1_166b,Druid,,,,
,True,Classic,Rozwidlona błyskawica,Neutral,Zadaj $2 pkt. obrażeń dwóm losowym wrogim stronnikom. <b>Przeciążenie:</b> (2),Ralph Horsley,Common,,1,,Do pełnego działkowego zestawu brakuje jeszcze zagrabionej błyskawicy oraz łopatowego pioruna.,Spell,EX1_251,Shaman,,,,
Battlecry,True,Classic,Rycerz Srebrnej Dłoni,Alliance,<b>Okrzyk bojowy:</b> Przyzwij Giermka 2/2.,Matt Starbuck,Common,4,5,4,Dobrze być rycerzem. Giermkiem trochę gorzej.,Minion,CS2_151,,,,,
,True,Classic,Rzezimiot,Neutral,Koszt zaatakowania stronnika wynosi 1 ataku zamiast 1 wytrzymałości.,Zoltan & Gabor,Epic,7,7,,Słynny topór Grommasza Piekłorycza. Jakimś cudem znalazł się w posiadaniu księcia Malkezara. Bardzo tajemnicze!,Weapon,EX1_411,Warrior,,,,1
Battlecry,True,Classic,Sędziwy mag,Neutral,<b>Okrzyk bojowy:</b> Daj sąsiednim stronnikom <b>Obrażenia zaklęć +1</b>.,Howard Lyon,Rare,2,4,5,Czasami się zapomni i wparuje prosto do nieswojej gry.,Minion,EX1_584,,,,,
,,Classic,Sen,,Cofnij stronnika na rękę właściciela.,,,,0,,,Spell,DREAM_04,Dream,,,,
,True,Classic,Siła natury,Neutral,Przyzwij trzy Drzewce 2/2 z <b>Szarżą</b> które zginą na koniec tury.,Trevor Jacobs,Epic,,6,,„Chyba kimnę się zdziebko pod tymi drzewkami. Chwilę... AAAAAAA!” - Migotek pechowy gnom.,Spell,EX1_571,Druid,,,,
,,Classic,Siła stada,,Wilkor alfa daje temu stronnikowi +1 do ataku.,,,,,,,Enchantment,EX1_162o,,,,,
,,Classic,Skarbomania,,Zwiększony atak.,,,,,,,Enchantment,NEW1_018e,,,,,
,,Classic,Skrucha,,Zdrowie zmniejszone do 1.,,,,,,,Enchantment,EX1_379e,Paladin,,,,
Secret,True,Classic,Skrucha,Neutral,<b>Sekret:</b> Gdy twój przeciwnik zagra stronnika zmniejsz jego zdrowie do 1.,Gonzalo Ordonez,Common,,1,,Paladyni znani są ze skromności i okazywania skruchy ale tylko tuż przed klęską.,Spell,EX1_379,Paladin,,,,
,,Classic,Skuteczna motywacja,,+2 do ataku.,,,,,,,Enchantment,EX1_603e,Warrior,,,,
Divine Shield|Taunt,True,Classic,Słońcowierca,Alliance,<b>Prowokacja</b>. <b>Boska tarcza</b>.,Andrea Uderzo,Rare,4,6,5,Słońcowiercy to zakon taureńskich paladynów wyznających An&sbquo;she - bóstwo słońca.,Minion,EX1_032,,,,,
Battlecry,True,Classic,Śmiercioskrzydły,,<b>Okrzyk bojowy:</b> Zniszcz wszystkich pozostałych stronników i odrzuć całą rękę.,Bernie Kang,Legendary,12,10,12,Śmiercioskrzydły był niegdyś szlachetnym smokiem znanym jako Neltarion. Oszalał jednak i zniszczył Azeroth by w końcu zostać pokonanym. Czyżby kompleksy z dzieciństwa?,Minion,NEW1_030,,True,Dragon,,
Windfury,True,Classic,Smoczy jastrząb,Horde,<b>Furia wichru</b>,Greg Hildebrandt,Common,1,1,1,Próba nazwania ich „smostrząbami” nie spotkała się z akceptacją.,Minion,CS2_169,,,Beast,,
Battlecry,True,Classic,Smokowiec zmierzchu,Neutral,<b>Okrzyk bojowy:</b> Otrzymuje +1 do zdrowia za każdą kartę w ręce.,Jaemin Kim,Rare,4,4,1,Smokowce zmierzchu żywią się mistyczną energią. I paluszkami.,Minion,EX1_043,,,Dragon,,
Secret,True,Classic,Snajperstwo,Neutral,<b>Sekret:</b> Gdy twój przeciwnik zagra stronnika zadaj mu $4 pkt. obrażeń.,Lorenzo Minaca,Common,,2,,Dobry snajper zawsze trafia prosto w cel. Chyba że mu akurat zniesie.,Spell,EX1_609,Hunter,,,,
Battlecry,True,Classic,Sowa żelaznodzioba,Horde,<b>Okrzyk bojowy:</b> <b>Wycisz</b> stronnika.,Trevor Jacobs,Common,2,2,1,Ich skrzydła są ciche lecz ich pisk to... całkowite przeciwieństwo ciszy.,Minion,CS2_203,,,Beast,,
,,Classic,Spadające gwiazdy,,Zadaj $5 pkt. obrażeń stronnikowi.,,,,,,,Spell,NEW1_007b,Druid,,,,
,,Classic,Spadające gwiazdy,,Zadaj $2 pkt. obrażeń wszystkim wrogim stronnikom.,,,,,,,Spell,NEW1_007a,Druid,,,,
,True,Classic,Spadające gwiazdy,,<b>Wybierz jedno:</b> Zadaj $5 pkt. obrażeń stronnikowi; lub zadaj $2 pkt. obrażeń wszystkim wrogim stronnikom.,Richard Wright,Rare,,5,,Czy niebo spada nam na głowy? W rzeczy samej.,Spell,NEW1_007,Druid,,,,
,,Classic,Spopielacz,,,,Legendary,5,5,,,Weapon,EX1_383t,Paladin,,,,3
,True,Classic,Spuścić psy!,,Przyzwij Ogara 1/1 z <b>Szarżą</b> za każdego wrogiego stronnika.,Linggar Bramanty,Common,,3,,Kto dogoni psa? Może ty może ty? Może jednak ja!,Spell,EX1_538,Hunter,,,,
,True,Classic,Starcie umysłów,Neutral,Umieść kopię losowego stronnika z talii przeciwnika na polu bitwy.,Zoltan & Gabor,Epic,,4,,Czasami wydaje się że to wszystko jakaś gra.,Spell,EX1_345,Priest,,,,
Freeze,True,Classic,Stożek zimna,Neutral,<b>Zamroź</b> stronnika oraz stronników obok niego i zadaj im wszystkim $1 pkt. obrażeń.,Leo Che,Common,,4,,Tak wygląda walec zimna poddany obróbce ze skrawaniem.,Spell,EX1_275,Mage,,,,
Taunt,True,Classic,Straszliwy korsarz,,<b>Prowokacja.</b> Kosztuje (1) mniej za każdy punkt ataku twojej broni.,Trent Kaniuga,Common,3,4,3,„Arrrr” w pirackim narzeczu oznacza „Witaj jaśnie panie”.,Minion,NEW1_022,,,Pirate,,
,True,Classic,Strażniczka Światłości,,Otrzymuje +2 do ataku za każdym razem gdy jakaś postać zostanie uzdrowiona.,Erik Ko,Rare,1,1,2,Praktyki odbywała w sklepie z lampami.,Minion,EX1_001,,,,,
Battlecry|Taunt,True,Classic,Strażnik Spaczenia,Neutral,<b>Prowokacja</b>. <b>Okrzyk bojowy:</b> Zniszcz jeden ze swoich kryształów many.,John Polidora,Rare,3,3,5,Tak będzie dla ciebie walczyć. ALE ZROBI TO NIECHĘTNIE.,Minion,EX1_301,Warlock,,Demon,,
Divine Shield,True,Classic,Strażnik Srebrnej Luny,Horde,<b>Boska tarcza</b>,Phroilan Gardner,Common,3,4,3,Kiedy pierwszym razem próbowali ochronić Srebrną Lunę przed plagą nie do końca im się udało...,Minion,EX1_023,,,,,
Battlecry|Charge,True,Classic,Strażnik Zagłady,Neutral,<b>Szarża</b>. <b>Okrzyk bojowy:</b> Odrzuć dwie losowe karty.,Lucas Graciano,Rare,5,5,7,Przywołanie Strażnika Zagłady to spore ryzyko. <i>Ktoś</i> wyciągnie kopyta.,Minion,EX1_310,Warlock,,Demon,,
Taunt,True,Classic,Stróż Mogu&sbquo;szanu,Neutral,<b>Prowokacja</b>,Cole Eastburn,Common,1,4,7,Jedyne co robią przez całe dnie to gadają o Królu Gromów. NUUUUDY!,Minion,EX1_396,,,,,
,,Classic,Strzaskanie umysłu,,<b>Moc specjalna</b>Zadaj 3 pkt. obrażeń.,,,,2,,,Hero Power,EX1_625t2,Priest,,,,
,True,Classic,Studnia światła,Neutral,Na początku twojej tury przywróć 3 pkt. zdrowia przyjaznej postaci.,Blizzard Entertainment,Rare,0,2,5,Nie wiadomo czy ludzie ignorują studnię światła czy jest ona po prostu niewidzialna.,Minion,EX1_341,Priest,,,,
Taunt,True,Classic,Stwór z moczarów,Alliance,<b>Prowokacja</b>,Monica Langlois,Common,3,5,6,Dawniej zwano go Jozinem z Bazin ale weszła ustawa o ochronie danych osobowych.,Minion,CS1_069,,,,,
Battlecry,True,Classic,Świątynny nadzorca,,<b>Okrzyk bojowy:</b> Daj przyjaznemu stronnikowi +3 do zdrowia.,Daren Bader,Common,6,6,6,W czwartkowe noce dorabia jako ochroniarz w karczmie „Pod Knurem i Gwizdkiem”.,Minion,EX1_623,Priest,,,,
,True,Classic,Świetlista istota,Neutral,Atak tego stronnika jest zawsze równy jego zdrowiu.,Daarken,Common,0,4,5,Świeci nie tylko oczami.,Minion,EX1_335,Priest,,,,
,True,Classic,Święty gniew,Neutral,Dobierz kartę i zadaj obrażenia równe jej kosztowi.,Justin Sweet,Rare,,5,,Dawaj na gołe klaty!,Spell,EX1_365,Paladin,,,,
,True,Classic,Święty ogień,,Zadaj $5 pkt. obrażeń. Przywróć #5 pkt. zdrowia twojemu bohaterowi.,Miguel Coimbra,Rare,,6,,Często następuje po nim siwy dym!,Spell,EX1_624,Priest,,,,
Deathrattle,True,Classic,Sylwana Bieżywiatr,,<b>Agonia:</b> Przejmij kontrolę nad losowym wrogim stronnikiem.,Glenn Rane,Legendary,5,6,5,Sylwana została zamieniona w królową upiorów przez Arthasa. Mocno ją tym wkurzył.,Minion,EX1_016,,True,,,
Enrage,True,Classic,Szalejący worgen,Neutral,<b>Szał:</b> <b>Furia wichru</b> oraz +1 do ataku.,Alex Horley Orlandelli,Common,3,3,3,Wścieklizna dopada nawet najlepszych.,Minion,EX1_412,,,,,
,True,Classic,Szaleństwo cieni,Neutral,Do końca tury przejmij kontrolę nad wrogim stronnikiem z atakiem 3 lub mniejszym.,Mark Gibbons,Rare,,4,,Tłumacz to sobie jak chcesz ale to dość wredne zagranie.,Spell,EX1_334,Priest,,,,
,,Classic,Szaleństwo cieni,,Kontrola nad tym stronnikiem została zamieniona w tej turze.,,,,,,,Enchantment,EX1_334e,Priest,,,,
Battlecry,True,Classic,Szalony alchemik,Neutral,<b>Okrzyk bojowy:</b> Zamień atak i zdrowie wybranego stronnika.,Tom Fleming,Rare,2,2,2,Początkowo eksperymentował na murlokach ale jakoś bez efektów.,Minion,EX1_059,,,,,
Battlecry,True,Classic,Szalony bombiarz,Alliance,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń losowo rozdzielone pomiędzy wszystkimi innymi postaciami.,Mike Sass,Common,3,2,2,Nie jest jakoś szczególnie szalony tylko nie do końca przestrzega przepisów BHP.,Minion,EX1_082,,,,,
Divine Shield,True,Classic,Szkarłatny krzyżowiec,Alliance,<b>Boska tarcza</b>,Gonzalo Ordonez,Common,3,3,1,Kiedyś śniło się jej że poślubiła karmazynowego króla.,Minion,EX1_020,,,,,
Secret,True,Classic,Szlachetne poświęcenie,Neutral,<b>Sekret:</b> Gdy wróg zaatakuje przyzwij Obrońcę 2/1 jako nowy cel ataku.,Zoltan & Gabor,Common,,1,,Zawsze będziemy pamiętać twe imię hmm... szlachetny obrońco!,Spell,EX1_130,Paladin,,,,
,,Classic,Szmaragdowy smokowiec,,,,,7,4,6,,Minion,DREAM_03,Dream,,Dragon,,
,True,Classic,Szpikożerny ghul,Neutral,Otrzymuje +1 do ataku za każdym razem gdy zginie dowolny stronnik.,Alex Horley Orlandelli,Common,2,3,3,„Szpikożerny” to niesprawiedliwe imię. Pewnie chciałby zjeść coś innego ale nic mu nie zostawili.,Minion,tt_004,,,,,
Battlecry|Charge,True,Classic,Tajemny golem,Neutral,<b>Szarża</b>. <b>Okrzyk bojowy:</b> Daj twojemu przeciwnikowi kryształ many.,Sedhayu Ardian,Rare,4,3,2,Perfekcyjna Pani Domu poleca tajemne golemy jako stylową dekorację każdego salonu. Ponadto można z nimi porozmawiać o wszystkim.,Minion,EX1_089,,,,,
Taunt,True,Classic,Tarczownik,Neutral,<b>Prowokacja</b>,Carl Critchlow,Common,0,1,4,Widziałeś jaki rozmiar mają tarcze w grze? To niełatwa praca.,Minion,EX1_405,,,,,
Enrage|Taunt,True,Classic,Tauren wojownik,Neutral,<b>Prowokacja</b>. <b>Szał:</b> +3 do ataku.,Paul Warzecha,Common,2,3,3,Tauren w walce Hordzie lżej!,Minion,EX1_390,,,,,
Battlecry,True,Classic,Technik kontroli umysłu,Alliance,<b>Okrzyk bojowy:</b> Jeżeli przeciwnik ma przynajmniej 4 stronników przejmij losowo kontrolę nad jednym z nich.,Leo Che,Rare,3,3,3,Technologia kontroli umysłu to prężnie rozwijająca się dziedzina nauki która przyczyni się do zrealizowania 200% normy przewidzianej w obecnym planie 5-letnim.,Minion,EX1_085,,,,,
,True,Classic,Totem przypływu many,Neutral,Na koniec twojej tury dobierz kartę.,Scott Altmann,Rare,0,3,3,Podobno niektórzy szamani potrafią 10 razy szybko powtórzyć „Tam mam ten totem”.,Minion,EX1_575,Shaman,,Totem,,
Deathrattle,True,Classic,Trędowaty gnom,Neutral,<b>Agonia:</b> Zadaj 2 pkt. obrażeń wrogiemu bohaterowi.,Glenn Rane,Common,2,1,1,Bardzo by chciał zostać twoim przyjacielem ale naprawdę źle odbiera brak akceptacji.,Minion,EX1_029,,,,,
Aura,True,Classic,Tycia przywoływaczka,Alliance,Pierwszy stronnik zagrany przez ciebie w każdej turze kosztuje (1) mniej.,Ron Spears,Rare,2,2,2,Najbardziej w świecie boi się swojego nemezis: Przytycia.,Minion,EX1_076,,,,,
Stealth,True,Classic,Tygrys z Cierniodławów,Alliance,<b>Ukrycie</b>,Alex Horley Orlandelli,Common,5,5,5,Tygrysy często mylone są z Jagrysami i Ongrysami. Choć wiadomo że to Ongrys gryzł!,Minion,EX1_028,,,Beast,,
Deathrattle|Divine Shield|Taunt,True,Classic,Tyrion Fordring,Neutral,<b>Boska tarcza</b>. <b>Prowokacja</b>. <b>Agonia:</b> Wyposaż bohatera w Spopielacz 5/3.,Brom,Legendary,6,8,6,Największym zaskoczeniem dla osób nieznających Tyriona jest fakt że wcale nie jest karłem!,Minion,EX1_383,Paladin,True,,,
Aura,True,Classic,Uczennica czarownika,Neutral,Twoje zaklęcia kosztują (1) mniej.,Alex Horley Orlandelli,Common,3,2,2,Uczniowie świetnie się nadają do wykorzystywania. „Hej przyzwij mi trochę tych bułeczek z maną! I kawy! A właściwie to kawy z maną!”,Minion,EX1_608,Mage,,,,
OneTurnEffect,,Classic,Ugryzienie,,+4 do ataku w tej turze.,,,,,,,Enchantment,EX1_570e,,,,,
,True,Classic,Ugryzienie,Neutral,Daj twojemu bohaterowi +4 do ataku w tej turze oraz +4 pkt. pancerza.,Tom Baxa,Rare,,4,,Zjedz mięso. Ziemniaki możesz zostawić.,Spell,EX1_570,Druid,,,,
,,Classic,Ukrycie,,Ukrycie trwa do następnej tury.,,,,,,,Enchantment,EX1_128e,Rogue,,,,
,True,Classic,Ukrycie,Neutral,Daj swoim stronnikom <b>Ukrycie</b> do twojej następnej tury.,Steve Hui,Common,,1,,Łotrzy ukrywają wszystko za wyjątkiem emocji. Są po prostu bardzo wylewni.,Spell,EX1_128,Rogue,,,,
,True,Classic,Ulepszenie!,Neutral,Jeśli masz broń daj jej +1/+1. W innym przypadku wyposaż bohatera w broń 1/3.,Matt Cavotta,Rare,,1,,Z taką bronią nie ma żartów!,Spell,EX1_409,Warrior,,,,
,,Classic,Ulepszono,,+1 do ataku oraz +1 do wytrzymałości.,,,,,,,Enchantment,EX1_409e,Warrior,,,,
,,Classic,Ulepszono,,Zwiększona wytrzymałość.,,,,,,,Enchantment,EX1_536e,Hunter,,,,
Aura,True,Classic,Upiór many,Neutral,WSZYSCY stronnicy kosztują (1) więcej.,Luca Zontini,Rare,2,2,2,Wypełzają w nocy żeby zeżreć resztki kryształów many ze stołu.,Minion,EX1_616,,,,,
,,Classic,Ustąp pola!,,Atak zmieniony na 1.,,,,,,,Enchantment,EX1_382e,Paladin,,,,
,,Classic,Uszkodzony golem,Neutral,,,Common,2,1,1,,Minion,skele21,,,Mech,,
,,Classic,Utrzymanie tajemnicy,,Zwiększone statystyki.,,,,,,,Enchantment,EX1_080o,,,,,
,False,Classic,Uzbrojenie,,Zwiększony atak.,,,,,,,Enchantment,NEW1_037e,,,,,
,,Classic,W pułapce,,Karta ta będzie <b>Zamrożona</b> ponownie na początku kolejnej tury.,,,,,,,Enchantment,EX1_611e,Hunter,,,,
,,Classic,Wąż,Neutral,,,Common,1,0,1,,Minion,EX1_554t,Hunter,,Beast,,
,True,Classic,Wewnętrzny szał,Neutral,Zadaj $1 pkt. obrażeń stronnikowi i daj mu +2 do ataku.,Slawomir Maniak,Common,,0,,Dobra mina do złej gry to ich motto.,Spell,EX1_607,Warrior,,,,
,,Classic,Wewnętrzny szał,,+2 do ataku.,,,,,,,Enchantment,EX1_607e,Warrior,,,,
,True,Classic,Wewnętrzny żar,Neutral,Zmień atak stronnika na równy jego zdrowiu.,Steve Prescott,Common,,1,,Dobry pomysł: dopakowanie stronników. Zły pomysł: stronienie od dopakowania.,Spell,CS1_129,Priest,,,,
,,Classic,Wewnętrzny żar,,Atak stronnika jest równy jego zdrowiu.,,,,,,,Enchantment,CS1_129e,Priest,,,,
Secret,True,Classic,Wężowa pułapka,Neutral,<b>Sekret:</b> Gdy jeden z twoich stronników zostanie zaatakowany przyzwij trzy Węże 1/1.,Bernie Kang,Epic,,2,,Czemu to musiały być węże?,Spell,EX1_554,Hunter,,,,
Windfury,True,Classic,Wichrogniewna harpia,Alliance,<b>Furia wichru</b>,Luke Mancini,Common,4,6,5,Zbyt przyjemne to harpie nie są. Oględnie rzecz mówiąc.,Minion,EX1_033,,,,,
Battlecry,True,Classic,Widzący z Kręgu Ziemi,,<b>Okrzyk bojowy:</b> Przywróć 3 pkt. zdrowia.,Alex Horley Orlandelli,Common,3,3,3,Spojrzeniem sięga tam gdzie wzrok innych nie sięga.,Minion,CS2_117,,,,,
,True,Classic,Wiedziciel Czo,Neutral,Za każdym razem gdy gracz rzuci zaklęcie umieść jego kopię w ręce drugiego gracza.,Mark Zug,Legendary,0,2,4,Wiedziciel Czo zbiera historie i podania z krainy Pandarii ale najbardziej lubi opowieść o pierścieniu i górze.,Minion,EX1_100,,True,,,
Windfury,True,Classic,Wieszcz z Thrallmaru,Horde,<b>Furia wichru</b>,Efrem Palacios,Common,2,3,3,Postanowił napisać epicki poemat. Ma już pierwszy wers: „Thrallmarze ojczyzno moja ty jesteś jak zdrowie”.,Minion,EX1_021,,,,,
,,Classic,Wiewiórka,Neutral,,,Common,1,1,1,,Minion,EX1_tk28,,,Beast,,
AdjacentBuff|Aura,True,Classic,Wilkor alfa,Neutral,Sąsiedni stronnicy otrzymują +1 do ataku.,John Dickenson,Common,2,2,2,Nie możemy się doczekać wydania Bety Wilkora. Przekażcie dalej ten wpis aby wziąć udział w losowaniu kluczy!,Minion,EX1_162,,,Beast,,
Stealth,True,Classic,Worgen dywersant,Alliance,<b>Ukrycie</b>,Raymond Swanland,Common,2,1,1,Jeśli chcesz powstrzymać dywersję worgenów wystarczy krzyknąć „Do budy!”,Minion,EX1_010,,,,,
,,Classic,Wściekłość,,Zwiększony atak.,,,,,,,Enchantment,EX1_604o,Warrior,,,,
Enrage,True,Classic,Wściekły kurczak,,<b>Szał:</b> +5 do ataku.,Mike Sass,Rare,1,1,1,&bdquo;Lusia wściekła się gdy odwołano obchody Święta Kreta&bdquo; - Pan Józek znany hodowca kurczaków.,Minion,EX1_009,,,Beast,,
Silence,True,Classic,Wstrząs ziemi,Neutral,<b>Wycisz</b> stronnika a następnie zadaj mu $1 pkt. obrażeń.,Kevin Chin,Common,,1,,Wstrząs Ziemi? A nie powinien to być raczej „Wstrząs Azeroth”?,Spell,EX1_245,Shaman,,,,
Secret,True,Classic,Wybuchowa pułapka,Neutral,<b>Sekret:</b> Gdy twój bohater zostanie zaatakowany zadaj $2 pkt. obrażeń wszystkim wrogom.,Brandon Kitkouski,Common,,2,,Na szczęście nie jest to szklana pułapka.,Spell,EX1_610,Hunter,,,,
,True,Classic,Wybuchowy strzał,Neutral,Zadaj $5 pkt. obrażeń stronnikowi oraz $2 pkt. obrażeń jego sąsiadom.,Tom Baxa,Rare,,5,,Wyciągnij zawleczkę policz do 5 i w nogi.,Spell,EX1_537,Hunter,,,,
Silence,True,Classic,Wyciszenie,Neutral,<b>Wycisz</b> stronnika.,Zoltan & Gabor,Common,,0,,Zarezerwowane na rzucających zaklęcia przeciwników nikczemnych liczów zza grobu oraz wieczory karaoke w karczmie pod Żrącym Żarłokiem.,Spell,EX1_332,Priest,,,,
,True,Classic,Wyczucie demonów,Neutral,Umieść w ręce 2 losowe Demony z twojej talii.,Raven Mimura,Common,,3,,Z reguły demony rzucają się w oczy i nie trzeba żadnego zaklęcia żeby je wyczuć.,Spell,EX1_317,Warlock,,,,
,,Classic,Wyjęcie korzeni,Neutral,+5 do ataku.,,,,,,,Spell,EX1_178b,Druid,,,,
,,Classic,Wyjęte korzenie,,+5 do ataku.,,,,,,,Enchantment,EX1_178be,Druid,,,,
,,Classic,Wymaga ostrzenia,,Zmniejszony atak.,,,,,,,Enchantment,EX1_411e2,Warrior,,,,
,True,Classic,Wypaczona Otchłań,Neutral,Zniszcz wszystkich stronników.,Dave Allsop,Epic,,8,,Wypaczona Otchłań to bezkształtne miejsce pełne magii iluzjii zniszczonych stronników.,Spell,EX1_312,Warlock,,,,
Secret,True,Classic,Wyparowanie,Neutral,<b>Sekret:</b> Zniszcz stronnika który zaatakuje twojego bohatera.,Raymond Swanland,Rare,,3,,Czy Śmiercioskrzydły spowodował Kataklizm bo kiedyś przegrał przez tę kartę? Możemy nigdy się tego nie dowiedzieć.,Spell,EX1_594,Mage,,,,
Combo,True,Classic,Wypatroszenie,Neutral,Zadaj $2 pkt. obrażeń. <b>Kombinacja:</b> Zamiast tego zadaj $4 pkt. obrażeń.,Ariel Olivetti,Common,,2,,Koszt wypatroszenia przeciwnika jest bardzo wysoki. Głównie przez rachunki za spranie krwi ze skórzanej zbroi.,Spell,EX1_124,Rogue,,,,
Battlecry,True,Classic,Wyrocznia Światłozimnych,Neutral,<b>Okrzyk bojowy:</b> Każdy gracz dobiera 2 karty.,Steve Prescott,Rare,2,3,2,Widzą przyszłość. W tej przyszłości obaj gracze dobierają kolejne karty. Aż ciarki po plecach chodzą.,Minion,EX1_050,,,Murloc,,
,True,Classic,Wyssanie duszy,Neutral,Zniszcz stronnika. Przywróć #3 pkt. zdrowia twojemu bohaterowi.,Tyler Walpole,Rare,,6,,Lepiej unikać wyssania własnej duszy. Możesz w ten sposób stworzyć błędny krąg.,Spell,EX1_309,Warlock,,,,
,True,Classic,Wyżer,,Na koniec twojej tury przyzwij Gnola 2/2 z <b>Prowokacją</b>.,Laurel D. Austin,Legendary,4,6,4,Wyżer jest supermocny. Jeśli go zabijesz to tylko dlatego że ci na to <i>pozwolił</i>.,Minion,NEW1_040,,True,,,
,True,Classic,Wyzwolony żywiołak,Neutral,Otrzymuje +1/+1 za każdym razem gdy zagrasz kartę z <b>Przeciążeniem</b>.,Matt Gaser,Common,2,3,4,Zbiera datki na „Ruch Wyzwolenia Żywiołaków”.,Minion,EX1_258,Shaman,,,,
,,Classic,Wzmocnienie,,Zwiększone zdrowie.,,,,,,,Enchantment,NEW1_025e,,,,,
,,Classic,Wzrost,,Gruul rośnie...,,,,,,,Enchantment,NEW1_038o,,,,,
OneTurnEffect,,Classic,Wzrost mocy,,Manoholiczka ma zwiększony atak.,,,,,,,Enchantment,EX1_055o,,,,,
,,Classic,Yarrr!,,Kapitan daje +1/+1.,,,,,,,Enchantment,NEW1_027e,,,,,
,True,Classic,Ysera,Neutral,Na koniec twojej tury dodaj Kartę Snu do twojej ręki.,Gabor Szikszai,Legendary,4,9,12,Ysera włada Szmaragdowym Snem. A ten wygląda zupełnie jak prawdziwy świat tyle że podpicowany na zielono.,Minion,EX1_572,,True,Dragon,,
,,Classic,Zabić Mełka!,,W tej turze zaklęcia kosztują (0)!,,Legendary,,,,,Enchantment,NEW1_029t,,,,,
Stealth,True,Classic,Zabójca z Krukowiska,Alliance,<b>Ukrycie</b>,Ralph Horsley,Rare,7,7,5,Wyślij mu paczkę z nazwiskiem i 10 000 sztuk złota. On zajmie się resztą.,Minion,CS2_161,,,,,
,True,Classic,Zabójczy cios,Neutral,Zadaj $4 pkt. obrażeń. Jeśli masz 12 pkt. zdrowia lub mniej zamiast tego zadaj $6 pkt. obrażeń.,Zoltan & Gabor,Rare,,4,,„Jeśli masz użyć tylko jednej umiejętności niech to będzie ‘zabójczy cios’”. - Kodeks Wojowników ustęp 6,Spell,EX1_408,Warrior,,,,
,True,Classic,Zabójczy strzał,Neutral,Zniszcz losowego wrogiego stronnika.,Steve Prescott,Common,,3,,Pół-ogry mok’nathal nie słyną z precyzji. Ale nie stosują półśrodków gdy trzeba coś zabić.,Spell,EX1_617,Hunter,,,,
,,Classic,Zakorzenienie,Neutral,+5 do zdrowia oraz <b>Prowokacja</b>.,,,,,,,Spell,EX1_178a,Druid,,,,
,,Classic,Zakorzenienie,,+5 do zdrowia oraz <b>Prowokacja</b>.,,,,,,,Enchantment,EX1_178ae,Druid,,,,
,,Classic,Żałosny chochlik,,<i>Skończyły ci się Demony! Ale przynajmniej zawsze masz chochliki...</i>,,Common,1,1,1,,Minion,EX1_317t,Warlock,,Demon,,
Freeze,True,Classic,Zamieć,Neutral,Zadaj $2 pkt. obrażeń wszystkim wrogim stronnikom i ich <b>Zamroź</b>.,Chris Seaman,Rare,,6,,Zamieć jak co roku zaskoczyła gierowców.,Spell,CS2_028,Mage,,,,
Secret,True,Classic,Zamrażająca pułapka,Neutral,<b>Sekret:</b> Gdy wrogi stronnik zaatakuje cofnij go na rękę właściciela i zwiększ jego koszt o (2).,Matt Gaser,Common,,2,,„Kurde bele ale zimnica”. - prawidłowa reakcja po rzuceniu zamrażającej pułapki.,Spell,EX1_611,Hunter,,,,
Deathrattle,True,Classic,Zbieracz łupów,Neutral,<b>Agonia:</b> Dobierz kartę.,Jim Nelson,Common,2,2,1,Lubi sobie coś przyjumać.,Minion,EX1_096,,,,,
Aura,True,Classic,Zbir spółki Gitgeszeft,Horde,Twoi stronnicy kosztują (3) więcej.,John Polidora,Common,7,5,6,Właściciele goblińskiej spółki Gitgeszeft to tłuste szuje. I choć wszędzie węszą kasy pełne nadal coś im w bankach nie sztymuje.,Minion,CS2_227,,,,,
Battlecry,True,Classic,Zbrojmistrzyni z Arathi,Neutral,<b>Okrzyk bojowy:</b> Wyposaż bohatera w broń 2/2.,Samwise,Common,3,4,3,50% zniżki na broń naręczną. Oferta ograniczona czasowo!,Minion,EX1_398,Warrior,,,,
,True,Classic,Zdrada,Neutral,Zmuś wrogiego stronnika do zadania obrażeń stronnikom obok siebie.,Lucas Graciano,Common,,2,,Każdy ma swoją cenę. Na przykład gnomy można przekupić pluszowymi zwierzątkami i niewielką ilością czekolady.,Spell,EX1_126,Rogue,,,,
