SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,MECHANICS,HEALTH,INPLAYTEXT,DURABILITY,ATTACK,PLAYERCLASS,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Blackrock Mountain,Gniew demona,,Zadaj $2 pkt. obrażeń wszystkim stronnikom nie będącym Demonami.,Rare,3,Spell,BRM_005,AffectedBySpellPower,,,,,Warlock,True,Raymond Swanland,Demony zwykle są dość spolegliwe. Musisz zagrać tę kartę aby naprawdę je rozgniewać.,,,Aby odblokować ukończ wyzwanie klasowe dla czarnoksiężnika w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla czarnoksiężnika w Czarnej Górze.
Blackrock Mountain,Gyth,,,Legendary,3,Minion,BRMA09_5t,,4,,,8,,,,,True,Dragon,,
Blackrock Mountain,Gyth,,,Legendary,3,Minion,BRMA09_5Ht,,8,,,8,,,,,True,Dragon,,
Blackrock Mountain,Imperator Thaurissan,,Na koniec twojej tury zmniejsz koszt kart w twojej ręce o (1).,Legendary,6,Minion,BRM_028,,5,,,5,,True,Wayne Reynolds,Miałby całkiem klawe życie gdyby nie fakt że wezwany przez niego zły Władca Ognia zniewolił cały jego lud.,True,,Aby odblokować ukończ Otchłań Czarnej Góry.,Można wykonać po ukończeniuOtchłani Czarnej Góry.
Blackrock Mountain,Imperator Thaurissan,,,,,Hero,BRMA03_1H,,30,,,,,,,,,,,
Blackrock Mountain,Imperator Thaurissan,,,,,Hero,BRMA03_1,,30,,,,,,,,,,,
Blackrock Mountain,Inkubacja,,Zwiększone zdrowie.,,,Enchantment,BRMA10_3e,,,,,,,,,,,,,
Blackrock Mountain,Intensywne spojrzenie,,<b>Pasywna moc specjalna</b>Wszystkie karty kosztują (1). Gracze mają limit 1 kryształu many.,,,Hero Power,BRMA08_2,,,,,,,,,,,,,
Blackrock Mountain,Intensywne spojrzenie,,<b>Pasywna moc specjalna</b>Wszystkie karty kosztują (1). Masz limit 2 kryształów many a przeciwnik 1.,,,Hero Power,BRMA08_2H,,,,,,,,,,,,,
Blackrock Mountain,JA WALIĆ!,,<b>Moc specjalna</b>Zniszcz losowego wrogiego stronnika.,,0,Hero Power,BRMA07_2H,,,,,,,,,,,,,
Blackrock Mountain,JA WALIĆ!,,<b>Moc specjalna</b>Zniszcz losowego rannego wrogiego stronnika.,,1,Hero Power,BRMA07_2,,,,,,,,,,,,,
Blackrock Mountain,Kamieniowanie,,Przyzwij 3 Sługi Ognia. <b>Przeciążenie:</b> (2),,3,Spell,BRMA04_4H,,,,,,,,,,,,,
Blackrock Mountain,Kamieniowanie,,Przyzwij 3 Sługi Ognia. <b>Przeciążenie:</b> (2),,3,Spell,BRMA04_4,,,,,,,,,,,,,
Blackrock Mountain,Kibic Czarnorytnych,,<b>Prowokacja</b>,,1,Minion,BRMA02_2t,Taunt,1,,,1,,,,,,,,
Blackrock Mountain,Kościani stronnicy,,<b>Moc specjalna</b>Przyzwij dwa Kościane konstrukty 2/1.,,2,Hero Power,BRMA17_5,,,,,,,,,,,,,
Blackrock Mountain,Kościani stronnicy,,<b>Moc specjalna</b>Przyzwij dwa Kościane konstrukty 4/2.,,2,Hero Power,BRMA17_5H,,,,,,,,,,,,,
Blackrock Mountain,Kościany konstrukt,,,,1,Minion,BRMA17_6,,1,,,2,,,,,,,,
Blackrock Mountain,Kościany konstrukt,,,,1,Minion,BRMA17_6H,,2,,,4,,,,,,,,
Blackrock Mountain,Łaska Imperatora,,Kosztuje (1) mniej.,,,Enchantment,BRM_028e,,,,,,,,,,,,,
Blackrock Mountain,LAWA!,,Zadaj $2 pkt. obrażeń wszystkim stronnikom.,,2,Spell,BRMA17_4,,,,,,,,,,,,,
Blackrock Mountain,Lord Victor Nefarius,,,,,Hero,BRMA13_1H,,30,,,,,,,,,,,
Blackrock Mountain,Lord Victor Nefarius,,,,,Hero,BRMA13_1,,30,,,,,,,,,,,
Blackrock Mountain,Magmatron,,Za każdym razem gdy gracz zagra kartę Magmatron zada mu 2 pkt. obrażeń.,Legendary,5,Minion,BRMA14_9H,,8,,,8,,,,,True,Mech,,
Blackrock Mountain,Magmatron,,Za każdym razem gdy gracz zagra kartę Magmatron zada mu 2 pkt. obrażeń.,Legendary,5,Minion,BRMA14_9,Aura,7,,,7,,,,,True,Mech,,
Blackrock Mountain,Magmor,,<b>Prowokacja</b>,Legendary,5,Minion,BRMA14_12,Taunt,2,,,10,,,,,True,,,
Blackrock Mountain,Majordomus,,<b>Moc specjalna</b>Przyzwij Żarzyciela Akolitę 3/3.,,2,Hero Power,BRMA06_2H,,,,,,,,,,,,,
Blackrock Mountain,Majordomus,,<b>Moc specjalna</b>Przyzwij Żarzyciela Akolitę 1/3.,,2,Hero Power,BRMA06_2,,,,,,,,,,,,,
Blackrock Mountain,Majordomus Egzekutus,,,,,Hero,BRMA06_1,,30,,,,,,,,,,,
Blackrock Mountain,Majordomus Egzekutus,,,,,Hero,BRMA06_1H,,30,,,,,,,,,,,
Blackrock Mountain,Majordomus Egzekutus,,<b>Agonia:</b> Zastąp twojego bohatera Ragnarosem Władcą Ognia.,Legendary,9,Minion,BRM_027,Deathrattle,7,,,9,,True,Alex Horley Orlandelli,Ogień. Nosisz go w sobie!,True,,Aby odblokować ukończ Ognistą Czeluść.,Można wykonać po ukończeniuOgnistej Czeluści.
Blackrock Mountain,Maloriak,,,,,Hero,BRMA15_1,,30,,,,,,,,,,,
Blackrock Mountain,Maloriak,,,,,Hero,BRMA15_1H,,30,,,,,,,,,,,
Blackrock Mountain,Mikstura mocy,,+2/+2.,,,Enchantment,BRMA15_2He,,,,,,,,,,,,,
Blackrock Mountain,Miotacz toporów,,Za każdym razem gdy ten stronnik otrzyma obrażenia zadaj 2 pkt. obrażeń wrogiemu bohaterowi.,Common,4,Minion,BRM_016,,5,,,2,Warrior,True,Efrem Palacios,Zawsze chciał zostać miotaczem ognia ale okrutny los zadecydował inaczej.,,,Aby odblokować ukończ wyzwanie klasowe dla wojownika w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla wojownika w Czarnej Górze.
Blackrock Mountain,Moira Miedziobroda,,Moc specjalna Thaurissana nie może zostać użyta. Moira nie atakuje stronników bez <b>Prowokacji</b>.,,2,Minion,BRMA03_3,Aura,3,,,1,,,,,,,,
Blackrock Mountain,Moira Miedziobroda,,Moc specjalna Thaurissana nie może zostać użyta. Moira nie atakuje stronników bez <b>Prowokacji</b>.,,2,Minion,BRMA03_3H,Aura,1,,,3,,,,,,,,
Blackrock Mountain,Mutacja,,<b>Moc specjalna:</b>Odrzuć losową kartę.,,1,Hero Power,BRMA12_10,,,,,,,,,,,,,
Blackrock Mountain,Nadzorca Omokk,,,,,Hero,BRMA07_1,,30,,,,,,,,,,,
Blackrock Mountain,Nadzorca Omokk,,,,,Hero,BRMA07_1H,,30,,,,,,,,,,,
Blackrock Mountain,Najwyższy Sędzia Groźnoskały,,,,,Hero,BRMA02_1,,30,,,,,,,,,,,
Blackrock Mountain,Najwyższy Sędzia Groźnoskały,,,,,Hero,BRMA02_1H,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA17_2,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA13_3,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMC_02,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA13_3H,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,<b>Okrzyk bojowy:</b> Dodaj 2 losowe zaklęcia do twojej ręki <i>(z klasy przeciwnika)</i>.,Legendary,9,Minion,BRM_030,Battlecry,8,,,8,,True,Ruan Jia,Mówią na niego „Czarnoskrzydły” bo jest czarnym smokiem... i ma te jak im tam... skrzydła!,True,Dragon,Aby odblokować pokonaj wszystkich bossów w Czarnej Górze!,Można wykonać po ukończeniuUkrytego Laboratorium.
Blackrock Mountain,Nefarian,,,,,Hero,BRMA17_2H,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian uderza!,,<b>Moc specjalna</b>Nefarian zsyła ognisty deszcz!,,0,Hero Power,BRMA17_8H,,,,,,,,,,,,,
Blackrock Mountain,Nefarian uderza!,,<b>Moc specjalna</b>Nefarian zsyła ognisty deszcz!,,0,Hero Power,BRMA17_8,,,,,,,,,,,,,
Blackrock Mountain,Niebieskie Piętno,,Gdy masz tę kartę w ręce zaklęcia Chromagusa kosztują (3) mniej.,,3,Spell,BRMA12_5H,,,,,,,,,,,,,
Blackrock Mountain,Niebieskie Piętno,,Gdy masz tę kartę w ręce zaklęcia Chromagusa kosztują (1) mniej.,,1,Spell,BRMA12_5,,,,,,,,,,,,,
Blackrock Mountain,Niszczyciel Ogniostraży,,<b>Okrzyk bojowy:</b> Otrzymuje 1-4 do ataku. <b>Przeciążenie:</b> (1),Common,4,Minion,BRM_012,Battlecry,6,,,3,Shaman,True,Paul Mafayon,Ragnaros przesłuchał setki kandydatów na stanowisko „Niszczyciela” ale rzadko który do czegoś się nadawał.,,,Aby odblokować pokonaj Lorda Victora Nefariusa w Leżu Czarnoskrzydłego.,Można wykonać po pokonaniu Lorda Victora Nefariusa w Leżu Czarnoskrzydłego.
Blackrock Mountain,Ogień!,,Zwiększony atak.,,,Enchantment,BRM_012e,,,,,,,,,,,,,
Blackrock Mountain,Ogniste Serce,,Dobierz 2 karty.Otrzymujesz 4 pkt. pancerza.,,3,Spell,BRMA_01,,,,,,,,,,,,,
Blackrock Mountain,Ognisty furiat,,<b>Okrzyk bojowy:</b> Otrzymuje +3/+3 jeśli masz pustą rękę.,Rare,4,Minion,BRM_014,Battlecry,4,,,4,Hunter,True,Jomaro Kindred,Trzeba mieć spory dar przekonywania aby obłaskawić potwora żyjącego w gorącym sercu wulkanu i zrobić z niego zwierzątko domowe.,,Beast,Aby odblokować pokonaj Nadzorcę Omokka w Iglicy Czarnej Góry.,Można wykonać po pokonaniu Nadzorcy Omokka w Iglicy Czarnej Góry.
Blackrock Mountain,Onyxia,,,,,Hero,BRMA17_3,,15,,,,,,,,,,,
Blackrock Mountain,Onyxia,,,,,Hero,BRMA17_3H,,30,,,,,,,,,,,
Blackrock Mountain,Opoj,,<b>Prowokacja</b>,,1,Minion,BRMA01_4t,Taunt,1,,,1,,,,,,,,
Blackrock Mountain,Oprawca z Czarnorytnych,,<b>Okrzyk bojowy:</b> Zadaj 2 pkt. obrażeń wszystkim niezranionym wrogim stronnikom.,Rare,5,Minion,BRM_008,Battlecry,3,,,4,Rogue,True,Eric Braddock,Odpowiada za odpowiednią oprawę podczas imprez.,,,Aby odblokować ukończ wyzwanie klasowe dla łotra w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla łotra w Czarnej Górze.
Blackrock Mountain,Ork z Dawnej Hordy,,<b>Prowokacja</b>,,1,Minion,BRMA09_3Ht,Taunt,2,,,2,,,,,,,,
Blackrock Mountain,Ork z Dawnej Hordy,,<b>Prowokacja</b>,,1,Minion,BRMA09_3t,Taunt,1,,,1,,,,,,,,
Blackrock Mountain,Otwarcie wrót,,<b>Moc specjalna</b>Przyzwij trzy Pisklęta 2/2. Otrzymujesz nową moc specjalną.,,2,Hero Power,BRMA09_2H,,,,,,,,,,,,,
Blackrock Mountain,Otwarcie wrót,,<b>Moc specjalna</b>Przyzwij trzy Pisklęta 1/1. Otrzymujesz nową moc specjalną.,,2,Hero Power,BRMA09_2,,,,,,,,,,,,,
Blackrock Mountain,Piętno,,<b>Moc specjalna</b>Na koniec twojej tury dodaj kartę Piętna do ręki przeciwnika.,,0,Hero Power,BRMA12_2,,,,,,,,,,,,,
Blackrock Mountain,Piętno,,<b>Moc specjalna</b>Na koniec twojej tury dodaj kartę Piętna do ręki przeciwnika.,,0,Hero Power,BRMA12_2H,,,,,,,,,,,,,
Blackrock Mountain,Pisklę,,,,1,Minion,BRMA09_2Ht,,2,,,2,,,,,,Dragon,,
Blackrock Mountain,Pisklę,,,,1,Minion,BRMA09_2t,,1,,,1,,,,,,Dragon,,
Blackrock Mountain,Pisklę,,,,1,Minion,BRM_004t,,1,,,1,,,,,,,,
Blackrock Mountain,Pisklę Zmierzchu,,<b>Okrzyk bojowy:</b> Otrzymuje +2 do zdrowia jeśli masz w ręku Smoka.,Common,1,Minion,BRM_004,Battlecry,1,,,2,Priest,True,Sam Nielson,Mimo że Pisklęta Zmierzchu są w zasadzie magicznymi wampirami nie mają nic wspólnego z żadną popularną serią książek.,,Dragon,Aby odblokować ukończ wyzwanie klasowe dla kapłana w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla kapłana w Czarnej Górze.
Blackrock Mountain,Płonąca adrenalina,,Zadaj $2 pkt. obrażeń wrogiemu bohaterowi.,,0,Spell,BRMA11_3,,,,,,,,,,,,,
Blackrock Mountain,Plugawiciel,Neutral,<b>Okrzyk bojowy:</b> Zadaj 3 pkt. obrażeń jeśli masz w ręku Smoka.,Common,5,Minion,BRM_034,Battlecry,4,,,5,,True,Greg Staples,Dla Plugawiciela Czarnoskrzydłego profesjonalne plugawienie to nie zawód – to powołanie.,,,Aby odblokować pokonaj Maloriaka w Ukrytym Laboratorium.,Można wykonać po pokonaniu Maloriakaw Ukrytym Laboratorium.
Blackrock Mountain,Ponury klient,,Za każdym razem gdy ten stronnik przetrwa otrzymanie obrażeń przyzwij kolejnego Ponurego klienta.,Rare,5,Minion,BRM_019,,3,,,3,,True,Bobby Chiu,Jeśli lubisz obrywać po buzi zapraszamy do karczmy „Pod Ponurym Opojem”!,,,Aby odblokować pokonaj Ponurego Opoja w Otchłani Czarnej Góry.,Można wykonać po pokonaniu Ponurego Opoja w Otchłani Czarnej Góry.
Blackrock Mountain,Postać żarokota,,Przemień w stronnika 5/2.,Common,,Spell,BRM_010a,,,,,,Druid,,,,,Beast,,
Blackrock Mountain,Postać żaroptaka,,Przemień w stronnika 2/5.,Common,,Spell,BRM_010b,,,,,,Druid,,,,,Beast,,
Blackrock Mountain,Potęga Władcy Ognia,,<b>Moc specjalna</b>Zadaj 30 pkt. obrażeń.,,2,Hero Power,BRMA03_2,,,,,,,,,,,,,
Blackrock Mountain,Prawdziwa postać,,<b>Moc specjalna</b>Niech rozpocznie się gra!,,1,Hero Power,BRMA13_2,,,,,,,,,,,,,
Blackrock Mountain,Prawdziwa postać,,<b>Moc specjalna</b>Niech rozpocznie się gra!,,1,Hero Power,BRMA13_2H,,,,,,,,,,,,,
Blackrock Mountain,Prawdziwy Wódz,,Zniszcz legendarnego stronnika.,,1,Spell,BRMA09_6,,,,,,,,,,,,,
Blackrock Mountain,Puls magmy,,<b>Moc specjalna</b>Zadaj 1 pkt. obrażeń wszystkim stronnikom.,,1,Hero Power,BRMA04_2,,,,,,,,,,,,,
Blackrock Mountain,Ragnaros Władca Ognia,,,,,Hero,BRMA06_3H,,30,,,,,,,,,,,
Blackrock Mountain,Ragnaros Władca Ognia,,,,,Hero,BRMC_01,,30,,,,,,,,,,,
Blackrock Mountain,Ragnaros Władca Ognia,,,,,Hero,BRMA06_3,,8,,,,,,,,,,,
Blackrock Mountain,Ragnaros Władca Ognia,,,,,Hero,BRM_027h,,8,,,,,,,,,,,
Blackrock Mountain,Rozbrzmiewający gong,,Zniszcz broń przeciwnika.,,1,Spell,BRMA16_4,,,,,,,,,,,,,
Blackrock Mountain,Rozkaz Drakkisata,,Zniszcz stronnika. Otrzymujesz 10 pkt. pancerza.,,1,Spell,BRMA08_3,,,,,,,,,,,,,
Blackrock Mountain,Rwij Czarnoręki,,,,,Hero,BRMA09_1,,30,,,,,,,,,,,
Blackrock Mountain,Rwij Czarnoręki,,<b>Okrzyk bojowy:</b> Jeśli masz w ręku Smoka zniszcz <b>legendarnego</b> stronnika.,Legendary,7,Minion,BRM_029,Battlecry,4,,,8,,True,Alex Horley,Z takim przydomkiem nie ma żadnych oporów przed pobrudzeniem sobie rąk.,True,,Aby odblokować ukończ Iglicę Czarnej Góry.,Można wykonać po ukończeniuIglicy Czarnej Góry.
Blackrock Mountain,Rwij Czarnoręki,,,,,Hero,BRMA09_1H,,30,,,,,,,,,,,
Blackrock Mountain,Ślepy szał,,Zwiększony atak.,,,Enchantment,BRMA10_6e,,,,,,,,,,,,,
Blackrock Mountain,Sługa Ognia,,<b>Agonia:</b> Zadaj 1 pkt. obrażeń wrogiemu bohaterowi za każdego Sługę Ognia który zginął w tej turze.,,0,Minion,BRMA04_3,Deathrattle,5,,,0,,,,,,,,
Blackrock Mountain,Sługa Ognia,,<b>Agonia:</b> Zadaj 3 pkt. obrażeń wrogiemu bohaterowi za każdego Sługę Ognia który zginął w tej turze.,,0,Minion,BRMA04_3H,Deathrattle,5,,,0,,,,,,,,
Blackrock Mountain,Słyszę cię...,,Zwiększony atak.,,,Enchantment,BRMA16_5e,,,,,,,,,,,,,
Blackrock Mountain,Smagnięcie,,Zadaj $4 pkt. obrażeń.,,4,Spell,BRM_030t,,,,,,,,,,,,,
Blackrock Mountain,Smocza krew,,+1/+1,,,Enchantment,BRM_033e,,,,,,,,,,,,,
Blackrock Mountain,Smocza potęga,,Kosztuje (3) mniej w tej turze.,,,Enchantment,BRM_003e,OneTurnEffect,,,,,Mage,,,,,,,
Blackrock Mountain,Smocze jajo,,Za każdym razem gdy ten stronnik zostanie zraniony przyzwij Pisklę 2/1.,Rare,1,Minion,BRM_022,,2,,,0,,True,Jaemin Kim,Traktuj je jak amunicję do smoczego działa.,,,Aby odblokować pokonaj Rwija Czarnorękiego w Iglicy Czarnej Góry.,Można wykonać po pokonaniu Rwija Czarnorękiego w Iglicy Czarnej Góry.
Blackrock Mountain,Smocze Kły,,Otrzymuje +1 do ataku za każdym razem gdy przeciwnik zagra kartę.,,1,Weapon,BRMA16_5,,,,6,0,,,,,,,,
Blackrock Mountain,Smocze zionięcie,,Zadaj $4 pkt. obrażeń. Kosztuje (1) mniej za każdego stronnika który zginął w tej turze.,Common,5,Spell,BRM_003,,,,,,Mage,True,Mauricio Herrera,Smocze zionięcie jest najintensywniejsze zaraz po przebudzeniu.,,,Aby odblokować ukończ wyzwanie klasowe dla maga w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla maga w Czarnej Górze.
Blackrock Mountain,Smoczy towarzysz,,<b>Okrzyk bojowy:</b> Następny Smok którego zagrasz kosztuje (2) mniej.,Rare,5,Minion,BRM_018,Battlecry,5,,,5,Paladin,True,Raymond Swanland,Każdy potrzebuje w życiu odrobiny miłości. Nawet gruboskórne bestie.,,Dragon,Aby odblokować pokonaj Generała Drakkisata w Iglicy Czarnej Góry.,Można wykonać po pokonaniu Generała Drakkisata w Iglicy Czarnej Góry.
Blackrock Mountain,Soniczne zionięcie,,Zadaj $3 pkt. obrażeń stronnikowi. Daj twojej broni +3 do ataku,,4,Spell,BRMA16_3,,,,,,,,,,,,,
Blackrock Mountain,Soniczne zionięcie,,+3 do ataku.,,,Enchantment,BRMA16_3e,,,,,,,,,,,,,
Blackrock Mountain,Splugawione jajo,,Kiedy ten stronnik ma 4 lub więcej pkt. zdrowia następuje wylęg.,,1,Minion,BRMA10_4,,1,,,0,,,,,,,,
Blackrock Mountain,Splugawione jajo,,Kiedy ten stronnik ma 5 lub więcej pkt. zdrowia następuje wylęg.,,1,Minion,BRMA10_4H,,3,,,0,,,,,,,,
Blackrock Mountain,Stopienie,,Atak zmieniony na 0 w tej turze.,,,Enchantment,BRM_001e,OneTurnEffect,,,,,Priest,,,,,,,
Blackrock Mountain,Syn Płomienia,,<b>Okrzyk bojowy:</b> Zadaj 6 pkt. obrażeń.,,0,Minion,BRMA13_5,Battlecry,3,,,6,,,,,,,,
Blackrock Mountain,System Obronny Omnotron,,,,,Hero,BRMA14_1,,30,,,,,,,,,,,
Blackrock Mountain,System Obronny Omnotron,,,,,Hero,BRMA14_1H,,30,,,,,,,,,,,
Blackrock Mountain,Szef chochlików,,Za każdym razem gdy ten stronnik zostanie zraniony przyzwij Chochlika 1/1.,Common,3,Minion,BRM_006,,4,,,2,Warlock,True,Steve Prescott,Wraz ze swoim gangiem chochlików lubi zakradać się do Wichrogrodu i pisać „Ragnaros rządzi!” na wieży magów.,,Demon,Aby odblokować pokonaj Mojordomusa Egzekutusa w Ognistej Czeluści.,Można wykonać po pokonaniu Mojordomusa Egzekutusa w Ognistej Czeluści.
Blackrock Mountain,Szpon Onyxii,,,,2,Weapon,BRMA17_9,,,,6,2,,,,,,,,
Blackrock Mountain,Szpony Brzytworoga,,Otrzymuje +1 do ataku za każdym razem gdy zginie Splugawione jajo.,,1,Weapon,BRMA10_6,,,,5,1,,,,,,,,
Blackrock Mountain,Szybki strzał,,Zadaj $3 pkt. obrażeń.Jeśli masz pustą rękę dobierz kartę.,Common,2,Spell,BRM_013,AffectedBySpellPower,,,,,Hunter,True,Jonboy Meyers,To Han strzelił pierwszy!,,,Aby odblokować ukończ wyzwanie klasowe dla łowcy w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla łowcy w Czarnej Górze.
Blackrock Mountain,Szyderczy tłum,,<b>Moc specjalna</b>Przyzwij Kibica 1/1 z <b>Prowokacją</b>.,,1,Hero Power,BRMA02_2,,,,,,,,,,,,,
Blackrock Mountain,Szyderczy tłum,,<b>Moc specjalna</b>Przyzwij Kibica 1/1 z <b>Prowokacją</b>.,,0,Hero Power,BRMA02_2H,,,,,,,,,,,,,
Blackrock Mountain,Technik Czarnoskrzydłego,Neutral,<b>Okrzyk bojowy:</b> Otrzymuje +1/+1 jeśli masz w ręku Smoka.,Common,3,Minion,BRM_033,Battlecry,4,,,2,,True,Matt Dixon,Na studiach szkoliła się pod okiem człowieka-nietoperza.,,,Aby odblokować pokonaj Barona Geddona w Ognistej Czeluści.,Można wykonać po pokonaniu Barona Geddona w Ognistej Czeluści.
Blackrock Mountain,Toksytron,,Na początku twojej tury zadaje 1 pkt. obrażeń wszystkim pozostałym stronnikom.,Legendary,1,Minion,BRMA14_5,,3,,,3,,,,,True,Mech,,
Blackrock Mountain,Toksytron,,Na początku twojej tury zadaje 1 pkt. obrażeń wszystkim pozostałym stronnikom.,Legendary,1,Minion,BRMA14_5H,,4,,,4,,,,,True,Mech,,
Blackrock Mountain,Trzech na jednego,,Wybierz stronnika. Wtasuj 3 kopie jego karty do twojej talii.,Common,2,Spell,BRM_007,,,,,,Rogue,True,Jim Nelson,...to banda Łysego.,,,Aby odblokować pokonaj Arenę Czarnorytnych w Otchłani Czarnej Góry.,Można wykonać po pokonaniu Areny Czarnorytnych w Otchłani Czarnej Góry.
Blackrock Mountain,Uroczyste czuwanie,,Dobierz 2 karty. Kosztuje (1) mniej za każdego stronnika który zginął w tej turze.,Common,5,Spell,BRM_001,,,,,,Paladin,True,Jaime Jones,Co roku pod Czarną Górą gromadzą się tłumy opłakujące tych których kontrolą umysłu zmuszono do utopienia się w lawie.,,,Aby odblokować ukończ wyzwanie klasowe dla paladyna w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla paladyna w Czarnej Górze.
Blackrock Mountain,Vaelastraz Plugawy,,,,,Hero,BRMA11_1H,,30,,,,,,,,,,,
Blackrock Mountain,Vaelastraz Plugawy,,,,,Hero,BRMA11_1,,30,,,,,,,,,,,
Blackrock Mountain,Walimy!,,Przyzwij czterech krasnoludów 1/1 z <b>Prowokacją</b>.,,3,Spell,BRMA01_4,,,,,,,,,,,,,
Blackrock Mountain,Wielkie pazury,,+3/+3.,,,Enchantment,BRM_024e,,,,,,,,,,,,,
Blackrock Mountain,Wirujący popiół,,<b>Furia wichru</b>,,0,Minion,BRMA13_7,Windfury,5,,,4,,,,,,,,
Blackrock Mountain,Wskrzeszenie,,Przyzwij losowego przyjaznego stronnika który zginął w tej grze.,Rare,2,Spell,BRM_017,,,,,,Priest,True,Luke Mancini,Po wejściu do podziemi zauważyłem powalonego awanturnika. W ostatnich chwilach życia wydrapał w kurzu na ścianie za sobą krótką wiadomość: „rez plz”.,,,Aby odblokować pokonaj Imperatora Thaurissana w Otchłani Czarnej Góry.,Można wykonać po pokonaniu Imperatora Thaurissana w Otchłani Czarnej Góry.
Blackrock Mountain,Wstrząs lawy,,Zadaj $2 pkt. obrażeń.Odblokuj twoje <b>Przeciążone</b> kryształy many.,Rare,2,Spell,BRM_011,,,,,,Shaman,True,Zoltan Boros,Bliskie spotkanie z lawą może być zaprawdę wstrząsające!,,,Aby odblokować ukończ wyzwanie klasowe dla szamana w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla szamana w Czarnej Górze.
Blackrock Mountain,Wstrząs lawy,,Karty zagrane w tej turze nie powodują <b>Przeciążenia</b>.,,,Enchantment,BRM_011t,OneTurnEffect,,,,,Shaman,,,,,,,
Blackrock Mountain,Wulkaniczny drzewion,,<b>Prowokacja.</b>Kosztuje (1) mniej za każdego stronnika który zginął w tej turze.,Rare,9,Minion,BRM_009,Taunt,8,,,7,Druid,True,Trent Kaniuga,Profesjonalnie zajmuje się rozpalaniem ognia przez pocieranie gałęzi.,,,Aby odblokować ukończ wyzwanie klasowe dla druida w Czarnej Górze.,Można wykonać po ukończeniu wyzwania klasowego dla druida w Czarnej Górze.
Blackrock Mountain,Wulkaniczny smokowiec,,Kosztuje (1) mniej za każdego stronnika który zginął w tej turze.,Common,6,Minion,BRM_025,,4,,,6,,True,Lucas Graciano,Po godzinach dorabia w zakładzie wulkanizacyjnym.,,Dragon,Aby odblokować pokonaj System Obronny Omnotron w Ukrytym Laboratorium.,Można wykonać po pokonaniu Systemu Obronnego Omnotron w Ukrytym Laboratorium.
Blackrock Mountain,Wybuch many,,<b>Moc specjalna</b>Zadaj 10 pkt. obrażeń wrogiemu bohaterowi jeśli ma niewydaną manę.,,0,Hero Power,BRMA05_2H,,,,,,,,,,,,,
Blackrock Mountain,Wybuch many,,<b>Moc specjalna</b>Zadaj 5 pkt. obrażeń wrogiemu bohaterowi jeśli ma niewydaną manę.,,0,Hero Power,BRMA05_2,,,,,,,,,,,,,
Blackrock Mountain,Wykidajło Czarnorytnych,,Zawsze wygrywa Bójki.,,6,Minion,BRMA01_3,,8,,,4,,,,,,,,
Blackrock Mountain,Wylęgarnia,,<b>Moc specjalna</b>Daj wszystkim Splugawionym jajom +1 do zdrowia i przyzwij kolejne jajo.,,0,Hero Power,BRMA10_3H,,,,,,,,,,,,,
Blackrock Mountain,Wylęgarnia,,<b>Moc specjalna</b>Daj wszystkim Splugawionym jajom +1 do zdrowia i przyzwij kolejne jajo.,,1,Hero Power,BRMA10_3,,,,,,,,,,,,,
Blackrock Mountain,Wytrwałość Zmierzchu,,Zwiększone zdrowie.,,,Enchantment,BRM_004e,,,,,,,,,,,,,
Blackrock Mountain,Wyzwól Aberracje!,,Przyzwij 3 Aberracje.,,2,Spell,BRMA15_3,,,,,,,,,,,,,
Blackrock Mountain,Wyzwolenie!,,Twój następny Smok kosztuje (2) mniej.,,,Enchantment,BRM_018e,,,,,,Paladin,,,,,,,
Blackrock Mountain,Żarzyciel,,Gdy rzucisz zaklęcie zadaj 2 pkt. obrażeń rozdzielone losowo pomiędzy wszystkimi wrogami.,Rare,3,Minion,BRM_002,,4,,,2,Mage,True,Alex Horley Orlandelli,Ukrytą pasją Żarzycieli jest ortografia. Godzinami potrafią rozmawiać o różnicach miedzy „ż” a „rz”.,,,Aby odblokować pokonaj Vaelastraza w Leżu Czarnoskrzydłego.,Można wykonać po pokonaniu Vaelastrazaw Leżu Czarnoskrzydłego.
Blackrock Mountain,Żarzyciel Akolita,,,,2,Minion,BRMA06_4,,3,,,1,,,,,,,,
Blackrock Mountain,Żarzyciel Akolita,,,,2,Minion,BRMA06_4H,,3,,,3,,,,,,,,
