TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,DURABILITY,INPLAYTEXT,PLAYERCLASS,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Fügt Eurem Helden zu Beginn Eures Zuges 1 Schaden zu.,Curse of Naxxramas,Minion,NAX8_05t,Spektraler Reiter,,,5,0,6,,,,,,,,,,,
Kann nicht als Ziel von Zaubern oder Heldenfähigkeiten gewählt werden.,Curse of Naxxramas,Minion,FP1_008,Spektraler Ritter,,Common,5,4,6,,,,,True,Chris Rahn,,Wie ein echter Ritter nur durchsichtig.,,Wird durch den Sieg über Gothik den Ernter im Militärviertel freigeschaltet.,Kann nach dem Sieg über Gothik den Ernter im Militärviertel hergestellt werden.
<b>Todesröcheln:</b> Verleiht allen feindlichen Dienern +8 Angriff.,Curse of Naxxramas,Minion,NAX6_03t,Spore,,,0,0,1,Deathrattle,,,,,,,,,,
Fügt allen feindlichen Dienern $1 Schaden zu. Ruft eine Spore herbei.,Curse of Naxxramas,Spell,NAX6_04,Sporenexplosion,,,1,,,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX13_05H,Stalagg,,Legendary,5,7,4,,,,,,,,,True,,
<b>Todesröcheln:</b> Ruft Thaddius herbei wenn Feugen in diesem Duell bereits gestorben ist.,Curse of Naxxramas,Minion,FP1_014,Stalagg,,Legendary,5,7,4,Deathrattle,,,,True,Dany Orizio,,Stalagg selber Beschreibung schreiben. „STALAGG SPITZE!“,True,Wird durch das Abschließen des Konstruktviertels freigeschaltet.,Kann nach dem Abschluss des Konstruktviertels hergestellt werden.
Stellt zu Beginn Eures Zuges das volle Leben dieses Dieners wieder her.,Curse of Naxxramas,Minion,FP1_027,Steinhautgargoyle,,Common,3,1,4,,,,,True,Matt Smith,,Steinhautgargoyles gewinnen jede Partie Beamtenmikado.,,Wird durch den Sieg über Noth den Seuchenfürsten im Seuchenviertel freigeschaltet.,Kann nach dem Sieg über Noth den Seuchenfürsten im Seuchenviertel hergestellt werden.
+2 Leben.,Curse of Naxxramas,Enchantment,NAX13_03e,Supergeladen,,,,,,,,,,,,,,,,
Verleiht Euren Dienern +2 Leben.,Curse of Naxxramas,Spell,NAX13_03,Superladung,,,2,,,,,,,,,,,,,
<b>Todesröcheln:</b> Euer Gegner zieht eine Karte.,Curse of Naxxramas,Minion,FP1_029,Tanzende Schwerter,,Common,3,4,4,Deathrattle,,,,True,Jon McConnell,,Keiner beherrscht den Todestango so wie sie.,,Wird durch den Sieg über Instrukteur Razuvious im Militärviertel freigeschaltet.,Kann nach dem Sieg über Instrukteur Razuvious im Militärviertel hergestellt werden.
,Curse of Naxxramas,Hero,NAX13_01H,Thaddius,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_014t,Thaddius,,Legendary,10,11,11,,,,,,,,,True,,
,Curse of Naxxramas,Hero,NAX13_01,Thaddius,,,,,30,,,,,,,,,,,
Euer Held ist <b>immun</b>.,Curse of Naxxramas,Minion,NAX9_03H,Than Korthazz,,,3,2,7,,,,,,,,,True,,
Euer Held ist <b>immun</b>.,Curse of Naxxramas,Minion,NAX9_03,Than Korthazz,,,3,1,7,,,,,,,,,True,,
Fügt einem Diener $5 Schaden zu. Ruft eine Spore herbei.,Curse of Naxxramas,Spell,NAX6_03,Todesblüte,,,4,,,,,,,,,,,,,
<b>Spott. Todesröcheln:</b> Euer Gegner legt einen Diener aus seinem Deck auf das Schlachtfeld.,Curse of Naxxramas,Minion,FP1_009,Todesfürst,,Rare,3,2,8,Deathrattle|Taunt,,,,True,Ben Olson,,„Erhebt Euch aus Eurem Grab!“ – KelThuzad,,Wird durch den Sieg über die vier Reiter im Militärviertel freigeschaltet.,Kann nach dem Sieg über die vier Reiter im Militärviertel hergestellt werden.
<b>Ansturm. Todesröcheln:</b> Fügt Eurem Helden 3 Schaden zu.,Curse of Naxxramas,Minion,FP1_006,Todesstreitross,,,1,2,3,Charge|Deathrattle,,,,,,,,,,
<b>Passive Heldenfähigkeit</b>
Erweckt jedes Mal wenn ein Feind stirbt ein Skelett (1/1).,Curse of Naxxramas,Hero Power,NAX4_04,Tote erwecken,,,0,,,,,,,,,,,,,
<b>Passive Heldenfähigkeit</b>
Erweckt jedes Mal wenn ein Feind stirbt ein Skelett (5/5).,Curse of Naxxramas,Hero Power,NAX4_04H,Tote erwecken,,,0,,,,,,,,,,,,,
Erhält jedes Mal +1 Angriff wenn Ihr einen Diener mit <b>Todesröcheln</b> herbeiruft.,Curse of Naxxramas,Minion,FP1_028,Totengräber,,Common,1,1,2,,,,,True,Jonboy Meyers,,In einer Welt in der man sich jederzeit vom Geistheiler wiederbeleben lassen kann haben Totengräber einen schweren Stand.,,Wird durch den Sieg über Flickwerk im Konstruktviertel freigeschaltet.,Kann nach dem Sieg über Flickwerk im Konstruktviertel hergestellt werden.
,Curse of Naxxramas,Minion,FP1_019t,Treant,,,1,2,2,,,,Druid,,,,,,,
<b>Todesröcheln:</b> Ruft einen Spektralen Krieger für Euren Gegner herbei.,Curse of Naxxramas,Minion,NAX8_04,Unerbittlicher Krieger,,,3,3,4,Deathrattle,,,,,,,,,,
<b>Todesröcheln:</b> Ruft einen Spektralen Lehrling für Euren Gegner herbei.,Curse of Naxxramas,Minion,NAX8_03,Unerbittlicher Lehrling,,,1,2,2,Deathrattle,,,,,,,,,,
<b>Todesröcheln:</b> Ruft einen Spektralen Reiter für Euren Gegner herbei.,Curse of Naxxramas,Minion,NAX8_05,Unerbittlicher Reiter,,,6,5,6,Deathrattle,,,,,,,,,,
<b>Heldenfähigkeit</b>
Verursacht 4 Schaden.,Curse of Naxxramas,Hero Power,NAX7_03H,Ungleichgewichtsschlag,,,1,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Verursacht 3 Schaden.,Curse of Naxxramas,Hero Power,NAX7_03,Ungleichgewichtsschlag,,,2,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Zieht 2 Karten.,Curse of Naxxramas,Hero Power,NAX9_06,Unheiliger Schatten,,,5,,,,,,,,,,,,,
Erhöhte Werte.,Curse of Naxxramas,Enchantment,FP1_005e,Verschlingen,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX11_03,Verstrahlter Schleim,,,1,2,2,,,,,,,,,,,
<b>Spott</b>,Curse of Naxxramas,Minion,NAX15_03n,Wächter von Eiskrone,,,4,3,3,Taunt,,,,,,,,,,
<b>Spott</b>,Curse of Naxxramas,Minion,NAX15_03t,Wächter von Eiskrone,,,4,5,5,Taunt,,,,,,,,,,
<b>Todesröcheln:</b> Lasst einen zufälligen befreundeten Diener auf Eure Hand zurückkehren.,Curse of Naxxramas,Minion,FP1_026,Wegelagerer der Anubar,,Common,4,5,5,Deathrattle,,,Rogue,True,Nate Bowden,,Zuerst hieß er „Anubar-Typ der einen Diener auf die Hand zurückspringen lässt“ aber dem Namen fehlte irgendwie das gewisse Etwas.,,Wird durch das Abschließen der Klassenherausforderung des Schurken in Naxxramas freigeschaltet.,Kann nach dem Abschluss der Klassenherausforderung des Schurken in Naxxramas hergestellt werden.
Verleiht Eurem Helden +6 Angriff in diesem Zug.,Curse of Naxxramas,Spell,NAX12_04,Wutanfall,,,3,,,,,,,,,,,,,
+6 Angriff in diesem Zug.,Curse of Naxxramas,Enchantment,NAX12_04e,Wutanfall,,,,,,OneTurnEffect,,,,,,,,,,
<b>Todesröcheln:</b> Stellt beim feindlichen Helden 5 Leben wieder her.,Curse of Naxxramas,Minion,FP1_001,Zombiefraß,,Common,1,2,3,Deathrattle,,,,True,E. M. Gist,,Zombie. Frisch auf den Tisch.,,Wird durch den Sieg über Gluth im Konstruktviertel freigeschaltet.,Kann nach dem Sieg über Gluth im Konstruktviertel hergestellt werden.
,System,Minion,PlaceholderCard,,Neutral,Epic,9,6,8,,,,Mage,,,,,,,
Kann nicht zum <b>Schweigen</b> gebracht werden. <b>Gottesschild</b> <b>Verstohlenheit</b>.,Credits,Minion,CRED_15,Andy Brock,,Legendary,1,1,3,,,,,,,,,True,,
Die Lautstärke kann nicht unter den Maximalwert fallen.,Credits,Minion,CRED_08,Ben Brode,,Legendary,3,4,1,,,,,,,,,True,,
<b>Kampfschrei:</b> Zeichnet einen Diener herbei.,Credits,Minion,CRED_09,Ben Thompson,,Legendary,6,4,7,,,,,,,,,True,,
<b>Super-Spott</b> <i>(JEDER Charakter muss diesen Diener angreifen.)</i>,Credits,Minion,CRED_03,Bob Fitch,,Legendary,3,2,4,,,,,,,,,True,,
Verleiht am Ende Eures Zuges einem zufälligen Diener +1 Angriff.,Credits,Minion,CRED_13,Brian Schwab,,Legendary,10,10,10,,,,,,,,,True,,
<i>Meister im Fußklatschen.</i>,Credits,Minion,CRED_06,Derek Sakamoto,,Legendary,1,3,1,,,,,,,,,True,,
<b>Kampfschrei:</b> Ruft einen Piraten (2/2) herbei und vernichtet alle Ninjas.,Credits,Minion,CRED_02,Eric Dodds,,Legendary,6,5,5,,,,,,,,,True,,
<i>War erfolgreich NICHT Teil des Problems – meistens zumindest.</i>,Credits,Minion,CRED_16,Hamilton Chu,,Legendary,7,9,5,,,,,,,,,True,,
<b>Wutanfall:</b> Kleiner Scherz! Er hat nie Wutanfälle.,Credits,Minion,CRED_01,Jason Chayes,,Legendary,6,7,6,,,,,,,,,True,,
<b>Kampfschrei:</b> Konstruiert FÜNF zufällige Erfindungen.,Credits,Minion,CRED_11,Jay Baxter,,Legendary,4,1,4,,,,,,,,,True,,
<i>3 für einen Diener mit 5/4? Kein schlechter Tausch!</i>,Credits,Minion,CRED_05,Kyle Harrison,,Legendary,3,5,4,,,,,,,,,True,,
<b>C-C-C-COMBO:</b> Vernichtet einen Diener.,Credits,Minion,CRED_10,Michael Schweitzer,,Legendary,2,2,2,,,,,,,,,True,,
<b>Kampfschrei:</b> Zieht ZWEI Karten. <i>Sie ist kein Ingenieurslehrling.</i>,Credits,Minion,CRED_12,Rachelle Davis,,Legendary,2,1,2,,,,,,,,,True,,
Ohne diesen Diener im Deck kann kein Spiel gestartet werden.,Credits,Minion,CRED_17,Rob Pardo,,Legendary,9,9,9,,,,,,,,,True,,
<b>Kampfschrei:</b> Beschwört ein stark schäumendes Getränk herbei.,Credits,Minion,CRED_04,Steven Gabriel,,Legendary,1,3,3,,,,,,,,,True,,
Eure anderen Diener haben +3 Angriff und <b>Ansturm</b>.,Credits,Minion,CRED_14,Yong Woo,,Legendary,5,3,2,,,,,,,,,True,,
<b>Kampfschrei:</b> Beschwert Euch über die Bacon-Preise.,Credits,Minion,CRED_07,Zwick,,Legendary,2,2,2,,,,,,,,,True,,
<b>Heldenfähigkeit</b>
Zieht eine Karte und erleidet 2 Schaden.,Basic,Hero Power,CS2_056,Aderlass,Neutral,Free,2,,,,,,Warlock,,,,,,,
Eure Züge sind kürzer.,Basic,Enchantment,GAME_004,AFK,,,,,,,,,,,,,,,,
Dieser Diener hat erhöhten Angriff.,Basic,Enchantment,EX1_399e,Amoklauf,,,,,,,,,,,,,,,,
,Basic,Hero,HERO_09,Anduin Wrynn,Neutral,Free,,,30,,,,Priest,True,,,,,,
Der Schlachtzugsleiter verleiht diesem Diener +1 Angriff.,Basic,Enchantment,CS2_122e,Angespornt,,,,,,,,,,,,,,,,
Erhaltet 2 Manakristalle nur für diesen Zug.,Basic,Spell,EX1_169,Anregen,Neutral,Free,0,,,,,,Druid,True,Doug Alexander,,Einige Druiden haben noch immer Alpträume von Fremden die ihnen „Gib mir Anregen!!!“ zurufen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
Fügt allen feindlichen Dienern $1 Schaden zu.,Basic,Spell,CS2_025,Arkane Explosion,Neutral,Free,2,,,,,,Mage,True,Howard Lyon,,Viel besser als Arkane Implosion.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
Verursacht $3 Schaden der zufällig auf feindliche Charaktere verteilt wird.,Basic,Spell,EX1_277,Arkane Geschosse,Neutral,Free,1,,,ImmuneToSpellpower,,,Mage,True,Warren Mahy,,Man möchte glauben dass Ihr Eure Geschosse etwas besser kontrollieren könntet nun da Ihr ein mächtiger Magier und so weiter seid.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
Zieht 2 Karten.,Basic,Spell,CS2_023,Arkane Intelligenz,Neutral,Free,3,,,,,,Mage,True,Dave Berggren,,Das Ausspielen dieser Karte macht Euch KLÜGER. Und ganz ehrlich gesagt ein bisschen mehr Intelligenz könnten wir alle vertragen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Verursacht $2 Schaden.,Basic,Spell,DS1_185,Arkaner Schuss,Neutral,Free,1,,,,,,Hunter,True,Luca Zontini,,Früher verkauften Magier diese arkanen Pfeile an Jäger doch als die Jäger genug Magie erlernt hatten um sie selbst herzustellen machte Sturmwind aufgrund des damit verbundenen Verlusts an Arbeitsplätzen eine Rezession durch.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
,Basic,Weapon,CS2_112,Arkanitschnitter,Neutral,Common,5,5,,,2,,Warrior,True,Stefan Kopinski,,Ihn zu tragen heißt noch lange nicht dass man sich wie die Axt im Walde aufführen sollte.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 51 freigeschaltet.
Vernichtet einen feindlichen Diener.,Basic,Spell,CS2_076,Attentat,Neutral,Free,5,,,,,,Rogue,True,Glenn Rane,,Über Risiken und Nebenwirkungen braucht Ihr Euch keine Gedanken zu machen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 47 freigeschaltet.
<b>Heldenfähigkeit</b>
Erhaltet 2 Rüstung.,Basic,Hero Power,CS2_102,Aufrüsten!,Neutral,Free,2,,,,,,Warrior,,,,,,,
<i>Ihr habt den Münzwurf verloren aber einen Freund gewonnen.</i>,Basic,Minion,GAME_002,Avatar der Münze,,Free,0,1,1,,,,,,,,,,,
Erhöhte Werte.,Basic,Enchantment,CS2_226e,Banner der Frostwölfe,,,,,,,,,,,,,,,,
<b>Ansturm</b>,Basic,Minion,CS2_173,Blaukiemenkrieger,Neutral,Common,2,2,1,Charge,,,,True,Jakub Kasper,Murloc,Er will Euch doch nur umarmen. Auf äußerst glibberige Art und Weise.,,,Wird freigeschaltet wenn Ihr als Paladin Stufe 53 erreicht.
<b>Kampfschrei:</b> Verleiht einem befreundeten Diener +1/+1.,Basic,Minion,EX1_019,Blutelfenklerikerin,Neutral,Common,3,3,2,Battlecry,,,,True,Doug Alexander,,Sie hat immer eine Dose Sonnenbrunnen-Energydrink™ dabei!,,,Wird freigeschaltet wenn Ihr als Priester Stufe 53 erreicht.
Verursacht $2 Schaden. Stellt bei Eurem Helden #2 Leben wieder her.,Basic,Spell,CS2_061,Blutsauger,Neutral,Free,3,,,,,,Warlock,True,Alex Horley Orlandelli,,„Ich habe Euch gerade ein Jahr Eures Lebens ausgesaugt.“,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 45 freigeschaltet.
,Basic,Minion,CS2_172,Blutsumpfraptor,Horde,Free,2,3,2,,,,,True,Dan Brereton,Beast,„Tötet 30 Raptoren.“ – Hemet Nesingwary,,,Wird freigeschaltet wenn Ihr als Jäger Stufe 57 erreicht.
Eure anderen Diener haben +1/+1.,Basic,Minion,CS2_222,Champion von Sturmwind,Alliance,Common,7,6,6,Aura,,,,True,Doug Alexander,,Todesschwinge hat ihm bei seinem Angriff auf die Hauptstadt einen Mordsschrecken eingejagt. Jetzt traut er sich kaum noch allein auf die Straße.,,,Wird freigeschaltet wenn Ihr als Paladin Stufe 59 erreicht.
Setzt den Angriff eines Dieners auf 1.,Basic,Spell,EX1_360,Demut,Neutral,Common,1,,,,,,Paladin,True,Daren Bader,,Demut wie in „den Gegner demütigen“.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 28 freigeschaltet.
Angriff wurde auf 1 gesetzt.,Basic,Enchantment,EX1_360e,Demut,Neutral,,,,,,,,Paladin,,,,,,,
+1/+1.,Basic,Enchantment,CS2_222o,Die Macht Sturmwinds,,,,,,,,,,,,,,,,
,Basic,Enchantment,GAME_005e,Die Münze,,,,,,,,,,,,,,,,
Erhaltet 1 Manakristall nur für diesen Zug.,Basic,Spell,GAME_005,Die Münze,,,,,,,,,,,,,,,,
<b>Heldenfähigkeit</b>
Legt einen Dolch (1/2) an.,Basic,Hero Power,CS2_083b,Dolchbeherrschung,Neutral,Free,2,,,,,,Rogue,,,,,,,
Fügt allen feindlichen Dienern $1 Schaden zu. Zieht eine Karte.,Basic,Spell,EX1_129,Dolchfächer,Neutral,Common,3,,,,,,Rogue,True,Andrew Robinson,,Macht nicht einfachen nicht zweifachen sondern gleich dolchfachen Schaden!,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 29 freigeschaltet.
<b>Kampfschrei:</b> Ruft einen Mechanischen Drachling (2/1) herbei.,Basic,Minion,EX1_025,Drachlingmechanikerin,Alliance,Common,4,2,4,Battlecry,,,,True,Warren Mahy,,Sie arbeitet immer noch an der Integration von Raketenwerfern in ihr Design.,,,Wird freigeschaltet wenn Ihr als Magier Stufe 53 erreicht.
<b>Kampfschrei:</b> Stellt bei allen befreundeten Charakteren 2 Leben wieder her.,Basic,Minion,DS1_055,Dunkelschuppenheilerin,Neutral,Common,5,4,5,Battlecry,,,,True,Jesper Ejsing,,Sie ist eigentlich nur eine Heilerin auf Teilzeit.,,,Wird freigeschaltet wenn Ihr als Priester Stufe 55 erreicht.
,Basic,Minion,CS2_boar,Eber,Neutral,Common,1,1,1,,,,,,,Beast,,,,
Stellt bei Eurem Helden jedes Mal 2 Leben wieder her wenn er angreift.,Basic,Weapon,CS2_097,Echtsilberchampion,Neutral,Common,4,4,,,2,,Paladin,True,Ryan Sook,,Der Champion unter den Schwertern. Schneidet einfach alles. Außerdem gibt es von uns noch eine Heilung gratis dazu. Dieses Angebot ist einfach unschlagbar.,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_232,Eisenborkenbeschützer,Neutral,Common,8,8,8,Taunt,,,Druid,True,Dave Allsop,,Wenn selbst die Bäume von Darnassus einen verspotten sollte man ins Grübeln kommen.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_125,Eisenpelzgrizzly,Neutral,Common,3,3,3,Taunt,,,,True,Lars Grant-West,Beast,„1/10 Bärengerippe gesammelt“,,,Wird freigeschaltet wenn Ihr als Jäger Stufe 59 erreicht.
,Basic,Minion,CS2_182,Eiswindyeti,Neutral,Common,4,4,5,,,,,True,Mauro Cascioli,,Sein Name hat nichts mit eventuellen Verdauungsproblemen zu tun. Echt ehrlich.,,,Wird freigeschaltet wenn Ihr als Krieger Stufe 55 erreicht.
<b>Kampfschrei:</b> Verursacht 1 Schaden.,Basic,Minion,CS2_189,Elfenbogenschützin,Horde,Common,1,1,1,Battlecry,,,,True,Steve Prescott,,Fragt sie bloß nicht nach einem Date – oder Ihr werdet erfahren wie sehr Amors Pfeil schmerzen kann.,,,Wird freigeschaltet wenn Ihr als Druide Stufe 57 erreicht.
<b>Ansturm</b>,Basic,Minion,NEW1_011,Elitesoldat der Korkron,,Common,4,4,3,Charge,,,Warrior,True,Alex Horley Orlandelli,,Die Korkron sind die Elitestreitkräfte von Garrosh Höllschrei. Ihnen wollt Ihr nicht begegnen während Ihr einen blauen Wappenrock tragt.,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 44 freigeschaltet.
<b>Zauberschaden +1</b>,Basic,Minion,CS2_155,Erzmagier,Alliance,Common,6,4,7,Spellpower,,,,True,Steve Ellis,,Als Erzmagier muss man sich vor rein gar nichts fürchten – außer vor dem Großen Verhütter.,,,Wird freigeschaltet wenn Ihr als Magier Stufe 57 erreicht.
Schaut Euch die drei obersten Karten Eures Decks an. Zieht eine davon und werft die anderen beiden ab.,Basic,Spell,DS1_184,Fährtenlesen,Neutral,Free,1,,,,,,Hunter,True,Mauro Cascioli,,Ideal für diejenigen die sich nicht entscheiden können was sie ihrem Deck hinzufügen sollen. Denn so wissen sie auch nicht was sie ihrer Hand hinzufügen sollen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Verursacht $3 Schaden. Verursacht stattdessen $5 Schaden wenn Ihr ein Wildtier auf dem Schlachtfeld habt.,Basic,Spell,EX1_539,Fass!,Neutral,Common,3,,,,,,Hunter,True,Gabe from Penny Arcade,,Meist der letzte Ausruf den das Opfer in seinem Leben hören wird außer seinem eigenen Geschrei natürlich.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
Verursacht $6 Schaden.,Basic,Spell,CS2_029,Feuerball,Neutral,Free,4,,,,,,Mage,True,Ralph Horsley,,Dieser Zauber ist nützlich um Dinge zu verbrennen. Wenn Ihr nach Zaubern sucht die Dinge rösten oder sie einfach nur aufwärmen seid Ihr an der falschen Adresse.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 44 freigeschaltet.
<b>Kampfschrei:</b> Verursacht 3 Schaden.,Basic,Minion,CS2_042,Feuerelementar,Neutral,Common,6,6,5,Battlecry,,,Shaman,True,Ralph Horsley,,Leider ist sein Handschlag kaum von einem Feuerschlag zu unterscheiden.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
<b>Heldenfähigkeit</b>
Verursacht 1 Schaden.,Basic,Hero Power,CS2_034,Feuerschlag,Neutral,Free,2,,,,,,Mage,,,,,,,
,Basic,Weapon,CS2_106,Feurige Kriegsaxt,Neutral,Free,2,3,,,2,,Warrior,True,Lucas Graciano,,In Zeiten der Ruhe und der Harmonie wurde diese Waffe bei ihrem weniger bekannten Namen genannt: Kühlende Friedensaxt.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
Fügt dem feindlichen Helden $3 Schaden zu.,Basic,Spell,CS2_075,Finsterer Stoß,Neutral,Free,1,,,,,,Rogue,True,Frank Cho,,Niemand mag einen solchen Stoß. Man könnte sagen dieser Stoß verfinstert einem das Gemüt.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Fügt allen feindlichen Dienern $4 Schaden zu.,Basic,Spell,CS2_032,Flammenstoß,Neutral,Common,7,,,,,,Mage,True,Romain De Santi,,Frühe Magier waren verblüfft als sie herausfanden dass dieser Zauber auch unter Wasser funktioniert.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 51 freigeschaltet.
+2 Angriff von Totem der Flammenzunge.,Basic,Enchantment,EX1_565o,Flammenzunge,,,,,,,,,Shaman,,,,,,,
Benachbarte Diener haben +2 Angriff.,Basic,Minion,EX1_565,Flammenzungentotem,Neutral,Common,2,0,3,AdjacentBuff|Aura,,,Shaman,True,Jonathan Ryder,Totem,Totemschmiede verwenden nur die seltensten Hölzer um ihre Totems herzustellen. Es gibt sogar Gerüchte dass einige aus Eisenborkenbeschützern bestehen.,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 43 freigeschaltet.
,Basic,Minion,CS2_120,Flusskrokilisk,,Free,2,2,3,,,,,True,Daren Bader,Beast,Edward „Einhand“ Smith versuchte einst aus einem Flusskrokilisken Handgepäck zu machen.,,,Wird freigeschaltet wenn Ihr als Druide Stufe 55 erreicht.
<b>Spott</b>,Basic,Minion,hexfrog,Frosch,Neutral,Common,0,0,1,Taunt,,,,,,Beast,,,,
Fügt einem Charakter $3 Schaden zu und <b>friert</b> ihn ein.,Basic,Spell,CS2_024,Frostblitz,Neutral,Common,2,,,Freeze,,,Mage,True,Steve Ellis,,Es ist üblich „Bleib cool!“ „Eiskalt erwischt!“ oder „Ice Ice Baby!“ zu rufen wenn Ihr diese Karte ausspielt.,,Wird auf Stufe 2 freigeschaltet.,Wird auf Stufe 40 freigeschaltet.
<b>Friert</b> alle feindlichen Diener ein.,Basic,Spell,CS2_026,Frostnova,Neutral,Common,3,,,Freeze,,,Mage,True,Josh Tallman,,Friert außerdem die Gesichtszüge des Gegners ein.,,Wird auf Stufe 6 freigeschaltet.,Wird auf Stufe 23 freigeschaltet.
Fügt einem feindlichen Charakter $1 Schaden zu und <b>friert</b> ihn ein.,Basic,Spell,CS2_037,Frostschock,Neutral,Free,1,,,Freeze,,,Shaman,True,Alex Horley Orlandelli,,FROSTSCHOCK!,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
<b>Spott</b>,Basic,Minion,CS2_121,Frostwolfgrunzer,Neutral,Common,2,2,2,Taunt,,,,True,Richie Marella,,Grunzen ist mehr als ein Job. Es ist eine Lebenseinstellung.,,,Wird freigeschaltet wenn Ihr als Schamane Stufe 57 erreicht.
<b>Kampfschrei:</b> Erhält +1/+1 für jeden anderen befreundeten Diener auf dem Schlachtfeld.,Basic,Minion,CS2_226,Frostwolfkriegsfürst,Horde,Common,5,4,4,Battlecry,,,,True,James Ryman,,Schon lange streiten die Frostwölfe und der Sturmlanzenklan um die Vorherrschaft im Alteractal. Bisher sind sämtliche Friedensverhandlungen daran gescheitert dass Hauptmann Galvangar die Vermittler getötet hat.,,,Wird freigeschaltet wenn Ihr als Schamane Stufe 53 erreicht.
<b>Spott</b>,Basic,Minion,CS1_042,Fußsoldat von Goldhain,Alliance,Common,1,1,2,Taunt,,,,True,Donato Giancola,,Man könnte annehmen dass Goldhain schon längst überrannt sein sollte wenn es lediglich durch Diener mit 1/2 verteidigt wird.,,,Wird freigeschaltet wenn Ihr als Paladin Stufe 57 erreicht.
,Basic,Hero,HERO_01,Garrosh Höllschrei,Neutral,Free,,,30,,,,Warrior,True,,,,,,
Dieser Diener hat seinen Meister gewechselt.,Basic,Enchantment,CS1_113e,Gedankenkontrolle,Neutral,Common,,,,,,,Priest,,,,,,,
Übernehmt die Kontrolle über einen feindlichen Diener.,Basic,Spell,CS1_113,Gedankenkontrolle,Neutral,Common,10,,,,,,Priest,True,Sean O’Daniels,,Nominiert als „Meistgehasster Zauber aller Zeiten“.,,Wird auf Stufe 10 freigeschaltet.,Wird auf Stufe 49 freigeschaltet.
Fügt dem feindlichen Helden $5 Schaden zu.,Basic,Spell,DS1_233,Gedankenschlag,Neutral,Free,2,,,,,,Priest,True,Dave Allsop,,Dieser Zauber schlägt sich förmlich in den Gedanken nieder.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 15 freigeschaltet.
Kopiert eine zufällige Karte aus der Hand Eures Gegners und fügt sie Eurer Hand hinzu.,Basic,Spell,CS2_003,Gedankensicht,Neutral,Common,1,,,,,,Priest,True,Michael Komarck,,„Jemandem in die Karten sehen“ ist hier noch wortwörtlich zu verstehen.,,Wird auf Stufe 4 freigeschaltet.,Wird auf Stufe 32 freigeschaltet.
,Basic,Weapon,CS2_091,Gerechtigkeit des Lichts,Neutral,Free,1,1,,,4,,Paladin,True,Glenn Rane,,Prinz Malchezaar war ein Sammler seltener Waffen. Er hauchte ihnen Leben ein und ließ sie für sich tanzen.,,Wird auf Stufe 1 freigeschaltet.,Wird auf Stufe 36 freigeschaltet.
<b>Heldenfähigkeit</b>
Stellt 2 Leben wieder her.,Basic,Hero Power,CS1h_001,Geringe Heilung,Neutral,Free,2,,,,,,Priest,,,,,,,
+1 Angriff in diesem Zug.,Basic,Enchantment,CS2_083e,Geschärft,,,,,,OneTurnEffect,,,Rogue,,,,,,,
<b>Heldenfähigkeit</b>
+1 Angriff in diesem Zug.
+1 Rüstung.,Basic,Hero Power,CS2_017,Gestaltwandel,Neutral,Free,2,,,,,,Druid,,,,,,,
