TYPE,SET,HEALTH,ID,NAME,TEXT,FACTION,RARITY,COST,MECHANICS,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,RACE,FLAVOR,ELITE,HOWTOGET,HOWTOGETGOLD
Minion,Curse of Naxxramas,2,FP1_007,Ovo Nerubiano,<b>Último Suspiro:</b> Evoque um Nerubiano 4/4.,,Rare,2,Deathrattle,,0,,,True,Justin Thavirat,,Ovos são ótimas fontes de proteína e Nerubianos.,,Desbloqueado ao derrotar Maexxna no Distrito dos Aracnídeos.,Pode ser criado após derrotar Maexxna no Distrito dos Aracnídeos.
Spell,Curse of Naxxramas,,NAX4_05,Peste,Destrua todos os lacaios que não são Esqueletos.,,,6,,,,,,,,,,,,
Minion,Curse of Naxxramas,3,FP1_001,Petisco Zumbi,<b>Último Suspiro:</b> Restaure 5 de Vida do Herói inimigo.,,Common,1,Deathrattle,,2,,,True,E. M. Gist,,Zumbi. É isso que tem pra janta.,,Desbloqueado ao derrotar Gluth no Distrito dos Constructos.,Pode ser criado após derrotar Gluth no Distrito dos Constructos.
Enchantment,Curse of Naxxramas,,FP1_023e,Poder do Zigurate,+3 de Vida.,,,,,,,Priest,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX13_02e,Polaridade,Ataque e Vida trocados.,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,2,FP1_002,Rastejante Assombrado,<b>Último Suspiro:</b> Evoque duas Aranhas Espectrais 1/1.,,Common,2,Deathrattle,,1,,,True,Jeremy Cranford,Beast,Aracnofalsbia: Medo de aranhas falsas.,,Desbloqueado ao derrotar Anub&sbquo;Rekhan no Distrito dos Aracnídeos.,Pode ser criado após derrotar Anub&sbquo;Rekhan no Distrito dos Aracnídeos.
Spell,Curse of Naxxramas,,FP1_025,Reencarnar,Destrua um lacaio depois ressuscite-o com a Vida completa.,,Common,2,,,,Shaman,,True,Dan Scott,,É como nascer mas você é um adulto e estava morto há um segundinho apenas.,,Desbloqueado ao completar o Desafio de Xamã em Naxxramas.,Pode ser criado após completar o Desafio de Xamã em Naxxramas.
Hero,Curse of Naxxramas,75,NAX6_01,Repugnaz,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,99,NAX6_01H,Repugnaz,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,5,FP1_030,Repugnaz,<b>Grito de Guerra:</b> Feitiços inimigos custam (5) a mais no próximo turno.,,Legendary,5,Battlecry,,5,,,True,Samwise,,Repugnaz era uma Fera do Brejo. É por isso que precisamos de leis mais restritas sobre mineração e agricultura.,True,Desbloqueado ao completar o Distrito da Peste.,Pode ser criado após completar o Distrito da Peste.
Hero,Curse of Naxxramas,30,NAX10_01,Retalhoso,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX10_01H,Retalhoso,,,,,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX4_04H,Reviver Morto,<b>Poder Heroico Passivo</b>
Toda vez que um inimigo morrer levante um Esqueleto 5/5.,,,0,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX4_04,Reviver Morto,<b>Poder Heroico Passivo</b>
Toda vez que um inimigo morrer levante um Esqueleto 1/1.,,,0,,,,,,,,,,,,
Hero,Curse of Naxxramas,45,NAX14_01H,Sapphiron,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX14_01,Sapphiron,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,4,FP1_023,Sectário Sombrio,<b>Último Suspiro:</b> Conceda +3 de Vida a um lacaio aliado aleatório.,,Common,3,Deathrattle,,3,Priest,,True,Phroilan Gardner,,A Seita dos Malditos acha melhor não mencionar o próprio nome quando está recrutando novos sectários.,,Desbloqueado ao completar o Desafio de Sacerdote em Naxxramas.,Pode ser criado após completar o Desafio de Sacerdote em Naxxramas.
Spell,Curse of Naxxramas,,FP1_019,Sementes de Veneno,Destrua todos os lacaios e evoque Arvorosos 2/2 para substituí-los.,,Common,4,,,,Druid,,True,Brian Despain,,&bdquo;Bolinhos de sementes de veneno&bdquo; são os bolinhos menos populares no Empório de Bolinhos Druídicos do McTiggin.,,Desbloqueado ao completar o Desafio de Druida em Naxxramas.,Pode ser criado após completar o Desafio de Druida em Naxxramas.
Minion,Curse of Naxxramas,4,FP1_017,Senhor da Teia Nerub&sbquo;ar,Lacaios com <b>Grito de Guerra</b> custam (2) a mais.,,Common,2,Aura,,1,,,True,Alex Horley Orlandelli,,Os senhores da teia ficam o dia inteiro fazendo trampolins gigantes.,,Desbloqueado ao derrotar a Grã-viúva Faerlina no Distrito dos Aracnídeos.,Pode ser criado após derrotar a Grã-viúva Faerlina no Distrito dos Aracnídeos.
Minion,Curse of Naxxramas,7,NAX9_04H,Sir Zeliek,Seu herói fica <b>Imune</b>.,,,3,,,2,,,,,,,True,,
Minion,Curse of Naxxramas,7,NAX9_04,Sir Zeliek,Seu herói fica <b>Imune</b>.,,,3,,,1,,,,,,,True,,
Hero Power,Curse of Naxxramas,,NAX9_06,Sombra Profana,<b>Poder Heroico</b>
Compre 2 cards.,,,5,,,,,,,,,,,,
Hero Power,Curse of Naxxramas,,NAX14_02,Sopro Gélido,<b>Poder Heroico</b>
Destrua todos os lacaios inimigos que não estejam <b>Congelados</b>.,,,0,,,,,,,,,,,,
Minion,Curse of Naxxramas,1,NAX15_05,Sr. Bigglesworth,<i>Este é o gatinho de Kel&sbquo;Thuzad.</i>,,Legendary,0,,,1,,,,,Beast,,True,,
Minion,Curse of Naxxramas,4,NAX13_05H,Stalagg,,,Legendary,5,,,7,,,,,,,True,,
Minion,Curse of Naxxramas,4,FP1_014,Stalagg,<b>Último Suspiro:</b> Se Feugen também morreu nesta partida evoque Thaddius.,,Legendary,5,Deathrattle,,7,,,True,Dany Orizio,,Stalagg quer escrever próprio texto. &bdquo;STALAGG CABULOSO!&bdquo;,True,Desbloqueado ao completar o Distrito dos Constructos.,Pode ser criado após completar o Distrito dos Constructos.
Spell,Curse of Naxxramas,,NAX13_03,Supercarga,Conceda +2 de Vida aos seus lacaios.,,,2,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,NAX13_03e,Supercarregado,+2 de Vida.,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,1,FP1_011,Teceteia,<b>Último Suspiro:</b> Adicione um card de Fera aleatório à sua mão.,,Common,1,Deathrattle,,1,Hunter,,True,Dan Brereton,Beast,Casulos de aranhas são como pequenas pinhatas!,,Desbloqueado ao completar o Desafio de Caçador em Naxxramas.,Pode ser criado após completar o Desafio de Caçador em Naxxramas.
Hero,Curse of Naxxramas,45,NAX13_01H,Thaddius,,,,,,,,,,,,,,,,
Hero,Curse of Naxxramas,30,NAX13_01,Thaddius,,,,,,,,,,,,,,,,
Minion,Curse of Naxxramas,11,FP1_014t,Thaddius,,,Legendary,10,,,11,,,,,,,True,,
Minion,Curse of Naxxramas,7,NAX9_03,Thane Korth&sbquo;azz,Seu herói fica <b>Imune</b>.,,,3,,,1,,,,,,,True,,
Minion,Curse of Naxxramas,7,NAX9_03H,Thane Korth&sbquo;azz,Seu herói fica <b>Imune</b>.,,,3,,,2,,,,,,,True,,
Spell,Curse of Naxxramas,,NAX3_03,Veneno Necrótico,Destrua um lacaio.,,,2,,,,,,,,,,,,
Enchantment,Curse of Naxxramas,,FP1_020e,Vingança,+3/+2.,,,,,,,Paladin,,,,,,,,
Spell,Curse of Naxxramas,,FP1_020,Vingar,<b>Segredo:</b> Quando um de seus lacaios morrer conceda +3/+2 a um lacaio aliado aleatório.,,Common,1,Secret,,,Paladin,,True,Zoltan & Gabor,,Vários paladinos se reuniram para fazer justiça usando o nome &bdquo;Força da Justiça&bdquo;. Os advogados os convenceram a não usar o nome &bdquo;Liga da Justiça&bdquo;.,,Desbloqueado ao completar o Desafio de Paladino em Naxxramas.,Pode ser criado após completar o Desafio de Paladino em Naxxramas.
Minion,Curse of Naxxramas,2,FP1_012t,Visgo,<b>Provocar</b>,,,1,Taunt,,1,,,,,,,,,
Minion,Curse of Naxxramas,2,NAX11_03,Visgo Radioativo,,,,1,,,2,,,,,,,,,
Minion,Curse of Naxxramas,2,FP1_005,Vulto de Naxxramas,<b>Furtividade.</b> No início do seu turno receba +1/+1.,,Epic,3,Stealth,,2,,,True,Ittoku Seta,,Os Vultos de Naxxramas <i>odeiam</i> os vivos. Eles têm até um termo pejorativo que usam para mencioná-los: <i>Viventes</i>.,,Desbloqueado ao derrotar Kel&sbquo;thuzad no Covil da Serpe Gélida.,Pode ser criado após derrotar Kel&sbquo;thuzad no Covil da Serpe Gélida.
Minion,System,8,PlaceholderCard,,,Neutral,Epic,9,,,6,Mage,,,,,,,,
Minion,Credits,3,CRED_15,Andy Brock,Não pode ser <b>Silenciado. Escudo Divino Furtividade.</b>,,Legendary,1,,,1,,,,,,,True,,
Minion,Credits,1,CRED_08,Ben Brode,O volume do seu áudio não pode ser reduzido abaixo do máximo.,,Legendary,3,,,4,,,,,,,True,,
Minion,Credits,7,CRED_09,Ben Thompson,<b>Grito de Guerra:</b> Compre alguns cards. E refaça os desenhos.,,Legendary,6,,,4,,,,,,,True,,
Minion,Credits,4,CRED_03,Bob Fitch,<b>Super Provocar</b> <i>(TODOS os personagens precisam atacar este lacaio.)</i>,,Legendary,3,,,2,,,,,,,True,,
Minion,Credits,10,CRED_13,Brian Schwab,No final do seu turno conceda +1 de Ataque a um lacaio aleatório.,,Legendary,10,,,10,,,,,,,True,,
Minion,Credits,1,CRED_06,Derek Sakamoto,<i>O infame Bate-pé.</i>,,Legendary,1,,,3,,,,,,,True,,
Minion,Credits,5,CRED_02,Eric Dodds,<b>Grito de Guerra:</b> Evoque um Pirata 2/2 e destrua todos os Ninjas.,,Legendary,6,,,5,,,,,,,True,,
Minion,Credits,5,CRED_16,Hamilton Chu,<i>Foi bem-sucedido em NÃO ser parte do problema! ...na maior parte do tempo.</i>,,Legendary,7,,,9,,,,,,,True,,
Minion,Credits,6,CRED_01,Jason Chayes,<b>Enfurecer:</b> Brincadeira! Ele nunca se enfurece.,,Legendary,6,,,7,,,,,,,True,,
Minion,Credits,4,CRED_11,Jay Baxter,<b>Grito de Guerra:</b> Evoque CINCO Invenções aleatórias.,,Legendary,4,,,1,,,,,,,True,,
Minion,Credits,4,CRED_05,Kyle Harrison,<i>3 por um 5/4? Ótimo negócio!</i>,,Legendary,3,,,5,,,,,,,True,,
Minion,Credits,2,CRED_10,Michael Schweitzer,<b>C-C-C-COMBO:</b> Destrua um lacaio.,,Legendary,2,,,2,,,,,,,True,,
Minion,Credits,2,CRED_12,Rachelle Davis,<b>Grito de Guerra:</b> Compre DOIS cards. <i>Ela não é uma engenheira novata.</i>,,Legendary,2,,,1,,,,,,,True,,
Minion,Credits,9,CRED_17,Rob Pardo,Você não pode começar o jogo sem esse lacaio no seu deck.,,Legendary,9,,,9,,,,,,,True,,
Minion,Credits,3,CRED_04,Steven Gabriel,<b>Grito de Guerra:</b> Evoque uma bebida espumante.,,Legendary,1,,,3,,,,,,,True,,
Minion,Credits,2,CRED_14,Yong Woo,Seus outros lacaios têm +3 de Ataque e <b>Investida</b>.,,Legendary,5,,,3,,,,,,,True,,
Minion,Credits,2,CRED_07,Zwick,<b>Grito de Guerra:</b> Reclama sobre o preço do bacon.,,Legendary,2,,,2,,,,,,,True,,
Enchantment,Basic,,GAME_005e,A Moeda,,,,,,,,,,,,,,,,
Spell,Basic,,GAME_005,A Moeda,Receba 1 Cristal de Mana somente neste turno.,,,,,,,,,,,,,,,
Enchantment,Basic,,CS2_083e,Afiada,+1 de Ataque neste turno.,,,,OneTurnEffect,,,Rogue,,,,,,,,
Hero,Basic,30,HERO_09,Anduin Wrynn,,Neutral,Free,,,,,Priest,,True,,,,,,
Enchantment,Basic,,CS2_122e,Aprimorado,O Líder do Raide está concedendo +1 de ataque a este lacaio.,,,,,,,,,,,,,,,
Spell,Basic,,CS2_045,Arma Trinca-pedra,Conceda +3 de Ataque a um aliado neste turno.,Neutral,Free,1,,,,Shaman,,True,Alex Horley Orlandelli,,Isso é muito útil se seu inimigo for feito de pedra.,,Disponível no nível 1.,Disponível no nível 36.
Enchantment,Basic,,CS2_045e,Arma Trinca-pedra,Este personagem tem +3 de Ataque neste turno.,,,,OneTurnEffect,,,Shaman,,,,,,,,
Minion,Basic,1,CS2_189,Arqueira Élfica,<b>Grito de Guerra:</b> Cause 1 de dano.,Horde,Common,1,Battlecry,,1,,,True,Steve Prescott,,Nem adianta se apaixonar. Ela atira para todos os lados.,,,Disponível para Druida no nível 57.
Minion,Basic,7,CS2_155,Arquimago,<b>+1 de Dano Mágico</b>,Alliance,Common,6,Spellpower,,4,,,True,Steve Ellis,,Você conquista o título de arquimago quando consegue destruir todos os que duvidam do seu poder.,,,Disponível para Mago no nível 57.
Spell,Basic,,CS2_076,Assassinar,Destrua um lacaio inimigo.,Neutral,Free,5,,,,Rogue,,True,Glenn Rane,,Se você não quer ser assassinado mude-se para os Sertões e troque seu nome. Boa sorte!,,Disponível no nível 1.,Disponível no nível 47.
Spell,Basic,,EX1_581,Aturdir,Devolva um lacaio inimigo à mão do seu oponente.,Neutral,Free,2,,,,Rogue,,True,Scott Altmann,,Ladinos adoram filmes de suspense.,,Disponível no nível 1.,Disponível no nível 40.
Hero Power,Basic,,CS2_102,Aumentar Armadura!,<b>Poder Heroico</b>
Receba 2 Armadura.,Neutral,Free,2,,,,Warrior,,,,,,,,
Minion,Basic,1,GAME_002,Avatar da Moeda,<i>Você perdeu no cara ou coroa mas ganhou um amigo.</i>,,Free,0,,,1,,,,,,,,,
Spell,Basic,,EX1_169,Avivar,Receba 2 Cristais de Mana somente neste turno.,Neutral,Free,0,,,,Druid,,True,Doug Alexander,,Alguns druidas ainda têm flashbacks de estranhos gritando &bdquo;Usa Avivar!&bdquo;,,Disponível no nível 1.,Disponível no nível 36.
Spell,Basic,,EX1_246,Bagata,Transforme um lacaio num Sapo 0/1 com <B>Provocar</b>.,Neutral,Free,3,,,,Shaman,,True,Steve Hui,,Se você lança uma Bagata em um Murloc... não muda muita coisa né?,,Disponível no nível 1.,Disponível no nível 47.
Enchantment,Basic,,EX1_246e,Bagateado,Este lacaio foi transformado!,,,,Morph,,,Shaman,,,,,,,,
Minion,Basic,1,EX1_506a,Batedor Murloc,,Neutral,Common,0,,,1,,,,,Murloc,,,,
Enchantment,Basic,,EX1_019e,Bênção de Clérigo,+1/+1.,,,,,,,Priest,,,,,,,,
Enchantment,Basic,,CS2_087e,Bênção do Poder,+3 de Ataque.,Neutral,,,,,,Paladin,,,,,,,,
Spell,Basic,,CS2_087,Bênção do Poder,Conceda +3 de Ataque a um lacaio.,Neutral,Free,1,,,,Paladin,,True,Zoltan Boros,,&bdquo;Tipo vai ser uma BÊNÇÃO você PODER sumir da minha frente.&bdquo; - Sá Poboi com um bônus aplicado recentemente.,,Disponível no nível 1.,Disponível no nível 45.
Enchantment,Basic,,CS2_092e,Bênção dos Reis,+4/+4.,,,,,,,Paladin,,,,,,,,
Spell,Basic,,CS2_092,Bênção dos Reis,Conceda +4/+4 a um lacaio. <i>(+4 de Ataque/+4 de Vida)</i>,Neutral,Common,4,,,,Paladin,,True,Lucas Graciano,,Levando em consideração o grande número de reis assassinados ultimamente tem certeza que você quer esse bônus?,,Disponível no nível 10.,Disponível no nível 49.
Minion,Basic,7,EX1_399,Berserker Gurubashi,Sempre que este lacaio receber dano ele recebe +3 de Ataque.,Neutral,Common,5,,,2,,,True,Alex Horley Orlandelli,,Sem sofrimento não tem graça.,,,Disponível para Bruxo no nível 57.
Spell,Basic,,CS2_029,Bola de Fogo,Cause $6 de dano.,Neutral,Free,4,,,,Mage,,True,Ralph Horsley,,Este feitiço é útil para queimar coisas. Se você está procurando meios de fazer torrada ou só quer se aquecer um pouquinho está no lugar errado.,,Disponível no nível 1.,Disponível no nível 44.
Minion,Basic,2,CS2_121,Bruto Lobo do Gelo,<b>Provocar</b>,Neutral,Common,2,Taunt,,2,,,True,Richie Marella,,Ser bruto era o que o pai dele fazia e o pai do pai dele antes disso. É mais do que um emprego.,,,Disponível para Xamã no nível 57.
Minion,Basic,2,NEW1_034,Bufo,<b>Investida</b>,,Common,3,Charge,,4,Hunter,,,,Beast,,,,
Minion,Basic,3,CS2_196,Caçadora do Urzal,<b>Grito de Guerra:</b> Evoque um Javali 1/1.,Horde,Common,3,Battlecry,,2,,,True,Clint Langley,,Bem se meteram com a Colmilhã uma vez... UMA vez.,,,Disponível para Caçador no nível 55.
Minion,Basic,6,CS2_222,Campeão de Ventobravo,Seus outros lacaios têm +1/+1.,Alliance,Common,7,Aura,,6,,,True,Doug Alexander,,Quando Asa da Morte atacou a capital o soldado foi o único membro do esquadrão a sobreviver. Agora ele está todo ranzinza e tal.,,,Disponível para Paladino no nível 59.
Minion,Basic,5,CS2_201,Cão-magma,,,Common,7,,,9,,,True,E.M. Gist,Beast,Não se adestra um cão-magma. A gente só ensina ele a comer outra pessoa em vez do dono.,,,Disponível para Caçador no nível 51.
Minion,Basic,3,EX1_084,Capitã do Brado Guerreiro,Toda vez que evocar um lacaio com 3 ou menos de Ataque conceda <b>Investida</b> a ele.,Neutral,Free,3,,,2,Warrior,,True,Wei Wang,,O Clã Brado Guerreiro tem <i>tanto drama</i> que nem vale a pena subir de patente.,,Disponível no nível 1.,Disponível no nível 36.
Minion,Basic,2,CS2_141,Carabineiro de Altaforja,<b>Grito de Guerra:</b> Cause 1 de dano.,Alliance,Common,3,Battlecry,,2,,,True,Tooth,,&bdquo;Preparar! Apontar! Beber!&bdquo;,,,Disponível para Mago no nível 55.
Minion,Basic,5,CS2_131,Cavaleiro de Ventobravo,<b>Investida</b>,Alliance,Common,4,Charge,,2,,,True,Ladronn,,Eles ainda ficam constrangidos com aquele caso do Asa da Morte.,,,Disponível para Paladino no nível 55.
Minion,Basic,1,CS2_124,Cavalga-lobo,<b>Investida</b>,Horde,Free,3,Charge,,3,,,True,Dany Orizio,,Saqueadores órquicos cavalgam lobos porque eles são mais adaptados a ambientes inóspitos e porque eles são macios e fofinhos.,,,Disponível para Guerreiro no nível 59.
Spell,Basic,,CS2_037,Choque Gélido,Cause $1 de dano a um personagem inimigo e <b>Congele</b>-o.,Neutral,Free,1,Freeze,,,Shaman,,True,Alex Horley Orlandelli,,CHOQUE GÉLIDO!,,Disponível no nível 1.,Disponível no nível 32.
Minion,Basic,3,CS2_235,Clériga da Vila Norte,Sempre que um lacaio for curado compre um card.,,Free,1,HealTarget,,1,Priest,,True,Terese Nielsen,,Eles ajudam os fracos e oprimidos. E também vendem biscoitos.,,Disponível no nível 1.,Disponível no nível 40.
Minion,Basic,2,EX1_019,Clériga do Sol Partido,<b>Grito de Guerra:</b> Conceda +1/+1 a um lacaio aliado.,Neutral,Common,3,Battlecry,,3,,,True,Doug Alexander,,Eles sempre têm um frasquinho do Energético Nascente do Sol™ à mão!,,,Disponível para Sacerdote no nível 53.
Minion,Basic,2,CS2_150,Comando Lançatroz,<b>Grito de Guerra:</b> Cause 2 de dano.,Alliance,Common,5,Battlecry,,4,,,True,Kev Walker,,Os Comandos Lançatroz são peritos em demolição. Eles também preparam uns bolinhos deliciosos.,,,Disponível para Paladino no nível 51.
Spell,Basic,,EX1_539,Comando para Matar,Cause $3 de dano. Se você tiver uma Fera cause $5 de dano em vez de $3.,Neutral,Common,3,,,,Hunter,,True,Gabe from Penny Arcade,,&bdquo;Mate&bdquo; comandou ele.,,Disponível no nível 10.,Disponível no nível 49.
Spell,Basic,,NEW1_031,Companheiro Animal,Evoque um Fera Companheira aleatória.,,Common,3,,,,Hunter,,True,Wei Wang,,Você poderia evocar Misha Leokk ou Bufo! Bufo não vale o trabalho que dá.,,Disponível no nível 2.,Disponível no nível 45.
Spell,Basic,,CS2_093,Consagração,Cause $2 de dano a todos os inimigos.,Neutral,Common,4,,,,Paladin,,True,Vance Kovacs,,O solo consagrado brilha com energia Sagrada.,,Disponível no nível 4.,Disponível no nível 43.
Enchantment,Basic,,CS1_113e,Controle Mental,Este lacaio trocou de controlador.,Neutral,Common,,,,,Priest,,,,,,,,
Spell,Basic,,CS1_113,Controle Mental,Assuma o controle de um lacaio inimigo.,Neutral,Common,10,,,,Priest,,True,Sean O’Daniels,,Indicado como &bdquo;Feitiço que faz o oponente socar a parede&bdquo;.,,Disponível no nível 10.,Disponível no nível 49.
Hero Power,Basic,,CS2_056,Conversão de Vida,<b>Poder Heroico</b>
Compre um card e receba 2 de dano.,Neutral,Free,2,,,,Warlock,,,,,,,,
Hero Power,Basic,,CS2_049,Convocação Totêmica,<b>Poder Heroico</b>
Evoque um Totem aleatório.,Neutral,Free,2,,,,Shaman,,,,,,,,
Spell,Basic,,CS2_063,Corrupção,Escolha um lacaio inimigo. No início do seu turno destrua-o.,Neutral,Common,1,,,,Warlock,,True,Wayne Reynolds,,Tudo começa com aquela caneta que você roubou do trabalho. E antes que você se dê conta BUM! Corrompido!,,Disponível no nível 2.,Disponível no nível 32.
Enchantment,Basic,,CS2_063e,Corrupção,No início do turno do corruptor destrua este lacaio.,,,,,,,Warlock,,,,,,,,
Spell,Basic,,CS2_013,Crescimento Silvestre,Receba um Cristal de Mana vazio.,Neutral,Free,2,,,,Druid,,True,James Ryman,,Crie seus próprios cristais de mana com esse Kit de Criação de Cristais de Mana só 3999!,,Disponível no nível 1.,Disponível no nível 23.
Minion,Basic,3,CS2_120,Crocolisco do Rio,,,Free,2,,,2,,,True,Daren Bader,Beast,Eduardo Ferreiro o &bdquo;Canhoto&bdquo; tentou fazer uma mala de crocolisco do rio certa vez.,,,Disponível para Druida no nível 55.
Spell,Basic,,CS2_041,Cura Ancestral,Restaure toda a Vida de um lacaio e conceda <b>Provocar</b> a ele.,Neutral,Free,0,,,,Shaman,,True,Dan Scott,,Eu particularmente prefiro uma cura não-ancestral-zero-bala-nesse-instante mas é só minha opinião.,,Disponível no nível 1.,Disponível no nível 15.
Hero Power,Basic,,CS1h_001,Cura Inferior,<b>Poder Heroico</b>
Restaure 2 de Vida.,Neutral,Free,2,,,,Priest,,,,,,,,
Minion,Basic,5,DS1_055,Curadora Escamanegra,<b>Grito de Guerra:</b> Restaure 2 de Vida de todos os personagens aliados.,Neutral,Common,5,Battlecry,,4,,,True,Jesper Ejsing,,Ela só cura quando tem um tempo livre mesmo. É mais um hobby na verdade.,,,Disponível para Sacerdote no nível 55.
Spell,Basic,,CS2_114,Cutilada,Cause $2 de dano a dois lacaios inimigos aleatórios.,Neutral,Common,2,,,,Warrior,,True,Phroilan Gardner,,Ei vocês dois... vocês poderiam ficar juntos por um segundo...?,,Disponível no nível 2.,Disponível no nível 40.
Weapon,Basic,,CS2_097,Defensora Veraprateada,Quando seu herói atacar restaure 2 de Vida dele.,Neutral,Common,4,,,4,Paladin,2,True,Ryan Sook,,Ela picota ela fatia. Você pode cortar uma latinha com ela (mas é melhor nao fazer isso).,,Disponível no nível 2.,Disponível no nível 40.
Spell,Basic,,CS2_077,Disparada,Compre 4 cards.,Neutral,Common,7,,,,Rogue,,True,James Zhang,,Ladinos não sabem correr muito bem.,,Disponível no nível 10.,Disponível no nível 49.
Minion,Basic,1,EX1_025t,Dragonete Mecânico,,Neutral,Common,1,,,2,,,,,Mech,,,,
Spell,Basic,,CS2_061,Drenar Vida,Cause $2 de dano. Restaure #2 de Vida do seu herói.,Neutral,Free,3,,,,Warlock,,True,Alex Horley Orlandelli,,&bdquo;Acabei de sugar um ano da sua vida.&bdquo;,,Disponível no nível 1.,Disponível no nível 45.
Minion,Basic,6,CS2_033,Elemental da Água,<b>Congele</b> qualquer personagem que receber dano deste lacaio.,Neutral,Common,4,Freeze,,3,Mage,,True,John Avon,,Não evoque um elemental da água em uma festa. Vai ser um balde de água fria no pessoal.,,Disponível no nível 8.,Disponível no nível 49.
Minion,Basic,5,CS2_042,Elemental do Fogo,<b>Grito de Guerra:</b> Cause 3 de dano.,Neutral,Common,6,Battlecry,,6,Shaman,,True,Ralph Horsley,,Ele não pode tomar banho nunca. Eca.,,Disponível no nível 10.,Disponível no nível 49.
Minion,Basic,3,NEW1_011,Elite Kor&sbquo;kron,<b>Investida</b>,,Common,4,Charge,,4,Warrior,,True,Alex Horley Orlandelli,,Os Kor&sbquo;kron são a força de elite de Garrosh Grito Infernal. Você não vai querer encontrar um desses caras se estiver usando um tabardo azul.,,Disponível no nível 4.,Disponível no nível 44.
Minion,Basic,3,CS2_065,Emissário do Caos,<b>Provocar</b>,Neutral,Free,1,Taunt,,1,Warlock,,True,Alex Horley Orlandelli,Demon,Nenhuma relação com &bdquo;CIA do Kaos&bdquo; o popular grupo de pagode.,,Disponível no nível 1.,Disponível no nível 36.
Minion,Basic,1,EX1_015,Engenheira Novata,<b>Grito de Guerra:</b> Compre um card.,Alliance,Free,2,Battlecry,,1,,,True,Karl Richardson,,&bdquo;Metade da turma não vai se formar já que terão sido transformados em galinhas.&bdquo; — Mestre-faz-tudo Superchispa (aula de Tranqueiras I),,,Disponível para Druida no nível 59.
Enchantment,Basic,,EX1_399e,Entrar em Berserk,Este lacaio tem o Ataque aumentado.,,,,,,,,,,,,,,,
Spell,Basic,,EX1_302,Espiral da Morte,Cause $1 de dano a um lacaio. Se ele morrer compre um card.,Neutral,Common,1,,,,Warlock,,True,Matt Gaser,,Se seus feitiços parecem crânios apavorantes sejamos sinceros você deveria poder comprar alguns cards.,,Disponível no nível 4.,Disponível no nível 43.
Enchantment,Basic,,CS2_236e,Espírito Divino,Este lacaio tem o dobro de Vida.,,,,,,,Priest,,,,,,,,
Spell,Basic,,CS2_236,Espírito Divino,Dobre a Vida de um lacaio.,,Common,2,,,,Priest,,True,Jim Pavelec,,Dobro de confusão. Dobro de diversão!,,Disponível no nível 2.,Disponível no nível 28.
Minion,Basic,1,skele11,Esqueleto,<b></b>,Neutral,Common,1,,,1,,,,,,,,,
Enchantment,Basic,,CS2_226e,Estandarte dos Lobo do Gelo,Atributos aumentados.,,,,,,,,,,,,,,,
Spell,Basic,,EX1_278,Estocada,Cause $1 de dano. Compre um card.,Neutral,Common,2,,,,Rogue,,True,Alex Garner,,Um bom ladino tem sempre um no estoque.,,Disponível no nível 6.,Disponível no nível 45.
Spell,Basic,,CS2_013t,Excesso de Mana,Compre um card. <i>(Você só pode ter 10 de Mana na sua mesa.)</i>,,,0,,,,Druid,,,,,,,,
Spell,Basic,,CS2_108,Executar,Destrua um lacaio inimigo que tenha recebido dano.,Neutral,Free,1,,,,Warrior,,True,Dany Orizio,,Tudo bem ele mereceu.,,Disponível no nível 1.,Disponível no nível 47.
Spell,Basic,,CS2_025,Explosão Arcana,Cause $1 de dano a todos os lacaios inimigos.,Neutral,Free,2,,,,Mage,,True,Howard Lyon,,Este feitiço é muito melhor do que Implosão Arcana.,,Disponível no nível 1.,Disponível no nível 28.
Weapon,Basic,,CS2_082,Faca Perversa,,Neutral,Free,1,,,1,Rogue,2,,,,,,,
Spell,Basic,,EX1_308,Fogo d&sbquo;Alma,Cause $4 de dano. Descarte um card aleatório.,Neutral,Common,1,,,,Warlock,,True,Raymond Swanland,,Você tá queimando a alma de alguém? Ou queimando alguém com a sua PRÓPRIA alma? É importante distinguir.,,Disponível no nível 6.,Disponível no nível 28.
Spell,Basic,,CS2_062,Fogo do Inferno,Cause $3 de dano a TODOS os personagens.,Neutral,Free,4,,,,Warlock,,True,Chippy,,É por causa de feitiços como este que os bruxos não conseguem muita ajuda.,,Disponível no nível 1.,Disponível no nível 49.
Spell,Basic,,EX1_173,Fogo Estelar,Cause $5 de dano.
Compre um card.,Neutral,Common,6,,,,Druid,,True,Alex Horley Orlandelli,,Equilíbrio é importante para os druidas. Este card é perfeitamente equilibrado.,,Disponível no nível 2.,Disponível no nível 45.
