SET,NAME,RARITY,ATTACK,COST,HEALTH,TYPE,ID,TEXT,MECHANICS,PLAYERCLASS,FACTION,DURABILITY,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Curse of Naxxramas,아귀,,1,1,,Weapon,NAX12_03,<b>죽음의 메아리</b> 능력을 가진 하수인이 죽을 때마다 공격력을 +2 얻습니다.,,,,5,,,,,,,,
Curse of Naxxramas,아눕레칸,,,,45,Hero,NAX1h_01,,,,,,,,,,,,,
Curse of Naxxramas,아눕레칸,,,,30,Hero,NAX1_01,,,,,,,,,,,,,
Curse of Naxxramas,아눕아르 복병,Common,5,4,5,Minion,FP1_026,<b>죽음의 메아리:</b> 무작위 아군 하수인 하나를 내 손으로 다시 가져옵니다.,Deathrattle,Rogue,,,,True,Nate Bowden,본래 이름은 "하수인을 손으로 가져오는 아눕아르 뭐시기"였습니다.,,,낙스라마스의 도적 직업 도전 과제를 완료하여 잠금 해제,낙스라마스의 도적 직업 도전 과제를 완료한 후 제작 가능
Curse of Naxxramas,앙갚음,Common,,1,,Spell,FP1_020,<b>비밀:</b> 내 하수인 중 하나가 죽으면 무작위 아군 하수인 하나에게 +3/+2를 부여합니다.,Secret,Paladin,,,,True,Zoltan & Gabor,어쩐지 성기사의 하수인들은 서로 더 친한 것 같더니만...,,,낙스라마스의 성기사 직업 도전 과제를 완료하여 잠금 해제,낙스라마스의 성기사 직업 도전 과제를 완료한 후 제작 가능
Curse of Naxxramas,어둠의 부름,,,,,Enchantment,FP1_028e,능력치 증가,,,,,,,,,,,,
Curse of Naxxramas,어둠의 이교도,Common,3,3,4,Minion,FP1_023,<b>죽음의 메아리:</b> 무작위 아군 하수인 하나에게 생명력을 +3 부여합니다.,Deathrattle,Priest,,,,True,Phroilan Gardner,저주받은 자들의 교단은 새로운 이교도를 모집할 때 교단의 이름을 밝히지 않는 편이 낫다는 걸 깨달았습니다.,,,낙스라마스의 사제 직업 도전 과제를 완료하여 잠금 해제,낙스라마스에서 사제 직업 도전 과제를 완료한 후 제작 가능
Curse of Naxxramas,얼어붙은 용사,,2,5,10,Minion,NAX14_03,영구 빙결. 양옆의 하수인들이 냉기 숨결에 면역이 됩니다.,Aura,,,,,,,,,,,
Curse of Naxxramas,얼음왕관의 수호자,,5,4,5,Minion,NAX15_03t,<b>도발</b>,Taunt,,,,,,,,,,,
Curse of Naxxramas,얼음왕관의 수호자,,3,4,3,Minion,NAX15_03n,<b>도발</b>,Taunt,,,,,,,,,,,
Curse of Naxxramas,여군주 블라미우스,,2,3,7,Minion,NAX9_02H,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,여군주 블라미우스,,1,3,7,Minion,NAX9_02,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,역병,,,6,,Spell,NAX4_05,해골을 제외한 <b>모든</b> 하수인을 처치합니다.,,,,,,,,,,,,
Curse of Naxxramas,역병술사 노스,,,,30,Hero,NAX4_01,,,Mage,,,,,,,,,,
Curse of Naxxramas,역병술사 노스,,,,45,Hero,NAX4_01H,,,Mage,,,,,,,,,,
Curse of Naxxramas,영주 코스아즈,,1,3,7,Minion,NAX9_03,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,영주 코스아즈,,2,3,7,Minion,NAX9_03H,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,영혼 착취자 고딕,,,,45,Hero,NAX8_01H,,,,,,,,,,,,,
Curse of Naxxramas,영혼 착취자 고딕,,,,30,Hero,NAX8_01,,,,,,,,,,,,,
Curse of Naxxramas,울부짖는 영혼,Rare,3,4,5,Minion,FP1_016,<b>전투의 함성:</b> 내 다른 하수인들을 <b>침묵</b>시킵니다.,Battlecry,,,,,True,Glenn Rane,정말 쉬지도 않고 계속 울부짖네요. 영혼아. 밥은 먹고 다니니?,,,피조물 지구의 타디우스를 쓰러뜨려 잠금 해제,피조물 지구의 타디우스를 쓰러뜨린 후 제작 가능
Curse of Naxxramas,유령 거미,,1,1,1,Minion,FP1_002t,,,,,,,,,,,,,
Curse of Naxxramas,유령 기병,,0,5,6,Minion,NAX8_05t,내 턴이 시작될 때 내 영웅에게 피해를 1 줍니다.,,,,,,,,,,,,
Curse of Naxxramas,유령 기사,Common,4,5,6,Minion,FP1_008,이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.,,,,,,True,Chris Rahn,요정용과 유령 기사의 공통점이 뭐냐고요? 음... 둘 다 파스타를 좋아한다는 거?,,,군사 지구의 영혼 착취자 고딕을 쓰러뜨려 잠금 해제,군사 지구의 영혼 수확자 고딕을 쓰러뜨린 후 제작 가능
Curse of Naxxramas,유령 들린 거미,Common,1,2,2,Minion,FP1_002,<b>죽음의 메아리:</b> 1/1 유령 거미를 2마리 소환합니다.,Deathrattle,,,,,True,Jeremy Cranford,여기에 쓸 거미에 대한 내용을 찾다보니 거미 공포증에 걸린 것 같습니다...,Beast,,거미 지구의 아눕레칸을 쓰러뜨려 잠금 해제,거미 지구의 아눕레칸을 쓰러뜨린 후 제작 가능
Curse of Naxxramas,유령 수련생,,0,1,2,Minion,NAX8_03t,내 턴이 시작될 때 내 영웅에게 피해를 1 줍니다.,,,,,,,,,,,,
Curse of Naxxramas,유령 전사,,0,3,4,Minion,NAX8_04t,내 턴이 시작될 때 내 영웅에게 피해를 1 줍니다.,,,,,,,,,,,,
Curse of Naxxramas,윤회,Common,,2,,Spell,FP1_025,하수인을 하나 처치하고 그 하수인을 최대 생명력으로 부활시킵니다.,,Shaman,,,,True,Dan Scott,여러분 술사님 윤회 있으시답니다. 뛰지 마세요.,,,낙스라마스의 주술사 직업 도전 과제를 완료하여 잠금 해제,낙스라마스의 주술사 직업 도전 과제를 완료한 후 제작 가능
Curse of Naxxramas,이빨 추가,,,,,Enchantment,NAX12_03e,공격력 증가,,,,,,,,,,,,
Curse of Naxxramas,장의사,Common,1,1,2,Minion,FP1_028,내가 <b>죽음의 메아리</b> 능력을 가진 하수인을 소환할 때마다 공격력을 +1 얻습니다.,,,,,,True,Jonboy Meyers,영혼의 치유사에게 뛰어가서 바로 부활할 수 있는 아제로스에서 장의사들은 별로 할 일이 없답니다.,,,피조물 지구의 패치워크를 쓰러뜨려 잠금 해제,피조물 지구의 패치워크를 쓰러뜨린 후 제작 가능
Curse of Naxxramas,정신 대재앙,,,2,,Spell,NAX5_03,두 플레이어 모두 카드를 2장 뽑고 마나 수정을 하나 획득합니다.,,,,,,,,,,,,
Curse of Naxxramas,정신 지배 수정,,,1,,Spell,NAX7_05,수정을 조작하여 수습생을 조종하십시오!,,,,,,,,,,,,
Curse of Naxxramas,젤리에크 경,,2,3,7,Minion,NAX9_04H,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,젤리에크 경,,1,3,7,Minion,NAX9_04,내 영웅이 <b>피해 면역</b> 상태가 됩니다.,,,,,,,,,,True,,
Curse of Naxxramas,죽음의 군마,,2,1,3,Minion,FP1_006,<b>돌진. 죽음의 메아리:</b> 내 영웅에게 피해를 3 줍니다.,Charge|Deathrattle,,,,,,,,,,,
Curse of Naxxramas,죽음의 군주,Rare,2,3,8,Minion,FP1_009,<b>도발. 죽음의 메아리:</b> 상대편이 덱에 있는 하수인 하나를 전장에 놓습니다.,Deathrattle|Taunt,,,,,True,Ben Olson,"무덤에서 일어나라!" - 켈투자드,,,군사 지구의 4인 기사단을 쓰러뜨려 잠금 해제,군사 지구의 4인 기사단을 쓰러뜨린 후 제작 가능
Curse of Naxxramas,죽음의 꽃,,,4,,Spell,NAX6_03,하수인 하나에게 피해를 5 줍니다. 포자를 하나 소환합니다.,,,,,,,,,,,,
Curse of Naxxramas,죽음의 독액괴물,,2,1,2,Minion,NAX11_03,,,,,,,,,,,,,
Curse of Naxxramas,죽음의 이빨,Common,4,4,,Weapon,FP1_021,<b>죽음의 메아리:</b> 이 무기가 파괴될 때 <b>모든</b> 하수인에게 피해를 1 줍니다.,Deathrattle,Warrior,,2,,True,Jim Nelson,이를 닦을 때는 반드시 혀도 닦으세요!!,,,낙스라마스의 전사 직업 도전 과제를 완료하여 잠금 해제,낙스라마스의 전사 직업 도전 과제를 완료한 후 제작 가능
Curse of Naxxramas,증오의 일격,,,4,,Hero Power,NAX10_03,<b>영웅 능력</b>
하수인을 하나 처치합니다.,,,,,,,,,,,,
Curse of Naxxramas,증오의 일격,,,4,,Hero Power,NAX10_03H,<b>영웅 능력</b>
하수인을 하나 처치합니다.,,,,,,,,,,,,
Curse of Naxxramas,지구라트의 힘,,,,,Enchantment,FP1_023e,생명력 +3,,Priest,,,,,,,,,,
Curse of Naxxramas,진균 번식,,,,,Enchantment,NAX6_03te,공격력 증가,,,,,,,,,,,,
Curse of Naxxramas,착취,,,2,,Hero Power,NAX8_02,<b>영웅 능력</b>
카드를 1장 뽑습니다.,,,,,,,,,,,,
Curse of Naxxramas,착취,,,1,,Hero Power,NAX8_02H,<b>영웅 능력</b>
카드를 1장 뽑고 마나 수정을 1개 획득합니다.,,,,,,,,,,,,
Curse of Naxxramas,척살,,,0,,Hero Power,NAX12_02H,<b>영웅 능력</b>
적 하수인들의 생명력을 1로 바꿉니다.,,,,,,,,,,,,
Curse of Naxxramas,척살,,,,,Enchantment,NAX12_02e,생명력 1로 바뀜,,,,,,,,,,,,
Curse of Naxxramas,척살,,,2,,Hero Power,NAX12_02,<b>영웅 능력</b>
<b>모든</b> 하수인의 생명력을 1로 바꿉니다.,,,,,,,,,,,,
Curse of Naxxramas,초자력 충전,,,2,,Spell,NAX13_03,내 하수인들에게 생명력을 +2 부여합니다.,,,,,,,,,,,,
Curse of Naxxramas,초자력 충전,,,,,Enchantment,NAX13_03e,생명력 +2,,,,,,,,,,,,
Curse of Naxxramas,춤추는 검,Common,4,3,4,Minion,FP1_029,<b>죽음의 메아리:</b> 상대편이 카드를 1장 뽑습니다.,Deathrattle,,,,,True,Jon McConnell,본래 이름은 "(레게 음악에 맞춰) 춤추는 검"입니다.,,,군사 지구의 훈련교관 라주비어스를 쓰러뜨려 잠금 해제,군사 지구의 훈련교관 라주비어스를 쓰러뜨린 후 제작 가능
Curse of Naxxramas,침입자!,,,,,Enchantment,NAX15_01e,,,,,,,,,,,,,
Curse of Naxxramas,침입자!,,,,,Enchantment,NAX15_01He,,,,,,,,,,,,,
Curse of Naxxramas,켈투자드,,,,45,Hero,NAX15_01H,,,,,,,,,,,,,
Curse of Naxxramas,켈투자드,,,,30,Hero,NAX15_01,,,,,,,,,,,,,
Curse of Naxxramas,켈투자드,Legendary,6,8,8,Minion,FP1_013,각 턴이 끝날 때 이번 턴에 죽은 모든 아군 하수인을 소환합니다.,,,,,,True,Chris Robinson,켈투자드는 리치 왕의 부름에 저항할 수 없었습니다. 리치 왕의 덕을 찬양하는 자동 녹음 전화가 계속해서 걸려왔거든요.,,True,낙스라마스의 모든 우두머리를 쓰러뜨려 잠금 해제,낙스라마스의 모든 우두머리를 쓰러뜨린 후 제작 가능
Curse of Naxxramas,켈투자드의 노예,,,,,Enchantment,NAX15_04a,내 거야!,,,,,,,,,,,,
Curse of Naxxramas,타디우스,,,,30,Hero,NAX13_01,,,,,,,,,,,,,
Curse of Naxxramas,타디우스,Legendary,11,10,11,Minion,FP1_014t,,,,,,,,,,,True,,
Curse of Naxxramas,타디우스,,,,45,Hero,NAX13_01H,,,,,,,,,,,,,
Curse of Naxxramas,패치워크,,,,30,Hero,NAX10_01,,,,,,,,,,,,,
Curse of Naxxramas,패치워크,,,,45,Hero,NAX10_01H,,,,,,,,,,,,,
Curse of Naxxramas,포자,,0,0,1,Minion,NAX6_03t,<b>죽음의 메아리:</b> 모든 적 하수인에게 공격력을 +8 부여합니다.,Deathrattle,,,,,,,,,,,
Curse of Naxxramas,포자 폭발,,,1,,Spell,NAX6_04,모든 적 하수인에게 피해를 $1 줍니다. 포자를 하나 소환합니다.,,,,,,,,,,,,
Curse of Naxxramas,퓨진,Legendary,4,5,7,Minion,NAX13_04H,,,,,,,,,,,True,,
Curse of Naxxramas,퓨진,Legendary,4,5,7,Minion,FP1_015,<b>죽음의 메아리:</b> 만약 스탈라그가 죽은 상태라면 타디우스를 소환합니다.,Deathrattle,,,,,True,Dany Orizio,퓨진은 슬픕니다. 스탈라그가 잘생겨서요.,,True,피조물 지구를 완료하여 잠금 해제,피조물 지구를 완료한 후 제작 가능
Curse of Naxxramas,해골,,1,1,1,Minion,NAX4_03,,,,,,,,,,,,,
Curse of Naxxramas,해골,,5,5,5,Minion,NAX4_03H,,,,,,,,,,,,,
Curse of Naxxramas,해골 기사,,5,4,6,Minion,NAXM_001,<b>죽음의 메아리:</b> 양옆에 있는 하수인들을 처치합니다.,Deathrattle,,,,,,,,,,,
Curse of Naxxramas,해골 대장장이,,4,3,3,Minion,NAXM_002,<b>죽음의 메아리:</b> 상대편의 무기를 파괴합니다.,Deathrattle,,,,,,,,,,,
Curse of Naxxramas,혼란의 일격,,,2,,Hero Power,NAX7_03,<b>영웅 능력</b>
피해를 3 줍니다.,,,,,,,,,,,,
Curse of Naxxramas,혼란의 일격,,,1,,Hero Power,NAX7_03H,<b>영웅 능력</b>
피해를 4 줍니다.,,,,,,,,,,,,
Curse of Naxxramas,훈련교관 라주비어스,,,,40,Hero,NAX7_01,,,,,,,,,,,,,
Curse of Naxxramas,훈련교관 라주비어스,,,,55,Hero,NAX7_01H,,,,,,,,,,,,,
Curse of Naxxramas,흡수,,,,,Enchantment,FP1_005e,능력치 증가,,,,,,,,,,,,
System,,Epic,6,9,8,Minion,PlaceholderCard,,,Mage,Neutral,,,,,,,,,
Credits,데릭 사카모토,Legendary,3,1,1,Minion,CRED_06,<i>발로 박수치기의 달인입니다.</i>,,,,,,,,,,True,,
Credits,랍 팔도,Legendary,9,9,9,Minion,CRED_17,덱에 이 하수인이 없으면 게임을 시작할 수 없습니다.,,,,,,,,,,True,,
Credits,레이첼 데이비스,Legendary,1,2,2,Minion,CRED_12,<b>전투의 함성:</b> 카드를 <b>2장</b> 뽑습니다. <i>그녀는 풋내기 기술자가 아니니까요.</i>,,,,,,,,,,True,,
Credits,마이클 슈바이처,Legendary,2,2,2,Minion,CRED_10,<b>여-여-여-연계:</b> 하수인 하나를 처치합니다.,,,,,,,,,,True,,
Credits,밥 피치,Legendary,2,3,4,Minion,CRED_03,<b>초도발</b> <i>(모든 캐릭터가 이 하수인을 공격해야 함)</i>,,,,,,,,,,True,,
Credits,벤 브로드,Legendary,4,3,1,Minion,CRED_08,효과음과 배경음악이 최대로 고정됩니다.,,,,,,,,,,True,,
Credits,벤 톰슨,Legendary,4,6,7,Minion,CRED_09,<b>전투의 함성:</b> 카드를 좀 그립니다.
펜으로.,,,,,,,,,,True,,
Credits,브라이언 슈와브,Legendary,10,10,10,Minion,CRED_13,내 턴이 끝날 때 무작위 하수인 하나에게 공격력을 +1 부여합니다.,,,,,,,,,,True,,
Credits,스티븐 가브리엘,Legendary,3,1,3,Minion,CRED_04,<b>전투의 함성:</b> 거품으로 가득한 음료 한 잔을 소환합니다.,,,,,,,,,,True,,
Credits,앤디 브록,Legendary,1,1,3,Minion,CRED_15,<b>침묵 천상의 보호막 은신</b> 효과를 받을 수 없습니다.,,,,,,,,,,True,,
Credits,에릭 다즈,Legendary,5,6,5,Minion,CRED_02,<b>전투의 함성:</b> 2/2 해적 하나를 소환하고 모든 닌자를 처치합니다.,,,,,,,,,,True,,
Credits,용 우,Legendary,3,5,2,Minion,CRED_14,내 다른 하수인들이 공격력 +3과 <b>돌진</b>을 얻습니다.,,,,,,,,,,True,,
Credits,제이 백스터,Legendary,1,4,4,Minion,CRED_11,<b>전투의 함성:</b> 무작위 발명품 <b>5개</b>를 소환합니다.,,,,,,,,,,True,,
Credits,제이슨 체이스,Legendary,7,6,6,Minion,CRED_01,<b>격노:</b> 농담입니다! 이 하수인은 한번도 격노한 적 없습니다.,,,,,,,,,,True,,
Credits,즈윅,Legendary,2,2,2,Minion,CRED_07,<b>전투의 함성:</b> 베이컨 가격이 너무 비싸다고 불평합니다.,,,,,,,,,,True,,
Credits,카일 해리슨,Legendary,5,3,4,Minion,CRED_05,<i>5/4인데 3밖에 안 들어? 요거 괜찮네!</i>,,,,,,,,,,True,,
Credits,해밀턴 추,Legendary,9,7,5,Minion,CRED_16,<i>이번엔 사고를 안 치는 데 성공했습니다. 웬만큼은...</i>,,,,,,,,,,True,,
Basic,가로쉬 헬스크림,Free,,,30,Hero,HERO_01,,,Warrior,Neutral,,,True,,,,,,
Basic,가시덩굴 사냥꾼,Common,2,3,3,Minion,CS2_196,<b>전투의 함성:</b> 1/1 멧돼지 1마리를 소환합니다.,Battlecry,,Horde,,,True,Clint Langley,뿔엄니에게 정말 까분 사람이 한 명 있었습니다. 딱 한 명요.,,,,사냥꾼 55 레벨에 잠금 해제
Basic,개구리,Common,0,0,1,Minion,hexfrog,<b>도발</b>,Taunt,,Neutral,,,,,,Beast,,,
Basic,겸손,,,,,Enchantment,EX1_360e,공격력 1이 됨,,Paladin,Neutral,,,,,,,,,
Basic,겸손,Common,,1,,Spell,EX1_360,하수인 하나의 공격력을 1로 만듭니다.,,Paladin,Neutral,,,True,Daren Bader,이래서 겸손이 힘든 겁니다.,,,6 레벨에 잠금 해제,28 레벨에 잠금 해제
Basic,고양,,,,,Enchantment,CS2_122e,공격대장이 공격력 +1 부여,,,,,,,,,,,,
Basic,고정 사격,Free,,2,,Hero Power,DS1h_292,<b>영웅 능력</b>
적 영웅에게 피해를 2 줍니다.,,Hunter,Neutral,,,,,,,,,
Basic,공격대장,Free,2,3,2,Minion,CS2_122,내 다른 하수인들이 공격력을 +1 얻습니다.,Aura,,,,,True,Phill Gonzales,"바닥! 바닥! 바닥 좀 피하라고!",,,,전사 57 레벨에 잠금 해제
Basic,공포의 지옥불정령,Common,6,6,6,Minion,CS2_064,<b>전투의 함성:</b> 다른 <b>모든</b> 캐릭터에게 피해를 1 줍니다.,Battlecry,Warlock,Neutral,,,True,Zoltan & Gabor,"지옥풀을 받아라!" - 불타는 군단의 에레다르 군주 자락서스,Demon,,10 레벨에 잠금 해제,23 레벨에 잠금 해제
Basic,공허방랑자,Free,1,1,3,Minion,CS2_065,<b>도발</b>,Taunt,Warlock,Neutral,,,True,Alex Horley Orlandelli,내 이름은 보이드. 별명은... 몸빵.,Demon,,1 레벨에 잠금 해제,36 레벨에 잠금 해제
Basic,광폭화,,,,,Enchantment,EX1_399e,공격력 증가,,,,,,,,,,,,
Basic,구루바시 광전사,Common,2,5,7,Minion,EX1_399,이 하수인은 피해를 입을 때마다 공격력을 +3 얻습니다.,,,Neutral,,,True,Alex Horley Orlandelli,아픈 만큼 성숙하는 법입니다.,,,,흑마법사 57 레벨에 잠금 해제
Basic,굴단,Free,,,30,Hero,HERO_07,,,Warlock,Neutral,,,True,,,,,,
Basic,굶주린 대머리수리,Common,3,5,2,Minion,CS2_237,내가 야수 1마리를 소환할 때마다 카드를 1장 뽑습니다.,,Hunter,,,,True,Bernie Kang,먹을 걸 주면 <i>정체성</i>에 혼란을 겪습니다.,Beast,,4 레벨에 잠금 해제,47 레벨에 잠금 해제
Basic,급속 성장,Free,,2,,Spell,CS2_013,빈 마나 수정을 1개 획득합니다.,,Druid,Neutral,,,True,James Ryman,마나 수정 재배기로 자신만의 마나 수정을 키우세요! 믿을 수 없는 가격! 39900 골드!,,,1 레벨에 잠금 해제,23 레벨에 잠금 해제
Basic,기계용 정비사,Common,2,4,4,Minion,EX1_025,<b>전투의 함성:</b> 2/1 소형 기계용을 1마리 소환합니다.,Battlecry,,Alliance,,,True,Warren Mahy,앙앙이에게 로켓 발사기를 장착하려고 요즘 고민 중입니다.,,,,마법사 53 레벨에 잠금 해제
Basic,기습,Free,,0,,Spell,CS2_072,피해를 입지 않은 하수인 하나에게 피해를 $2 줍니다.,,Rogue,Neutral,,,True,Michael Sutfin,사실 이 기술은 "저게 뭐지?!" 라는 말을 듣고 등을 보인 적에게 사용하는 기술입니다.,,,1 레벨에 잠금 해제,36 레벨에 잠금 해제
Basic,냉기 충격,Free,,1,,Spell,CS2_037,적 캐릭터 하나에게 피해를 $1 주고 <b>빙결</b> 상태로 만듭니다.,Freeze,Shaman,Neutral,,,True,Alex Horley Orlandelli,냉기 충격!,,,1 레벨에 잠금 해제,32 레벨에 잠금 해제
Basic,넘치는 마나,,,0,,Spell,CS2_013t,카드를 1장 뽑습니다. <i>(마나 수정은 10개까지만 보유 가능)</i>,,Druid,,,,,,,,,,
Basic,노움 발명가,Common,2,4,4,Minion,CS2_147,<b>전투의 함성:</b> 카드를 1장 뽑습니다.,Battlecry,,Alliance,,,True,Court Jones,사실 본인도 뭘 만들고 있는지 잘 모릅니다. 그게 끝내주는 물건이라는 점만 빼고요.,,,,사제 57 레벨에 잠금 해제
Basic,늑대기수,Free,3,3,1,Minion,CS2_124,<b>돌진</b>,Charge,,Horde,,,True,Dany Orizio,늑대는 정말 최고의 탈것입니다. 척박한 환경에도 적응하고 승차감도 좋고 무엇보다 복실복실하고 귀여우니까요.,,,,전사 59 레벨에 잠금 해제
Basic,단검의 대가,Free,,2,,Hero Power,CS2_083b,<b>영웅 능력</b>
1/2 단검을 장착합니다.,,Rogue,Neutral,,,,,,,,,
Basic,달라란 마법사,Common,1,3,4,Minion,EX1_582,<b>주문 공격력 +1</b>,Spellpower,,Neutral,,,True,Jim Nelson,달라란 전사는 찾아보기 힘들 겁니다.,,,,마법사 59 레벨에 잠금 해제
Basic,달빛섬광,Common,,0,,Spell,CS2_008,피해를 $1 줍니다.,,Druid,Neutral,,,True,Richard Wright,"달빛섬광을 쓰세요. 계속 쓰세요." - 조화 드루이드가 되는 법 제 5장 3절,,,6 레벨에 잠금 해제,40 레벨에 잠금 해제
Basic,대마법사,Common,4,6,7,Minion,CS2_155,<b>주문 공격력 +1</b>,Spellpower,,Alliance,,,True,Steve Ellis,대마법사 칭호를 어떻게 얻냐고요? 마법으로 대마법사를 쓰러뜨리면 됩니다.,,,,마법사 57 레벨에 잠금 해제
Basic,대지의 무기,Free,,1,,Spell,CS2_045,이번 턴에 아군 캐릭터 하나에게 공격력을 +3 부여합니다.,,Shaman,Neutral,,,True,Alex Horley Orlandelli,아아... 크고 아름답네요.,,,1 레벨에 잠금 해제,36 레벨에 잠금 해제
Basic,대지의 무기,,,,,Enchantment,CS2_045e,이번 턴에 공격력 +3,OneTurnEffect,Shaman,,,,,,,,,,
Basic,독칼,Common,,2,,Spell,EX1_278,피해를 $1 줍니다. 카드를 1장 뽑습니다.,,Rogue,Neutral,,,True,Alex Garner,알라깔라<b>독칼</b>라미<b>독칼</b>라미띠!,,,6 레벨에 잠금 해제,45 레벨에 잠금 해제
Basic,돌발톱 토템,Free,0,1,2,Minion,CS2_051,<b>도발</b>,Taunt,Shaman,Neutral,,,,,,Totem,,,
Basic,돌엄니멧돼지,Free,1,1,1,Minion,CS2_171,<b>돌진</b>,Charge,,Neutral,,,True,Howard Lyon,손에서 나와 상대에게 달려가려고 안달입니다.,Beast,,,사냥꾼 53 레벨에 잠금 해제
Basic,돌주먹 오우거,Free,6,6,7,Minion,CS2_200,,,,,,,True,Brian Despain,"나 비용에 비해 능력치 좋다!",,,,흑마법사 51 레벨에 잠금 해제
Basic,돌진,,,,,Enchantment,EX1_084e,<b>돌진</b>,,Warrior,,,,,,,,,,
Basic,돌진,Free,,3,,Spell,CS2_103,아군 하수인 하나에게 공격력 +2와 <b>돌진</b>을 부여합니다.,,Warrior,Neutral,,,True,Alex Horley Orlandelli,다음 턴까지 안전하리라는 상대의 믿음을 박살냅니다.,,,1 레벨에 잠금 해제,23 레벨에 잠금 해제
Basic,돌진,,,,,Enchantment,CS2_103e2,공격력 +2 <b>돌진</b>,,Warrior,,,,,,,,,,
Basic,돌진,,,,,Enchantment,DS1_178e,툰드라 코뿔소가 <b>돌진</b> 부여,,Hunter,,,,,,,,,,
Basic,동전 한 닢,,,,,Spell,GAME_005,이번 턴에만 마나 수정을 1개 획득합니다.,,,,,,,,,,,,
Basic,동전 한 닢,,,,,Enchantment,GAME_005e,,,,,,,,,,,,,
Basic,동전의 복수,,,,,Enchantment,GAME_003e,후공으로 시작하면 첫 하수인이 강해짐,,,,,,,,,,,,
Basic,동전의 복수,,,,,Enchantment,GAME_003,후공으로 시작하면 첫 하수인이 강해집니다.,,,,,,,,,,,,
Basic,동전의 행운,,,,,Enchantment,GAME_001,후공으로 시작하면 추가 생명력을 얻습니다.,,,,,,,,,,,,
Basic,동전의 화신,Free,1,0,1,Minion,GAME_002,<i>동전 뒤집기는 졌지만 친구를 얻었습니다.</i>,,,,,,,,,,,,
Basic,레오크,Common,2,3,4,Minion,NEW1_033,다른 아군 하수인들이 공격력을 +1 얻습니다.,,Hunter,,,,,,,Beast,,,
Basic,렉사르,Free,,,30,Hero,HERO_05,,,Hunter,Neutral,,,True,,,,,,
Basic,마무리 일격,Free,,1,,Spell,CS2_108,피해를 입은 적 하수인을 하나 처치합니다.,,Warrior,Neutral,,,True,Dany Orizio,마무리 일격이 가능해지면 전사들은 눈에 핏발을 세운다죠.,,,1 레벨에 잠금 해제,47 레벨에 잠금 해제
Basic,마음의 눈,Common,,1,,Spell,CS2_003,상대편 손에 있는 카드 1장을 무작위로 복사하여 내 손으로 가져옵니다.,,Priest,Neutral,,,True,Michael Komarck,손이 눈보다 빠를 필요가 없습니다. 이 카드만 있으면요.,,,4 레벨에 잠금 해제,32 레벨에 잠금 해제
Basic,말퓨리온 스톰레이지,Free,,,30,Hero,HERO_06,,,Druid,Neutral,,,True,,,,,,
Basic,맹독,,,,,Enchantment,CS2_074e,공격력 +2,,,,,,,,,,,,
Basic,맹독,Free,,1,,Spell,CS2_074,내 무기에 공격력을 +2 부여합니다.,,Rogue,Neutral,,,True,Trevor Jacobs,도적들의 독 제조술은 극비 사항입니다. 마법사들이 주문에 사용 못 하게 하기 위해서죠. 맹독 화살? 맹독의 비? 맹독 정령? 생각만 해도 끔찍하군요.,,,1 레벨에 잠금 해제,43 레벨에 잠금 해제
Basic,멀록 바다사냥꾼,Common,2,2,1,Minion,EX1_506,<b>전투의 함성:</b> 1/1 멀록 정찰병을 1마리 소환합니다.,Battlecry,,Neutral,,,True,Dan Scott,"파도를 헤치고 죽음이 나타나리니!",Murloc,,,도적 53 레벨에 잠금 해제
Basic,멀록 약탈꾼,Free,2,1,1,Minion,CS2_168,,,,Alliance,,,True,Dan Scott,아옳옳옳옳옳옳옳 아옳옳옳 옳옳옳옳옳 옳옳옳옳옳 아옳옳옳옳옳옳옳! 아옳옳옳 아옳옳옳옳!,Murloc,,,사제 51 레벨에 잠금 해제
Basic,멀록 정찰병,Common,1,0,1,Minion,EX1_506a,,,,Neutral,,,,,,Murloc,,,
Basic,멧돼지,Common,1,1,1,Minion,CS2_boar,,,,Neutral,,,,,,Beast,,,
Basic,못 말리는 로켓병,Free,5,6,2,Minion,CS2_213,<b>돌진</b>,Charge,,Horde,,,True,John Polidora,폭발물로 가득한 로켓으로 무장한 미치광이 로켓병이라니! 와! 신난다!,,,,주술사 59 레벨에 잠금 해제
Basic,무기 연마,,,,,Enchantment,CS2_083e,이번 턴에 공격력 +1,OneTurnEffect,Rogue,,,,,,,,,,
Basic,무너진 태양 성직자,Common,3,3,2,Minion,EX1_019,<b>전투의 함성:</b> 아군 하수인 하나에게 +1/+1을 부여합니다.,Battlecry,,Neutral,,,True,Doug Alexander,비결이 뭐냐고요? 태양샘 에너지 드링크라고 하네요.,,,,사제 53 레벨에 잠금 해제
