MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,RACE,INPLAYTEXT,DURABILITY,ELITE
Freeze,"Classic","얼음창","캐릭터 하나를 <b>빙결</b> 상태로 만듭니다. 이미 <b>빙결</b> 상태라면 피해를 $4 줍니다.","Spell","CS2_031",True,"Neutral","Alex Horley Orlandelli","Common",,1,,"창이 부서지지 않는 게 중요합니다. 부서지면 성능이 꽝인 "얼음 조각"이 나가니까요.","Mage",,,,
Combo,"Classic","에드윈 밴클리프","<b>연계:</b> 이번 턴에 앞서 낸 카드 1장당 +2/+2를 얻습니다.","Minion","EX1_613",True,"Neutral","Efrem Palacios","Legendary",2,3,2,"그는 스톰윈드를 재건하는 석공 길드를 이끌었는데 귀족들이 돈을 지불하지 않자 데피아즈단을 결성해 <i>오히려</i> 스톰윈드를 마구 부쉈답니다.","Rogue",,,,True
,"Classic","에메랄드 비룡",,"Minion","DREAM_03",,,,,7,4,6,,"Dream","Dragon",,,
,"Classic","에테리얼 비전술사","내 턴이 끝날 때 내 영웅에게 <b>비밀</b>이 걸려 있으면 +2/+2를 얻습니다.","Minion","EX1_274",True,,"Michael Komarck","Rare",3,4,3,"에테리얼은 형체 없는 몸의 라인을 살리기 위해 붕대로 자신을 감쌉니다. 사실 붕대가 좀 따뜻하고 부드럽기도 하고요.","Mage",,,,False
Battlecry,"Classic","엘룬의 여사제","<b>전투의 함성:</b> 내 영웅이 생명력을 4 회복합니다.","Minion","EX1_583",True,"Neutral","Dan Scott","Common",5,6,4,"탐스럽고 예쁜 저 달이 좋아.",,,,,
,"Classic","엘룬의 은총","생명력 증가","Enchantment","EX1_004e",,,,,,,,,,,,,
Battlecry,"Classic","여명회 파수병","<b>전투의 함성:</b> 아군 하수인 하나에게 <b>천상의 보호막</b>을 부여합니다.","Minion","EX1_362",True,"Neutral","Doug Alexander","Common",2,2,2,""화염구를 피할 수 있다고 말하는 게 아닙니다. 이 보호막이 있으면 피할 필요가 없다는 거지요."","Paladin",,,,
,"Classic","연마!","원한 맺힌 대장장이가 공격력 +2 부여","Enchantment","CS2_221e",,,,,,,,,,,,,
,"Classic","영혼 착취","하수인을 하나 처치합니다. 내 영웅이 생명력을 #3 회복합니다.","Spell","EX1_309",True,"Neutral","Tyler Walpole","Rare",,6,,"자신의 영혼은 착취하지 마세요. 기묘한 무한 순환 고리에 빠질 수도 있으니까요.","Warlock",,,,
,"Classic","예언자 벨렌","내 주문과 영웅 능력의 피해량과 치유량을 2배 증가시킵니다.","Minion","EX1_350",True,"Neutral","Wei Wang","Legendary",7,7,7,"고향에서 추방당했고 형제들은 사악하게 변했지만 불만이 있는 것 같진 않네요.","Priest",,,,True
Battlecry,"Classic","오닉시아","<b>전투의 함성:</b> 내 하수인을 소환할 공간이 다 찰 때까지 1/1 새끼용을 소환합니다.","Minion","EX1_562",True,"Neutral","Dany Orizio","Legendary",8,9,8,"오닉시아는 여군주 카트라나 프레스톨로 변신한 채 오랫동안 스톰윈드 의회를 조종했습니다. 저 커다란 날개와 비늘을 보면 누구라도 알아챘을 거라고 생각하시겠죠?",,"Dragon",,,True
Deathrattle,"Classic","오염된 노움","<b>죽음의 메아리:</b> 적 영웅에게 피해를 2 줍니다.","Minion","EX1_029",True,"Neutral","Glenn Rane","Common",2,1,1,"그는 단지 친구가 필요할 뿐입니다. 하지만 언제나 거부당하죠.",,,,,
Charge,"Classic","왕 크루쉬","<b>돌진</b>","Minion","EX1_543",True,"Neutral","Alex Horley Orlandelli","Legendary",8,9,8,"왕 크루쉬에게서 자신을 보호하는 가장 좋은 방법은 싫어하는 누군가를 앞에 세워놓는 것입니다.","Hunter","Beast",,,True
,"Classic","요정용","이 하수인은 주문이나 영웅 능력의 대상으로 지정되지 않습니다.","Minion","NEW1_023",True,,"Samwise","Common",3,2,2,"깜찍합니다. 마법에 면역입니다. 바닥에 쉬를 하지도 않습니다. 정말 완벽한 애완동물 아닌가요?",,"Dragon",,,
,"Classic","요호호호!","남쪽바다 선장이 +1/+1 부여","Enchantment","NEW1_027e",,,,,,,,,,,,,
,"Classic","용암 폭발","피해를 $5 줍니다. <b>과부하:</b> (2)","Spell","EX1_241",True,"Neutral","Dan Scott","Rare",,3,,"과음한 친구를 마구 흔들면 자동으로 시전합니다.","Shaman",,,,
,"Classic","용암거인","내 영웅이 입은 피해 1당 비용이 1씩 감소합니다.","Minion","EX1_620",True,,"Glenn Rane","Epic",8,20,8,"늘 속이 쓰립니다. 용암이 가득 차 있으니 당연하겠지요!",,,,,
,"Classic","운명의 파멸","캐릭터 하나에게 피해를 $2 줍니다. 그 캐릭터가 죽으면 무작위 악마 하나를 소환합니다.","Spell","EX1_320",True,"Neutral","Raymond Swanland","Epic",,5,,"임프도 악마입니다. 현명하게 선택하세요.","Warlock",,,,
Enrage,"Classic","원한 맺힌 대장장이","<b>격노:</b> 내 무기의 공격력이 +2 증가합니다.","Minion","CS2_221",True,"Horde","Justin Sweet","Common",4,5,6,"칼이 필요하다고요? 재료는 강철 주괴 5개 대지의 티끌 3개라더군요. 수수료는 이전에 주문한 사람의 피 묻은 머리카락이랍니다.",,,"",,
,"Classic","위습",,"Minion","CS2_231",True,"Neutral","Malcolm Davis","Common",1,0,1,"충분한 수가 뭉쳐서 에레다르 군주를 공격하면 폭발합니다. 도대체 왜?",,,,,
Battlecry,"Classic","위장의 대가","<b>전투의 함성:</b> 아군 하수인 하나에게 <b>은신</b>을 부여합니다.","Minion","NEW1_014",True,,"Ron Spencer","Rare",4,4,4,"이 여성은 사실 남자 타우렌입니다. 사람들이 괜히 "위장의 대가"라고 부르는 게 아니지요.","Rogue",,,,
OneTurnEffect,"Classic","위협의 포효","이번 턴에 공격력 -3","Enchantment","EX1_161o",,,,,,,,,"Druid",,,,
,"Classic","육성","마나 수정을 2개 획득합니다.","Spell","EX1_164a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","육성","카드를 3장 뽑습니다.","Spell","EX1_164b",,"Neutral",,,,,,,"Druid",,,,
,"Classic","육성","<b>선택</b> - 마나 수정을 2개 획득합니다. 또는 카드를 3장 뽑습니다.","Spell","EX1_164",True,"Neutral","Terese Nielsen","Rare",,5,,"드루이드는 많은 것에서 힘을 얻습니다. 자연 종달새의 지저귀는 소리 초콜릿 케이크.","Druid",,,,
Battlecry,"Classic","은빛 성기사단 기사","<b>전투의 함성:</b> 2/2 종자를 1명 소환합니다.","Minion","CS2_151",True,"Alliance","Matt Starbuck","Common",4,5,4,"기사가 되는 건 좋습니다. 종자가 되는 건 안 좋습니다.",,,,,
Charge|Divine Shield,"Classic","은빛십자군 부대장","<b>돌진</b> <b>천상의 보호막</b>","Minion","EX1_067",True,"Neutral","James Ryman","Rare",4,6,2,"은빛십자군 부대장은 스컬지의 동태를 주시합니다. 버스 정류장에서 새치기하는 사람도 주시합니다.",,,,,
Divine Shield,"Classic","은빛십자군 종자","<b>천상의 보호막</b>","Minion","EX1_008",True,"Alliance","Zoltan & Gabor","Common",1,1,1,""맹세합니다. 이 시간 이후로 나는 빛을 수호하고 어둠을 물리치며 유통기한이 지난 음식은 먹지 않겠다고." - 은빛 여명회 서약",,,,,
,"Classic","은폐","나의 다음 턴까지 아군 하수인들에게 <b>은신</b>을 부여합니다.","Spell","EX1_128",True,"Neutral","Steve Hui","Common",,1,,"도적은 모든 것을 은폐시킬 수 있습니다. 근데 이건 어디서 나는 냄새죠?","Rogue",,,,
,"Classic","은폐됨","다음 턴까지 은신함","Enchantment","EX1_128e",,,,,,,,,"Rogue",,,,
ImmuneToSpellpower,"Classic","응징의 격노","적 캐릭터들에게 $8의 피해를 무작위로 나누어 입힙니다.","Spell","EX1_384",True,"Neutral","Alex Garner","Epic",,6,,"쿠쾅쾅쾅쾅쾅쾅쾅!","Paladin",,,,
,"Classic","이교도 지도자","나의 다른 하수인 하나가 죽을 때마다 카드를 1장 뽑습니다.","Minion","EX1_595",True,"Neutral","Raymond Swanland","Common",4,4,2,"사악한 이교도 지도자지만 일주일에 한 번은 꼭 부모님께 전화하는 '효녀'랍니다.",,,"",,
,"Classic","이세라","내 턴이 끝날 때
<b>꿈 카드</b>를 1장 뽑습니다.","Minion","EX1_572",True,"Neutral","Gabor Szikszai","Legendary",4,9,12,"이세라는 에메랄드의 꿈을 지배합니다. 에메랄드의 꿈이 어떻냐고요? 실제 세상의 녹색 버전이랄까요?",,"Dragon",,,True
,"Classic","일리단 스톰레이지","내가 카드를 낼 때마다 2/1 아지노스의 불꽃을 하나 소환합니다.","Minion","EX1_614",True,"Neutral","Alex Horley Orlandelli","Legendary",7,6,5,"일리단의 형 말퓨리온은 일리단을 하이잘 지하에 10000년 동안이나 가둬두었습니다. 스톰레이지 형제들 참 뒤끝 작렬이네요.",,"Demon",,,True
,"Classic","임프",,"Minion","EX1_598",,"Neutral",,"Rare",1,1,1,,,"Demon",,,
,"Classic","임프 소환사","내 턴이 끝날 때 피해를 1 입고 1/1 임프를 하나 소환합니다.","Minion","EX1_597",True,"Neutral","Mark Gibbons","Rare",1,3,5,""임프들이 자꾸 깨물지만 않는다면 아마 이 일이 훨씬 더 즐거울 거야."",,,"",,
Aura,"Classic","자그마한 소환사","내 턴마다 처음 내는 하수인은 비용이 (1) 감소합니다.","Minion","EX1_076",True,"Alliance","Ron Spears","Rare",2,2,2,"다 작은 건 아니라네요. 그럼 어디가 큰 걸까요? 음... 머리?",,,"",,
,"Classic","자연의 군대","<b>돌진</b> 능력이 있는 2/2 나무정령을 셋 소환합니다. 이들은 내 턴이 끝날 때 모두 죽습니다.","Spell","EX1_571",True,"Neutral","Trevor Jacobs","Epic",,6,,""이 나무들 밑에서 한숨 자야겠어. 잠깐... 으아아아아악!" - 운 나쁜 노움 블링크피즈","Druid",,,,
,"Classic","자연의 징표","공격력 +4","Enchantment","EX1_155ae",,,,,,,,,"Druid",,,,
,"Classic","자연의 징표","공격력을 +4 부여합니다.","Spell","EX1_155a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","자연의 징표","생명력 +4 <b>도발</b>","Enchantment","EX1_155be",,,,,,,,,"Druid",,,,
,"Classic","자연의 징표","생명력 +4와 <b>도발</b>을 부여합니다.","Spell","EX1_155b",,"Neutral",,,,,,,"Druid",,,,
,"Classic","자연의 징표","<b>선택</b> - 하수인 하나에게 공격력을 +4 부여합니다. 또는 생명력 +4와 <b>도발</b>을 부여합니다.","Spell","EX1_155",True,"Neutral","Clint Langley","Common",,3,,"드루이드들은 "자연의 징표"라고 합니다. 다른 사람들은 좀 씻고 다니라고 합니다.","Druid",,,,
,"Classic","자연화","하수인 하나를 처치합니다. 상대편이 카드를 2장 뽑습니다.","Spell","EX1_161",True,"Neutral","Leo Che","Common",,1,,"<i>자연으로 돌아가거라.</i>","Druid",,,,
Battlecry,"Classic","잔인한 감독관","<b>전투의 함성:</b> 하수인 하나에게 피해를 1 주고 공격력을 +2 부여합니다.","Minion","EX1_603",True,"Neutral","Phroilan Gardner","Common",2,2,2,""자네 아무래도 이번 일요일에 출근해야 할 것 같은데." - 잔인한 감독관","Warrior",,,,
Secret,"Classic","저격","<b>비밀:</b> 상대편이 하수인을 내면 그 하수인에게 피해를 $4 줍니다.","Spell","EX1_609",True,"Neutral","Lorenzo Minaca","Common",,2,,"저격... 하는 사람은 죽이는 맛 당하는 사람은 죽을 맛입니다.","Hunter",,,,
,"Classic","전력 공격","공격력 +2","Enchantment","CS2_181e",,,,,,,,,,,,,
Deathrattle,"Classic","전리품 수집가","<b>죽음의 메아리:</b> 카드를 1장 뽑습니다.","Minion","EX1_096",True,"Neutral","Jim Nelson","Common",2,2,1,"뭐든 다 입찰하더군요. 얼마나 얄미운지.",,,,,
Battlecry|Combo,"Classic","전멸의 비수","<b>전투의 함성:</b> 피해를 1 줍니다. <b>연계:</b> 피해를 2 줍니다.","Weapon","EX1_133",True,"Neutral","Daren Bader","Rare",2,3,,"설퍼라스가 수리 중이면 라그나로스가 이걸 꺼내든다고 합니다.","Rogue",,,2,
,"Classic","전승지기 초","각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 넣습니다.","Minion","EX1_100",True,"Neutral","Mark Zug","Legendary",0,2,4,"전승지기 초는 판다리아의 이야기들을 수집하고 기록합니다. 최근에는 판다리아의 야한 연애 소설을 모으는 중이라는군요.",,,"",,True
,"Classic","전쟁의 고대정령","<b>선택</b> -
공격력 +5 또는 생명력 +5와 <b>도발</b> 능력을 얻습니다.","Minion","EX1_178",True,"Neutral","Sean O’Daniels","Epic",5,7,5,"젊은 나이트 엘프들은 "전쟁의 고대정령 뿌리 들게 만들기" 놀이를 즐깁니다. 정령에 깔려 죽는 엘프가 지는 겁니다.","Druid",,,,
,"Classic","전투 격노","피해를 입은 아군 캐릭터의 수만큼 카드를 뽑습니다.","Spell","EX1_392",True,"Neutral","Alex Horley Orlandelli","Common",,2,,""날 화나게 하지마. 분명 후회할걸?"","Warrior",,,,
,"Classic","전투 도끼",,"Weapon","EX1_398t",,,,,2,1,,,"Warrior",,,2,
Combo,"Classic","절개","피해를 $2 줍니다. <b>연계:</b> 피해를 $4 줍니다.","Spell","EX1_124",True,"Neutral","Ariel Olivetti","Common",,2,,"단점이 없는 건 아닙니다. 피가 너무 많이 튀어서 깨끗이 닦아내기가 힘들다는군요.","Rogue",,,,
Battlecry,"Classic","젊은 양조사","<b>전투의 함성:</b> 전장의 아군 하수인 하나를 내 손으로 다시 가져옵니다.","Minion","EX1_049",True,"Alliance","Wei Wang","Common",3,2,2,"젊음의 패기가 꼭 맥주의 맛으로 이어지는 건 아닙니다.",,,,,
,"Classic","젊은 여사제","내 턴이 끝날 때 다른 무작위 아군 하수인에게 생명력을 +1 부여합니다.","Minion","EX1_004",True,,"Vance Kovacs","Rare",2,1,1,"2단계 신의 권능: 인내를 배우려고 노력중입니다.",,,,,
Battlecry,"Classic","정신 나간 폭격수","<b>전투의 함성:</b> 다른 모든 캐릭터에게 3의 피해를 무작위로 나누어 입힙니다.","Minion","EX1_082",True,"Alliance","Mike Sass","Common",3,2,2,"완전 정신이 나간 건 아닙니다. 그저 남들보다 폭발물을 더 험하게 다룰 뿐이죠.",,,,,
,"Classic","정신 붕괴","<b>영웅 능력</b>
피해를 3 줍니다.","Hero Power","EX1_625t2",,,,,,2,,,"Priest",,,,
Battlecry,"Classic","정신 지배 기술자","<b>전투의 함성:</b> 전장에 상대편 하수인이 넷 이상 있으면 무작위 적 하수인 하나를 우리편으로 만듭니다.","Minion","EX1_085",True,"Alliance","Leo Che","Rare",3,3,3,"정신 지배 기술은 점점 더 발전하고 있지만 사실 별로 대단할 건 없습니다.",,,,,
Summoned,"Classic","정신 지배 중",,"Enchantment","EX1_tk31",,"Neutral",,"Common",,,,,"Priest",,,,
,"Classic","정신의 쐐기","<b>영웅 능력</b>
피해를 2 줍니다.","Hero Power","EX1_625t",,,,,,2,,,"Priest",,,,
,"Classic","정의 구현","+1/+1","Enchantment","EX1_366e",,,,,,,,,"Paladin",,,,
,"Classic","정의의 칼날","전장에 내 하수인이 소환될 때마다 그 하수인에게 +1/+1을 부여하고 내구도를 1 잃습니다.","Weapon","EX1_366",True,"Neutral","Efrem Palacios","Epic",1,3,,"소 엉치살 잘라내기에 딱 좋습니다!","Paladin",,,5,
,"Classic","종자",,"Minion","CS2_152",,"Alliance",,"Common",2,1,2,,,,,,
Secret,"Classic","주문왜곡사","<b>비밀:</b> 적이 하수인 하나에게 주문을 시전하면 그 효과를 대신 받는 1/3 하수인 하나를 소환합니다.","Spell","tt_010",True,"Neutral","Gonzalo Ordonez","Epic",,3,,"적의 번개 화살을 훔치는 건 즐거운 일이지만 주문왜곡사들은 오히려 야생의 징표를 훔치는 걸 훨씬 좋아합니다. 그게 더 재미있거든요. 블러드 엘프들이 원래 좀... 야비하잖아요.","Mage",,,,
,"Classic","주문왜곡사",,"Minion","tt_010a",,,,"Epic",1,0,3,,"Mage",,,,
Battlecry,"Classic","주문파괴자","<b>전투의 함성:</b> 하수인 하나를 <b>침묵</b>시킵니다.","Minion","EX1_048",True,"Horde","Matt Cavotta","Common",4,4,3,"이로운 마법은 물론 해로운 마법도 제거해드립니다. 외래 진료도 가능하지만 보험 처리는 불가합니다.",,,,,
,"Classic","주입","생명력 +3","Enchantment","EX1_623e",,,,,,,,,"Priest",,,,
Secret,"Classic","증발시키기","<b>비밀:</b> 하수인이 내 영웅을 공격하면 그 하수인을 처치합니다.","Spell","EX1_594",True,"Neutral","Raymond Swanland","Rare",,3,,"데스윙이 이 카드 때문에 열 받아 대격변을 일으켰다는 말이 있습니다. 믿거나 말거나.","Mage",,,,
,"Classic","지식의 고대정령","<b>선택 -</b> 카드를 2장 뽑습니다. 또는 생명력을 5 회복시킵니다.","Minion","NEW1_008",True,,"Patrik Hjelm","Epic",5,7,5,"기념으로 이름 새기셔야죠?","Druid",,,,
,"Classic","지옥불!","<b>영웅 능력</b>
6/6 지옥불정령을 하나 소환합니다.","Hero Power","EX1_tk33",,"Neutral",,,,2,,,"Warlock",,,,
,"Classic","지옥불정령",,"Minion","EX1_tk34",,"Neutral",,"Common",6,6,6,,"Warlock","Demon",,,
Battlecry|Taunt,"Classic","지옥수호병","<b>도발</b>. <b>전투의 함성:</b>
내 마나 수정 1개를 파괴합니다.","Minion","EX1_301",True,"Neutral","John Polidora","Rare",3,3,5,"<i>"묻겠다. 그대가 나의 마스터인가?"</i>","Warlock","Demon",,,
Battlecry,"Classic","지옥의 군주","<b>전투의 함성:</b> 내 영웅에게 피해를 5 줍니다.","Minion","EX1_313",True,"Neutral","Glenn Rane","Epic",5,4,6,"만노로스 마그테리돈 브루탈루스 모두 죽었지만 이것으로 지옥의 군주가 엄청 많다는 사실이 밝혀졌습니다.","Warlock","Demon",,,
,"Classic","지혜의 축복","하수인 하나를 선택합니다. 그 하수인이 공격할 때마다 카드를 1장 뽑습니다.","Spell","EX1_363",True,,"Chippy","Common",,1,,"이게 어떤 지혜인지는 모르겠지만 일단 매 턴마다 한 번씩 공격해야 할 것 같군요.","Paladin",,,,
,"Classic","지혜의 축복","이 하수인이 공격하면 적 플레이어가 카드를 1장 뽑습니다.","Enchantment","EX1_363e2",,,,,,,,,"Paladin",,,,
,"Classic","지혜의 축복","공격할 때마다 이 하수인을 축복한 플레이어가 카드를 1장 뽑음","Enchantment","EX1_363e",,,,,,,,,"Paladin",,,,
OneTurnEffect,"Classic","지휘의 외침","이번 턴에는 생명력이 1 미만으로 내려가지 않음","Enchantment","NEW1_036e",,,,,,,,,"Warrior",,,,
,"Classic","지휘의 외침","이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다. 카드를 1장 뽑습니다.","Spell","NEW1_036",True,,"Wayne Reynolds","Rare",,2,,""전방에 힘찬 함성 5초간 발사!" - 전사 훈련 중","Warrior",,,,
OneTurnEffect,"Classic","지휘의 외침","이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다.","Enchantment","NEW1_036e2",,,,,,,,,"Warrior",,,,
Secret,"Classic","참회","<b>비밀:</b> 상대편이 하수인을 내면 그 하수인의 생명력이 1로 감소합니다.","Spell","EX1_379",True,"Neutral","Gonzalo Ordonez","Common",,1,,"누구든 죄는 짓는 법이니까요.","Paladin",,,,
,"Classic","참회","생명력 1로 감소","Enchantment","EX1_379e",,,,,,,,,"Paladin",,,,
,"Classic","채찍 맞고 단련됨","공격력 +2","Enchantment","EX1_603e",,,,,,,,,"Warrior",,,,
,"Classic","천리안","카드 1장의 비용이 (3) 감소","Enchantment","CS2_053e",,,"Lars Grant-West",,,,,,"Shaman",,,,
,"Classic","천리안","카드를 1장 뽑습니다. 그 카드의 비용이 (3) 감소합니다.","Spell","CS2_053",True,"Neutral","Lars Grant-West","Epic",,3,,"드렉타르는 앞을 볼 수 없습니다. 하지만 잘 보인다고 하는군요. 뭔 소리냐고요? 글쎄요.","Shaman",,,,
,"Classic","천벌","하수인 하나에게 피해를 $3 줍니다.","Spell","EX1_154a",,"Neutral",,,,,,,"Druid",,,,
,"Classic","천벌","하수인 하나에게 피해를 $1 줍니다. 카드를 1장 뽑습니다.","Spell","EX1_154b",,"Neutral",,,,,,,"Druid",,,,
,"Classic","천벌","<b>선택</b> - 하수인 하나에게 피해를 $3 줍니다. 또는 피해를 $1 주고 카드를 1장 뽑습니다.","Spell","EX1_154",True,"Neutral","Raymond Swanland","Common",,2,,"톱니항 여관에서 들리는 말에 의하면 이 카드가 너무 좋고 전설급이 아닌 게 이상하다는군요.","Druid",,,,
,"Classic","청소부 하이에나","아군 야수 1마리가 죽을 때마다 +2/+1을 얻습니다.","Minion","EX1_531",True,,"Jim Nelson","Common",2,2,2,"하이에나는 코도나 천둥매의 뼈를 선호하긴 하지만 뭐든 가리지 않고 먹습니다. 심지어 싹양배추까지...","Hunter","Beast","",,
,"Classic","축복받은 용사","공격력 2배 증가","Enchantment","EX1_355e",,,,,,,,,"Paladin",,,,
,"Classic","축복받은 용사","하수인 하나의 공격력을 2배 증가시킵니다.","Spell","EX1_355",True,,"Tyler Walpole","Rare",,5,,"맞는 사람에게는 2배의 고통을! 공격하는 사람에게는 2배의 행복을!","Paladin",,,,
,"Classic","치명적인 사격","무작위 적 하수인을 하나 처치합니다.","Spell","EX1_617",True,"Neutral","Steve Prescott","Common",,3,,"모크나탈에게 정확성은 별로 중요한 덕목이 아닙니다. 다만 살상력은 꽤 중요하다고 할 수 있죠.","Hunter",,,,
,"Classic","치유의 마법진","<b>모든</b> 하수인의 생명력을 #4 회복시킵니다.","Spell","EX1_621",True,,"Daarken","Common",,0,,"마법진이라고 해서 땅에 뭘 그리거나 하는 건 아닙니다.","Priest",,,,
Silence,"Classic","침묵","하수인 하나를 <b>침묵</b>시킵니다.","Spell","EX1_332",True,"Neutral","Zoltan & Gabor","Common",,0,,"적대적인 주문 시전자나 사악한 리치를 상대할 때 그리고 험상궂은 주정뱅이 술집에서 아제로스 노래자랑이 열렸을 때 유용합니다.","Priest",,,,
Poisonous|Stealth,"Classic","침착한 암살자","<b>은신</b>. 이 하수인에게 피해를 입은 하수인은 무조건 죽습니다.","Minion","EX1_522",True,"Neutral","Ben Olson","Epic",1,2,1,"사실 그리 침착한 성격은 아닙니다. 상대가 사정거리에 들어오는 데 시간이 많이 걸릴 뿐이죠.","Rogue",,"",,
Deathrattle,"Classic","케른 블러드후프","<b>죽음의 메아리:</b> 4/5 바인 블러드후프를 소환합니다.","Minion","EX1_110",True,"Alliance","Wayne Reynolds","Legendary",4,6,5,"케른은 가로쉬에 의해 목숨을 잃었습니다. 그러니까... 전사 덱에는 넣지 말아주세요. 가혹하잖아요.",,,,,True
,"Classic","퀘스트 중인 모험가","내가 카드를 낼 때마다 +1/+1을 얻습니다.","Minion","EX1_044",True,"Alliance","Attila Adorjany","Rare",2,3,2,""멧돼지 모피 남으시는 분? 마지막 1개가 안나오네요."",,,"",,
Battlecry,"Classic","키린 토 마법사","<b>전투의 함성:</b> 이번 턴에 내는 나의 다음 <b>비밀</b> 비용이 (0)이 됩니다.","Minion","EX1_612",True,"Neutral","Popo Wei","Rare",4,3,3,"누구에게도 말할 수 없는 비밀이 있다면 키린 토 마법사를 찾아가세요. 공짜로 들어준답니다. 단 선착순 1명만이랍니다.","Mage",,,,
,"Classic","키린 토의 가르침","<b>주문 공격력 +1</b>","Enchantment","EX1_584e",,,,,,,,,,,,,
OneTurnEffect,"Classic","키린 토의 힘","다음 비밀 비용 (0)","Enchantment","EX1_612o",,,,,,,,,"Mage",,,,
Enrage|Taunt,"Classic","타우렌 전사","<b>도발</b>. <b>격노:</b> 공격력 +3","Minion","EX1_390",True,"Neutral","Paul Warzecha","Common",2,3,3,"타우렌 전사: 멀고어의 용사 가시멧돼지 학살자 썬더블러프 승강기 애호가",,,,,
Divine Shield|Taunt,"Classic","태양길잡이","<b>도발</b>. <b>천상의 보호막</b>","Minion","EX1_032",True,"Alliance","Andrea Uderzo","Rare",4,6,5,"태양길잡이라고 정말로 태양의 길잡이 노릇을 하는 건 아닙니다. 그냥 이름만 이런 거예요!",,,,,
Aura,"Classic","투자개발회사 용병","내 하수인들의 비용이 (3) 증가합니다.","Minion","CS2_227",True,"Horde","John Polidora","Common",7,5,6,"감당할 수 없는 일은 없습니다. 감당할 수 없는 돈도 없습니다.",,,"",,
Deathrattle|Divine Shield|Taunt,"Classic","티리온 폴드링","<b>천상의 보호막</b>. <b>도발</b>. <b>죽음의 메아리:</b> 5/3 파멸의 인도자를 장착합니다.","Minion","EX1_383",True,"Neutral","Brom","Legendary",6,8,6,"혹시 티리온 폴드링 테마 송 들어 보셨나요? 못 들어보셨다고요? 네 그딴 건 없습니다.","Paladin",,,,True
,"Classic","파괴전차","내 턴이 시작될 때 무작위 적 하나에게 피해를 2 줍니다.","Minion","EX1_102",True,"Neutral","Raymond Swanland","Rare",1,3,4,"모두 나는 탈것을 타고 다니는 지금은 설 곳을 잃은 녀석입니다.",,"Mech","",,
Battlecry|Charge,"Classic","파멸의 수호병","<b>돌진</b>. <b>전투의 함성:</b> 무작위로 카드를 2장 버립니다.","Minion","EX1_310",True,"Neutral","Lucas Graciano","Rare",5,5,7,"파멸의 수호병을 소환하는 건 위험한 일입니다. <i>누군가</i>는 반드시 죽어야 하니까요.","Warlock","Demon",,,
,"Classic","파멸의 예언자","내 턴이 시작될 때 <b>모든</b> 하수인을 처치합니다.","Minion","NEW1_021",True,,"Alex Horley Orlandelli","Epic",0,2,7,"그의 예언은 가끔씩 들어맞습니다. 특히 대격변이 한창인 와중에 자신에게 파멸이 찾아올 거라는 말은 분명히 맞았습니다.",,,,,
,"Classic","파멸의 인도자",,"Weapon","EX1_383t",,,,"Legendary",5,5,,,"Paladin",,,3,
,"Classic","평등","<b>모든</b> 하수인의 생명력을 1로 바꿉니다.","Spell","EX1_619",True,"Neutral","Michal Ivan","Rare",,2,,"우리는 모두 세상 하나뿐인 눈송이랍니다... 생명력이 1밖에 안 되는 눈송이요.","Paladin",,,,
,"Classic","평등","생명력 1로 바뀜","Enchantment","EX1_619e",,,,,,,,,"Paladin",,,,
,"Classic","포만감","+2/+2 멀록으로 배 채움","Enchantment","NEW1_017e",,,,,,,,,,,,,
,"Classic","포만감","공격력과 생명력 증가","Enchantment","EX1_531e",,,,,,,,,"Hunter",,,,
,"Classic","폭발 사격","하수인 하나에게 피해를 $5 주고 그 양옆의 하수인들에게 피해를 $2 줍니다.","Spell","EX1_537",True,"Neutral","Tom Baxa","Rare",,5,,"안전핀을 제거하고 속으로 5까지 센 다음 쏘세요! 그리고 엎드리세요.","Hunter",,,,
Secret,"Classic","폭발의 덫","<b>비밀:</b> 내 영웅이 공격받으면 모든 적에게 피해를 2 줍니다.","Spell","EX1_610",True,"Neutral","Brandon Kitkouski","Common",,2,,"먹잇감을 잡아둘 뿐만 아니라 맛있게 구워줍니다!","Hunter",,,,
,"Classic","폭풍으로 벼려낸 도끼","<b>과부하:</b> (1)","Weapon","EX1_247",True,"Neutral","Nate Bowden","Common",2,2,,"폭풍에 맞은 듯한 충격을 대뇌의 전두엽까지 전해드립니다.","Shaman",,,3,
AffectedBySpellPower,"Classic","폭풍의 칼날","내 무기를 파괴하고 그 무기의 공격력만큼 모든 적에게 피해를 줍니다.","Spell","CS2_233",True,"Neutral","Hideaki Takamura","Rare",,2,,""이봐 단검을 그냥 마구잡이로 휘두르는 것이 아냐. 그것보다 훨씬 더 고차원적이라고." - 샨 상급 도적","Rogue",,,,
,"Classic","표범",,"Minion","EX1_160t",,,,"Common",3,2,2,,"Druid","Beast",,,
,"Classic","표범 변신","<b>돌진</b>","Spell","EX1_165a",,"Neutral",,"Common",,,,,"Druid",,,,
