COLLECTIBLE,SET,NAME,FACTION,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,INPLAYTEXT,FLAVOR,TYPE,ID,MECHANICS,PLAYERCLASS,ELITE,RACE,DURABILITY
True,Classic,Предательство,Neutral,Выбранное существо противника наносит урон равный своей атаке существам находящимся по обе стороны от него.,Lucas Graciano,Common,,2,,,У каждого есть цена. Гномы например сделают что угодно за мягкую игрушку и плитку шоколада.,Spell,EX1_126,,Rogue,,,
,Classic,Призыв пантеры,Neutral,Призывает на поле боя пантеру 3/2.,,,,,,,,Spell,EX1_160a,,Druid,,,
,Classic,Приказ Зеленямса,,+1/+1.,,,,,,,,Enchantment,NEW1_024o,,,,,
,Classic,Приключения!,,Атака и здоровье увеличены.,,,,,,,,Enchantment,EX1_044e,,,,,
,Classic,Прилив «вдохновения»,,Это существо получило +2 к атаке до конца хода.,,,,,,,,Enchantment,CS2_188o,OneTurnEffect,,,,
,Classic,Пробуждение Изеры,,Наносит $5 ед. урона всем персонажам кроме Изеры.,,,,2,,,,Spell,DREAM_02,,Dream,,,
True,Classic,Провидец Траллмара,Horde,<b>Неистовство ветра</b>,Efrem Palacios,Common,2,3,3,,Он служит на Полуострове Адского Пламени но мечтает чтобы его перевели в Оргриммар или куда-нибудь где не так много огня.,Minion,EX1_021,Windfury,,,,
,Classic,Пронзание разума,,<b>Сила героя</b>
 Наносит 2 ед. урона.,,,,2,,,,Hero Power,EX1_625t,,Priest,,,
True,Classic,Пророк Велен,Neutral,Ваши заклинания и сила героя восстанавливают здоровье и наносят урон в двойном объеме.,Wei Wang,Legendary,7,7,7,,Он был изгнан из родного дома его братья обратились ко злу но в остальном у него все хорошо!,Minion,EX1_350,,Priest,True,,
,Classic,Пустивший корни,,+5 к здоровью и способность <b>«Провокация»</b>.,,,,,,,,Enchantment,EX1_178ae,,Druid,,,
,Classic,Пустить корни,Neutral,+5 к здоровью и способность <b>«Провокация»</b>.,,,,,,,,Spell,EX1_178a,,Druid,,,
True,Classic,Пыледемон,Neutral,<b>Неистовство ветра</b>. <b>Перегрузка:</b> (2),Raymond Swanland,Common,3,1,1,,В Западном Крае полно пыледемонов. И канюков. А еще бешеных големов и пиратов. Интересно почему там вообще хоть кто-то живет?,Minion,EX1_243,Windfury,Shaman,,,
True,Classic,Равенство,Neutral,Здоровье ВСЕХ существ становится равно 1.,Michal Ivan,Rare,,2,,,Все существа по-своему неповторимы... пока им это позволяет здоровье.,Spell,EX1_619,,Paladin,,,
,Classic,Равенство,,Здоровье стало равно 1.,,,,,,,,Enchantment,EX1_619e,,Paladin,,,
True,Classic,Рагнарос,Neutral,Не может атаковать. В конце вашего хода наносит 8 ед. урона случайному персонажу противника.,Greg Staples,Legendary,8,8,8,,Рагнароса призвали дворфы клана Черного Железа и это закончилось тем что Повелитель огня их поработил. Мораль: не призывайте Рагнароса это может плохо кончиться.,Minion,EX1_298,,,True,,
True,Classic,Раздвоенная молния,Neutral,Наносит $2 ед. урона двум случайным существам противника. <b>Перегрузка:</b> (2),Ralph Horsley,Common,,1,,,Идеальное орудие для убийства сразу двух зайцев.,Spell,EX1_251,,Shaman,,,
True,Classic,Разрушитель,Neutral,В начале вашего хода наносит 2 ед. урона случайному персонажу противника.,Raymond Swanland,Rare,1,3,4,,Какой смысл начинать осаду когда нынче почти у всех есть летающие средства передвижения?,Minion,EX1_102,,,,Mech,
True,Classic,Разрушитель чар,Horde,<b>Боевой клич:</b> накладывает эффект <b>немоты</b> на выбранное существо.,Matt Cavotta,Common,4,4,3,,Разрушители чар могут вырывать заклинания у магических существ. Операция совершенно безболезненна и проводится в амбулаторных условиях.,Minion,EX1_048,Battlecry,,,,
True,Classic,Разрывной выстрел,Neutral,Наносит $5 ед. урона выбранному существу и $2 ед. урона существам находящимся по обе стороны от него.,Tom Baxa,Rare,,5,,,Взведите курок досчитайте до пяти и стреляйте. Затем пригнитесь.,Spell,EX1_537,,Hunter,,,
True,Classic,Разъяренный берсерк,Neutral,Когда любое существо получает урон разъяренный берсерк получает +1 к атаке.,Simon Bisley,Rare,2,3,4,,До того как стать берсерком он работал бухгалтером.,Minion,EX1_604,,Warrior,,,
True,Classic,Разъяренный ворген,Neutral,<b>Исступление:</b> <b>Неистовство ветра</b> и +1 к атаке.,Alex Horley Orlandelli,Common,3,3,3,,Если он уже сейчас разьярен что же будет если жестокие разработчики урежут его способности?,Minion,EX1_412,Enrage,,,,
True,Classic,Раненый рубака,Horde,<b>Боевой клич:</b> наносит 4 ед. урона самому себе.,Samwise,Rare,4,3,7,,Он утверждает что получил эту рану в бою но по-моему он просто порезался когда брился.,Minion,CS2_181,Battlecry,,,,
,Classic,Рассеивание,Neutral,Накладывает на существо эффект <b>немоты</b>.,,,,,,,,Spell,EX1_166b,Silence,Druid,,,
,Classic,Расстройство ума,,<b>Сила героя</b>
 Наносит 3 ед. урона.,,,,2,,,,Hero Power,EX1_625t2,,Priest,,,
,Classic,Рост,,Груул растет...,,,,,,,,Enchantment,NEW1_038o,,,,,
True,Classic,Рыцарь Длани,Alliance,<b>Боевой клич:</b> призывает на поле боя оруженосца 2/2.,Matt Starbuck,Common,4,5,4,,Хорошо быть рыцарем. Гораздо лучше чем оруженосцем.,Minion,CS2_151,Battlecry,,,,
True,Classic,Рыцарь крови,Neutral,<b>Боевой клич:</b> все существа теряют <b>«Божественный щит»</b>. Рыцарь получает +3/+3 за каждый поглощенный щит.,Trent Kaniuga,Epic,3,3,3,,Рыцари крови черпают божественные силы из Солнечного Колодца. Ведрами.,Minion,EX1_590,Battlecry,,,,
True,Classic,Самопожертвование,Neutral,<b>Секрет:</b> когда персонаж противника атакует вы призываете на поле боя защитника 2/1 который принимает на себя удар.,Zoltan & Gabor,Common,,1,,,Вечная тебе память защитник!,Spell,EX1_130,Secret,Paladin,,,
True,Classic,Священный огонь,,Наносит $5 ед. урона. Восстанавливает #5 ед. здоровья вашему герою.,Miguel Coimbra,Rare,,6,,,Священный огонь не бывает без священного дыма!,Spell,EX1_624,,Priest,,,
True,Classic,Сила дикой природы,Neutral,<b>Выберите эффект:</b> ваши существа получают +1/+1; или призовите на поле боя пантеру 3/2.,Steve Tappin,Common,,2,,,Если вы встретили пантеру не смотрите ей в глаза если хотите выжить. Или наоборот надо смотреть ей в глаза? В общем что-то из этого должно сработать...,Spell,EX1_160,,Druid,,,
,Classic,Сила Кирин-Тора,,Ваш следующий секрет стоит (0) маны.,,,,,,,,Enchantment,EX1_612o,OneTurnEffect,Mage,,,
True,Classic,Сила природы,Neutral,Призывает на поле боя трех древней 2/2 со способностью <b>«Рывок»</b> которые умрут в конце хода.,Trevor Jacobs,Epic,,6,,,«Я хочу прикорнуть под этими деревьями. Эй что это? АААААААА!» – Микрутень невезучий гном.,Spell,EX1_571,,Druid,,,
,Classic,Сила стаи,,+1 к атаке от <i>Вожака лютых волков</i>.,,,,,,,,Enchantment,EX1_162o,,,,,
True,Classic,Сильвана Ветрокрылая,,<b>Предсмертный хрип:</b> вы получаете контроль над случайным существом противника.,Glenn Rane,Legendary,5,6,5,,Артас превратил Сильвану в королеву банши. Какое оскорбление! Право лучше бы он ее убил...,Minion,EX1_016,Deathrattle,,True,,
True,Classic,Сквайр Авангарда,Alliance,<b>Божественный щит</b>,Zoltan & Gabor,Common,1,1,1,,«Торжественно клянусь защищать дело Света очищать мир от Тьмы и есть только обезжиренный йогурт.»
Обет ордена Серебряного Рассвета,Minion,EX1_008,Divine Shield,,,,
True,Classic,Скрытный убийца,Alliance,<b>Маскировка</b>,Ralph Horsley,Rare,7,7,5,,Просто отправьте ему посылкой 10 000 золота и вложите записку с именем. Все остальное он берет на себя.,Minion,CS2_161,Stealth,,,,
True,Classic,Служитель боли,,Каждый раз когда это существо получает урон вы берете карту.,Dave Kendall,Common,1,3,3,,Вообще-то он учился на служителя радости но что-то пошло не так...,Minion,EX1_007,,,,,
True,Classic,Служитель Земли,,<b>Боевой клич:</b> восстанавливает 3 ед. здоровья.,Alex Horley Orlandelli,Common,3,3,3,,Как же он спит если его глаза всегда открыты?,Minion,CS2_117,Battlecry,,,,
True,Classic,Служительница солнца,Alliance,<b>Провокация</b>. <b>Божественный щит</b>.,Andrea Uderzo,Rare,4,6,5,,На самом деле она не служит солнцу. Просто ее так зовут!,Minion,EX1_032,Divine Shield|Taunt,,,,
True,Classic,Смертельный выстрел,Neutral,Уничтожает случайное существо противника.,Steve Prescott,Common,,3,,,Точность не очень ценится среди мокнатальских охотников в отличие от смертоносности.,Spell,EX1_617,,Hunter,,,
True,Classic,Смертельный удар,Neutral,Наносит $4 ед. урона. Если у вашего героя 12 или меньше ед. здоровья вместо этого наносит $6 ед. урона.,Zoltan & Gabor,Rare,,4,,,«Если вы используете только одну способность выбирайте «Смертельный удар» – Кодекс воина строка 6,Spell,EX1_408,,Warrior,,,
True,Classic,Смертокрыл,,<b>Боевой клич:</b> уничтожает все прочие существа. Вы сбрасываете все карты из вашей руки.,Bernie Kang,Legendary,12,10,12,,Однажды дракон Смертокрыл (ранее известный как Нелтарион) сошел с ума и чуть не разрушил Азерот но его остановили. Может ему надо было чаще бывать на свежем воздухе?,Minion,NEW1_030,Battlecry,,True,Dragon,
,Classic,Смерть Миллхаусу!,,Заклинания стоят (0) маны до конца хода!,,Legendary,,,,,,Enchantment,NEW1_029t,,,,,
,Classic,Смеющаяся сестра,,Не может быть целью заклинаний или силы героя.,,,3,3,5,,,Minion,DREAM_01,,Dream,,,
True,Classic,Снайперский выстрел,Neutral,<b>Секрет:</b> когда ваш противник разыгрывает карту существа оно получает $4 ед. урона.,Lorenzo Minaca,Common,,2,,,Великий снайпер всегда попадает в яблочко. Или в яблоню. Или в кабанчика под ней. В общем великий снайпер никогда не останется голодным!,Spell,EX1_609,Secret,Hunter,,,
True,Classic,Снежная буря,Neutral,Наносит $2 ед. урона всем существам противника и <b>замораживает</b> их.,Chris Seaman,Rare,,6,,,Осторожно. Говорят это эпическое заклинание отвлекает детей от школы.,Spell,CS2_028,Freeze,Mage,,,
True,Classic,Собиратель сокровищ,Neutral,<b>Предсмертный хрип:</b> вы берете карту.,Jim Nelson,Common,2,2,1,,Всегда выбирайте «Мне это нужно».,Minion,EX1_096,Deathrattle,,,,
,Classic,Сон,,Возвращает выбранное существо в руку владельца.,,,,0,,,,Spell,DREAM_04,,Dream,,,
True,Classic,Спустить собак,,За каждое существо противника призывает по гончей 1/1 со способностью <b>«Рывок»</b>.,Linggar Bramanty,Common,,3,,,Громко зачитывайте название этой карты каждый раз когда будете ее разыгрывать.,Spell,EX1_538,,Hunter,,,
True,Classic,Старый хмелевар,Alliance,<b>Боевой клич:</b> возвращает ваше существо с поля боя в вашу руку.,Bernie Kang,Common,5,4,4,,Большинство пандаренов говорит что их хмель пахнет как як. Но это очевидно комплимент.,Minion,EX1_057,Battlecry,,,,
True,Classic,Страж Луносвета,Horde,<b>Божественный щит</b>,Phroilan Gardner,Common,3,4,3,,Его первое задание – защитить Луносвет от нападения Плети – закончилось не очень успешно...,Minion,EX1_023,Divine Shield,,,,
True,Classic,Страж Скверны,Neutral,<b>Провокация</b>. <b>Боевой клич:</b> уничтожает один из ваших кристаллов маны.,John Polidora,Rare,3,3,5,,Да он будет сражаться за вас. НЕТ ЕМУ НЕ НРАВИТСЯ ВАМ ПОДЧИНЯТЬСЯ.,Minion,EX1_301,Battlecry|Taunt,Warlock,,Demon,
True,Classic,Страж ужаса,Neutral,<b>Рывок</b>. <b>Боевой клич:</b> вы сбрасываете две случайных карты.,Lucas Graciano,Rare,5,5,7,,Призывать стража ужаса опасно – обычно при этом <i>кто-нибудь</i> умирает.,Minion,EX1_310,Battlecry|Charge,Warlock,,Demon,
True,Classic,Стражник Могушан,Neutral,<b>Провокация</b>,Cole Eastburn,Common,1,4,7,,«Могу охранять! Могу – не охранять...»

Медведыч,Minion,EX1_396,Taunt,,,,
True,Classic,Стражница Света,,Каждый раз когда персонаж восстанавливает здоровье стражница Света получает +2 к атаке.,Erik Ko,Rare,1,1,2,,Ее сестры – стражницы Вера Надежда и Любовь.,Minion,EX1_001,,,,,
True,Classic,Сумеречный дракон,Neutral,<b>Боевой клич:</b> это существо получает +1 к здоровью за каждую карту в вашей руке.,Jaemin Kim,Rare,4,4,1,,Сумеречные драконы питаются духовной энергией и бутербродами с колбасой.,Minion,EX1_043,Battlecry,,,Dragon,
,Classic,Сытость,,Здоровье и атака этого существа увеличены.,,,,,,,,Enchantment,EX1_531e,,Hunter,,,
True,Classic,Таурен-воин,Neutral,<b>Провокация</b>. <b>Исступление:</b> получает +3 к атаке.,Paul Warzecha,Common,2,3,3,,Таурен-воин защитник Мулгора гроза Иглошкурых и покоритель подъемников Громового Утеса.,Minion,EX1_390,Enrage|Taunt,,,,
,Classic,Темная власть,,Это существо сменило владельца до конца хода.,,,,,,,,Enchantment,EX1_334e,,Priest,,,
True,Classic,Темное безумие,Neutral,Вы получаете контроль над существом противника с атакой 3 или меньше до конца хода.,Mark Gibbons,Rare,,4,,,Можете оправдывать свой поступок чем угодно но это все равно будет подлостью!,Spell,EX1_334,,Priest,,,
,Classic,Тени Мууру,,Поглощенные щиты увеличили атаку и здоровье.,,Common,,,,,,Enchantment,EX1_590e,,,,,
,Classic,Тень пустоты,,Игры разума не сработали! У вашего противника не было существ!,,Epic,0,0,1,,,Minion,EX1_345t,,Priest,,,
True,Classic,Терпеливый убийца,Neutral,<b>Маскировка</b>. Уничтожает любое существо которому наносит урон.,Ben Olson,Epic,1,2,1,,На самом деле он не отличается особым терпением. Просто не так уж часто мимо проходит жертва до горла которой можно дотянуться.,Minion,EX1_522,Poisonous|Stealth,Rogue,,,
True,Classic,Тигр Тернистой долины,Alliance,<b>Маскировка</b>,Alex Horley Orlandelli,Common,5,5,5,,Если вы заблудились в Тернистой долине то кричите громче: своим криком вы спасете местных тигров от вымирания.,Minion,EX1_028,Stealth,,,Beast,
True,Classic,Тирион Фордринг,Neutral,<b>Божественный щит</b>. <b>Провокация</b>. <b>Предсмертный хрип:</b> вы берете в руки Испепелитель 5/3.,Brom,Legendary,6,8,6,,Если вы никогда не слышали музыкальную тему Тириона Фордринга то это потому что ее не существует.,Minion,EX1_383,Deathrattle|Divine Shield|Taunt,Paladin,True,,
True,Classic,Топор бури,Neutral,<b>Перегрузка:</b> (1),Nate Bowden,Common,2,2,,,Ух ты отличный топорик.,Weapon,EX1_247,,Shaman,,,3
,Classic,Торжество правосудия,,+1/+1.,,,,,,,,Enchantment,EX1_366e,,Paladin,,,
True,Classic,Тотем прилива маны,Neutral,В конце вашего хода вы берете карту.,Scott Altmann,Rare,0,3,3,,Говорят некоторые шаманы используют название этой карты как скороговорку.,Minion,EX1_575,,Shaman,,Totem,
,Classic,Требуется заточка,,Атака уменьшена.,,,,,,,,Enchantment,EX1_411e2,,Warrior,,,
True,Classic,Тревого-бот,,В начале вашего хода это существо меняется местами со случайным существом из вашей руки.,Sean O’Daniels,Rare,0,3,3,,ТРЕВОГА ТРЕВОГА ТРЕВОГА.,Minion,EX1_006,,,,Mech,
True,Classic,Тропическая пантера,Horde,<b>Маскировка</b>,Jaemin Kim,Common,4,3,2,,«Чего уставился? Гладь!»

Кирилл Г. «Rel»,Minion,EX1_017,Stealth,,,Beast,
True,Classic,Трясинный ползун,Alliance,<b>Провокация</b>,Monica Langlois,Common,3,5,6,,Когда-то его звали «Трясинным зверем» но это название смущало игроков потому что какой из него зверь в конце концов.,Minion,CS1_069,Taunt,,,,
,Classic,Тяжелый топор,,,,,1,1,,,,Weapon,EX1_409t,,Warrior,,,3
True,Classic,Уборочный голем,Neutral,<b>Предсмертный хрип:</b> призывает на поле боя поврежденного голема 2/1.,Brian Despain,Common,2,3,3,,«Предел допустимого нагрева превышен. Засор второго порта завершаю работу.»,Minion,EX1_556,Deathrattle,,,Mech,
True,Classic,Ужасень Бездны,,<b>Боевой клич:</b> уничтожает существа по обе стороны от себя и получает их атаку и здоровье.,Alexander Alexandrov,Rare,3,3,3,,Если вы положите эту карту в колоду ваши существа перестанут вам доверять.,Minion,EX1_304,Battlecry,Warlock,,Demon,
True,Classic,Украденные мысли,Neutral,Вы копируете 2 карты из колоды противника и кладете их в свою руку.,Alex Garner,Common,,3,,,«Сколько мыслей можно украсть у орка? Ни одной!» (тауренская шутка),Spell,EX1_339,,Priest,,,
True,Classic,Укус,Neutral,Ваш герой получает +4 к атаке до конца хода и +4 к броне.,Tom Baxa,Rare,,4,,,«Нет-нет! Киса просто играет в салочки. Зубами.»

Андрей М. «Wishmaster»,Spell,EX1_570,,Druid,,,
,Classic,Укус,,+4 к атаке до конца хода.,,,,,,,,Enchantment,EX1_570e,OneTurnEffect,,,,
,Classic,Улучшение,,+1 к атаке +1 к прочности.,,,,,,,,Enchantment,EX1_409e,,Warrior,,,
True,Classic,Улучшение,Neutral,Если у вас есть оружие оно получает +1/+1. В ином случае вы берете в руки оружие 1/3.,Matt Cavotta,Rare,,1,,,Потянет на 50 ДКП.,Spell,EX1_409,,Warrior,,,
,Classic,Улучшение,,Прочность увеличена.,,,,,,,,Enchantment,EX1_536e,,Hunter,,,
,Classic,Урок Шандо,Neutral,Призывает на поле боя двух древней 2/2 со способностью <b>«Провокация»</b>.,,,,,,,,Spell,EX1_573b,,Druid,,,
,Classic,Усиление,,Атака <i>Любительницы маны</i> увеличена.,,,,,,,,Enchantment,EX1_055o,OneTurnEffect,,,,
,Classic,Усиление,,+3 к здоровью.,,,,,,,,Enchantment,EX1_623e,,Priest,,,
,Classic,Устрашающий рев,,Это существо получило -3 к атаке до конца хода.,,,,,,,,Enchantment,EX1_161o,OneTurnEffect,Druid,,,
True,Classic,Ученица чародея,Neutral,Ваши заклинания стоят на (1) ману меньше.,Alex Horley Orlandelli,Common,3,2,2,,Маги обожают командовать своими учениками. «Сотвори-ка мне булочки из маны! И кофе! С маной!»,Minion,EX1_608,Aura,Mage,,,
,Classic,Учения Кирин-Тора,,<b>Урон от заклинаний +1</b>.,,,,,,,,Enchantment,EX1_584e,,,,,
True,Classic,Учительница магии,,Каждый раз когда вы разыгрываете карту заклинания призывает на поле боя мага-ученика 1/1.,James Ryman,Rare,3,4,5,,Если не будете слушать внимательно рискуете превратиться в свинью. И получить запись в дневник для родителей.,Minion,NEW1_026,,,,,
True,Classic,Харрисон Джонс,Neutral,<b>Боевой клич:</b> уничтожает оружие противника. Вы берете карты в количестве равном его прочности.,Matt Dixon,Legendary,5,5,4,,«Этому место в Зале Исследователей!»,Minion,EX1_558,Battlecry,,True,,
True,Classic,Хладнокровие,Neutral,Выбранное существо получает +2 к атаке. <b>Серия приемов:</b> вместо этого существо получает +4 к атаке.,Alex Horley Orlandelli,Common,,1,,,«Посмотри насколько я хладнокровен!»,Spell,CS2_073,Combo,Rogue,,,
,Classic,Хладнокровие,,+2 к атаке.,,,,,,,,Enchantment,CS2_073e,,Rogue,,,
,Classic,Хладнокровие,,+4 к атаке.,,,,,,,,Enchantment,CS2_073e2,,Rogue,,,
True,Classic,Храмовый боец,,<b>Боевой клич:</b> увеличивает здоровье вашего выбранного существа на 3.,Daren Bader,Common,6,6,6,,По четвергам он подрабатывает вышибалой в таверне «Свинья и свисток».,Minion,EX1_623,Battlecry,Priest,,,
,Classic,Хранит секреты,,Характеристики увеличены.,,,,,,,,Enchantment,EX1_080o,,,,,
True,Classic,Хранитель истории Чо,Neutral,Каждый раз когда игрок разыгрывает заклинание копия карты этого заклинания кладется в руку другого игрока.,Mark Zug,Legendary,0,2,4,,Хранитель истории Чо знает множество преданий Пандарии но самая любимая его история – про то как злая курица стала такой злой.,Minion,EX1_100,,,True,,
True,Classic,Хранитель чащи,Neutral,<b>Выберите эффект:</b> наносит 2 ед. урона; или накладывает <b>немоту</b> на выбранное существо.,Gabor Szikszai,Rare,2,4,4,,Эти парни хранят ваши чащи даже если вы их об этом не просили.,Minion,EX1_166,,Druid,,,
True,Classic,Хранительница тайн,Alliance,Каждый раз когда разыгрывается <b>Секрет</b> это существо получает +1/+1.,Gonzalo Ordonez,Rare,1,1,2,,Она поклялась никому не говорить что вы сделали прошлым летом.,Minion,EX1_080,,,,,
True,Classic,Чародейский голем,Neutral,<b>Рывок</b>. <b>Боевой клич:</b> ваш противник получает кристалл маны.,Sedhayu Ardian,Rare,4,3,2,,Големы придадут вашему интерьеру особый шарм. Кроме того у вас всегда будет что обсудить с гостями.,Minion,EX1_089,Battlecry|Charge,,,,
True,Classic,Чароплет,Neutral,<b>Секрет:</b> когда противник выбирает целью заклинания существо призывает существо 1/3 которое становится новой целью.,Gonzalo Ordonez,Epic,,3,,,Хотя перехватывать молнии противника забавно чароплеты предпочитают отбирать с трудом наложенный «Знак дикой природы». Да конечно это жестоко. Но эльфы крови вообще не очень добрые знаете ли.,Spell,tt_010,Secret,Mage,,,
,Classic,Чароплет,,,,Epic,1,0,3,,,Minion,tt_010a,,Mage,,,
True,Classic,Черепокол,Neutral,Наносит $2 ед. урона герою противника. <b>Серия приемов:</b> карта возвращается в вашу руку в конце хода.,James Zhang,Rare,,3,,,Даже когда ничего не помогает старый добрый удар по черепушке действует безотказно.,Spell,EX1_137,Combo,Rogue,,,
True,Classic,Черный рыцарь,,<b>Боевой клич:</b> уничтожает существо противника со способностью <b>«Провокация»</b>.,Alex Horley Orlandelli,Legendary,4,6,5,,Его послал Король-лич чтобы сорвать проведение Серебряного турнира. Разумеется его миссия была обречена на неудачу.,Minion,EX1_002,Battlecry,,True,,
,Classic,Чистая сила!,,Характеристики увеличены.,,,,,,,,Enchantment,EX1_274e,,Mage,,,
True,Classic,Чокнутый подрывник,Alliance,<b>Боевой клич:</b> наносит 3 ед. урона случайно распределяемого между всеми остальными персонажами.,Mike Sass,Common,3,2,2,,На самом деле он не чокнутый. Просто он не очень осторожен с взрывчатыми веществами.,Minion,EX1_082,Battlecry,,,,
True,Classic,Чудесный дракончик,,Не может быть целью заклинаний или силы героя.,Samwise,Common,3,2,2,,Очаровательный милый неуязвимый к магии и не точит когти о ковер. Идеальный питомец!,Minion,NEW1_023,,,,Dragon,
True,Classic,Чудовище,Neutral,<b>Предсмертный хрип:</b> призывает на сторону вашего противника Айса Вентурона 3/3.,Glenn Rane,Legendary,9,6,7,,Живет в Черной горе. Ест гномов. Вот и все что мы можем о нем сказать.,Minion,EX1_577,Deathrattle,,True,Beast,
True,Classic,Чутье на демонов,Neutral,Вы кладете в руку двух случайных демонов из вашей колоды.,Raven Mimura,Common,,3,,,Обычно демонов и так нетрудно учуять. Для этого не нужно особое заклинание.,Spell,EX1_317,,Warlock,,,
True,Classic,Шаг сквозь тень,Neutral,Вы возвращаете ваше существо в руку. Оно стоит на (2) маны меньше.,Graven Tung,Common,,0,,,Разбойничьи танцевальные коллективы иногда уходят в тень в конце выступления. Публика обожает такой финал.,Spell,EX1_144,,Rogue,,,
True,Classic,Шквал клинков,Neutral,Уничтожает ваше оружие и наносит урон равный его атаке всем персонажам противника.,Hideaki Takamura,Rare,,2,,,«Слушай это не просто размахивание ножиками в разные стороны. Все гораздо сложнее.» – Шен наставник разбойников.,Spell,CS2_233,AffectedBySpellPower,Rogue,,,
True,Classic,Щитоносец,Neutral,<b>Провокация</b>,Carl Critchlow,Common,0,1,4,,Нелегко ему приходится! Видали каких размеров щиты он носит?,Minion,EX1_405,Taunt,,,,
True,Classic,Эдвин ван Клиф,Neutral,<b>Серия приемов:</b> это существо получает +2/+2 за каждую другую карту разыгранную ранее на этом ходу.,Efrem Palacios,Legendary,2,3,2,,Он возглавлял братство Каменщиков помогавших восстанавливать Штормград. Когда знать отказалась платить за их услуги ван Клиф основал Братство Справедливости чьей целью было <i>разобрать</i> Штормград по камешку.,Minion,EX1_613,Combo,Rogue,True,,
False,Classic,Экипировка,,Атака увеличена.,,,,,,,,Enchantment,NEW1_037e,,,,,
,Classic,Эксперименты!,,Безумный алхимик поменял местами атаку и здоровье.,,,,,,,,Enchantment,EX1_059e,,,,,
True,Classic,Элементаль земли,Neutral,<b>Провокация</b>. <b>Перегрузка:</b> (3),Dan Scott,Epic,7,5,8,,Против камня нет приема.,Minion,EX1_250,Taunt,Shaman,,,
True,Classic,Эфириал-чародей,,Если в конце хода у вас на поле боя остался <b>Секрет</b> это существо получает +2/+2.,Michael Komarck,Rare,3,4,3,,Эфириалы закутываются в ткань потому что иначе их бесплотные тела нельзя увидеть. И еще потому что они любят шелк.,Minion,EX1_274,,Mage,False,,
True,Classic,Яростный пиромант,,После того как вы разыграли карту заклинания наносит 1 ед. урона ВСЕМ существам.,Alex Horley Orlandelli,Rare,3,2,2,,Жги-гуляй! В небе ясном танцует огонь!,Minion,NEW1_020,,,,,
