TEXT,SET,TYPE,ID,NAME,FACTION,RARITY,COST,ATTACK,HEALTH,MECHANICS,INPLAYTEXT,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
Здоровье стало равно 1.,Curse of Naxxramas,Enchantment,NAX12_02e,Истребление,,,,,,,,,,,,,,,,
<b>Сила героя</b> Здоровье всех существ противника становится равно 1.,Curse of Naxxramas,Hero Power,NAX12_02H,Истребление,,,0,,,,,,,,,,,,,
Это существо полностью восстанавливает свое здоровье в начале каждого вашего хода.,Curse of Naxxramas,Minion,FP1_027,Каменная горгулья,,Common,3,1,4,,,,,True,Matt Smith,Каменные горгульи очень любят играть в «Море волнуется раз».,,,Награда за победу над Нотом Чумным в Чумном квартале.,Можно создать после победы над Нотом Чумным в Чумном квартале.
В конце каждого хода призывает на поле боя всех ваших существ которые умерли в этот ход.,Curse of Naxxramas,Minion,FP1_013,Кел&sbquo;Тузад,,Legendary,8,6,8,,,,,True,Chris Robinson,У Кел&sbquo;Тузада было очень несчастливое детство. Неудивительно с таким-то именем!,True,,Награда за победу над всеми боссами Наксрамаса!,Можно создать после убийства всех боссов Наксрамаса.
,Curse of Naxxramas,Hero,NAX15_01,Кел&sbquo;Тузад,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX15_01H,Кел&sbquo;Тузад,,,,,45,,,,,,,,,,,
<b>Сила героя</b>Возвращает случайное существо противника в его руку.,Curse of Naxxramas,Hero Power,NAX3_02,Кокон,,,3,,,,,,,,,,,,,
<b>Сила героя</b>Возвращает 2 случайных существа противника в его руку.,Curse of Naxxramas,Hero Power,NAX3_02H,Кокон,,,0,,,,,,,,,,,,,
<b>Рывок. Предсмертный хрип:</b> наносит 3 ед. урона вашему герою.,Curse of Naxxramas,Minion,FP1_006,Конь смерти,,,1,2,3,Charge|Deathrattle,,,,,,,,,,
Активируйте кристалл чтобы управлять учениками.,Curse of Naxxramas,Spell,NAX7_05,Кристалл контроля,,,1,,,,,,,,,,,,,
<b>Неистовство ветра</b><b>Предсмертный хрип:</b> это оружие возвращается вам в руку.,Curse of Naxxramas,Weapon,NAX10_02H,Крюк,,,3,4,,Deathrattle|Windfury,,,8,,,,,,,
<b>Предсмертный хрип:</b> это оружие возвращается вам в руку.,Curse of Naxxramas,Weapon,NAX10_02,Крюк,,,3,5,,Deathrattle,,,8,,,,,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_02,Леди Бломе,,,3,1,7,,,,,,,,True,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_02H,Леди Бломе,,,3,2,7,,,,,,,,True,,,
<b>Сила героя</b>Уничтожает всех не <b>замороженных</b> существ противника.,Curse of Naxxramas,Hero Power,NAX14_02,Ледяное дыхание,,,0,,,,,,,,,,,,,
<b>Сила героя</b>Наносит 2 ед. урона герою противника и <b>замораживает</b> его.,Curse of Naxxramas,Hero Power,NAX15_02,Ледяной взрыв,,,0,,,Freeze,,,,,,,,,,
<b>Сила героя</b>Наносит 3 ед. урона герою противника и <b>замораживает</b> его.,Curse of Naxxramas,Hero Power,NAX15_02H,Ледяной взрыв,,,0,,,Freeze,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX10_01,Лоскутик,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX10_01H,Лоскутик,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX6_01,Лотхиб,,,,,75,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX6_01H,Лотхиб,,,,,99,,,,,,,,,,,
<b>Боевой клич:</b> в следующий ход противника его заклинания стоят на (5) маны больше.,Curse of Naxxramas,Minion,FP1_030,Лотхиб,,Legendary,5,5,5,Battlecry,,,,True,Samwise,А ведь когда-то Лотхиб был обычным болотным чудищем. Вам не кажется что давно пора задуматься об экологии Азерота?,True,,Награда за победу над всеми боссами Чумного квартала.,Можно создать после убийства всех боссов Чумного квартала.
,Curse of Naxxramas,Hero,NAX3_01,Мексна,,,,,30,,,,,,,,,,,
Уничтожает любое существо которому нанесла урон.,Curse of Naxxramas,Minion,FP1_010,Мексна,,Legendary,6,2,8,Poisonous,,,,True,Howard Lyon,Мексна очень обижается когда ее называют «Мекси» или «Максин».,True,Beast,Награда за победу над всеми боссами Паучьего квартала.,Можно создать после убийства всех боссов Паучьего квартала.
,Curse of Naxxramas,Hero,NAX3_01H,Мексна,,,,,45,,,,,,,,,,,
<b>Сила героя</b>Наносит 3 ед. урона герою противника.,Curse of Naxxramas,Hero Power,NAX6_02,Мертвенная аура,,,2,,,,,,,,,,,,,
Ваши заклинания стоят на (5) маны больше.,Curse of Naxxramas,Enchantment,FP1_030e,Мертвенная аура,,,,,,,,,,,,,,,,
<b>Сила героя</b>Наносит 3 ед. урона герою противника.,Curse of Naxxramas,Hero Power,NAX6_02H,Мертвенная аура,,,0,,,,,,,,,,,,,
Атака увеличена.,Curse of Naxxramas,Enchantment,NAX6_03te,Микоз,,,,,,,,,,,,,,,,
<i>Это любимый кот Кел&sbquo;Тузада.</i>,Curse of Naxxramas,Minion,NAX15_05,Мистер Бигглсуорт,,Legendary,0,1,1,,,,,,,,True,Beast,,
Получает +1 к атаке когда вы призываете на поле боя существо со способностью <b>«Предсмертный хрип»</b>.,Curse of Naxxramas,Minion,FP1_028,Могильщик,,Common,1,1,2,,,,,True,Jonboy Meyers,В мире где каждый умерший первым делом бежит к целителю душ и воскресает могильщики чуть не остались без работы.,,,Награда за победу над Лоскутиком в Квартале Мерзости.,Можно создать после победы над Лоскутиком в Квартале Мерзости.
+4/+4 и способность <b>«Провокация»</b>.,Curse of Naxxramas,Enchantment,NAX11_04e,Мутагенный укол,,,,,,,,,,,,,,,,
Выбранное существо получает +4/+4 и способность <b>«Провокация»</b>.,Curse of Naxxramas,Spell,NAX11_04,Мутагенный укол,,,3,,,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX11_03,Мутная слизь,,,1,2,2,,,,,,,,,,,
,Curse of Naxxramas,Enchantment,NAX15_01e,Незваный гость!,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Enchantment,NAX15_01He,Незваный гость!,,,,,,,,,,,,,,,,
<b>Предсмертный хрип:</b> уничтожает находящихся рядом с ним существ.,Curse of Naxxramas,Minion,NAXM_001,Некрорыцарь,,,4,5,6,Deathrattle,,,,,,,,,,
Уничтожает выбранное существо.,Curse of Naxxramas,Spell,NAX3_03,Некротический яд,,,2,,,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX1h_03,Неруб,,,2,4,4,,,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_007t,Неруб,,Rare,3,4,4,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX1_03,Неруб,,,2,3,1,,,,,,,,,,,
<b>Предсмертный хрип:</b> возвращает ваше случайное существо в руку.,Curse of Naxxramas,Minion,FP1_026,Неруб-душитель,,Common,4,5,5,Deathrattle,,Rogue,,True,Nate Bowden,Сначала его хотели назвать «Неруб возвращающий существо в руку» но название не влезло на карту.,,,Награда за прохождение испытания разбойника в Наксрамасе.,Можно создать после завершения испытания разбойника в Наксрамасе.
<b>Предсмертный хрип:</b> призывает на поле боя неруба 4/4.,Curse of Naxxramas,Minion,FP1_007,Нерубское яйцо,,Rare,2,0,2,Deathrattle,,,,True,Justin Thavirat,Яйца – отличный источник белков и нерубов.,,,Награда за победу над Мексной в Паучьем квартале.,Можно создать после победы над Мексной в Паучьем квартале.
<b>Провокация</b>. <b>Предсмертный хрип:</b> наносит 1 ед. урона всем существам.,Curse of Naxxramas,Minion,FP1_024,Нестабильный вурдалак,,Common,2,1,3,Deathrattle|Taunt,,,,True,Mike Nicholson,Первое чему учат в школе некромантов – не давать вурдалакам ракетное топливо.,,,Награда за победу над Хейганом Нечестивым в Чумном квартале.,Можно создать после победы над Хейганом Нечестивым в Чумном квартале.
<b>Сила героя</b> Берет 2 карты.,Curse of Naxxramas,Hero Power,NAX9_06,Нечестивая тень,,,5,,,,,,,,,,,,,
Атака увеличена.,Curse of Naxxramas,Enchantment,NAX12_03e,Новые зубы,,,,,,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX4_01,Нот Чумной,,,,,30,,,Mage,,,,,,,,
,Curse of Naxxramas,Hero,NAX4_01H,Нот Чумной,,,,,45,,,Mage,,,,,,,,
<b>Сила героя</b>Делает по выстрелу за каждую карту в руке противника.,Curse of Naxxramas,Hero Power,NAX2_03H,Огненный ливень,,,1,,,ImmuneToSpellpower,,,,,,,,,,
<b>Сила героя</b>Делает по выстрелу за каждую карту в руке противника.,Curse of Naxxramas,Hero Power,NAX2_03,Огненный ливень,,,2,,,ImmuneToSpellpower,,,,,,,,,,
Наносит двойной урон героям.,Curse of Naxxramas,Weapon,NAX7_04H,Огромный клинок,,,3,10,,,,,2,,,,,,,
Наносит двойной урон героям.,Curse of Naxxramas,Weapon,NAX7_04,Огромный клинок,,,3,5,,,,,2,,,,,,,
<b>Предсмертный хрип:</b> призывает на поле боя двух призрачных пауков 1/1.,Curse of Naxxramas,Minion,FP1_002,Одержимый ползун,,Common,2,1,2,Deathrattle,,,,True,Jeremy Cranford,Ложноарахнофобия: боязнь ложных пауков.,,Beast,Награда за победу над Ануб&sbquo;Реканом в Паучьем квартале.,Можно создать после победы над Ануб&sbquo;Реканом в Паучьем квартале.
<b>Секрет:</b> когда одно из ваших существ умирает случайное ваше существо получает +3/+2.,Curse of Naxxramas,Spell,FP1_020,Отмщение,,Common,1,,,Secret,,Paladin,,True,Zoltan & Gabor,Однажды несколько паладинов решили создать комитет по справедливому воздаянию. Они хотели назвать свою организацию «Лига справедливости» но юристы их отговорили.,,,Награда за прохождение испытания паладина в Наксрамасе.,Можно создать после завершения испытания паладина в Наксрамасе.
+3/+2.,Curse of Naxxramas,Enchantment,FP1_020e,Отмщение,,,,,,,,Paladin,,,,,,,,
<b>Сила героя</b> Наносит 2 ед. урона всем персонажам противника. Если какое-либо существо умирает призывается слизь.,Curse of Naxxramas,Hero Power,NAX11_02H,Отравленное облако,,,0,,,,,,,,,,,,,
<b>Сила героя</b> Наносит 1 ед. урона всем существам. Если какое-либо существо умирает призывается слизь.,Curse of Naxxramas,Hero Power,NAX11_02,Отравленное облако,,,2,,,,,,,,,,,,,
<b>Сила героя</b> Призывает на поле боя неруба 4/4.,Curse of Naxxramas,Hero Power,NAX1h_04,Паучий шелест,,,2,,,,,,,,,,,,,
<b>Сила героя</b> Призывает на поле боя неруба 3/1.,Curse of Naxxramas,Hero Power,NAX1_04,Паучий шелест,,,2,,,,,,,,,,,,,
Характеристики увеличены.,Curse of Naxxramas,Enchantment,FP1_005e,Поглощение,,,,,,,,,,,,,,,,
Атака и здоровье поменялись местами.,Curse of Naxxramas,Enchantment,NAX13_02e,Полярность,,,,,,,,,,,,,,,,
Герой получает +1 к атаке в свой ход.,Curse of Naxxramas,Minion,NAX2_05,Почитатель,,,3,1,4,Aura,,,,,,,,,,
Герой получает +3 к атаке в свой ход.,Curse of Naxxramas,Minion,NAX2_05H,Почитатель,,,3,2,4,Aura,,,,,,,,,,
В начале вашего хода наносит 1 ед. урона вашему герою.,Curse of Naxxramas,Minion,NAX8_04t,Призрачный воин,,,3,0,4,,,,,,,,,,,
В начале вашего хода наносит 1 ед. урона вашему герою.,Curse of Naxxramas,Minion,NAX8_05t,Призрачный всадник,,,5,0,6,,,,,,,,,,,
В начале вашего хода наносит 1 ед. урона вашему герою.,Curse of Naxxramas,Minion,NAX8_03t,Призрачный новобранец,,,1,0,2,,,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_002t,Призрачный паук,,,1,1,1,,,,,,,,,,,
Не может быть целью заклинаний или силы героя.,Curse of Naxxramas,Minion,FP1_008,Призрачный рыцарь,,Common,5,4,6,,,,,True,Chris Rahn,Что общего у чудесных дракончиков и призрачных рыцарей? Они оба любят покушать!,,,Награда за победу над Готиком Жнецом в Военном квартале.,Можно создать после победы над Готиком Жнецом в Военном квартале.
<b>Предсмертный хрип:</b> вы призываете на поле боя случайного демона из вашей руки.,Curse of Naxxramas,Minion,FP1_022,Призыватель Бездны,,Common,4,3,4,Deathrattle,,Warlock,,True,Robb Shoberg,«Бездна! Эй Бездна! Ко мне!»,,Demon,Награда за прохождение испытания чернокнижника в Наксрамасе.,Можно создать после завершения испытания чернокнижника в Наксрамасе.
МОЕ!,Curse of Naxxramas,Enchantment,NAX15_04a,Раб Кел&sbquo;Тузада,,,,,,,,,,,,,,,,
<b>Секрет:</b> когда умирает ваше существо вы кладете в руку две его копии.,Curse of Naxxramas,Spell,FP1_018,Раздвоение,,Common,3,,,Secret,,Mage,,True,Alex Garner,Тот редкий случай когда вашу учетную запись не заблокируют за удвоение карт.,,,Награда за прохождение испытания мага в Наксрамасе.,Можно создать после завершения испытания мага в Наксрамасе.
Наносит $3 ед. урона всем существам противника. Восстанавливает #3 ед. здоровья вашему герою.,Curse of Naxxramas,Spell,NAX1_05,Рой саранчи,,,7,,,,,,,,,,,,,
Если остальные всадники мертвы получает +3 к атаке.,Curse of Naxxramas,Weapon,NAX9_05,Рунический клинок,,,3,1,,,,,3,,,,,,,
Если остальные всадники мертвы получает +6 к атаке.,Curse of Naxxramas,Weapon,NAX9_05H,Рунический клинок,,,3,2,,,,,3,,,,,,,
,Curse of Naxxramas,Hero,NAX14_01,Сапфирон,,,,,30,,,,,,,,,,,
,Curse of Naxxramas,Hero,NAX14_01H,Сапфирон,,,,,45,,,,,,,,,,,
<b>Сила героя</b>Наносит 4 ед. урона.,Curse of Naxxramas,Hero Power,NAX7_03H,Сбить с ног,,,1,,,,,,,,,,,,,
<b>Сила героя</b> Наносит 3 ед. урона.,Curse of Naxxramas,Hero Power,NAX7_03,Сбить с ног,,,2,,,,,,,,,,,,,
<b>Сила героя</b> Меняет местами атаку и здоровье всех существ.,Curse of Naxxramas,Hero Power,NAX13_02,Сдвиг полярности,,,0,,,,,,,,,,,,,
+3 к здоровью.,Curse of Naxxramas,Enchantment,FP1_023e,Сила зиккурата,,,,,,,,Priest,,,,,,,,
,Curse of Naxxramas,Minion,NAX4_03,Скелет,,,1,1,1,,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX4_03H,Скелет,,,5,5,5,,,,,,,,,,,
<b>Предсмертный хрип:</b> уничтожает оружие противника.,Curse of Naxxramas,Minion,NAXM_002,Скелет-кузнец,,,3,4,3,Deathrattle,,,,,,,,,,
<b>Провокация</b>,Curse of Naxxramas,Minion,FP1_012t,Слизь,,,1,1,2,Taunt,,,,,,,,,,
<b>Предсмертный хрип:</b> все существа противника получают +8 к атаке.,Curse of Naxxramas,Minion,NAX6_03t,Спора,,,0,0,1,Deathrattle,,,,,,,,,,
,Curse of Naxxramas,Minion,NAX13_05H,Сталагг,,Legendary,5,7,4,,,,,,,,True,,,
<b>Предсмертный хрип:</b> если во время этого матча умер Фойген призывает на поле боя Таддиуса.,Curse of Naxxramas,Minion,FP1_014,Сталагг,,Legendary,5,7,4,Deathrattle,,,,True,Dany Orizio,Сталагг сам придумал себе художественный текст:  &bdquo;Сталагг хороший!&bdquo;,True,,Награда за победу над всеми боссами Квартала Мерзости.,Можно создать после убийства всех боссов Квартала Мерзости.
<b>Боевой клич:</b> накладывает эффект <b>немоты</b> на прочих ваших существ.,Curse of Naxxramas,Minion,FP1_016,Стенающая душа,,Rare,4,3,5,Battlecry,,,,True,Glenn Rane,Эта душа так громко стенает что иногда хочется чтобы она умела накладывать немоту сама на себя.,,,Награда за победу над Таддиусом в Квартале Мерзости.,Можно создать после победы над Таддиусом в Квартале Мерзости.
<b>Провокация</b>,Curse of Naxxramas,Minion,NAX15_03t,Страж Ледяной Короны,,,4,5,5,Taunt,,,,,,,,,,
<b>Провокация</b>,Curse of Naxxramas,Minion,NAX15_03n,Страж Ледяной Короны,,,4,3,3,Taunt,,,,,,,,,,
Ваши существа получают +2 к здоровью.,Curse of Naxxramas,Spell,NAX13_03,Суперзаряд,,,2,,,,,,,,,,,,,
+2 к здоровью.,Curse of Naxxramas,Enchantment,NAX13_03e,Суперзарядка,,,,,,,,,,,,,,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_04,Сэр Зелиек,,,3,1,7,,,,,,,,True,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_04H,Сэр Зелиек,,,3,2,7,,,,,,,,True,,,
,Curse of Naxxramas,Hero,NAX13_01H,Таддиус,,,,,45,,,,,,,,,,,
,Curse of Naxxramas,Minion,FP1_014t,Таддиус,,Legendary,10,11,11,,,,,,,,True,,,
,Curse of Naxxramas,Hero,NAX13_01,Таддиус,,,,,30,,,,,,,,,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_03,Тан Кортазз,,,3,1,7,,,,,,,,True,,,
Ваш герой <b>неуязвим</b>.,Curse of Naxxramas,Minion,NAX9_03H,Тан Кортазз,,,3,2,7,,,,,,,,True,,,
<b>Предсмертный хрип:</b> противник берет карту.,Curse of Naxxramas,Minion,FP1_029,Танцующие клинки,,Common,3,4,4,Deathrattle,,,,True,Jon McConnell,Больше всего они любят танцевать лезгинку.,,,Награда за победу над инструктором Разувием в Военном квартале.,Можно создать после победы над инструктором Разувием в Военном квартале.
<b>Предсмертный хрип:</b> увеличивает здоровье вашего случайного существа на 3.,Curse of Naxxramas,Minion,FP1_023,Темный сектант,,Common,3,3,4,Deathrattle,,Priest,,True,Phroilan Gardner,Культ Проклятых пришел к выводу что при наборе новых сектантов лучше не упоминать название их организации.,,,Награда за прохождение испытания жреца в Наксрамасе.,Можно создать после завершения испытания жреца в Наксрамасе.
<b>Предсмертный хрип:</b> вы кладете в руку случайную карту зверя.,Curse of Naxxramas,Minion,FP1_011,Тенетник,,Common,1,1,1,Deathrattle,,Hunter,,True,Dan Brereton,Никогда не знаешь что найдешь в паучьем коконе!,,Beast,Награда за прохождение испытания охотника в Наксрамасе.,Можно создать после завершения испытания охотника в Наксрамасе.
<b>Маскировка</b>. В начале вашего хода получает +1/+1.,Curse of Naxxramas,Minion,FP1_005,Тень Наксрамаса,,Epic,3,2,2,Stealth,,,,True,Ittoku Seta,Тени Наксрамаса ненавидят все живое. Они даже кличку смертным придумали – «живчики».,,,Награда за победу над Кел&sbquo;Тузадом в Логове ледяного змея.,Можно создать после победы над Кел&sbquo;Тузадом в Логове ледяного змея.
<b>Сила героя</b> Уничтожает существо.,Curse of Naxxramas,Hero Power,NAX10_03,Удар ненависти,,,4,,,,,,,,,,,,,
<b>Сила героя</b> Уничтожает существо.,Curse of Naxxramas,Hero Power,NAX10_03H,Удар ненависти,,,4,,,,,,,,,,,,,
<b>Предсмертный хрип:</b> наносит 1 ед. урона всем существам.,Curse of Naxxramas,Weapon,FP1_021,Укус смерти,,Common,4,4,,Deathrattle,,Warrior,2,True,Jim Nelson,Кто бы мог подумать что у смерти есть зубы!,,,Награда за прохождение испытания воина в Наксрамасе.,Можно создать после завершения испытания воина в Наксрамасе.
<b>Провокация</b>,Curse of Naxxramas,Minion,NAX7_02,Ученик,,,2,0,7,Taunt,,,,,,,,,,
<b>Предсмертный хрип:</b> если во время этого матча умер Сталагг призывает на поле боя Таддиуса.,Curse of Naxxramas,Minion,FP1_015,Фойген,,Legendary,5,4,7,Deathrattle,,,,True,Dany Orizio,Фойген такой грустный потому что Сталагга любят больше.,True,,Награда за победу над всеми боссами Квартала Мерзости.,Можно создать после убийства всех боссов Квартала Мерзости.
,Curse of Naxxramas,Minion,NAX13_04H,Фойген,,Legendary,5,4,7,,,,,,,,True,,,
,Curse of Naxxramas,Hero,NAX5_01,Хейган Нечестивый,,,,,30,,,Warlock,,,,,,,,
,Curse of Naxxramas,Hero,NAX5_01H,Хейган Нечестивый,,,,,45,,,Warlock,,,,,,,,
<b>Сила героя</b>Получает контроль над случайным существом противника.,Curse of Naxxramas,Hero Power,NAX15_04H,Цепи,,,8,,,,,,,,,,,,,
<b>Сила героя</b>Получает контроль над случайным существом противника до конца хода.,Curse of Naxxramas,Hero Power,NAX15_04,Цепи,,,8,,,,,,,,,,,,,
Получает +2 к атаке когда умирает существо со способностью <b>«Предсмертный хрип»</b>.,Curse of Naxxramas,Weapon,NAX12_03,Челюсти,,,1,1,,,,,5,,,,,,,
Получает +2 к атаке когда умирает существо со способностью <b>«Предсмертный хрип»</b>.,Curse of Naxxramas,Weapon,NAX12_03H,Челюсти,,,1,3,,,,,5,,,,,,,
Наносит $8 ед. урона герою противника и <b>замораживает</b> его.,Curse of Naxxramas,Spell,NAX14_04,Чистый холод,,,5,,,Freeze,,,,,,,,,,
Уничтожает всех существ не являющихся скелетами.,Curse of Naxxramas,Spell,NAX4_05,Чума,,,6,,,,,,,,,,,,,
Уничтожает всех существ и призывает вместо них древней 2/2.,Curse of Naxxramas,Spell,FP1_019,Ядовитые семена,,Common,4,,,,,Druid,,True,Brian Despain,Мы бы вам не советовали покупать булочки посыпанные этими семенами.,,,Награда за прохождение испытания друида в Наксрамасе.,Можно создать после завершения испытания друида в Наксрамасе.
,System,Minion,PlaceholderCard,,Neutral,Epic,9,6,8,,,Mage,,,,,,,,
Нельзя наложить эффект <b>немоты. Божественный щит. Маскировка.</b>,Credits,Minion,CRED_15,Andy Brock,,Legendary,1,1,3,,,,,,,,True,,,
Ваша громкость не может быть убавлена ниже максимума.,Credits,Minion,CRED_08,Ben Brode,,Legendary,3,4,1,,,,,,,,True,,,
<b>Боевой клич:</b> Если вам не хватает карт он их нарисует.,Credits,Minion,CRED_09,Ben Thompson,,Legendary,6,4,7,,,,,,,,True,,,
<b>Супер-провокация</b> <i>(КАЖДЫЙ персонаж должен атаковать это существо.)</i>,Credits,Minion,CRED_03,Bob Fitch,,Legendary,3,2,4,,,,,,,,True,,,
В конце вашего хода случайное существо получает +1 к атаке.,Credits,Minion,CRED_13,Brian Schwab,,Legendary,10,10,10,,,,,,,,True,,,
<i>Печально известный топотун.</i>,Credits,Minion,CRED_06,Derek Sakamoto,,Legendary,1,3,1,,,,,,,,True,,,
<b>Боевой клич:</b> призывает на поле боя пирата 2/2 и уничтожает всех ниндзя.,Credits,Minion,CRED_02,Eric Dodds,,Legendary,6,5,5,,,,,,,,True,,,
<i>Успешно избегает затруднений... большую часть времени.</i>,Credits,Minion,CRED_16,Hamilton Chu,,Legendary,7,9,5,,,,,,,,True,,,
<b>Исступление.</b> Шутка! Он никогда не впадает в исступление.,Credits,Minion,CRED_01,Jason Chayes,,Legendary,6,7,6,,,,,,,,True,,,
<b>Боевой клич:</b> призывает на поле боя ПЯТЬ случайных изобретений.,Credits,Minion,CRED_11,Jay Baxter,,Legendary,4,1,4,,,,,,,,True,,,
<i>5/4 за 3 маны? Дайте два!</i>,Credits,Minion,CRED_05,Kyle Harrison,,Legendary,3,5,4,,,,,,,,True,,,
<b>С-С-Серия приемов:</b> уничтожает существо.,Credits,Minion,CRED_10,Michael Schweitzer,,Legendary,2,2,2,,,,,,,,True,,,
<b>Боевой клич:</b> вы берете ДВЕ карты. <i>Это вам не инженер-новичок!</i>,Credits,Minion,CRED_12,Rachelle Davis,,Legendary,2,1,2,,,,,,,,True,,,
Вы не можете начать игру без этого существа в колоде.,Credits,Minion,CRED_17,Rob Pardo,,Legendary,9,9,9,,,,,,,,True,,,
<b>Боевой клич:</b> призывает на поле боя пенистый напиток.,Credits,Minion,CRED_04,Steven Gabriel,,Legendary,1,3,3,,,,,,,,True,,,
Другие ваши существа получают +3 к атаке и способность <b>«Рывок»</b>.,Credits,Minion,CRED_14,Yong Woo,,Legendary,5,3,2,,,,,,,,True,,,
<b>Боевой клич:</b> возмущается ценами на бекон.,Credits,Minion,CRED_07,Zwick,,Legendary,2,2,2,,,,,,,,True,,,
Наносит $3 ед. урона ВСЕМ персонажам.,Basic,Spell,CS2_062,Адское пламя,Neutral,Free,4,,,,,Warlock,,True,Chippy,Из-за подобных заклинаний у чернокнижников плохая репутация.,,,Доступна с 1-го уровня.,Доступна с 49-го уровня.
,Basic,Hero,HERO_09,Андуин Ринн,Neutral,Free,,,30,,,Priest,,True,,,,,,
,Basic,Weapon,CS2_112,Арканитовый жнец,Neutral,Common,5,5,,,,Warrior,2,True,Stefan Kopinski,Нет его и впрямь стоит бояться...,,,Доступна с 10-го уровня.,Доступна с 51-го уровня.
Атака этого существа увеличена.,Basic,Enchantment,EX1_399e,Берсерк,,,,,,,,,,,,,,,,
Когда это существо получает урон оно получает +3 к атаке.,Basic,Minion,EX1_399,Берсерк Гурубаши,Neutral,Common,5,2,7,,,,,True,Alex Horley Orlandelli,Ничто так не придает сил как ярость!,,,,Доступна по достижении 57-го уровня чернокнижником.
Вы получаете +5 к броне и берете карту.,Basic,Spell,EX1_606,Блок щитом,Neutral,Common,3,,,,,Warrior,,True,Michael Komarck,Щиты изобрели потому что блок лицом не очень эффективен.,,,Доступна с 8-го уровня.,Доступна с 28-го уровня.
,Basic,Minion,CS2_186,Боевой голем,Neutral,Common,7,7,7,,,,,True,Dave Kendall,Големы ничего не боятся но почему-то убегают от заклинания «Страх». Что ими движет? Может быть стадный инстинкт?,,,,Доступна по достижении 51-го уровня разбойником.
<b>Провокация</b>,Basic,Minion,CS2_121,Боец Северного Волка,Neutral,Common,2,2,2,Taunt,,,,True,Richie Marella,Его папа был бойцом и папа его папы был бойцом. Это не работа это призвание!,,,,Доступна по достижении 57-го уровня шаманом.
Наносит $2 ед. урона.,Basic,Spell,CS1_130,Божественная кара,Neutral,Free,1,,,,,Priest,,True,Steve Ellis,Неважно насколько ты религиозен. Каждый время от времени заслуживает кары.,,,Доступна с 1-го уровня.,Доступна с 23-го уровня.
Удваивает здоровье выбранного существа.,Basic,Spell,CS2_236,Божественный дух,,Common,2,,,,,Priest,,True,Jim Pavelec,Вдвое больше веселья вдвое больше головной боли!,,,Доступна со 2-го уровня.,Доступна с 28-го уровня.
Здоровье этого существа удвоено.,Basic,Enchantment,CS2_236e,Божественный дух,,,,,,,,Priest,,,,,,,,
Вы получаете пустой кристалл маны.,Basic,Spell,CS2_013,Буйный рост,Neutral,Free,2,,,,,Druid,,True,James Ryman,С помощью этого набора вы сможете выращивать собственные кристаллы маны! Всего за 99 рублей 99 копеек!,,,Доступна с 1-го уровня.,Доступна с 23-го уровня.
,Basic,Hero,HERO_03,Валира Сангвинар,Neutral,Free,,,30,,,Rogue,,True,,,,,,
Наносит $1 ед. урона всем существам противника. Вы берете карту.,Basic,Spell,EX1_129,Веер клинков,Neutral,Common,3,,,,,Rogue,,True,Andrew Robinson,Из инструкции к вееру клинков: обмахивать только неприятелей!,,,Доступна с 4-го уровня.,Доступна с 29-го уровня.
,Basic,Minion,CS2_boar,Вепрь,Neutral,Common,1,1,1,,,,,,,,,Beast,,
<b>Рывок</b>,Basic,Minion,CS2_171,Вепрь-камнеклык,Neutral,Free,1,1,1,Charge,,,,True,Howard Lyon,Не вздумайте назвать его свиньей.,,Beast,,Доступна по достижении 53-го уровня охотником.
<b>Сила героя</b> Наносит 2 ед. урона герою противника.,Basic,Hero Power,DS1h_292,Верный выстрел,Neutral,Free,2,,,,,Hunter,,,,,,,,
<b>Урон от заклинаний +1</b>,Basic,Minion,CS2_155,Верховный маг,Alliance,Common,6,4,7,Spellpower,,,,True,Steve Ellis,Вы получаете титул верховного мага когда на вас никто не может посмотреть свысока не опасаясь за свою жизнь.,,,,Доступна по достижении 57-го уровня магом.
+1 к атаке от Леокка.,Basic,Enchantment,NEW1_033o,Взгляд с неба,,,,,,,,Hunter,,,,,,,,
