SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Curse of Naxxramas","肉身殭屍",3,"Minion","FP1_001",,,"Common",2,1,"<b>死亡之聲:</b>敵方英雄恢復5點生命值",,Deathrattle,,True,"E. M. Gist","殭屍。晚餐就吃這個。",,,"在傀儡區擊敗古魯斯後解鎖。","在傀儡區中擊敗古魯斯即可合成。"
"Curse of Naxxramas","肉鉤",,"Weapon","NAX10_02",,8,,5,3,"<b>死亡之聲:</b>使這把武器回到手牌中",,Deathrattle,,,,,,,,
"Curse of Naxxramas","肉鉤",,"Weapon","NAX10_02H",,8,,4,3,"<b>風怒</b>
<b>死亡之聲:</b>使這把武器回到手牌中",,Deathrattle|Windfury,,,,,,,,
"Curse of Naxxramas","舞動的劍",4,"Minion","FP1_029",,,"Common",4,3,"<b>死亡之聲:</b>你的對手抽一張牌",,Deathrattle,,True,"Jon McConnell","它們喜歡跳雷鬼的音樂。",,,"在軍事區擊敗講師拉祖維斯後解鎖。","在軍事區中擊敗講師拉祖維斯即可合成。"
"Curse of Naxxramas","葛羅巴斯",30,"Hero","NAX11_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","葛羅巴斯",45,"Hero","NAX11_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","薩菲隆",30,"Hero","NAX14_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","薩菲隆",45,"Hero","NAX14_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","虛無呼喚者",4,"Minion","FP1_022","Warlock",,"Common",3,4,"<b>死亡之聲:</b>將你手上的一個隨機惡魔放到戰場",,Deathrattle,,True,"Robb Shoberg","虛無!虛無!虛無!",,"Demon","在納克薩瑪斯中完成術士職業挑戰後解鎖。","在納克薩瑪斯中完成術士職業挑戰即可合成。"
"Curse of Naxxramas","蛛網纏繞",,"Hero Power","NAX3_02H",,,,,0,"<b>英雄能力</b>
使2個隨機的敵方手下返回對手的手上",,,,,,,,,,
"Curse of Naxxramas","蛛網纏繞",,"Hero Power","NAX3_02",,,,,3,"<b>英雄能力</b>
使一個隨機的敵方手下返回對手的手上",,,,,,,,,,
"Curse of Naxxramas","被凍結的勇士",10,"Minion","NAX14_03",,,,2,5,"永遠被凍結。兩側的手下對冰息術免疫",,Aura,,,,,,,,
"Curse of Naxxramas","複製",,"Spell","FP1_018","Mage",,"Common",,3,"<b>秘密:</b>當一個友方手下死亡時，放兩張該手下的卡片到你的手牌裡",,Secret,,True,"Alex Garner","這是唯一一次複製卡片不會讓你的帳號被封鎖喔!",,,"在納克薩瑪斯中完成法師職業挑戰後解鎖。","在納克薩瑪斯中完成法師職業挑戰即可合成。"
"Curse of Naxxramas","見習騎士",7,"Minion","NAX7_02",,,,0,2,"<b>嘲諷</b>",,Taunt,,,,,,,,
"Curse of Naxxramas","誘捕者",,"Hero Power","NAX1h_04",,,,,2,"<b>英雄能力</b>
召喚一個4/4奈幽蟲族",,,,,,,,,,
"Curse of Naxxramas","誘捕者",,"Hero Power","NAX1_04",,,,,2,"<b>英雄能力</b>
召喚一個3/1奈幽蟲族",,,,,,,,,,
"Curse of Naxxramas","講師拉祖維斯",40,"Hero","NAX7_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","講師拉祖維斯",55,"Hero","NAX7_01H",,,,,,,,,,,,,,,,
"Curse of Naxxramas","超級充能",,"Enchantment","NAX13_03e",,,,,,"+2生命值",,,,,,,,,,
"Curse of Naxxramas","超級充能",,"Spell","NAX13_03",,,,,2,"賦予你全部的手下+2生命值",,,,,,,,,,
"Curse of Naxxramas","輻射泥漿怪",2,"Minion","NAX11_03",,,,2,1,,,,,,,,,,,
"Curse of Naxxramas","迴音軟泥怪",2,"Minion","FP1_003",,,"Epic",1,2,"<b>戰吼:</b>在回合結束時召喚一個與此手下一模一樣的複製品",,Battlecry,,True,"Eric Browning","軟泥...軟泥...軟泥...怪...(迴音)",,,"在冰霜巨龍巢穴擊敗薩菲隆後解鎖。","在冰霜巨龍巢穴中擊敗薩菲隆即可合成。"
"Curse of Naxxramas","通靈塔之力",,"Enchantment","FP1_023e","Priest",,,,,"+3生命值",,,,,,,,,,
"Curse of Naxxramas","邪惡暗影",,"Hero Power","NAX9_06",,,,,5,"<b>英雄能力</b>
抽2張牌",,,,,,,,,,
"Curse of Naxxramas","重生",,"Spell","FP1_025","Shaman",,"Common",,2,"摧毀一個手下，然後將它復活並使其生命值恢復到全滿",,,,True,"Dan Scott","這就像出生一樣，只不過一出生就是成年，而且原本不久前才剛剛死掉。",,,"在納克薩瑪斯中完成薩滿職業挑戰後解鎖。","在納克薩瑪斯中完成薩滿職業挑戰即可合成。"
"Curse of Naxxramas","鍊腕",,"Hero Power","NAX15_04H",,,,,8,"<b>英雄能力</b>
控制一個隨機敵方手下",,,,,,,,,,
"Curse of Naxxramas","鍊腕",,"Hero Power","NAX15_04",,,,,8,"<b>英雄能力</b>
控制一個隨機敵方手下直到回合結束",,,,,,,,,,
"Curse of Naxxramas","長新牙",,"Enchantment","NAX12_03e",,,,,,"攻擊力提高",,,,,,,,,,
"Curse of Naxxramas","闖入者!",,"Enchantment","NAX15_01e",,,,,,,,,,,,,,,,
"Curse of Naxxramas","闖入者!",,"Enchantment","NAX15_01He",,,,,,,,,,,,,,,,
"Curse of Naxxramas","阿努巴伏擊者",5,"Minion","FP1_026","Rogue",,"Common",5,4,"<b>死亡之聲:</b>使一個隨機的友方手下返回你的手上",,Deathrattle,,True,"Nate Bowden","他原本的名字是「那個會把一個傢伙弄回手上的阿努巴」。但是後來大家覺得還是得取個正式的名字才行。",,,"在納克薩瑪斯中完成盜賊職業挑戰後解鎖。","在納克薩瑪斯中完成盜賊職業挑戰即可合成。"
"Curse of Naxxramas","阿努比瑞克漢",30,"Hero","NAX1_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","阿努比瑞克漢",45,"Hero","NAX1h_01",,,,,,,,,,,,,,,,
"Curse of Naxxramas","騎士印記",,"Spell","NAX9_07",,,,,5,"賦予你的全部手下及武器+1/+1",,,,,,,,,,
"Curse of Naxxramas","騎士印記",,"Enchantment","NAX9_07e",,,,,,"+1/+1",,,,,,,,,,
"Curse of Naxxramas","骷髏",5,"Minion","NAX4_03H",,,,5,5,,,,,,,,,,,
"Curse of Naxxramas","骷髏",1,"Minion","NAX4_03",,,,1,1,,,,,,,,,,,
"Curse of Naxxramas","骷髏鐵匠",3,"Minion","NAXM_002",,,,4,3,"<b>死亡之聲:</b>摧毀你對手的武器",,Deathrattle,,,,,,,,
"Curse of Naxxramas","鬼怪蠕行者",2,"Minion","FP1_002",,,"Common",1,2,"<b>死亡之聲:</b>召喚兩隻1/1的鬼靈蜘蛛",,Deathrattle,,True,"Jeremy Cranford","連假蜘蛛都會怕。",,"Beast","在蜘蛛區擊敗阿努比瑞克漢後解鎖。","在蜘蛛區中擊敗阿努比瑞克漢即可合成。"
"Curse of Naxxramas","鬼靈受訓員",2,"Minion","NAX8_03t",,,,0,1,"在你的回合開始時，對你的英雄造成1點傷害",,,,,,,,,,
"Curse of Naxxramas","鬼靈戰士",4,"Minion","NAX8_04t",,,,0,3,"在你的回合開始時，對你的英雄造成1點傷害",,,,,,,,,,
"Curse of Naxxramas","鬼靈蜘蛛",1,"Minion","FP1_002t",,,,1,1,,,,,,,,,,,
"Curse of Naxxramas","鬼靈騎兵",6,"Minion","NAX8_05t",,,,0,5,"在你的回合開始時，對你的英雄造成1點傷害",,,,,,,,,,
"Curse of Naxxramas","鬼靈騎士",6,"Minion","FP1_008",,,"Common",4,5,"無法被法術或英雄能力指定",,,,True,"Chris Rahn","精靈龍跟鬼靈騎士有什麼共通點?他們都愛吃麵!",,,"在軍事區擊敗『收割者』高希後解鎖。","在軍事區中擊敗『收割者』高希即可合成。"
"Curse of Naxxramas","黑暗呼喚",,"Enchantment","FP1_028e",,,,,,"屬性提高",,,,,,,,,,
"Curse of Naxxramas","黑暗教徒",4,"Minion","FP1_023","Priest",,"Common",3,3,"<b>死亡之聲:</b>賦予一個隨機的友方手下+3生命值",,Deathrattle,,True,"Phroilan Gardner","詛咒神教發現在招募新教徒時最好不要提到他們這個教派的名字。",,,"在納克薩瑪斯中完成牧師職業挑戰後解鎖。","在納克薩瑪斯中完成牧師職業挑戰即可合成。"
"System","",8,"Minion","PlaceholderCard","Mage",,"Epic",6,9,"","Neutral",,,,,,,,,
"Credits","Andy Brock",3,"Minion","CRED_15",,,"Legendary",1,1,"無法被<b>沉默</b>。<b>聖盾術</b>，<b>潛行</b>",,,,,,,True,,,
"Credits","Ben Brode",1,"Minion","CRED_08",,,"Legendary",4,3,"您的音量無法低於最大值",,,,,,,True,,,
"Credits","Ben Thompson",7,"Minion","CRED_09",,,"Legendary",4,6,"<b>戰吼:</b>用筆畫出幾張牌",,,,,,,True,,,
"Credits","Bob Fitch",4,"Minion","CRED_03",,,"Legendary",2,3,"<b>超級嘲諷:</b>每個角色都必須攻擊這個手下",,,,,,,True,,,
"Credits","Brian Schwab",10,"Minion","CRED_13",,,"Legendary",10,10,"在你的回合結束時，賦予一個隨機手下+1攻擊力",,,,,,,True,,,
"Credits","Derek Sakamoto",1,"Minion","CRED_06",,,"Legendary",3,1,"他拍腳板的聲音惡名昭彰",,,,,,,True,,,
"Credits","Eric Dodds",5,"Minion","CRED_02",,,"Legendary",5,6,"<b>戰吼:</b>召喚一個2/2的海盜並摧毀全部忍者",,,,,,,True,,,
"Credits","Hamilton Chu",5,"Minion","CRED_16",,,"Legendary",9,7,"在大部分的時間裡，能成功避免自己成為問題的一部分...",,,,,,,True,,,
"Credits","Jason Chayes",6,"Minion","CRED_01",,,"Legendary",7,6,"<b>狂怒:</b>開玩笑的!他從來不狂怒",,,,,,,True,,,
"Credits","Jay Baxter",4,"Minion","CRED_11",,,"Legendary",1,4,"<b>戰吼:</b>召喚五個隨機的發明",,,,,,,True,,,
"Credits","Kyle Harrison",4,"Minion","CRED_05",,,"Legendary",5,3,"3點叫5/4?這還真划算啊!",,,,,,,True,,,
"Credits","Michael Schweitzer",2,"Minion","CRED_10",,,"Legendary",2,2,"<b>連連連擊:</b>摧毀一個手下",,,,,,,True,,,
"Credits","Rachelle Davis",2,"Minion","CRED_12",,,"Legendary",1,2,"<b>戰吼:</b>抽兩張牌。她不是見習工程師",,,,,,,True,,,
"Credits","Rob Pardo",9,"Minion","CRED_17",,,"Legendary",9,9,"你的套牌裡面必須要有這個手下，否則無法開始",,,,,,,True,,,
"Credits","Steven Gabriel",3,"Minion","CRED_04",,,"Legendary",3,1,"<b>戰吼:</b>召喚一杯泡沫啤酒",,,,,,,True,,,
"Credits","Yong Woo",2,"Minion","CRED_14",,,"Legendary",3,5,"你的其他手下擁有+3攻擊力及<b>衝鋒</b>",,,,,,,True,,,
"Credits","Zwick",2,"Minion","CRED_07",,,"Legendary",2,2,"<b>戰吼:</b>抱怨培根的價格",,,,,,,True,,,
"Basic","『光明使者』烏瑟",30,"Hero","HERO_04","Paladin",,"Free",,,,"Neutral",,,True,,,,,,
"Basic","不!!!!!!!!",,"Spell","GAME_006",,,,,2,"你原本有的卡片不知為何被刪除了。來，改用這張吧!",,,,,,"就連說明文字都被刪了。真糟糕。",,,,
"Basic","不在電腦前",,"Enchantment","GAME_004",,,,,,"你的回合時間變短了",,,,,,,,,,
"Basic","主人在場",,"Enchantment","DS1_070o","Hunter",,,,,"+2/+2及<b>嘲諷</b>",,,,,,,,,,
"Basic","保護聖禦",,"Spell","EX1_371","Paladin",,"Free",,1,"賦予一個手下<b>聖盾術</b>","Neutral",,,True,"Clint Langley","這個法術的名字改了好幾次，改到連聖騎士都不知道現在該怎麼稱呼它了。",,,"於1級時解鎖。","於23級時解鎖。"
"Basic","兇蠻咆哮",,"Enchantment","CS2_011o","Druid",,,,,"本回合+2攻擊力",,OneTurnEffect,,,,,,,,
"Basic","兇蠻咆哮",,"Spell","CS2_011","Druid",,"Common",,3,"本回合賦予你全部的角色+2攻擊力","Neutral",,,True,"Grace Liu","他們在吼什麼?沒有人能說得清楚，不過聽起來像是在大吼「我是猛男」。這大概也不是真正的涵義啦。",,,"於4級時解鎖。","於43級時解鎖。"
"Basic","先祖治療",,"Spell","CS2_041","Shaman",,"Free",,0,"使一個手下的生命值恢復到全滿並賦予<b>嘲諷</b>","Neutral",,,True,"Dan Scott","其實，我比較喜歡讓活人來幫我治療，別動不動就請出祖先。",,,"於1級時解鎖。","於15級時解鎖。"
"Basic","先祖灌注",,"Enchantment","CS2_041e","Shaman",,,,,"嘲諷。",,Taunt,,,,,,,,
"Basic","冰霜新星",,"Spell","CS2_026","Mage",,"Common",,3,"<b>凍結</b>全部敵方手下","Neutral",Freeze,,True,"Josh Tallman","這真的很冷。不管以字面或含意而言。",,,"於6級時解鎖。","於23級時解鎖。"
"Basic","冰霜震擊",,"Spell","CS2_037","Shaman",,"Free",,1,"對一個敵方角色造成$1點傷害並使其<b>凍結</b>","Neutral",Freeze,,True,"Alex Horley Orlandelli","冰霜震擊!",,,"於1級時解鎖。","於32級時解鎖。"
"Basic","冰風雪人",5,"Minion","CS2_182",,,"Common",4,4,,"Neutral",,,True,"Mauro Cascioli","他的夢想是下山開一間冰店，只是一直無法鼓起勇氣這麼做。",,,,"於戰士55級時解鎖。"
"Basic","凍原犀牛",5,"Minion","DS1_178","Hunter",,"Common",2,5,"你的野獸獲得<b>衝鋒</b>","Neutral",,,True,"Lars Grant-West","凍原犀牛經常被誤認為是科多獸。還是我誤認了?",,"Beast","於8級時解鎖。","於43級時解鎖。"
"Basic","利爪",,"Enchantment","CS2_017o","Druid",,,,,"本回合賦予你的英雄+1攻擊力",,OneTurnEffect,,,,,,,,
"Basic","刺客之刃",,"Weapon","CS2_080","Rogue",4,"Common",3,5,,"Neutral",,,True,"Brian Huang","保證曾由真正刺客所擁有。內附有雷射標籤的證書。",,,"於2級時解鎖。","於32級時解鎖。"
"Basic","剃刀沼澤獵人",3,"Minion","CS2_196",,,"Common",2,3,"<b>戰吼:</b>召喚一隻1/1的野豬","Horde",Battlecry,,True,"Clint Langley","曾經有人招惹過一次長牙。就一次。",,,,"於獵人55級時解鎖。"
"Basic","力量祝福",,"Spell","CS2_087","Paladin",,"Free",,1,"賦予一個手下+3攻擊力","Neutral",,,True,"Zoltan Boros","「我現在有讓你閃一邊的<b>力量</b>了。」-剛被祝福加持的蛤蟆邁克如是說。",,,"於1級時解鎖。","於45級時解鎖。"
"Basic","力量祝福",,"Enchantment","CS2_087e","Paladin",,,,,"+3攻擊力","Neutral",,,,,,,,,
"Basic","動物夥伴",,"Spell","NEW1_031","Hunter",,"Common",,3,"召喚一隻隨機的野獸夥伴",,,,True,"Wei Wang","你能召喚出米莎、里奧克或胡佛。胡佛造成的麻煩比他的用處還大。",,,"於2級時解鎖。","於45級時解鎖。"
"Basic","匕首專精",,"Hero Power","CS2_083b","Rogue",,"Free",,2,"<b>英雄能力</b>
裝備一把1/2匕首","Neutral",,,,,,,,,
"Basic","北郡教士",3,"Minion","CS2_235","Priest",,"Free",1,1,"每當有手下受到治療，抽一張牌",,HealTarget,,True,"Terese Nielsen","他們會幫助受到欺壓及陷入麻煩的人。他們也會賣餅乾。",,,"於1級時解鎖。","於40級時解鎖。"
"Basic","卡爾洛斯·地獄吼",30,"Hero","HERO_01","Warrior",,"Free",,,,"Neutral",,,True,,,,,,
"Basic","厲鱗神諭者",1,"Minion","EX1_508",,,"Common",1,1,"全部其他魚人獲得+1攻擊力","Neutral",Aura,"",True,"Phil Saunders","神諭者算是比較聰明的魚人。但其實，差別好像也不大。",,"Murloc",,"於術士53級時解鎖。"
"Basic","古拉巴什狂戰士",7,"Minion","EX1_399",,,"Common",2,5,"每當這個手下受到傷害，獲得+3攻擊力","Neutral",,,True,"Alex Horley Orlandelli","痛過，才會有所成長。",,,,"於術士57級時解鎖。"
"Basic","古爾丹",30,"Hero","HERO_07","Warlock",,"Free",,,,"Neutral",,,True,,,,,,
"Basic","召喚圖騰",,"Hero Power","CS2_049","Shaman",,"Free",,2,"<b>英雄能力</b>
召喚一個隨機的圖騰","Neutral",,,,,,,,,
"Basic","吸取生命",,"Spell","CS2_061","Warlock",,"Free",,3,"造成$2點傷害。使你的英雄恢復#2點生命值","Neutral",,,True,"Alex Horley Orlandelli","「我剛吸走了你一年的壽命。」",,,"於1級時解鎖。","於45級時解鎖。"
"Basic","啦嘎咕啦布啦!",,"Enchantment","EX1_508o",,,,,,"這個魚人+1攻擊力",,,,,,,,,,
"Basic","嗜血術",,"Enchantment","CS2_046e","Shaman",,,,,"本回合+3攻擊力",,OneTurnEffect,,,,,,,,
"Basic","嗜血術",,"Spell","CS2_046","Shaman",,"Common",,5,"本回合賦予你的全部手下+3攻擊力","Neutral",,,True,"Luca Zontini","呃嗚喔哇啊啊啊啊啊!",,,"於2級時解鎖。","於40級時解鎖。"
"Basic","圖騰之力",,"Enchantment","EX1_244e","Shaman",,,,,"+2生命值",,,,,,,,,,
"Basic","圖騰之力",,"Spell","EX1_244","Shaman",,"Common",,0,"賦予你的圖騰+2生命值","Neutral",,,True,"Trent Kaniuga","我們建議從現在起最好停止踩圖騰的行為。",,,"於6級時解鎖。","於28級時解鎖。"
"Basic","團隊隊長",2,"Minion","CS2_122",,,"Free",2,3,"你的其他手下擁有+1攻擊力",,Aura,"",True,"Phill Gonzales","「扣你50點DKP!」",,,,"於戰士57級時解鎖。"
"Basic","地獄烈焰",,"Spell","CS2_062","Warlock",,"Free",,4,"對<b>全部</b>角色造成$3點傷害","Neutral",,,True,"Chippy","像這種無差別攻擊的法術就是術士很難找到夥伴的原因。",,,"於1級時解鎖。","於49級時解鎖。"
"Basic","地精發明家",4,"Minion","CS2_147",,,"Common",2,4,"<b>戰吼:</b>抽一張牌","Alliance",Battlecry,,True,"Court Jones","她不太清楚她在製造什麼，她只知道做出來的東西一定棒透了!",,,,"於牧師57級時解鎖。"
"Basic","多重射擊",,"Spell","DS1_183","Hunter",,"Free",,4,"對敵方兩個隨機手下造成$3點傷害","Neutral",,,True,"Benjamin Zhang","這一切都跟<b>吞吐量</b>有關，懂吧?",,,"於1級時解鎖。","於36級時解鎖。"
"Basic","夜刃刺客",4,"Minion","EX1_593",,,"Free",4,5,"<b>戰吼:</b>對敵方英雄造成3點傷害","Neutral",Battlecry,,True,"Raymond Swanland","臉應該是你最不希望被匕首割到的地方，而盜賊偏偏最喜歡用匕首割人家的臉。",,,,"於德魯伊53級時解鎖。"
"Basic","大法師",7,"Minion","CS2_155",,,"Common",4,6,"<b>法術傷害+1</b>","Alliance",Spellpower,,True,"Steve Ellis","等你能夠消滅任何說你沒資格叫大法師的人，你自然就會獲得這個稱號。",,,,"於法師57級時解鎖。"
"Basic","奉獻",,"Spell","CS2_093","Paladin",,"Common",,4,"對全部敵人造成$2點傷害","Neutral",,,True,"Vance Kovacs","受到奉獻的土地在神聖能量下散發著光輝。但也有點臭臭的。",,,"於4級時解鎖。","於43級時解鎖。"
"Basic","奧金收割斧",,"Weapon","CS2_112","Warrior",2,"Common",5,5,,"Neutral",,,True,"Stefan Kopinski","這不是收割稻穀的，是收割腦袋的。",,,"於10級時解鎖。","於51級時解鎖。"
"Basic","妖術",,"Spell","EX1_246","Shaman",,"Free",,3,"將一個手下變形為一隻0/1及有<b>嘲諷</b>的青蛙","Neutral",,,True,"Steve Hui","如果用妖術在魚人身上的話...好像沒什麼差別，對吧?",,,"於1級時解鎖。","於47級時解鎖。"
"Basic","妖術變形",,"Enchantment","EX1_246e","Shaman",,,,,"這個手下被變形了!",,Morph,,,,,,,,
"Basic","安杜因·烏瑞恩",30,"Hero","HERO_09","Priest",,"Free",,,,"Neutral",,,True,,,,,,
"Basic","寒冰箭",,"Spell","CS2_024","Mage",,"Common",,2,"對一個角色造成$3點傷害並使其<b>凍結</b>","Neutral",Freeze,,True,"Steve Ellis","大喊「冷爆了!」、「好冷喔!」或「冰一下，寶貝!」是打出這張牌的傳統。",,,"於2級時解鎖。","於40級時解鎖。"
"Basic","巨魔法師",4,"Minion","CS2_197",,,"Common",4,4,"<b>法術傷害+1</b>","Neutral",Spellpower,,True,"James Ryman","當初到底是誰提議要訓練巨魔去學魔法的...",,,,"於術士55級時解鎖。"
"Basic","巫毒巫醫",1,"Minion","EX1_011",,,"Free",2,1,"<b>戰吼:</b>恢復2點生命值","Horde",Battlecry,,True,"Karl Richardson","巫毒是一門經常被誤會的藝術。但不管怎麼說，它都是一門藝術。",,,,"於盜賊55級時解鎖。"
"Basic","幸運幣",,"Spell","GAME_005",,,,,,"在本回合內獲得額外一顆法力水晶",,,,,,,,,,
"Basic","幸運幣",,"Enchantment","GAME_005e",,,,,,,,,,,,,,,,
"Basic","強化",,"Enchantment","CS2_122e",,,,,,"團隊隊長賦予了這個手下+1攻擊力",,,,,,,,,,
"Basic","心靈幻象",,"Spell","CS2_003","Priest",,"Common",,1,"從對手手上複製一張隨機卡片，並放到你的手牌裡","Neutral",,,True,"Michael Komarck","我知道你幹過哪些好事。",,,"於4級時解鎖。","於32級時解鎖。"
"Basic","心靈震爆",,"Spell","DS1_233","Priest",,"Free",,2,"對敵方英雄造成$5點傷害","Neutral",,,True,"Dave Allsop","這個法術會對你的<b>心靈</b>造成很大的震盪。",,,"於1級時解鎖。","於15級時解鎖。"
"Basic","恐怖的煉獄火",6,"Minion","CS2_064","Warlock",,"Common",6,6,"<b>戰吼:</b>對全部其他角色造成1點傷害","Neutral",Battlecry,,True,"Zoltan & Gabor","「煉獄火!!」-賈拉克瑟斯，燃燒軍團的埃雷達爾領主",,"Demon","於10級時解鎖。","於23級時解鎖。"
"Basic","悶棍",,"Spell","EX1_581","Rogue",,"Free",,2,"使一個敵方手下返回對手的手上","Neutral",,,True,"Scott Altmann","警衛!有這樣敲了又敲，敲了又敲的嗎?",,,"於1級時解鎖。","於40級時解鎖。"
"Basic","惡毒之匕",,"Weapon","CS2_082","Rogue",2,"Free",1,1,,"Neutral",,,,,,,,,
"Basic","憤怒之錘",,"Spell","CS2_094","Paladin",,"Free",,4,"造成$3點傷害。
抽一張牌","Neutral",,,True,"Efrem Palacios","好的聖騎士會準備很多工具，像是憤怒之錘、復仇之鉗、正義之鋸等等。",,,"於1級時解鎖。","於32級時解鎖。"
"Basic","戰歌指揮官",3,"Minion","EX1_084","Warrior",,"Free",2,3,"每當你打出攻擊力在3點以下的手下，賦予該手下<b>衝鋒</b>","Neutral",,,True,"Wei Wang","戰歌這個部族非常<b>戲劇化</b>。當上他們的指揮官未必是一件好事。",,,"於1級時解鎖。","於36級時解鎖。"
"Basic","戰爭魔像",7,"Minion","CS2_186",,,"Common",7,7,,"Neutral",,,True,"Dave Kendall","魔像並不會感到恐懼，但是因為某種因素，如果對它們施放恐懼術，它們還是會逃走。是本能嗎?還是想要融入人群?",,,,"於盜賊51級時解鎖。"
"Basic","揮擊",,"Spell","CS2_012","Druid",,"Common",,4,"對一個敵人造成$4點傷害，並對其他敵人造成$1點傷害","Neutral",,,True,"Sean O’Daniels","當熊站起來張開雙臂的時候，小心，他即將要伸爪揮擊了!...不過當然，也有可能只是想要抱抱你而已。",,,"於8級時解鎖。","於47級時解鎖。"
"Basic","援軍",,"Hero Power","CS2_101","Paladin",,"Free",,2,"<b>英雄能力</b>
召喚一個1/1白銀之手新兵","Neutral",,,,,,,,,
"Basic","擊殺命令",,"Spell","EX1_539","Hunter",,"Common",,3,"造成$3點傷害。若你有野獸，則造成$5點傷害","Neutral",,,True,"Gabe from Penny Arcade","「殺!」他命令道。",,,"於10級時解鎖。","於49級時解鎖。"
"Basic","擲幣之化身",1,"Minion","GAME_002",,,"Free",1,0,"<i>你在擲幣時輸了，不過獲得了一個朋友</i>",,,,,,,,,,
"Basic","擲幣之幸運",,"Enchantment","GAME_001",,,,,,"後手讓你獲得額外的生命值",,,,,,,,,,
"Basic","擲幣之復仇",,"Enchantment","GAME_003e",,,,,,"後手讓你的第一個手下變得更強大",,,,,,,,,,
"Basic","擲幣之復仇",,"Enchantment","GAME_003",,,,,,"後手讓你的第一個手下變得更強大",,,,,,,,,,
"Basic","啟動",,"Spell","EX1_169","Druid",,"Free",,0,"獲得2顆法力水晶，只在本回合中有效","Neutral",,,True,"Doug Alexander","有些德魯伊腦中還有著陌生人對他們大喊「給我啟動!」的陰影。",,,"於1級時解鎖。","於36級時解鎖。"
"Basic","教士的祝福",,"Enchantment","EX1_019e","Priest",,,,,"+1/+1",,,,,,,,,,
"Basic","斬殺",,"Spell","CS2_108","Warrior",,"Free",,1,"摧毀一個已經受傷的敵方手下","Neutral",,,True,"Dany Orizio","不用心軟，他罪有應得。",,,"於1級時解鎖。","於47級時解鎖。"
"Basic","旋風斬",,"Spell","EX1_400","Warrior",,"Common",,1,"對全部手下造成$1點傷害","Neutral",,,True,"Jonboy Meyers","要分辨老戰士和新手戰士的方法:菜鳥會在用旋風斬時大喊「耶!!」",,,"於6級時解鎖。","於32級時解鎖。"
"Basic","星火術",,"Spell","EX1_173","Druid",,"Common",,6,"造成$5點傷害。
抽一張牌","Neutral",,,True,"Alex Horley Orlandelli","平衡對德魯伊來說非常重要。這是一張完美平衡的卡片。",,,"於2級時解鎖。","於45級時解鎖。"
"Basic","暗影箭",,"Spell","CS2_057","Warlock",,"Free",,3,"對一個手下造成$4點傷害","Neutral",,,True,"Dave Allsop","這是箭。這是暗影組成的。你還想知道什麼啊?",,,"於1級時解鎖。","於47級時解鎖。"
"Basic","暗殺",,"Spell","CS2_076","Rogue",,"Free",,5,"摧毀一個敵方手下","Neutral",,,True,"Glenn Rane","如果你不想被暗殺，搬去貧瘠之地然後改名換姓。祝你好運!",,,"於1級時解鎖。","於47級時解鎖。"
"Basic","暗言術:死",,"Spell","EX1_622","Priest",,"Common",,3,"摧毀一個攻擊力在5點以上的手下",,,,True,"Raymond Swanland","如果你施放失敗，只會在目標身上留下一個閃電形狀的疤痕。",,,"於8級時解鎖。","於43級時解鎖。"
"Basic","暗言術:痛",,"Spell","CS2_234","Priest",,"Free",,2,"摧毀一個攻擊力在3點以下的手下",,,,True,"Raymond Swanland","這是許多見習牧師施放的「暗言術:煩」的升級版。",,,"於1級時解鎖。","於36級時解鎖。"
"Basic","暗鱗醫者",5,"Minion","DS1_055",,,"Common",4,5,"<b>戰吼:</b>替全部友方角色恢復2點生命值","Neutral",Battlecry,,True,"Jesper Ejsing","治療只是她閒暇時做的事情。其實應該算是嗜好，真的。",,,,"於牧師55級時解鎖。"
"Basic","暴風城之力",,"Enchantment","CS2_222o",,,,,,"擁有+1/+1",,,,,,,,,,
"Basic","暴風城勇士",6,"Minion","CS2_222",,,"Common",6,7,"你的其他手下獲得+1/+1","Alliance",Aura,"",True,"Doug Alexander","在死亡之翼攻擊首都時，這名士兵是他們小隊裡唯一的倖存者。現在他過得十分苦悶。",,,,"於聖騎士59級時解鎖。"
"Basic","暴風城騎士",5,"Minion","CS2_131",,,"Common",2,4,"<b>衝鋒</b>","Alliance",Charge,,True,"Ladronn","他們對於那次的「死亡之翼事件」仍然感到羞愧。",,,,"於聖騎士55級時解鎖。"
"Basic","月火術",,"Spell","CS2_008","Druid",,"Common",,0,"造成$1點傷害","Neutral",,,True,"Richard Wright","「施放月火術，一直放不停。」-如何成為德魯伊，第5章第3節",,,"於6級時解鎖。","於40級時解鎖。"
