SET,NAME,HEALTH,TYPE,ID,PLAYERCLASS,DURABILITY,RARITY,ATTACK,COST,TEXT,FACTION,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Curse of Naxxramas,舞动之剑,4,Minion,FP1_029,,,Common,4,3,<b>亡语：</b>你的对手抽一张牌。,,Deathrattle,,True,Jon McConnell,请欣赏他们的瑞格舞步。,,,在击败军事区的教官苏维奥斯后解锁。,在军事区击败教官拉苏维奥斯后能够制作。
Curse of Naxxramas,萨菲隆,45,Hero,NAX14_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,萨菲隆,30,Hero,NAX14_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,虫群风暴,,Spell,NAX1_05,,,,,7,对所有敌方随从造成$3点伤害。为你的英雄恢复#3点生命值。,,,,,,,,,,
Curse of Naxxramas,蛛魔,4,Minion,FP1_007t,,,Rare,4,3,,,,,,,,,,,
Curse of Naxxramas,蛛魔,4,Minion,NAX1h_03,,,,4,2,,,,,,,,,,,
Curse of Naxxramas,蛛魔,1,Minion,NAX1_03,,,,3,2,,,,,,,,,,,
Curse of Naxxramas,蛛魔之卵,2,Minion,FP1_007,,,Rare,0,2,<b>亡语：</b>召唤一个4/4的蛛魔。,,Deathrattle,,True,Justin Thavirat,蛛魔产的卵和鸡生的蛋都含有丰富的蛋白质。,,,在击败蜘蛛区的迈克斯纳后解锁。,在蜘蛛区击败迈克斯纳后能够制作。
Curse of Naxxramas,被冰封的勇士,10,Minion,NAX14_03,,,,2,5,被永久冻结。相邻的随从免疫冰霜吐息。,,Aura,,,,,,,,
Curse of Naxxramas,裹体之网,,Hero Power,NAX3_02H,,,,,0,<b>英雄技能</b>将两个随机敌方随从移回对手的手牌。,,,,,,,,,,
Curse of Naxxramas,裹体之网,,Hero Power,NAX3_02,,,,,3,<b>英雄技能</b>将一个随机敌方随从移回对手的手牌。,,,,,,,,,,
Curse of Naxxramas,费尔根,7,Minion,FP1_015,,,Legendary,4,5,<b>亡语：</b>如果斯塔拉格也在本局对战中死亡，召唤塔迪乌斯。,,Deathrattle,,True,Dany Orizio,费尔根很悲伤，因为所有人都喜欢斯塔拉格。,,True,在击败构造区的所有首领后解锁。,在构造区击败所有首领后能够制作。
Curse of Naxxramas,费尔根,7,Minion,NAX13_04H,,,Legendary,4,5,,,,,,,,,True,,
Curse of Naxxramas,蹒跚的食尸鬼,3,Minion,FP1_024,,,Common,1,2,<b>嘲讽，亡语：</b>对所有随从造成1点伤害。,,Deathrattle|Taunt,,True,Mike Nicholson,最近，给食尸鬼喂食火箭燃料是各大死灵学院最为流行的玩法。,,,在击败瘟疫区的肮脏的希尔盖后解锁。,在瘟疫区击败肮脏的希尔盖后能够制作。
Curse of Naxxramas,转生,,Spell,FP1_025,Shaman,,Common,,2,消灭一个随从，然后将其复活，并恢复所有生命值。,,,,True,Dan Scott,这和出生时没什么两样，除了你生下来就是个成年人，除了你一秒钟之前还是个死人。,,,在完成纳克萨玛斯的萨满祭司职业挑战后解锁。,在纳克萨玛斯完成萨满祭司职业挑战后能够制作。
Curse of Naxxramas,辐射泥浆怪,2,Minion,NAX11_03,,,,2,1,,,,,,,,,,,
Curse of Naxxramas,迈克斯纳,45,Hero,NAX3_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,迈克斯纳,30,Hero,NAX3_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,迈克斯纳,8,Minion,FP1_010,,,Legendary,2,6,消灭任何受到该随从伤害的随从。,,Poisonous,,True,Howard Lyon,每当人们用“蜘蛛三”称呼迈克斯纳的时候，它就会很生气。,Beast,True,在击败蜘蛛区的所有首领后解锁。,在蜘蛛区击败所有首领后能够制作。
Curse of Naxxramas,送葬者,2,Minion,FP1_028,,,Common,1,1,每当你召唤一个具有<b>亡语</b>的随从，便获得+1攻击力。,,,,True,Jonboy Meyers,在这样一个几乎每个人都能把同伴复活的世界，送葬者的工作其实很轻松。,,,在击败构造区的帕奇维克后解锁。,在构造区击败帕奇维克后能够制作。
Curse of Naxxramas,通灵教诲,,Enchantment,FP1_023e,Priest,,,,,+3生命值。,,,,,,,,,,
Curse of Naxxramas,邪恶之影,,Hero Power,NAX9_06,,,,,5,<b>英雄技能</b>抽两张牌。,,,,,,,,,,
Curse of Naxxramas,重压打击,,Hero Power,NAX7_03,,,,,2,<b>英雄技能</b>造成3点伤害。,,,,,,,,,,
Curse of Naxxramas,重压打击,,Hero Power,NAX7_03H,,,,,1,<b>英雄技能</b>造成4点伤害。,,,,,,,,,,
Curse of Naxxramas,铁钩,,Weapon,NAX10_02H,,8,,4,3,<b>风怒</b><b>亡语：</b>将这把武器移回你的手牌。,,Deathrattle|Windfury,,,,,,,,
Curse of Naxxramas,铁钩,,Weapon,NAX10_02,,8,,5,3,<b>亡语：</b>将这把武器移回你的手牌。,,Deathrattle,,,,,,,,
Curse of Naxxramas,锁链,,Hero Power,NAX15_04,,,,,8,<b>英雄技能</b>随机获得一个敌方随从的控制权，直到回合结束。,,,,,,,,,,
Curse of Naxxramas,锁链,,Hero Power,NAX15_04H,,,,,8,<b>英雄技能</b>随机获得一个敌方随从的控制权。,,,,,,,,,,
Curse of Naxxramas,阿努巴尔伏击者,5,Minion,FP1_026,Rogue,,Common,5,4,<b>亡语：</b>将一个随机友方随从移回你的手牌。,,Deathrattle,,True,Nate Bowden,他原来的名字叫作“阿努巴尔弹回者”，因为他喜欢把队友弹回玩家手上。虽然他改掉了这个坏习惯并因此改了名，但他有时还是会情不自禁。,,,在完成纳克萨玛斯的潜行者职业挑战后解锁。,在纳克萨玛斯完成潜行者职业挑战后能够制作。
Curse of Naxxramas,阿努布雷坎,45,Hero,NAX1h_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,阿努布雷坎,30,Hero,NAX1_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,霉菌滋生,,Enchantment,NAX6_03te,,,,,,攻击力增加。,,,,,,,,,,
Curse of Naxxramas,飞掠召唤,,Hero Power,NAX1h_04,,,,,2,<b>英雄技能</b>召唤一个4/4的蛛魔。,,,,,,,,,,
Curse of Naxxramas,飞掠召唤,,Hero Power,NAX1_04,,,,,2,<b>英雄技能</b>召唤一只3/1的蛛魔。,,,,,,,,,,
Curse of Naxxramas,骑士印记,,Enchantment,NAX9_07e,,,,,,+1/+1。,,,,,,,,,,
Curse of Naxxramas,骑士印记,,Spell,NAX9_07,,,,,5,使你的随从和武器获得+1/+1。,,,,,,,,,,
Curse of Naxxramas,骷髅,1,Minion,NAX4_03,,,,1,1,,,,,,,,,,,
Curse of Naxxramas,骷髅,5,Minion,NAX4_03H,,,,5,5,,,,,,,,,,,
Curse of Naxxramas,骷髅铁匠,3,Minion,NAXM_002,,,,4,3,<b>亡语：</b>摧毁对手的武器。,,Deathrattle,,,,,,,,
Curse of Naxxramas,鬼灵学徒,2,Minion,NAX8_03t,,,,0,1,在你的回合开始时，对你的英雄造成1点伤害。,,,,,,,,,,
Curse of Naxxramas,鬼灵战士,4,Minion,NAX8_04t,,,,0,3,在你的回合开始时，对你的英雄造成1点伤害。,,,,,,,,,,
Curse of Naxxramas,鬼灵爬行者,2,Minion,FP1_002,,,Common,1,2,<b>亡语：</b>召唤两个1/1的鬼灵蜘蛛。,,Deathrattle,,True,Jeremy Cranford,不管是看到真蜘蛛还是假蜘蛛，患有蜘蛛恐惧症的人都会发出令人毛骨悚然的尖叫。,Beast,,在击败蜘蛛区的阿努布雷坎后解锁。,在蜘蛛区击败阿努布雷坎后能够制作。
Curse of Naxxramas,鬼灵蜘蛛,1,Minion,FP1_002t,,,,1,1,,,,,,,,,,,
Curse of Naxxramas,鬼灵骑兵,6,Minion,NAX8_05t,,,,0,5,在你的回合开始时，对你的英雄造成1点伤害。,,,,,,,,,,
Curse of Naxxramas,鬼灵骑士,6,Minion,FP1_008,,,Common,4,5,无法成为法术或英雄技能的目标。,,,,True,Chris Rahn,精灵龙和鬼灵骑士有什么共同之处？它们的名字里都有“灵”字！,,,在击败军事区的收割者戈提克后解锁。,在军事区击败收割者戈提克后能够制作。
Curse of Naxxramas,黑女巫法琳娜,45,Hero,NAX2_01H,,,,,,,,,,,,,,,,
Curse of Naxxramas,黑女巫法琳娜,30,Hero,NAX2_01,,,,,,,,,,,,,,,,
Curse of Naxxramas,黑暗召唤,,Enchantment,FP1_028e,,,,,,属性值提高。,,,,,,,,,,
Curse of Naxxramas,黑暗教徒,4,Minion,FP1_023,Priest,,Common,3,3,<b>亡语：</b>使一个随机友方随从获得+3生命值。,,Deathrattle,,True,Phroilan Gardner,诅咒教派最近在招新的时候遇到很多阻力。不能拉横幅，不能写标语，不能搞游行，很难制造声势。,,,在完成纳克萨玛斯的牧师职业挑战后解锁。,在纳克萨玛斯完成牧师职业挑战后能够制作。
System,,8,Minion,PlaceholderCard,Mage,,Epic,6,9,,Neutral,,,,,,,,,
Credits,Andy Brock,3,Minion,CRED_15,,,Legendary,1,1,无法被<b>沉默，圣盾，潜行</b>。,,,,,,,,True,,
Credits,Ben Brode,1,Minion,CRED_08,,,Legendary,4,3,你的嗓音始终处于最大状态，无法下调。,,,,,,,,True,,
Credits,Ben Thompson,7,Minion,CRED_09,,,Legendary,4,6,<b>战吼：</b>抽几张牌。使劲。,,,,,,,,True,,
Credits,Bob Fitch,4,Minion,CRED_03,,,Legendary,2,3,<b>超级嘲讽</b> <i>（所有角色必须攻击该随从。）</i>,,,,,,,,True,,
Credits,Brian Schwab,10,Minion,CRED_13,,,Legendary,10,10,在你的回合结束时，使一个随机随从获得+1攻击力。,,,,,,,,True,,
Credits,Derek Sakamoto,1,Minion,CRED_06,,,Legendary,3,1,<i>臭名昭著的大嘴巴。</i>,,,,,,,,True,,
Credits,Eric Dodds,5,Minion,CRED_02,,,Legendary,5,6,<b>战吼：</b>召唤一个2/2的海盗并消灭所有忍者。,,,,,,,,True,,
Credits,Hamilton Chu,5,Minion,CRED_16,,,Legendary,9,7,<i>问题不会出在我身上！...大部分时候是这样。</i>,,,,,,,,True,,
Credits,Jason Chayes,6,Minion,CRED_01,,,Legendary,7,6,<b>激怒：</b>开玩笑的，他从来不会被激怒。,,,,,,,,True,,
Credits,Jay Baxter,4,Minion,CRED_11,,,Legendary,1,4,<b>战吼：</b>召唤五个随机发明。,,,,,,,,True,,
Credits,Kyle Harrison,4,Minion,CRED_05,,,Legendary,5,3,<i>3点召唤一个5/4的大块头？这可真划算！</i>,,,,,,,,True,,
Credits,Michael Schweitzer,2,Minion,CRED_10,,,Legendary,2,2,<b>连-连-连-连击：</b>消灭一个随从。,,,,,,,,True,,
Credits,Rachelle Davis,2,Minion,CRED_12,,,Legendary,1,2,<b>战吼：</b>抓两张牌。<i>她才不是工程师学徒呢。</i>,,,,,,,,True,,
Credits,Rob Pardo,9,Minion,CRED_17,,,Legendary,9,9,如果你的套牌中没有该随从，则你无法开始任何比赛。,,,,,,,,True,,
Credits,Steven Gabriel,3,Minion,CRED_04,,,Legendary,3,1,<b>战吼：</b>召唤一杯冰镇饮料。,,,,,,,,True,,
Credits,Yong Woo,2,Minion,CRED_14,,,Legendary,3,5,你的其他随从获得+3攻击力并具有<b>冲锋</b>。,,,,,,,,True,,
Credits,Zwick,2,Minion,CRED_07,,,Legendary,2,2,<b>战吼：</b>抱怨火腿的价格。,,,,,,,,True,,
Basic,不不不,,Spell,GAME_006,,,,,2,出于某种原因，你曾经拥有的一张牌被删除了。拿着这张牌吧，它将成为那张牌的替代品！,,,,,,连它的卡牌描述都被删除了，真扫兴。,,,,
Basic,乌瑟尔·光明使者,30,Hero,HERO_04,Paladin,,Free,,,,Neutral,,,True,,,,,,
Basic,作战傀儡,7,Minion,CS2_186,,,Common,7,7,,Neutral,,,True,Dave Kendall,傀儡们从来不会胆怯，但是出于某种原因，当你对它们施放“恐惧”的时候，它们依然会逃跑。也许这就是天性？或是想要融入这个世界的渴望？,,,,潜行者达到51级后解锁。
Basic,侏儒发明家,4,Minion,CS2_147,,,Common,2,4,<b>战吼：</b>抽一张牌。,Alliance,Battlecry,,True,Court Jones,她从来不知道她想发明的是什么，她只知道要发明很棒的东西！,,,,牧师达到57级后解锁。
Basic,保护之手,,Spell,EX1_371,Paladin,,Free,,1,使一个随从获得<b>圣盾</b>。,Neutral,,,True,Clint Langley,这个法术的名字已经被修改了太多次，导致连圣骑士们都不知道它应该叫什么了。,,,达到1级后解锁。,达到23级后解锁。
Basic,先祖治疗,,Spell,CS2_041,Shaman,,Free,,0,为一个随从恢复所有生命值并使其获得<b>嘲讽</b>。,Neutral,,,True,Dan Scott,你能在战斗中能够召唤祖先的灵魂！所以，出生在一个强大的家族是很重要的！,,,达到1级后解锁。,达到15级后解锁。
Basic,先祖眷顾,,Enchantment,CS2_041e,Shaman,,,,,嘲讽,,Taunt,,,,,,,,
Basic,全副武装！,,Hero Power,CS2_102,Warrior,,Free,,2,<b>英雄技能</b>获得2点护甲值。,Neutral,,,,,,,,,
Basic,冰霜新星,,Spell,CS2_026,Mage,,Common,,3,<b>冻结</b>所有敌方随从。,Neutral,Freeze,,True,Josh Tallman,嘿，伙计，这会冻死你的。我是说真的。,,,达到6级后解锁。,达到23级后解锁。
Basic,冰霜震击,,Spell,CS2_037,Shaman,,Free,,1,对一个敌方角色造成$1点伤害，并使其<b>冻结</b>。,Neutral,Freeze,,True,Alex Horley Orlandelli,年轻的萨满们可能没听说过《你与冰霜震击》这本书。,,,达到1级后解锁。,达到32级后解锁。
Basic,冰风雪人,5,Minion,CS2_182,,,Common,4,4,,Neutral,,,True,Mauro Cascioli,他梦想着有一天能够下山开一间拉面店。但他没有那个勇气。,,,,战士达到55级后解锁。
Basic,冲锋,,Enchantment,DS1_178e,Hunter,,,,,苔原犀牛使其获得<b>冲锋</b>。,,,,,,,,,,
Basic,冲锋,,Enchantment,CS2_103e2,Warrior,,,,,+2攻击力并获得<b>冲锋</b>。,,,,,,,,,,
Basic,冲锋,,Spell,CS2_103,Warrior,,Free,,3,使一个友方随从获得+2攻击力和<b>冲锋</b>。,Neutral,,,True,Alex Horley Orlandelli,“伙计们！伙计们！你们稳着点儿！”——某些不属于战士的随从。,,,达到1级后解锁。,达到23级后解锁。
Basic,冲锋,,Enchantment,EX1_084e,Warrior,,,,,该随从获得<b>冲锋</b>。,,,,,,,,,,
Basic,刀扇,,Spell,EX1_129,Rogue,,Common,,3,对所有敌方随从造成$1点伤害，抽一张牌。,Neutral,,,True,Andrew Robinson,转瞬即逝的寒光闪过，漫天飞舞的血花绽放。,,,达到4级后解锁。,达到29级后解锁。
Basic,列王守卫,6,Minion,CS2_088,Paladin,,Common,5,7,<b>战吼：</b>为你的英雄恢复6点生命值。,Neutral,Battlecry,,True,E.M. Gist,神圣的造物从天而降...真是老掉牙的剧情！,,,达到8级后解锁。,达到47级后解锁。
Basic,利爪,,Enchantment,CS2_017o,Druid,,,,,在本回合中，你的英雄获得+1攻击力。,,OneTurnEffect,,,,,,,,
Basic,刺客之刃,,Weapon,CS2_080,Rogue,4,Common,3,5,,Neutral,,,True,Brian Huang,只有真正的刺客才配拥有。如假包换。,,,达到2级后解锁。,达到32级后解锁。
Basic,刺杀,,Spell,CS2_076,Rogue,,Free,,5,消灭一个敌方随从。,Neutral,,,True,Glenn Rane,要是你不想被人暗杀，躲到贫瘠之地，然后隐姓埋名。祝你好运！,,,达到1级后解锁。,达到47级后解锁。
Basic,剃刀猎手,3,Minion,CS2_196,,,Common,2,3,<b>战吼：</b>召唤一个1/1的野猪。,Horde,Battlecry,,True,Clint Langley,有人曾经把塔丝克惹毛过一次。就一次。,,,,猎人达到55级后解锁。
Basic,力量祝福,,Spell,CS2_087,Paladin,,Free,,1,使一个随从获得+3攻击力。,Neutral,,,True,Zoltan Boros,没有善，没有恶，也没有圣光。只有——力量！,,,达到1级后解锁。,达到45级后解锁。
Basic,力量祝福,,Enchantment,CS2_087e,Paladin,,,,,+3攻击力。,Neutral,,,,,,,,,
Basic,加尔鲁什·地狱咆哮,30,Hero,HERO_01,Warrior,,Free,,,,Neutral,,,True,,,,,,
Basic,动物伙伴,,Spell,NEW1_031,Hunter,,Common,,3,随机召唤一个野兽伙伴。,,,,True,Wei Wang,你可以召唤米莎，雷欧克或是霍弗！霍弗又没用，又爱惹麻烦！,,,达到2级后解锁。,达到45级后解锁。
Basic,匕首精通,,Hero Power,CS2_083b,Rogue,,Free,,2,<b>英雄技能</b>装备一把1/2的匕首。,Neutral,,,,,,,,,
Basic,北郡牧师,3,Minion,CS2_235,Priest,,Free,1,1,每当一个随从获得治疗时，抽一张牌。,,HealTarget,,True,Terese Nielsen,她们帮助被压迫和沮丧的人们。她们也卖饼干。,,,达到1级后解锁。,达到40级后解锁。
Basic,变形,,Hero Power,CS2_017,Druid,,Free,,2,<b>英雄技能</b>本回合+1攻击力。+1护甲值。,Neutral,,,,,,,,,
Basic,变形术,,Enchantment,CS2_022e,Mage,,Common,,,该随从被变形成为1/1的绵羊。,Neutral,Morph,,,,,,,,
Basic,变形术,,Spell,CS2_022,Mage,,Free,,4,使一个随从变形成为1/1的绵羊。,Neutral,,,True,Vance Kovacs,你能想象一个嗜血的兽人发出咩咩的叫声吗？,,,达到1级后解锁。,达到47级后解锁。
Basic,古尔丹,30,Hero,HERO_07,Warlock,,Free,,,,Neutral,,,True,,,,,,
Basic,古拉巴什狂暴者,7,Minion,EX1_399,,,Common,2,5,每当该随从受到伤害，便获得+3攻击力。,Neutral,,,True,Alex Horley Orlandelli,如果那些伤痛没能让你死掉，它们就会让你更强大。,,,,术士达到57级后解锁。
Basic,吉安娜·普罗德摩尔,30,Hero,HERO_08,Mage,,Free,,,,Neutral,,,True,,,,,,
Basic,吸取生命,,Spell,CS2_061,Warlock,,Free,,3,造成$2点伤害，为你的英雄恢复#2点生命值。,Neutral,,,True,Alex Horley Orlandelli,“我只是减少了你一年的寿命而已。”,,,达到1级后解锁。,达到45级后解锁。
Basic,嗜血,,Spell,CS2_046,Shaman,,Common,,5,在本回合中，使你的随从获得+3攻击力。,Neutral,,,True,Luca Zontini,呜啊哇哇哇哇哇！,,,达到2级后解锁。,达到40级后解锁。
Basic,嗜血,,Enchantment,CS2_046e,Shaman,,,,,在本回合中，获得+3攻击力。,,OneTurnEffect,,,,,,,,
Basic,团队领袖,2,Minion,CS2_122,,,Free,2,3,你的其他随从获得+1攻击力。,,Aura,,True,Phill Gonzales,“谁再敢OT的，扣掉50DKP！”,,,,战士达到57级后解锁。
Basic,图腾之力,,Enchantment,EX1_244e,Shaman,,,,,+2生命值。,,,,,,,,,,
Basic,图腾之力,,Spell,EX1_244,Shaman,,Common,,0,使你的图腾获得+2生命值。,Neutral,,,True,Trent Kaniuga,禁止踩踏图腾。,,,达到6级后解锁。,达到28级后解锁。
Basic,图腾召唤,,Hero Power,CS2_049,Shaman,,Free,,2,<b>英雄技能</b>随机召唤一个图腾。,Neutral,,,,,,,,,
Basic,圣光术,,Spell,CS2_089,Paladin,,Free,,2,恢复#6点生命值。,Neutral,,,True,Zoltan & Gabor,如果你经常暴露于圣光之下，你应该考虑随身带着防晒霜。,,,达到1级后解锁。,达到15级后解锁。
Basic,圣光的正义,,Weapon,CS2_091,Paladin,4,Free,1,1,,Neutral,,,True,Glenn Rane,玛克扎尔王子收集了不少稀有的武器，他赋予它们生命，并让它们为他起舞。,,,达到1级后解锁。,达到36级后解锁。
Basic,地狱烈焰,,Spell,CS2_062,Warlock,,Free,,4,对所有角色造成$3点伤害。,Neutral,,,True,Chippy,鸟尽弓藏，兔死狗烹，术士才不需要什么忠心耿耿的随从。,,,达到1级后解锁。,达到49级后解锁。
Basic,埃隆巴克保护者,8,Minion,CS2_232,Druid,,Common,8,8,<b>嘲讽</b>,Neutral,Taunt,,True,Dave Allsop,我打赌你一定不敢进攻达纳苏斯。,,,达到10级后解锁。,达到49级后解锁。
Basic,多重射击,,Spell,DS1_183,Hunter,,Free,,4,对两个随机敌方随从造成$3点伤害。,Neutral,,,True,Benjamin Zhang,看见没，我完全可以“一心两用”。,,,达到1级后解锁。,达到36级后解锁。
Basic,夜刃刺客,4,Minion,EX1_593,,,Free,4,5,<b>战吼：</b>对敌方英雄造成3点伤害。,Neutral,Battlecry,,True,Raymond Swanland,你的脸可能是你最不希望被刀子碰到的地方，但却是潜行者们最喜欢下手的地方。,,,,德鲁伊达到53级后解锁。
Basic,大法师,7,Minion,CS2_155,,,Common,4,6,<b>法术伤害+1</b>,Alliance,Spellpower,,True,Steve Ellis,只要你能消灭任何质疑你的头衔的人，你就能获得“大法师”的头衔。,,,,法师达到57级后解锁。
Basic,天空之眼,,Enchantment,NEW1_033o,Hunter,,,,,雷欧克使该随从获得+1攻击力。,,,,,,,,,,
Basic,奉献,,Spell,CS2_093,Paladin,,Common,,4,对所有敌人造成$2点伤害。,Neutral,,,True,Vance Kovacs,神圣的能量从圣洁的大地涌出。但是，味道也有点熏人。,,,达到4级后解锁。,达到43级后解锁。
Basic,奥术射击,,Spell,DS1_185,Hunter,,Free,,1,造成$2点伤害。,Neutral,,,True,Luca Zontini,法师们用奥术强化箭矢，然后出售给猎人；后来猎人们自己学会了足够的魔法之后便能够自给自足。不少法师因此失业，给暴风城的经济带来不小的冲击。,,,达到1级后解锁。,达到32级后解锁。
Basic,奥术智慧,,Spell,CS2_023,Mage,,Free,,3,抽两张牌。,Neutral,,,True,Dave Berggren,使用这张牌能让你变得更聪明。面对现实吧：变聪明些对我们大家来说都是好事。,,,达到1级后解锁。,达到15级后解锁。
Basic,奥术飞弹,,Spell,EX1_277,Mage,,Free,,1,造成$3点伤害，随机分配给敌方角色。,Neutral,ImmuneToSpellpower,,True,Warren Mahy,既然你想要做一个超级厉害的法师，就必须得把奥术飞弹控制得好一些。,,,达到1级后解锁。,达到32级后解锁。
Basic,奥金斧,,Weapon,CS2_112,Warrior,2,Common,5,5,,Neutral,,,True,Stefan Kopinski,“那个消失了的潜行者再也不曾出现过...”,,,达到10级后解锁。,达到51级后解锁。
Basic,妖术,,Spell,EX1_246,Shaman,,Free,,3,使一个随从变形成为一个0/1并具有<b>嘲讽</b>的青蛙。,Neutral,,,True,Steve Hui,如果你对一个鱼人使用妖术...其实结果也没什么变化，对不对？,,,达到1级后解锁。,达到47级后解锁。
Basic,妖术变形,,Enchantment,EX1_246e,Shaman,,,,,该随从被变形了！,,Morph,,,,,,,,
Basic,姆啦咯咯若啦咯啦啦哔！,,Enchantment,EX1_508o,,,,,,该鱼人获得+1攻击力。,,,,,,,,,,
Basic,安度因·乌瑞恩,30,Hero,HERO_09,Priest,,Free,,,,Neutral,,,True,,,,,,
Basic,寒冰箭,,Spell,CS2_024,Mage,,Common,,2,对一个角色造成$3点伤害，并使其<b>冻结</b>。,Neutral,Freeze,,True,Steve Ellis,在你用这张牌的时候，你可以随意喊出一些咒语，比如“冻住！”“冻结！”或者“结冰，结冰吧，宝贝儿！”,,,达到2级后解锁。,达到40级后解锁。
Basic,岩浆暴怒者,1,Minion,CS2_118,,,Free,5,3,,,,,True,Matt Gaser,尽管现在每个人都能单刷熔火之心了，但他依然觉得自己很厉害。,,,,萨满祭司达到51级后解锁。
Basic,工程师学徒,1,Minion,EX1_015,,,Free,1,2,<b>战吼：</b>抽一张牌。,Alliance,Battlecry,,True,Karl Richardson,“班里的一半学生无法毕业...因为他们会被变成小鸡。”——工匠大师欧沃斯巴克，授课于齿轮101班,,,,德鲁伊达到59级后解锁。
Basic,巫医,1,Minion,EX1_011,,,Free,2,1,<b>战吼：</b>恢复2点生命值。,Horde,Battlecry,,True,Karl Richardson,别以为带上大坏蛋面具，再把两根筷子插在嘴里，你就是巫医了，伙计。,,,,潜行者达到55级后解锁。
Basic,幸运币,,Enchantment,GAME_005e,,,,,,,,,,,,,,,,
Basic,幸运币,,Spell,GAME_005,,,,,,在本回合中，获得一个法力水晶。,,,,,,,,,,
Basic,幸运币化身,1,Minion,GAME_002,,,Free,1,0,<i>你失去了先手，但比赛依然掌握在你的手里。</i>,,,,,,,,,,
Basic,幸运币复仇,,Enchantment,GAME_003,,,,,,后手出牌会使你的第一个随从获得增强。,,,,,,,,,,
Basic,幸运币复仇,,Enchantment,GAME_003e,,,,,,后手出牌会使你的第一个随从获得增强。,,,,,,,,,,
Basic,幸运币祝福,,Enchantment,GAME_001,,,,,,后手出牌会使你的生命值提高。,,,,,,,,,,
Basic,库卡隆精英卫士,3,Minion,NEW1_011,Warrior,,Common,4,4,<b>冲锋</b>,,Charge,,True,Alex Horley Orlandelli,库卡隆就是加尔鲁什·地狱咆哮的精英部队。这么说吧，你最好不要穿着蓝色的战袍出现在这些壮汉面前。,,,达到4级后解锁。,达到44级后解锁。
Basic,强化,,Enchantment,CS2_122e,,,,,,团队领袖使得该随从获得+1攻击力。,,,,,,,,,,
Basic,影袭,,Spell,CS2_075,Rogue,,Free,,1,对敌方英雄造成$3点伤害。,Neutral,,,True,Frank Cho,尽管这个技能的名字已被改变，但这并不意味着它就不再“邪恶”。,,,达到1级后解锁。,达到15级后解锁。
Basic,心灵视界,,Spell,CS2_003,Priest,,Common,,1,随机复制你的对手手牌中的一张牌，将其置入你的手牌。,Neutral,,,True,Michael Komarck,你刚才做的事情我都看见了。,,,达到4级后解锁。,达到32级后解锁。
Basic,心灵震爆,,Spell,DS1_233,Priest,,Free,,2,对敌方英雄造成$5点伤害。,Neutral,,,True,Dave Allsop,这个法术直接震爆你的心灵。,,,达到1级后解锁。,达到15级后解锁。
Basic,恐惧地狱火,6,Minion,CS2_064,Warlock,,Common,6,6,<b>战吼：</b>对所有其他角色造成1点伤害。,Neutral,Battlecry,,True,Zoltan & Gabor,“地狱火！”——加拉克苏斯，燃烧军团的艾瑞达之王,Demon,,达到10级后解锁。,达到23级后解锁。
Basic,愤怒之锤,,Spell,CS2_094,Paladin,,Free,,4,造成$3点伤害。抽一张牌。,Neutral,,,True,Efrem Palacios,一个称职的圣骑士身上会携带很多工具。愤怒之锤、复仇之钳、正义之锯，等等。,,,达到1级后解锁。,达到32级后解锁。
Basic,战歌指挥官,3,Minion,EX1_084,Warrior,,Free,2,3,每当你召唤一个攻击力小于或等于3的随从，使该随从获得<b>冲锋</b>。,Neutral,,,True,Wei Wang,战歌氏族中闹剧不断，什么三教九流的人都能当上他们的指挥官。,,,达到1级后解锁。,达到36级后解锁。
Basic,打磨,,Enchantment,CS2_083e,Rogue,,,,,这把武器本回合获得+1攻击力。,,OneTurnEffect,,,,,,,,
Basic,援军,,Hero Power,CS2_101,Paladin,,Free,,2,<b>英雄技能</b>召唤一个1/1的白银之手新兵。,Neutral,,,,,,,,,
Basic,斩杀,,Spell,CS2_108,Warrior,,Free,,1,消灭一个受伤的敌方随从。,Neutral,,,True,Dany Orizio,这没什么，他罪有应得。,,,达到1级后解锁。,达到47级后解锁。
Basic,旋风斩,,Spell,EX1_400,Warrior,,Common,,1,对所有随从造成$1点伤害。,Neutral,,,True,Jonboy Meyers,分辨资深战士和新手战士的最好办法：新手在用旋风斩时会喊“哇哇哇”。,,,达到6级后解锁。,达到32级后解锁。
Basic,星火术,,Spell,EX1_173,Druid,,Common,,6,造成$5点伤害。抽一张牌。,Neutral,,,True,Alex Horley Orlandelli,平衡对德鲁伊来说很重要。这张卡牌现在就很平衡了。,,,达到2级后解锁。,达到45级后解锁。
Basic,暂离,,Enchantment,GAME_004,,,,,,你的回合时间减少。,,,,,,,,,,
Basic,暗影箭,,Spell,CS2_057,Warlock,,Free,,3,对一个随从造成$4点伤害。,Neutral,,,True,Dave Allsop,黑暗中的威胁 —— 明枪易躲，暗箭难防。,,,达到1级后解锁。,达到47级后解锁。
