TEXT,SET,TYPE,ID,NAME,PLAYERCLASS,FACTION,COST,RARITY,COLLECTIBLE,ARTIST,FLAVOR,MECHANICS,ATTACK,HEALTH,INPLAYTEXT,ELITE,RACE,DURABILITY
Cada vez que un esbirro muere obtiene +1 de ataque.,Classic,Minion,tt_004,Necrófago carnívoro,,Neutral,3,Common,True,Alex Horley Orlandelli,Algo tendrá que comer.,,2,3,,,,
<b>Secreto:</b> Cuando un enemigo ataca invoca a un defensor 2/1 como nuevo objetivo.,Classic,Spell,EX1_130,Noble sacrificio,Paladin,Neutral,1,Common,True,Zoltan & Gabor,¡Nunca te olvidaremos defensor o como quiera que te llames!,Secret,,,,,,
Los jugadores solo tienen 15 s para sus turnos.,Classic,Minion,EX1_560,Nozdormu,,Neutral,9,Legendary,True,James Ryman,No le gusta perder el tiempo.,,8,8,,True,Dragon,
Obtén 2 cristales de maná.,Classic,Spell,EX1_164a,Nutrir,Druid,Neutral,,,,,,,,,,,,
Roba 3 cartas.,Classic,Spell,EX1_164b,Nutrir,Druid,Neutral,,,,,,,,,,,,
<b>Elige una:</b> Obtén 2 cristales de maná o bien roba 3 cartas.,Classic,Spell,EX1_164,Nutrir,Druid,Neutral,5,Rare,True,Terese Nielsen,Los druidas se nutren de muchas cosas: el poder de la naturaleza... el canto de los pájaros... las tartas de chocolate...,,,,,,,
<b>Secreto:</b> Cuando tu héroe recibe daño inflige la misma cantidad de daño al héroe enemigo.,Classic,Spell,EX1_132,Ojo por ojo,Paladin,Neutral,1,Common,True,James Ryman,A veces la justicia adopta la forma de un puño cerrado contra una suave mejilla.,Secret,,,,,,
<b>Grito de batalla:</b> Invoca crías 1/1 hasta que tu lado del campo de batalla esté lleno.,Classic,Minion,EX1_562,Onyxia,,Neutral,9,Legendary,True,Dany Orizio,Onyxia manipuló a la corte de Ventormenta durante mucho tiempo disfrazada de Lady Katrana Prestor. La gente debería haber sospechado de las alas gigantes y el aliento de fuego.,Battlecry,8,8,,True,Dragon,
<b>Grito de batalla:</b> Cada jugador roba 2 cartas.,Classic,Minion,EX1_050,Oráculo Luz Fría,,Neutral,3,Rare,True,Steve Prescott,Es capaz de ver el futuro y ha visto que dos jugadores van a robar cartas.,Battlecry,2,2,,,Murloc,
Al comienzo de tu turno destruye a todos los esbirros.,Classic,Minion,NEW1_021,Orador del Sino,,,2,Epic,True,Alex Horley Orlandelli,Después de tantos años de presagiar el fin del mundo con el Cataclismo pensó que de verdad había llegado el momento.,,0,7,,,,
+1/+1.,Classic,Enchantment,NEW1_024o,Orden de Verdetez,,,,,,,,,,,,,,
Este esbirro ha cambiado de dueño este turno.,Classic,Enchantment,EX1_334e,Orden oscura,Priest,,,,,,,,,,,,,
<b>Grito de batalla:</b> Cambia el ataque de un esbirro enemigo a 1 p.,Classic,Minion,EX1_382,Pacificador Aldor,Paladin,Neutral,3,Rare,True,Dany Orizio,Los Aldor odian dos cosas: a los Arúspices y a los Arúspices.,Battlecry,3,3,,,,
Salud aumentada.,Classic,Enchantment,CS2_059o,Pacto de sangre,Warlock,,,,,,,,,,,,,
,Classic,Minion,EX1_160t,Pantera,Druid,,2,Common,,,,,3,2,,,Beast,
<b>Sigilo</b>,Classic,Minion,EX1_017,Pantera de la selva,,Horde,3,Common,True,Jaemin Kim,Tuercespina es un lugar precioso pero la esperanza de vida es alarmante.,Stealth,4,2,,,Beast,
Devuelve a un esbirro amistoso a tu mano. Cuesta (2) cristales menos.,Classic,Spell,EX1_144,Paso de las Sombras,Rogue,Neutral,0,Common,True,Graven Tung,A veces los grupos de baile de los pícaros hacen el Paso de las Sombras al final de una actuación. A las masas les encanta.,,,,,,,
<b>Cargar</b>,Classic,Minion,EX1_538t,Perro,Hunter,,1,,,,,Charge,1,1,,,Beast,
Otorga +5/+5 a un esbirro. Al comienzo de tu siguiente turno lo destruyes.,Classic,Spell,DREAM_05,Pesadilla,Dream,,0,,,,,,,,,,,
Este esbirro tiene +5/+5 pero se destruirá pronto.,Classic,Enchantment,DREAM_05e,Pesadilla,,,,,,,,,,,,,,
Inflige $10 p. de daño.,Classic,Spell,EX1_279,Piroexplosión,Mage,Neutral,10,Epic,True,Luca Zontini,Tómate la libertad de soltar una carcajada malvada cuando robes esta carta.,,,,,,,
Después de que lances un hechizo inflige 1 p. de daño a todos los esbirros.,Classic,Minion,NEW1_020,Piromántico salvaje,,,2,Rare,True,Alex Horley Orlandelli,¡A este no lo invites a tu casa!,,3,2,,,,
Tiene +1/+1.,Classic,Enchantment,EX1_014te,Plátanos,,,,,,,,,,,,,,
Otorga +1/+1 a un esbirro.,Classic,Spell,EX1_014t,Plátanos,,,1,,,,,,,,,,,
<b>Elige una:</b> Otorga +1/+1 a tus esbirros o bien invoca una pantera 3/2.,Classic,Spell,EX1_160,Poder de lo Salvaje,Druid,Neutral,2,Common,True,Steve Tappin,Nunca mires a una pantera a los ojos. ¿O era "Mira siempre a una pantera a los ojos"? Bueno es una de las dos.,,,,,,,
Tu siguiente secreto cuesta (0) cristales.,Classic,Enchantment,EX1_612o,Poder del Kirin Tor,Mage,,,,,,,OneTurnEffect,,,,,,
Estadísticas aumentadas.,Classic,Enchantment,EX1_274e,Poder desatado,Mage,,,,,,,,,,,,,
Este esbirro tiene +4/+4 pero morirá al final del turno.,Classic,Enchantment,EX1_316e,Poder sobrecogedor,Warlock,Neutral,,,,,,,,,,,,
Otorga +4/+4 a un esbirro amistoso hasta el final del turno. Luego el esbirro muere. De forma horrible.,Classic,Spell,EX1_316,Poder sobrecogedor,Warlock,Neutral,1,Common,True,Tom Baxa,Ni siquiera podríamos describir lo horrible que es esa muerte. ¡Es increíblemente horrorosa! Puede que incluso peor. No lo hagas.,,,,,,,
<b>Enfurecer:</b> +5 p. de ataque.,Classic,Minion,EX1_009,Pollo furioso,,,1,Rare,True,Mike Sass,¡Es el pollo diablo!,Enrage,1,1,,,Beast,
<b>Provocar</b>,Classic,Minion,EX1_405,Portaescudos,,Neutral,1,Common,True,Carl Critchlow,Tiene mérito con lo grandes que son los escudos en este juego.,Taunt,0,4,,,,
Tus esbirros cuestan (2) cristales menos pero no menos de (1).,Classic,Minion,EX1_315,Portal de invocación,Warlock,Neutral,4,Common,True,Tyler Walpole,Cada vez que lo llamas "armario" un brujo sacrifica un alma.,Aura,0,4,,,,
La adicta al maná tiene ataque aumentado.,Classic,Enchantment,EX1_055o,Potenciada,,,,,,,,OneTurnEffect,,,,,,
Al comienzo de tu turno restaura 3 p. de salud a un personaje amistoso dañado.,Classic,Minion,EX1_341,Pozo de Luz,Priest,Neutral,2,Rare,True,Blizzard Entertainment,Nadie usa jamás el Pozo de Luz.,,0,5,,,,
El próximo hechizo que lances este turno costará (3) cristales menos.,Classic,Enchantment,EX1_145o,Preparación,Rogue,,,,,,,OneTurnEffect,,,,,,
El próximo hechizo que lances este turno costará (3) cristales menos.,Classic,Spell,EX1_145,Preparación,Rogue,Neutral,0,Epic,True,Clint Langley,"¡Siempre preparados!" - Lema de los pícaros,,,,,,,
Cada vez que lanzas un hechizo invoca a un aprendiz violeta 1/1.,Classic,Minion,NEW1_026,Profesora violeta,,,4,Rare,True,James Ryman,Convierte a los alumnos desobedientes en ovejas.,,3,5,,,,
Duplica el daño y la sanación de tus hechizos y de tu poder de héroe.,Classic,Minion,EX1_350,Profeta Velen,Priest,Neutral,7,Legendary,True,Wei Wang,Lo exiliaron de su hogar sus hermanos se aliaron con demonios y lleva desde entonces de pie en El Exodar. Se merece la jubilación.,,7,7,,True,,
<b>Grito de batalla:</b> Otorga <b>Escudo divino</b> a un esbirro amistoso.,Classic,Minion,EX1_362,Protector Argenta,Paladin,Neutral,2,Common,True,Doug Alexander,"No digo que puedas esquivar bolas de fuego. Digo que con este escudo no te hará falta".,Battlecry,2,2,,,,
<b>Grito de batalla:</b> Otorga <b>Provocar</b> a los esbirros adyacentes.,Classic,Minion,EX1_058,Protectora Furia del Sol,,Alliance,2,Rare,True,James Ryman,Ese escudo que lleva en realidad es para dárselo al primero que se ponga a su lado.,Battlecry,2,3,,,,
<b>Poder de héroe</b>
Inflige 2 p. de daño.,Classic,Hero Power,EX1_625t,Púa mental,Priest,,2,,,,,,,,,,,
Ataque aumentado.,Classic,Enchantment,EX1_604o,Rabia,Warrior,,,,,,,,,,,,,
<b>Enfurecer:</b> +3 p. de ataque.,Classic,Minion,EX1_393,Rabioso Amani,,Neutral,2,Common,True,Chippy,Si un rabioso Amani te dice "¿Qué estás mirando?" la respuesta correcta es "Ná colega".,Enrage,2,3,,,,
Cada vez que un esbirro recibe daño obtiene 1 p. de ataque.,Classic,Minion,EX1_604,Rabioso demente,Warrior,Neutral,3,Rare,True,Simon Bisley,Era contable antes de convertirse en rabioso profesional. Se ve que le salía a cuenta.,,2,4,,,,
Inflige $5 p. de daño. <b>Sobrecarga:</b> (2),Classic,Spell,EX1_241,Ráfaga de lava,Shaman,Neutral,3,Rare,True,Dan Scott,¡Es como un océano de magma líquido en tu boca!,,,,,,,
No puede atacar. Al final de tu turno inflige 8 p. de daño a un enemigo aleatorio.,Classic,Minion,EX1_298,Ragnaros Señor del Fuego,,Neutral,8,Legendary,True,Greg Staples,Los enanos Hierro Negro invocaron a Ragnaros el Señor del Fuego pero este acabó esclavizándolos. Se ve que invocar a Ragnaros no siempre sale como uno espera.,,8,8,,True,,
<b>Secreto:</b> Cuando uno de tus esbirros muere vuelve a la vida con 1 p. de salud.,Classic,Spell,EX1_136,Redención,Paladin,Neutral,1,Common,True,Ittoku,Si juegas dos cartas de estas ¿la segunda es una re-redención?,Secret,,,,,,
<b>Secreto:</b> Cuando un personaje vaya a atacar a tu héroe en su lugar atacará a otro personaje aleatorio.,Classic,Spell,EX1_533,Redirección,Hunter,Neutral,2,Rare,True,Daren Bader,A veces los cazadores disparan a alguien y dicen que ha sido el tanque.,Secret,,,,,,
<b>Secreto:</b> Cuando tu oponente juega un esbirro invocas una copia de ese esbirro.,Classic,Spell,EX1_294,Reflejo viviente,Mage,Neutral,3,Common,True,Raven Mimura,"Tú primero". - Krushgor el Gigante a su mascota jabalí.,Secret,,,,,,
Salud aumentada.,Classic,Enchantment,NEW1_025e,Refuerzo,,,,,,,,,,,,,,
Inflige $2 p. de daño a 2 esbirros enemigos aleatorios. <b>Sobrecarga:</b> (2),Classic,Spell,EX1_251,Relámpago bifurcado,Shaman,Neutral,1,Common,True,Ralph Horsley,¡Una carta chocante!,,,,,,,
<b>Cargar</b>,Classic,Minion,EX1_543,Rey Krush,Hunter,Neutral,9,Legendary,True,Alex Horley Orlandelli,La mejor defensa contra el rey Krush es ponerte detrás de alguien que te caiga mal.,Charge,8,8,,True,Beast,
<b>Grito de batalla:</b> Da 2 plátanos a tu oponente.,Classic,Minion,EX1_014,Rey Mukla,,,3,Legendary,True,Sunny Gho,La única carta que se preocupa por el nivel de potasio del contrincante.,Battlecry,5,5,,True,Beast,
Copia 2 cartas del mazo de tu oponente y las coloca en tu mano.,Classic,Spell,EX1_339,Robo de ideas,Priest,Neutral,3,Common,True,Alex Garner,"¿Qué consigues cuando le lanzas Robo de ideas a un orco? ¡Nada!" - Chiste tauren,,,,,,,
Al comienzo de tu turno cambia a este esbirro por otro al azar que tengas en tu mano.,Classic,Minion,EX1_006,Roboalarma,,,3,Rare,True,Sean O’Daniels,ALERTA. ALERTA. ALERTA.,,0,3,,,Mech,
Inflige $2 p. de daño al héroe enemigo. <b>Combo:</b> Devuelve esta carta a tu mano el siguiente turno.,Classic,Spell,EX1_137,Rompecabezas,Rogue,Neutral,3,Rare,True,James Zhang,Cuando todo lo demás falla no hay nada como un buen mamporro en la cabeza.,Combo,,,,,,
<b>Grito de batalla:</b> <b>Silencia</b> a un esbirro.,Classic,Minion,EX1_048,Rompehechizos,,Horde,4,Common,True,Matt Cavotta,A los elfos de sangre no les gusta compartir la magia.,Battlecry,4,3,,,,
Este esbirro tiene -3 p. de ataque este turno.,Classic,Enchantment,EX1_161o,Rugido desmoralizador,Druid,,,,,,,OneTurnEffect,,,,,,
Tus cartas y poderes que restauran salud ahora infligen daño.,Classic,Minion,EX1_591,Sacerdotisa Auchenai,Priest,Neutral,4,Rare,True,Doug Alexander,No hay dos personas que pronuncien "Auchenai" de la misma forma.,Aura,3,5,,,,
<b>Grito de batalla:</b> Restaura 4 p. de salud a tu héroe.,Classic,Minion,EX1_583,Sacerdotisa de Elune,,Neutral,6,Common,True,Dan Scott,Siempre está en la luna.,Battlecry,5,4,,,,
<b>Grito de batalla:</b> Toma el control de un esbirro enemigo con 2 p. de ataque o menos.,Classic,Minion,EX1_091,Sacerdotisa de la Cábala,Priest,Neutral,6,Epic,True,Chippy,Ya nunca sabrás en quién confiar...,Battlecry,4,5,,,,
Al final de tu turno otorga +1 p. de salud a otro esbirro amistoso aleatorio.,Classic,Minion,EX1_004,Sacerdotisa joven,,,1,Rare,True,Vance Kovacs,No ve el momento de aprender el rango 2 de Palabra de poder: entereza.,,2,1,,,,
Inflige a un esbirro un daño equivalente al ataque de tu héroe.,Classic,Spell,EX1_578,Salvajismo,Druid,Neutral,1,Rare,True,Dave Rapoza,Es cierto que algunos druidas reaccionan así cuando ven una cesta de pícnic pero otros saben apreciar la tranquilidad y una buena taza de té.,AffectedBySpellPower,,,,,,
+4 p. de ataque.,Classic,Enchantment,CS2_073e2,Sangre fría,Rogue,,,,,,,,,,,,,
Otorga a un esbirro +2 p. de ataque. <b>Combo:</b> +4 p. de ataque.,Classic,Spell,CS2_073,Sangre fría,Rogue,Neutral,1,Common,True,Alex Horley Orlandelli,"Si la tuviera más fría sangraría cubitos".,Combo,,,,,,
+2 p. de ataque.,Classic,Enchantment,CS2_073e,Sangre fría,Rogue,,,,,,,,,,,,,
<b>Grito de batalla:</b> Otorga +2 p. de ataque a un esbirro este turno.,Classic,Minion,CS2_188,Sargento abusón,,Alliance,1,Common,True,Luca Zontini,¡AÑÁDEME A TU MAZO GUSANO!,Battlecry,2,1,,,,
Estadísticas aumentadas.,Classic,Enchantment,EX1_080o,Secretismo,,,,,,,,,,,,,,
Cada vez que se juega un <b>secreto</b> obtiene +1/+1.,Classic,Minion,EX1_080,Secretista,,Alliance,1,Rare,True,Gonzalo Ordonez,Sabe lo que hiciste la última Fiesta de la Cerveza.,,1,2,,,,
Restaura 5 p. de salud.,Classic,Spell,NEW1_008b,Secretos antiguos,Druid,,,,,,,,,,,,,
<b>Combo:</b> Devuelve a un esbirro a la mano de su dueño.,Classic,Minion,NEW1_005,Secuestrador,Rogue,,6,Epic,True,Dave Allsop,Se siente terriblemente solo.,Combo,5,3,,,,
<b>Grito de batalla:</b> Inflige 5 p. de daño a tu héroe.,Classic,Minion,EX1_313,Señor del foso,Warlock,Neutral,4,Epic,True,Glenn Rane,Será señor del foso pero pasa más tiempo fuera que dentro.,Battlecry,5,6,,,Demon,
<b>Silencia</b> a un esbirro.,Classic,Spell,EX1_332,Silencio,Priest,Neutral,0,Common,True,Zoltan & Gabor,Reservado para los hechiceros enemigos no-muertos exánimes y noches de karaoke en el Tragapenas.,Silence,,,,,,
Estadísticas aumentadas.,Classic,Enchantment,EX1_258e,Sobrecargando,Shaman,,,,,,,,,,,,,
Invoca un perro 1/1 con <b>Cargar</b> por cada esbirro enemigo.,Classic,Spell,EX1_538,Soltad a los perros,Hunter,,3,Common,True,Linggar Bramanty,Después de jugar esta carta queda bien juntar las manos y decir "¡Excelente!".,,,,,,,
¡Los Juegos mentales han fracasado! ¡Tu oponente no tenía esbirros!,Classic,Minion,EX1_345t,Sombra de la nada,Priest,,0,Epic,,,,,0,1,,,,
Este esbirro ha consumido Escudos divinos y ha aumentado su ataque y su salud.,Classic,Enchantment,EX1_590e,Sombras de Muru,,,,Common,,,,,,,,,,
Cuando lanzas un hechizo roba una carta.,Classic,Minion,EX1_095,Subastador de Gadgetzan,,Neutral,6,Rare,True,Matt Dixon,¡Viva el mal viva el capital!,,4,4,,,,
Destruye a un esbirro. Restaura #3 p. de salud a tu héroe.,Classic,Spell,EX1_309,Succionar alma,Warlock,Neutral,6,Rare,True,Tyler Walpole,¿De dónde creías que salían los fragmentos de alma?,,,,,,,
Devuelve a un esbirro a la mano de su dueño.,Classic,Spell,DREAM_04,Sueño,Dream,,0,,,,,,,,,,,
<b>Último aliento:</b> Toma el control de un esbirro enemigo aleatorio.,Classic,Minion,EX1_016,Sylvanas Brisaveloz,,,6,Legendary,True,Glenn Rane,Siendo una forestal no-muerta Sylvanas es la mayor experta del mundo en Fingir muerte.,Deathrattle,5,5,,True,,
<b>Provocar</b>. <b>Enfurecer:</b> +3 p. de ataque.,Classic,Minion,EX1_390,Tauren guerrero,,Neutral,3,Common,True,Paul Warzecha,El tauren guerrero: campeón de Mulgore asesino de jabaespines superviviente de los ascensores de Cima del Trueno.,Enrage|Taunt,2,3,,,,
<b>Grito de batalla:</b> Si tu oponente tiene 4 esbirros o más tomas el control de uno aleatorio.,Classic,Minion,EX1_085,Técnico de control mental,,Alliance,3,Rare,True,Leo Che,Su tecnología de control mental va mejorando pero no es decir gran cosa...,Battlecry,3,3,,,,
+2 p. de ataque este turno.,Classic,Enchantment,EX1_046e,Templado,,,,,,,,OneTurnEffect,,,,,,
Inflige $2 p. de daño a un personaje. Si eso lo mata invoca a un demonio aleatorio.,Classic,Spell,EX1_320,Terror de fatalidad,Warlock,Neutral,5,Epic,True,Raymond Swanland,Advertencia: se aconseja evitar la fatalidad.,,,,,,,
<b>Grito de batalla:</b> Destruye a los esbirros adyacentes y obtiene su ataque y salud.,Classic,Minion,EX1_304,Terror del vacío,Warlock,,3,Rare,True,Alexander Alexandrov,Si añades esto a tu mazo perderás la confianza de tus otros esbirros.,Battlecry,3,3,,,Demon,
<b>Sigilo</b>,Classic,Minion,EX1_028,Tigre de Tuercespina,,Alliance,5,Common,True,Alex Horley Orlandelli,Hemet Nesingwary ya tiene pensada la cartera que se quiere hacer con él.,Stealth,5,5,,,Beast,
<b>Escudo divino</b>. <b>Provocar</b>. <b>Último aliento:</b> Equipa una Crematoria 5/3.,Classic,Minion,EX1_383,Tirion Vadín,Paladin,Neutral,8,Legendary,True,Brom,Si no has oído la canción de Tirion es porque no existe.,Deathrattle|Divine Shield|Taunt,6,6,,True,,
Inflige $2-$3 p. de daño a todos los esbirros enemigos. <b>Sobrecarga:</b> (2),Classic,Spell,EX1_259,Tormenta de relámpagos,Shaman,Neutral,3,Rare,True,Christopher Moeller,No te bastará con un paraguas.,,,,,,,
Al final de tu turno roba una carta.,Classic,Minion,EX1_575,Tótem Marea de maná,Shaman,Neutral,3,Rare,True,Scott Altmann,Se rumorea que los chamanes más ilustres son capaces de decir "Tres tristes tótems" diez veces seguidas sin que se les trabe la lengua.,,0,3,,,Totem,
Obliga a un esbirro enemigo a infligir su daño a los esbirros adyacentes.,Classic,Spell,EX1_126,Traición,Rogue,Neutral,2,Common,True,Lucas Graciano,Te hará una oferta que no podrás rechazar.,,,,,,,
<b>Secreto:</b> Cuando atacan a uno de tus esbirros invoca tres culebras 1/1.,Classic,Spell,EX1_554,Trampa con culebras,Hunter,Neutral,2,Epic,True,Bernie Kang,¿Por qué tenían que ser culebras?,Secret,,,,,,
<b>Secreto:</b> Cuando un esbirro enemigo vaya a atacar lo devuelve a la mano de su dueño y cuesta (2) cristales más.,Classic,Spell,EX1_611,Trampa congelante,Hunter,Neutral,2,Common,True,Matt Gaser,El tiempo para esta noche: se aproxima una helada.,Secret,,,,,,
<b>Secreto:</b> Cuando vayan a atacar a tu héroe inflige $2 p. de daño a todos los enemigos.,Classic,Spell,EX1_610,Trampa explosiva,Hunter,Neutral,2,Common,True,Brandon Kitkouski,¡Atrapa tu comida y la cocina! Si la compras ahora recibirás 2 calderos de regalo.,Secret,,,,,,
<b>Provocar</b>,Classic,Minion,CS1_069,Trepador del pantano,,Alliance,5,Common,True,Monica Langlois,Antes se llamaba bestia del pantano pero la gente se confundía porque no era una bestia. Problema resuelto.,Taunt,3,6,,,,
+2/+2. Llena de múrloc.,Classic,Enchantment,NEW1_017e,Tripa llena,,,,,,,,,,,,,,
,Classic,Minion,tt_010a,Tuercehechizos,Mage,,0,Epic,,,,,1,3,,,,
<b>Secreto:</b> Cuando un enemigo lanza un hechizo contra un esbirro invoca a un esbirro 1/3 como nuevo objetivo.,Classic,Spell,tt_010,Tuercehechizos,Mage,Neutral,3,Epic,True,Gonzalo Ordonez,Aunque interceptar los relámpagos enemigos tiene su gracia los tuercehechizos prefieren interceptar las Marcas de la Naturaleza del oponente. Es más cruel. Y los elfos de sangre... Bueno los elfos de sangre son un poco crueles.,Secret,,,,,,
Destruye a todos los esbirros.,Classic,Spell,EX1_312,Vacío Abisal,Warlock,Neutral,8,Epic,True,Dave Allsop,Todos los esbirros van al... ¿Vacío Abisal?,,,,,,,
<b>Secreto:</b> Cuando un esbirro va a atacar a tu héroe es destruido.,Classic,Spell,EX1_594,Vaporizar,Mage,Neutral,3,Rare,True,Raymond Swanland,Cuentan por ahí que Alamuerte provocó el Cataclismo tras perder una partida por culpa de esta carta. Nunca lo sabremos.,Secret,,,,,,
Este esbirro tiene ataque y salud aumentados.,Classic,Enchantment,EX1_613e,Venganza de VanCleef,Rogue,,,,,,,,,,,,,
Inflige $2 p. de daño a todos los esbirros enemigos y los <b>congela</b>.,Classic,Spell,CS2_028,Ventisca,Mage,Neutral,6,Rare,True,Chris Seaman,Se acerca un frente frío.,Freeze,,,,,,
Obtiene +1 p. de ataque cada vez que lanzas un hechizo.,Classic,Minion,NEW1_012,Vermis de maná,Mage,,1,Common,True,Blizzard Cinematics,"Atención: No darle maná pasada la medianoche".
—kemaru,,1,3,,,,
<b>Grito de batalla:</b> Otorga +2 p. de salud a todos los demás múrlocs.,Classic,Minion,EX1_103,Vidente Luz Fría,,Neutral,3,Rare,True,Arthur Gimaldinov,Los múrlocs Luz Fría viven en las simas más oscuras de las Profundidades Abisales. Sí hay múrlocs en todas partes.,Battlecry,2,3,,,Murloc,
No puede atacar.,Classic,Minion,EX1_045,Vigía ancestral,,Alliance,2,Rare,True,Richard Wright,¿No tienes la sensación de que te sigue con la mirada?,,4,5,,,,
Roba una carta. Esa carta cuesta (3) cristales menos.,Classic,Spell,CS2_053,Visión lejana,Shaman,Neutral,3,Epic,True,Lars Grant-West,Drekthar está ciego pero tiene otro tipo de visión: la visión lejana.,,,,,,,
Una de tus cartas cuesta (3) cristales menos.,Classic,Enchantment,CS2_053e,Visión lejana,Shaman,,,,,Lars Grant-West,,,,,,,,
Al final de tu turno roba una carta de sueño.,Classic,Minion,EX1_572,Ysera,,Neutral,9,Legendary,True,Gabor Szikszai,Ysera gobierna el Sueño Esmeralda la excusa perfecta de los druidas que quieren echar una cabezadita.,,4,12,,True,Dragon,
Inflige $5 p. de daño a todos los personajes menos a Ysera.,Classic,Spell,DREAM_02,Ysera despierta,Dream,,2,,,,,,,,,,,
