SET,NAME,TEXT,RARITY,COST,TYPE,ID,MECHANICS,FACTION,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Curse of Naxxramas","Mentapocalipsis","Ambos jugadores roban 2 cartas y obtienen un cristal de maná.",,2,"Spell","NAX5_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Necrocaballero","<b>Último aliento:</b> Los esbirros adyacentes a este también mueren.",,4,"Minion","NAXM_001",Deathrattle,,6,,5,,,,,,,,,
"Curse of Naxxramas","Necrófago inestable","<b>Provocar</b>. <b>Último aliento:</b> Inflige 1 p. de daño a todos los esbirros.","Common",2,"Minion","FP1_024",Deathrattle|Taunt,,3,,1,,,True,"Mike Nicholson","Llenar a los necrófagos de dinamita es el último grito en la academia de nigromantes.",,,"Se desbloquea al derrotar a Heigan el Impuro en el Arrabal de la Peste.","Se puede crear tras derrotar a Heigan el Impuro en el Arrabal de la Peste."
"Curse of Naxxramas","Nerubiano",,,2,"Minion","NAX1_03",,,1,,3,,,,,,,,,
"Curse of Naxxramas","Nerubiano",,,2,"Minion","NAX1h_03",,,4,,4,,,,,,,,,
"Curse of Naxxramas","Nerubiano",,"Rare",3,"Minion","FP1_007t",,,4,,4,,,,,,,,,
"Curse of Naxxramas","Noth el Pesteador",,,,"Hero","NAX4_01H",,,45,,,"Mage",,,,,,,,
"Curse of Naxxramas","Noth el Pesteador",,,,"Hero","NAX4_01",,,30,,,"Mage",,,,,,,,
"Curse of Naxxramas","Nube de veneno","<b>Poder de héroe</b>
Inflige 1 p. de daño a todos los esbirros. Si alguno muere invoca una babosa.",,2,"Hero Power","NAX11_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Nube de veneno","<b>Poder de héroe</b>
Inflige 2 p. de daño a todos los enemigos. Si alguno muere invoca una babosa.",,0,"Hero Power","NAX11_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Peste","Destruye a todos los esbirros que no sean esqueletos.",,6,"Spell","NAX4_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Picadura de la Muerte","<b>Último aliento:</b> Inflige 1 p. de daño a todos los esbirros.","Common",4,"Weapon","FP1_021",Deathrattle,,,,4,"Warrior",2,True,"Jim Nelson",""Prueba. Está de muerte". - Señor de la Muerte Fiámbrez",,,"Se desbloquea al completar el desafío de clase del guerrero en Naxxramas.","Se puede crear tras completar el desafío de clase del guerrero en Naxxramas."
"Curse of Naxxramas","Poder del zigurat","+3 p. de salud.",,,"Enchantment","FP1_023e",,,,,,"Priest",,,,,,,,
"Curse of Naxxramas","Polaridad","Ataque y salud intercambiados.",,,"Enchantment","NAX13_02e",,,,,,,,,,,,,,
"Curse of Naxxramas","Practicante espectral","Al comienzo de tu turno inflige 1 p. de daño a tu héroe.",,1,"Minion","NAX8_03t",,,2,,0,,,,,,,,,
"Curse of Naxxramas","Practicante inflexible","<b>Último aliento:</b> Invoca a un practicante espectral para tu oponente.",,1,"Minion","NAX8_03",Deathrattle,,2,,2,,,,,,,,,
"Curse of Naxxramas","Ráfaga de esporas","Inflige $1 p. de daño a todos los esbirros enemigos. Invoca una espora.",,1,"Spell","NAX6_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Reencarnar","Destruye a un esbirro y lo devuelve a la vida con toda su salud.","Common",2,"Spell","FP1_025",,,,,,"Shaman",,True,"Dan Scott","Es como nacer solo que siendo adulto y tras haber muerto hace un rato.",,,"Se desbloquea al completar el desafío de clase del chamán en Naxxramas.","Se puede crear tras completar el desafío de clase del chamán en Naxxramas."
"Curse of Naxxramas","Remendejo",,,,"Hero","NAX10_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Remendejo",,,,"Hero","NAX10_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Sapphiron",,,,"Hero","NAX14_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Sapphiron",,,,"Hero","NAX14_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Semillas venenosas","Destruye a todos los esbirros y los sustituye con antárboles 2/2.","Common",4,"Spell","FP1_019",,,,,,"Druid",,True,"Brian Despain","El pan de semillas venenosas es el producto menos vendido de la Panadería Druídica de Zen'Kiki.",,,"Se desbloquea al completar el desafío de clase del druida en Naxxramas.","Se puede crear tras completar el desafío de clase del druida en Naxxramas."
"Curse of Naxxramas","Señor de la Muerte","<b>Provocar. Último aliento:</b> Tu oponente coloca un esbirro de su mazo en el campo de batalla.","Rare",3,"Minion","FP1_009",Deathrattle|Taunt,,8,,2,,,True,"Ben Olson",""¡Álzate de la tumba!". - Kel'Thuzad",,,"Se desbloquea al derrotar a Los Cuatro Jinetes en el Arrabal Militar.","Se puede crear tras derrotar a Los Cuatro Jinetes en el Arrabal Militar."
"Curse of Naxxramas","Señor feudal Korth'azz","Tu héroe es <b>inmune</b>.",,3,"Minion","NAX9_03",,,7,,1,,,,,,True,,,
"Curse of Naxxramas","Señor feudal Korth'azz","Tu héroe es <b>inmune</b>.",,3,"Minion","NAX9_03H",,,7,,2,,,,,,True,,,
"Curse of Naxxramas","Señor telaraña Nerub'ar","Los esbirros con <b>Grito de batalla</b> cuestan (2) cristales más.","Common",2,"Minion","FP1_017",Aura,,4,,1,,,True,"Alex Horley Orlandelli","Los señores telaraña se pasan la vida fabricando camas elásticas para los parques.",,,"Se desbloquea al derrotar a la Gran Viuda Faerlina en el Arrabal Arácnido.","Se puede crear tras derrotar a la Gran Viuda Faerlina en el Arrabal Arácnido."
"Curse of Naxxramas","Sir Zeliek","Tu héroe es <b>inmune</b>.",,3,"Minion","NAX9_04H",,,7,,2,,,,,,True,,,
"Curse of Naxxramas","Sir Zeliek","Tu héroe es <b>inmune</b>.",,3,"Minion","NAX9_04",,,7,,1,,,,,,True,,,
"Curse of Naxxramas","Sombra de Naxxramas","<b>Sigilo.</b> Al comienzo de tu turno obtiene +1/+1.","Epic",3,"Minion","FP1_005",Stealth,,2,,2,,,True,"Ittoku Seta","Las sombras de Naxxramas <i>odian</i> a los vivos. Hasta tienen un insulto propio para ellos: <i>vivoncios</i>.",,,"Se desbloquea al derrotar a Kel'Thuzad en la Guarida de la Vermis.","Se puede crear tras derrotar a Kel'Thuzad en la Guarida de la Vermis."
"Curse of Naxxramas","Sombra impía","<b>Poder de héroe</b>
Roba 2 cartas.",,5,"Hero Power","NAX9_06",,,,,,,,,,,,,,
"Curse of Naxxramas","Stalagg",,"Legendary",5,"Minion","NAX13_05H",,,4,,7,,,,,,True,,,
"Curse of Naxxramas","Stalagg","<b>Último aliento:</b> Si Feugen también ha muerto durante esta partida invoca a Thaddius.","Legendary",5,"Minion","FP1_014",Deathrattle,,4,,7,,,True,"Dany Orizio","Stalagg querer escribir texto de carta. "STALAGG MOLA".",True,,"Se desbloquea al completar el Arrabal de los Ensamblajes.","Se puede crear tras completar el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Supercarga","Otorga +2 p. de salud a tus esbirros.",,2,"Spell","NAX13_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Supercargado","+2 p. de salud.",,,"Enchantment","NAX13_03e",,,,,,,,,,,,,,
"Curse of Naxxramas","Suplente","<b>Provocar</b>",,2,"Minion","NAX7_02",Taunt,,7,,0,,,,,,,,,
"Curse of Naxxramas","Tejerred","<b>Último aliento:</b> Añade una carta de bestia aleatoria a tu mano.","Common",1,"Minion","FP1_011",Deathrattle,,1,,1,"Hunter",,True,"Dan Brereton","¡Las crisálidas de las arañas son como pequeñas piñatas!",,"Beast","Se desbloquea al completar el desafío de clase del cazador en Naxxramas.","Se puede crear tras completar el desafío de clase del cazador en Naxxramas."
"Curse of Naxxramas","Thaddius",,"Legendary",10,"Minion","FP1_014t",,,11,,11,,,,,,True,,,
"Curse of Naxxramas","Thaddius",,,,"Hero","NAX13_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Thaddius",,,,"Hero","NAX13_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Trampa arácnida","<b>Poder de héroe</b>
Devuelve a un esbirro enemigo aleatorio a la mano de tu oponente.",,3,"Hero Power","NAX3_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Trampa arácnida","<b>Poder de héroe</b>
Devuelve dos esbirros enemigos aleatorios a la mano de tu oponente.",,0,"Hero Power","NAX3_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Trepadora embrujada","<b>Último aliento:</b> Invoca dos arañas espectrales 1/1.","Common",2,"Minion","FP1_002",Deathrattle,,2,,1,,,True,"Jeremy Cranford","Fantaracnofobia: dícese del miedo a las arañas espectrales.",,"Beast","Se desbloquea al derrotar a Anub'Rekhan en el Arrabal Arácnido.","Se puede crear tras derrotar a Anub'Rekhan en el Arrabal Arácnido."
"Curse of Naxxramas","Veneno necrótico","Destruye a un esbirro.",,2,"Spell","NAX3_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Venerador","Tu héroe tiene +3 p. de ataque durante tu turno.",,3,"Minion","NAX2_05H",Aura,,4,,2,,,,,,,,,
"Curse of Naxxramas","Venerador","Tu héroe tiene +1 p. de ataque durante tu turno.",,3,"Minion","NAX2_05",Aura,,4,,1,,,,,,,,,
"Curse of Naxxramas","Venganza","+3/+2.",,,"Enchantment","FP1_020e",,,,,,"Paladin",,,,,,,,
"Curse of Naxxramas","Vengar","<b>Secreto:</b> Cuando uno de tus esbirros muere otorga +3/+2 a un esbirro amistoso aleatorio.","Common",1,"Spell","FP1_020",Secret,,,,,"Paladin",,True,"Zoltan & Gabor","Varios paladines se han agrupado para desfacer entuertos bajo el nombre de "la Fuerza de la Justicia". Sus abogados les desaconsejaron formar una liga.",,,"Se desbloquea al completar el desafío de clase del paladín en Naxxramas.","Se puede crear tras completar el desafío de clase del paladín en Naxxramas."
"Curse of Naxxramas","Zombi destripado","<b>Último aliento:</b> Restaura 5 p. de salud al héroe enemigo.","Common",1,"Minion","FP1_001",Deathrattle,,3,,2,,,True,"E. M. Gist","¡Huele que alimenta!",,,"Se desbloquea al derrotar a Gluth en el Arrabal de los Ensamblajes.","Se puede crear tras derrotar a Gluth en el Arrabal de los Ensamblajes."
"System","","","Epic",9,"Minion","PlaceholderCard",,"Neutral",8,,6,"Mage",,,,,,,,
"Credits","Andy Brock","No se le puede aplicar <b>Silencio Escudo divino</b> ni <b>Sigilo</b>.","Legendary",1,"Minion","CRED_15",,,3,,1,,,,,,True,,,
"Credits","Ben Brode","El volumen no se puede bajar del máximo.","Legendary",3,"Minion","CRED_08",,,1,,4,,,,,,True,,,
"Credits","Ben Thompson","<b>Grito de batalla:</b> Cambia el dibujo de una carta.","Legendary",6,"Minion","CRED_09",,,7,,4,,,,,,True,,,
"Credits","Bob Fitch","<b>Provocar Total</b> <i>(TODOS los personajes deben atacar a este esbirro)</i>","Legendary",3,"Minion","CRED_03",,,4,,2,,,,,,True,,,
"Credits","Brian Schwab","Al final de tu turno otorga +1 p. de ataque a un esbirro aleatorio.","Legendary",10,"Minion","CRED_13",,,10,,10,,,,,,True,,,
"Credits","Derek Sakamoto","<i>Muy hábil con los pies.</i>","Legendary",1,"Minion","CRED_06",,,1,,3,,,,,,True,,,
"Credits","Eric Dodds","<b>Grito de batalla:</b> Invoca a un pirata 2/2 y destruye a todos los ninjas.","Legendary",6,"Minion","CRED_02",,,5,,5,,,,,,True,,,
"Credits","Hamilton Chu","<i>¡Ha conseguido NO ser parte del problema! Bueno la mayor parte del tiempo.</i>","Legendary",7,"Minion","CRED_16",,,5,,9,,,,,,True,,,
"Credits","Jason Chayes","<b>Enfurecer:</b> ¡Es broma! No se enfurece nunca.","Legendary",6,"Minion","CRED_01",,,6,,7,,,,,,True,,,
"Credits","Jay Baxter","<b>Grito de batalla:</b> Invoca CINCO inventos aleatorios.","Legendary",4,"Minion","CRED_11",,,4,,1,,,,,,True,,,
"Credits","Kyle Harrison","<i>¿(3) cristales por un 5/4? No está mal.</i>","Legendary",3,"Minion","CRED_05",,,4,,5,,,,,,True,,,
"Credits","Michael Schweitzer","<b>C-C-C-COMBO:</b> Destruye a un esbirro.","Legendary",2,"Minion","CRED_10",,,2,,2,,,,,,True,,,
"Credits","Rachelle Davis","<b>Grito de batalla:</b> Roba DOS cartas. <i>No es una ingeniera novata.</i>","Legendary",2,"Minion","CRED_12",,,2,,1,,,,,,True,,,
"Credits","Rob Pardo","No puedes empezar una partida si este esbirro no está en tu mazo.","Legendary",9,"Minion","CRED_17",,,9,,9,,,,,,True,,,
"Credits","Steven Gabriel","<b>Grito de batalla:</b> Invoca una bebida espumosa.","Legendary",1,"Minion","CRED_04",,,3,,3,,,,,,True,,,
"Credits","Yong Woo","Tus demás esbirros tienen +3 p. de ataque y <b>Cargar</b>.","Legendary",5,"Minion","CRED_14",,,2,,3,,,,,,True,,,
"Credits","Zwick","<b>Grito de batalla:</b> Se queja por el precio del bacon.","Legendary",2,"Minion","CRED_07",,,2,,2,,,,,,True,,,
"Basic","¡Mlarggragllabl!","Este múrloc tiene +1 p. de ataque.",,,"Enchantment","EX1_508o",,,,,,,,,,,,,,
"Basic","Abanico de cuchillos","Inflige $1 p. de daño a todos los esbirros enemigos. Roba una carta.","Common",3,"Spell","EX1_129",,"Neutral",,,,"Rogue",,True,"Andrew Robinson","Todo pícaro que se precie posee un amplio abanico de cuchillos.",,,"Se desbloquea al alcanzar el nivel 4.","Se desbloquea al alcanzar el nivel 29."
"Basic","Abisario","<b>Provocar</b>","Free",1,"Minion","CS2_065",Taunt,"Neutral",3,,1,"Warlock",,True,"Alex Horley Orlandelli","Este lugar no le gusta.",,"Demon","Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 36."
"Basic","Afilada","+1 p. de ataque este turno.",,,"Enchantment","CS2_083e",OneTurnEffect,,,,,"Rogue",,,,,,,,
"Basic","Águila ratonera famélica","Cada vez que invocas una bestia roba una carta.","Common",5,"Minion","CS2_237",,,2,"",3,"Hunter",,True,"Bernie Kang","Si la alimentas habrá que cambiarle el <i>nombre</i>.",,"Beast","Se desbloquea al alcanzar el nivel 4.","Se desbloquea al alcanzar el nivel 47."
"Basic","Anduin Wrynn",,"Free",,"Hero","HERO_09",,"Neutral",30,,,"Priest",,True,,,,,,
"Basic","Ansia de sangre","Otorga a tus esbirros +3 p. de ataque este turno.","Common",5,"Spell","CS2_046",,"Neutral",,,,"Shaman",,True,"Luca Zontini","¡¡BlaarghghLLGHRHARAAHAHHH!!",,,"Se desbloquea al alcanzar el nivel 2.","Se desbloquea al alcanzar el nivel 40."
"Basic","Ansia de sangre","+3 p. de ataque este turno.",,,"Enchantment","CS2_046e",OneTurnEffect,,,,,"Shaman",,,,,,,,
"Basic","Archimago","<b>+1 p. de daño con hechizos</b>","Common",6,"Minion","CS2_155",Spellpower,"Alliance",7,,4,,,True,"Steve Ellis","El título de archimago se gana cuando uno es capaz de pulverizar a cualquiera que ponga objeciones.",,,,"Se desbloquea al alcanzar el nivel 57 con el mago."
"Basic","Arma Muerdepiedras","Otorga +3 p. de ataque a un personaje amistoso este turno.","Free",1,"Spell","CS2_045",,"Neutral",,,,"Shaman",,True,"Alex Horley Orlandelli","Esto sería la mar de útil si tu enemigo estuviera hecho de piedra.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 36."
"Basic","Arma Muerdepiedras","Este personaje tiene +3 p. de ataque este turno.",,,"Enchantment","CS2_045e",OneTurnEffect,,,,,"Shaman",,,,,,,,
"Basic","Arquera elfa","<b>Grito de batalla:</b> Inflige 1 p. de daño.","Common",1,"Minion","CS2_189",Battlecry,"Horde",1,,1,,,True,"Steve Prescott","No te molestes en ligar con ella. Las flechas de Cupido no le impresionan.",,,,"Se desbloquea al alcanzar el nivel 57 con el druida."
"Basic","Artificiera temeraria","<b>Cargar</b>","Free",6,"Minion","CS2_213",Charge,"Horde",2,,5,,,True,"John Polidora","Una artificiera temeraria + un cohete lleno hasta arriba de explosivos = diversión infinita.",,,,"Se desbloquea al alcanzar el nivel 59 con el chamán."
"Basic","Asaltante múrloc",,"Free",1,"Minion","CS2_168",,"Alliance",1,,2,,,True,"Dan Scott","¡¡Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",,"Murloc",,"Se desbloquea al alcanzar el nivel 51 con el sacerdote."
"Basic","Asesinato","Destruye a un esbirro enemigo.","Free",5,"Spell","CS2_076",,"Neutral",,,,"Rogue",,True,"Glenn Rane","Si no quieres que te asesinen múdate a Los Baldíos y cambia de nombre. ¡Buena suerte!",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 47."
"Basic","Aullido furioso","El lobo gris otorga +1 p. de ataque a esta bestia.",,,"Enchantment","DS1_175o",,,,,,"Hunter",,,,,,,,
"Basic","AUS","Tus turnos son más cortos.",,,"Enchantment","GAME_004",,,,,,,,,,,,,,
"Basic","Avatar de la moneda","<i>La suerte no te ha sonreído pero has conseguido un amigo.</i>","Free",0,"Minion","GAME_002",,,1,,1,,,,,,,,,
"Basic","Bendición de la clériga","+1/+1.",,,"Enchantment","EX1_019e",,,,,,"Priest",,,,,,,,
"Basic","Bendición de poderío","+3 p. de ataque.",,,"Enchantment","CS2_087e",,"Neutral",,,,"Paladin",,,,,,,,
"Basic","Bendición de poderío","Otorga +3 p. de ataque a un esbirro.","Free",1,"Spell","CS2_087",,"Neutral",,,,"Paladin",,True,"Zoltan Boros",""No voy a alardear pero 'poderío' hacerlo". - Toad Mackle después de recibir este beneficio.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 45."
"Basic","Bendición de reyes","Otorga +4/+4 a un esbirro. <i>(+4 p. de ataque/+4 p. de salud)</i>","Common",4,"Spell","CS2_092",,"Neutral",,,,"Paladin",,True,"Lucas Graciano","Teniendo en cuenta la cantidad de reyes que han muerto asesinados ¿seguro que es buena idea recibir su bendición?",,,"Se desbloquea al alcanzar el nivel 10.","Se desbloquea al alcanzar el nivel 49."
"Basic","Bendición de reyes","+4/+4.",,,"Enchantment","CS2_092e",,,,,,"Paladin",,,,,,,,
"Basic","Blindaje","<b>Poder de héroe</b>
Obtiene 2 p. de armadura.","Free",2,"Hero Power","CS2_102",,"Neutral",,,,"Warrior",,,,,,,,
"Basic","Bloquear con escudo","Otorga 5 p. de armadura.
Roba una carta.","Common",3,"Spell","EX1_606",,"Neutral",,,,"Warrior",,True,"Michael Komarck","¿Con qué pensabas bloquear si no?",,,"Se desbloquea al alcanzar el nivel 8.","Se desbloquea al alcanzar el nivel 28."
"Basic","Bola de Fuego","Inflige $6 p. de daño.","Free",4,"Spell","CS2_029",,"Neutral",,,,"Mage",,True,"Ralph Horsley","Este hechizo viene bien para quemar cosas. Si solo te interesan hechizos que tuestan o recalientan cosas te has equivocado de carta.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 44."
"Basic","Bruto Lobo Gélido","<b>Provocar</b>","Common",2,"Minion","CS2_121",Taunt,"Neutral",2,,2,,,True,"Richie Marella","Desciende de una larga línea de brutos.",,,,"Se desbloquea al alcanzar el nivel 57 con el chamán."
"Basic","Bufar","<b>Cargar</b>","Common",3,"Minion","NEW1_034",Charge,,2,,4,"Hunter",,,,,,"Beast",,
"Basic","Caballero de Ventormenta","<b>Cargar</b>","Common",4,"Minion","CS2_131",Charge,"Alliance",5,,2,,,True,"Ladronn","¿Por qué dicen los humanos que va a llover? ¡Porque ven tormenta!",,,,"Se desbloquea al alcanzar el nivel 55 con el paladín."
"Basic","Cambio de forma","<b>Poder de héroe</b>
+1 p. de ataque este turno.
+1 p. de armadura.","Free",2,"Hero Power","CS2_017",,"Neutral",,,,"Druid",,,,,,,,
"Basic","Campeón de Ventormenta","Tus demás esbirros tienen +1/+1.","Common",7,"Minion","CS2_222",Aura,"Alliance",6,"",6,,,True,"Doug Alexander","Cuando Alamuerte asaltó la capital este soldado fue el único superviviente de su escuadrón. Acabó muy quemado.",,,,"Se desbloquea al alcanzar el nivel 59 con el paladín."
"Basic","Campeón de veraplata","Cada vez que tu héroe ataca recupera 2 p. de salud.","Common",4,"Weapon","CS2_097",,"Neutral",,,4,"Paladin",2,True,"Ryan Sook","Podrías cortar una caja fuerte en dos con esta espada (pero no sería buena idea).",,,"Se desbloquea al alcanzar el nivel 2.","Se desbloquea al alcanzar el nivel 40."
"Basic","Can del Núcleo",,"Common",7,"Minion","CS2_201",,,5,,9,,,True,"E.M. Gist","Los canes del Núcleo no se pueden domar. Lo único que puedes hacer es entrenarlos para que se coman a otro antes que a ti.",,"Beast",,"Se desbloquea al alcanzar el nivel 51 con el cazador."
"Basic","Cargar","+2 p. de ataque y <b>Cargar</b>.",,,"Enchantment","CS2_103e2",,,,,,"Warrior",,,,,,,,
"Basic","Cargar","Otorga +2 p. de ataque y <b>Cargar</b> a un esbirro amistoso.","Free",3,"Spell","CS2_103",,"Neutral",,,,"Warrior",,True,"Alex Horley Orlandelli","La táctica favorita de los guerreros en las mazmorras.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 23."
"Basic","Cargar","Este esbirro tiene <b>Cargar</b>.",,,"Enchantment","EX1_084e",,,,,,"Warrior",,,,,,,,
"Basic","Cargar","El rinoceronte de la tundra otorga <b>Cargar</b>.",,,"Enchantment","DS1_178e",,,,,,"Hunter",,,,,,,,
"Basic","Cazadora de Rajacieno","<b>Grito de batalla:</b> Invoca un jabalí 1/1.","Common",3,"Minion","CS2_196",Battlecry,"Horde",3,,2,,,True,"Clint Langley","Una vez alguien se metió con Colmillos. Nunca más se supo de él.",,,,"Se desbloquea al alcanzar el nivel 55 con el cazador."
"Basic","Cazamareas múrloc","<b>Grito de batalla:</b> Invoca a un explorador múrloc 1/1.","Common",2,"Minion","EX1_506",Battlecry,"Neutral",1,,2,,,True,"Dan Scott","¡La muerte se alzará desde el mar!",,"Murloc",,"Se desbloquea al alcanzar el nivel 53 con el pícaro."
"Basic","Choque de Escarcha","Inflige $1 p. de daño a un personaje enemigo y lo <b>congela</b>.","Free",1,"Spell","CS2_037",Freeze,"Neutral",,,,"Shaman",,True,"Alex Horley Orlandelli","¡CHOQUE DE ESCARCHA!",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 32."
"Basic","Clériga de Villanorte","Cuando se sana a un esbirro roba una carta.","Free",1,"Minion","CS2_235",HealTarget,,3,,1,"Priest",,True,"Terese Nielsen","Sanan a los heridos consuelan a los desafortunados y ayudan a las ancianitas a cruzar la calle.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 40."
"Basic","Clériga Sol Devastado","<b>Grito de batalla:</b> Otorga +1/+1 a un esbirro amistoso.","Common",3,"Minion","EX1_019",Battlecry,"Neutral",2,,3,,,True,"Doug Alexander","Siempre lleva un frasco de bebida energética marca "Fuente del Sol".",,,,"Se desbloquea al alcanzar el nivel 53 con el sacerdote."
"Basic","Comandante Grito de Guerra","Cada vez que invocas a un esbirro con 3 p. de ataque o menos este recibe <b>Cargar</b>.","Free",3,"Minion","EX1_084",,"Neutral",3,,2,"Warrior",,True,"Wei Wang","El clan Grito de Guerra es muy estresante. Siempre están corriendo en busca de banderas.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 36."
"Basic","Comando Pico Tormenta","<b>Grito de batalla:</b> Inflige 2 p. de daño.","Common",5,"Minion","CS2_150",Battlecry,"Alliance",2,,4,,,True,"Kev Walker","Los comandos Pico Tormenta se infiltran en territorio enemigo para quemar torres Lobo Gélido.",,,,"Se desbloquea al alcanzar el nivel 51 con el paladín."
"Basic","Compañero animal","Invoca a una bestia compañera aleatoria.","Common",3,"Spell","NEW1_031",,,,,,"Hunter",,True,"Wei Wang","Podrías invocar a Misha Leokk o Bufar. Bufar da más problemas que otra cosa.",,,"Se desbloquea al alcanzar el nivel 2.","Se desbloquea al alcanzar el nivel 45."
"Basic","Consagración","Inflige $2 p. de daño a todos los enemigos.","Common",4,"Spell","CS2_093",,"Neutral",,,,"Paladin",,True,"Vance Kovacs","¡El suelo es lava!",,,"Se desbloquea al alcanzar el nivel 4.","Se desbloquea al alcanzar el nivel 43."
"Basic","Control mental","Se hace con el control de un esbirro enemigo.","Common",10,"Spell","CS1_113",,"Neutral",,,,"Priest",,True,"Sean O’Daniels","Nada satisface más a un sacerdote que manipular a alguien para que salte desde el aserradero.",,,"Se desbloquea al alcanzar el nivel 10.","Se desbloquea al alcanzar el nivel 49."
"Basic","Control mental","Este esbirro ha cambiado de dueño.","Common",,"Enchantment","CS1_113e",,"Neutral",,,,"Priest",,,,,,,,
"Basic","Corrupción","Al comienzo del turno del jugador que usó Corrupción destruye a este esbirro.",,,"Enchantment","CS2_063e",,,,,,"Warlock",,,,,,,,
"Basic","Corrupción","Elige a un esbirro enemigo. Al comienzo de tu turno lo destruyes.","Common",1,"Spell","CS2_063",,"Neutral",,,,"Warlock",,True,"Wayne Reynolds","Se empieza robando jarras en la posada y antes de que te des cuenta... ¡BAM! ¡Corrompido!",,,"Se desbloquea al alcanzar el nivel 2.","Se desbloquea al alcanzar el nivel 32."
"Basic","Crecimiento salvaje","Obtienes un cristal de maná vacío.","Free",2,"Spell","CS2_013",,"Neutral",,,,"Druid",,True,"James Ryman","Cultiva tus propios cristales de maná con este kit de cultivo de cristales de maná ¡por solo 3999!",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 23."
"Basic","Crocolisco fluvial",,"Free",2,"Minion","CS2_120",,,3,,2,,,True,"Daren Bader","Edward Smith ahora conocido como Edward el Zurdo una vez intentó cazar un crocolisco fluvial para hacerse una maleta.",,"Beast",,"Se desbloquea al alcanzar el nivel 55 con el druida."
"Basic","Cuchillo maligno",,"Free",1,"Weapon","CS2_082",,"Neutral",,,1,"Rogue",2,,,,,,,
"Basic","Deflagración Arcana","Inflige $1 p. de daño a todos los esbirros enemigos.","Free",2,"Spell","CS2_025",,"Neutral",,,,"Mage",,True,"Howard Lyon","Este hechizo es mucho mejor que "Deflación Arcana".",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 28."
"Basic","Descarga de Escarcha","Inflige $3 p. de daño a un personaje y lo <b>congela</b>.","Common",2,"Spell","CS2_024",Freeze,"Neutral",,,,"Mage",,True,"Steve Ellis","Una auténtica canción de hielo y escarcha.",,,"Se desbloquea al alcanzar el nivel 2.","Se desbloquea al alcanzar el nivel 40."
"Basic","Descarga de las Sombras","Inflige $4 p. de daño a un esbirro.","Free",3,"Spell","CS2_057",,"Neutral",,,,"Warlock",,True,"Dave Allsop","Es una descarga. Está hecha de sombras. ¿¡Qué más quieres!?",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 47."
"Basic","Disparo Arcano","Inflige $2 p. de daño.","Free",1,"Spell","DS1_185",,"Neutral",,,,"Hunter",,True,"Luca Zontini","Los magos conjuraban flechas arcanas para vendérselas a los cazadores hasta que los cazadores aprendieron la magia necesaria para crearlas por su cuenta. La pérdida de empleos resultante sumió a Ventormenta en una breve recesión.",,,"Se desbloquea al alcanzar el nivel 1.","Se desbloquea al alcanzar el nivel 32."
"Basic","Disparo firme","<b>Poder de héroe</b>
Inflige 2 p. de daño al héroe enemigo.","Free",2,"Hero Power","DS1h_292",,"Neutral",,,,"Hunter",,,,,,,,
"Basic","Dragonizo mecánico",,"Common",1,"Minion","EX1_025t",,"Neutral",1,,2,,,,,,,"Mech",,
