SET,NAME,TEXT,RARITY,COST,TYPE,ID,FACTION,MECHANICS,HEALTH,INPLAYTEXT,ATTACK,PLAYERCLASS,DURABILITY,COLLECTIBLE,ARTIST,FLAVOR,ELITE,RACE,HOWTOGET,HOWTOGETGOLD
"Curse of Naxxramas","Loatheb",,,,"Hero","NAX6_01H",,,99,,,,,,,,,,,
"Curse of Naxxramas","Loatheb",,,,"Hero","NAX6_01",,,75,,,,,,,,,,,
"Curse of Naxxramas","Maexxna","Destruye cualquier esbirro dañado por este esbirro.","Legendary",6,"Minion","FP1_010",,Poisonous,8,,2,,,True,"Howard Lyon","Maexxna se enfurece cuando la gente le dice "Máxima" o "Maxi".",True,"Beast","Desbloqueada por completar el Arrabal Arácnido.","Se puede crear luego de completar el Arrabal Arácnido."
"Curse of Naxxramas","Maexxna",,,,"Hero","NAX3_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Maexxna",,,,"Hero","NAX3_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Marca de los Jinetes","Otorga +1/+1 a tus esbirros y a tu arma.",,5,"Spell","NAX9_07",,,,,,,,,,,,,,
"Curse of Naxxramas","Marca de los Jinetes","+1/+1.",,,"Enchantment","NAX9_07e",,,,,,,,,,,,,,
"Curse of Naxxramas","Moco resonante","<b>Grito de batalla:</b> invoca una copia exacta de este esbirro al final del turno.","Epic",2,"Minion","FP1_003",,Battlecry,2,,1,,,True,"Eric Browning","MOCO... OCo... Oco... (oco...)",,,"Desbloqueada por derrotar a Sapphiron en la Guarida de la Vermis.","Se puede crear luego de derrotar a Sapphiron en la Guarida de la Vermis."
"Curse of Naxxramas","Necrocaballero","<b>Estertor:</b> también destruye los esbirros adyacentes.",,4,"Minion","NAXM_001",,Deathrattle,6,,5,,,,,,,,,
"Curse of Naxxramas","Necrófago inestable","<b>Provocación</b>. <b>Estertor:</b> inflige 1 de daño a todos los esbirros.","Common",2,"Minion","FP1_024",,Deathrattle|Taunt,3,,1,,,True,"Mike Nicholson","Cargar tus necrófagos con combustible de cohetes es furor en la escuela de nigromantes.",,,"Desbloqueada por derrotar a Heigan el Impuro en el Arrabal de la Peste.","Se puede crear luego de derrotar a Heigan el Impuro en el Arrabal de la Peste."
"Curse of Naxxramas","Nerubiano",,,2,"Minion","NAX1_03",,,1,,3,,,,,,,,,
"Curse of Naxxramas","Nerubiano",,,2,"Minion","NAX1h_03",,,4,,4,,,,,,,,,
"Curse of Naxxramas","Nerubiano",,"Rare",3,"Minion","FP1_007t",,,4,,4,,,,,,,,,
"Curse of Naxxramas","Noth el Pesteador",,,,"Hero","NAX4_01H",,,45,,,"Mage",,,,,,,,
"Curse of Naxxramas","Noth el Pesteador",,,,"Hero","NAX4_01",,,30,,,"Mage",,,,,,,,
"Curse of Naxxramas","Nube venenosa","<b>Poder de héroe</b>
Inflige 1 de daño a todos los esbirros. Si alguno muere invoca una babosa.",,2,"Hero Power","NAX11_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Nube venenosa","<b>Poder de héroe</b>
Inflige 2 de daño a todos los enemigos. Si alguno muere invoca una babosa.",,0,"Hero Power","NAX11_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Peste","Destruye a todos los esbirros que no son Esqueletos.",,6,"Spell","NAX4_05",,,,,,,,,,,,,,
"Curse of Naxxramas","Picadura de la Muerte","<b>Estertor:</b> inflige 1 de daño a todos los esbirros.","Common",4,"Weapon","FP1_021",,Deathrattle,,,4,"Warrior",2,True,"Jim Nelson",""Muerte con gusto no pica". —McScruff el Señor de la muerte",,,"Desbloqueada por completar el desafío clase Guerrero en Naxxramas.","Se puede crear luego de completar el desafío clase Guerrero en Naxxramas."
"Curse of Naxxramas","Poder del zigurat","+3 de Salud.",,,"Enchantment","FP1_023e",,,,,,"Priest",,,,,,,,
"Curse of Naxxramas","Polaridad","Ataque y Salud intercambiados.",,,"Enchantment","NAX13_02e",,,,,,,,,,,,,,
"Curse of Naxxramas","Practicante espectral","Al comienzo de tu turno inflige 1 de daño a tu héroe.",,1,"Minion","NAX8_03t",,,2,,0,,,,,,,,,
"Curse of Naxxramas","Practicante inflexible","<b>Estertor:</b> invoca un Practicante espectral para tu adversario.",,1,"Minion","NAX8_03",,Deathrattle,2,,2,,,,,,,,,
"Curse of Naxxramas","Ráfaga de esporas","Inflige $1 de daño a todos los esbirros enemigos. Invoca una Espora.",,1,"Spell","NAX6_04",,,,,,,,,,,,,,
"Curse of Naxxramas","Reencarnación","Destruye un esbirro y luego devuélvelo a la vida con toda la Salud.","Common",2,"Spell","FP1_025",,,,,,"Shaman",,True,"Dan Scott","Es como nacer salvo que eres adulto y hasta hace un segundo estabas muerto.",,,"Desbloqueada por completar el desafío clase Chamán en Naxxramas.","Se puede crear luego de completar el desafío clase Chamán en Naxxramas."
"Curse of Naxxramas","Remendejo",,,,"Hero","NAX10_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Remendejo",,,,"Hero","NAX10_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Sapphiron",,,,"Hero","NAX14_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Sapphiron",,,,"Hero","NAX14_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Semillas venenosas","Destruye a todos los esbirros e invoca Antárboles 2/2 para reemplazarlos.","Common",4,"Spell","FP1_019",,,,,,"Druid",,True,"Brian Despain","El "Vensemillado" es el plato menos pedido en el Emporio del guiso druida.",,,"Desbloqueada por completar el desafío clase Druida en Naxxramas.","Se puede crear luego de completar el desafío clase Druida en Naxxramas."
"Curse of Naxxramas","Señor de la muerte","<b>Provocación. Estertor:</b> tu adversario pone un esbirro de su mazo en el campo de batalla.","Rare",3,"Minion","FP1_009",,Deathrattle|Taunt,8,,2,,,True,"Ben Olson",""¡Levántate de tu tumba!" —Kel'Thuzad",,,"Desbloqueada por derrotar a Los cuatro jinetes en el Arrabal Militar.","Se puede crear luego de derrotar a Los cuatro jinetes en el Arrabal Militar."
"Curse of Naxxramas","Señor feudal Korth'azz","Tu héroe es <b>Inmune</b>.",,3,"Minion","NAX9_03H",,,7,,2,,,,,,True,,,
"Curse of Naxxramas","Señor feudal Korth'azz","Tu héroe es <b>Inmune</b>.",,3,"Minion","NAX9_03",,,7,,1,,,,,,True,,,
"Curse of Naxxramas","Señor telaraña Nerub'ar","Los esbirros con <b>Grito de batalla</b> cuestan (2) más.","Common",2,"Minion","FP1_017",,Aura,4,,1,,,True,"Alex Horley Orlandelli","Los Señores telaraña pasan el día armando camas elásticas gigantes.",,,"Desbloqueada por derrotar a la Gran Viuda Faerlina en el Arrabal Arácnido.","Se puede crear luego de derrotar a la Gran Viuda Faerlina en el Arrabal Arácnido."
"Curse of Naxxramas","Siervo de Kel'Thuzad","¡MÍO!",,,"Enchantment","NAX15_04a",,,,,,,,,,,,,,
"Curse of Naxxramas","Sir Zeliek","Tu héroe es <b>Inmune</b>.",,3,"Minion","NAX9_04H",,,7,,2,,,,,,True,,,
"Curse of Naxxramas","Sir Zeliek","Tu héroe es <b>Inmune</b>.",,3,"Minion","NAX9_04",,,7,,1,,,,,,True,,,
"Curse of Naxxramas","Sombra de Naxxramas","<b>Sigilo.</b> Al comienzo de tu turno obtiene +1/+1.","Epic",3,"Minion","FP1_005",,Stealth,2,,2,,,True,"Ittoku Seta","Dicen que en Naxxramas faltan 50 sombras porque se fueron con Grey.",,,"Desbloqueada por derrotar a Kel'Thuzad en la Guarida de la Vermis.","Se puede crear luego de derrotar a Kel'Thuzad en la Guarida de la Vermis."
"Curse of Naxxramas","Sombra impía","<b>Poder de héroe</b>
Roba 2 cartas.",,5,"Hero Power","NAX9_06",,,,,,,,,,,,,,
"Curse of Naxxramas","Stalagg","<b>Estertor:</b> si Feugen también murió en esta partida invoca a Thaddius.","Legendary",5,"Minion","FP1_014",,Deathrattle,4,,7,,,True,"Dany Orizio","Stalagg escribe su propia frase sin ayuda. "¡STALAGG GENIO!".",True,,"Desbloqueada por completar el Arrabal de los Ensamblajes.","Se puede crear luego de completar el Arrabal de los Ensamblajes."
"Curse of Naxxramas","Stalagg",,"Legendary",5,"Minion","NAX13_05H",,,4,,7,,,,,,True,,,
"Curse of Naxxramas","Supercarga","Otorga +2 de Salud a tus esbirros.",,2,"Spell","NAX13_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Supercargado","+2 de Salud.",,,"Enchantment","NAX13_03e",,,,,,,,,,,,,,
"Curse of Naxxramas","Suplente","<b>Provocación</b>",,2,"Minion","NAX7_02",,Taunt,7,,0,,,,,,,,,
"Curse of Naxxramas","Tejerred","<b>Estertor:</b> agrega una Bestia aleatoria a tu mano.","Common",1,"Minion","FP1_011",,Deathrattle,1,,1,"Hunter",,True,"Dan Brereton","¡Los capullos de arañas son como minipiñatas!",,"Beast","Desbloqueada por completar el desafío clase Cazador en Naxxramas.","Se puede crear luego de completar el desafío clase Cazador en Naxxramas."
"Curse of Naxxramas","Thaddius",,,,"Hero","NAX13_01",,,30,,,,,,,,,,,
"Curse of Naxxramas","Thaddius",,"Legendary",10,"Minion","FP1_014t",,,11,,11,,,,,,True,,,
"Curse of Naxxramas","Thaddius",,,,"Hero","NAX13_01H",,,45,,,,,,,,,,,
"Curse of Naxxramas","Trampa arácnida","<b>Poder de héroe</b>
Devuelve 2 esbirros enemigos aleatorios a la mano de tu adversario.",,0,"Hero Power","NAX3_02H",,,,,,,,,,,,,,
"Curse of Naxxramas","Trampa arácnida","<b>Poder de héroe</b>
Devuelve un esbirro enemigo aleatorio a la mano de tu adversario.",,3,"Hero Power","NAX3_02",,,,,,,,,,,,,,
"Curse of Naxxramas","Trepador embrujado","<b>Estertor:</b> invoca dos Arañas espectrales 1/1.","Common",2,"Minion","FP1_002",,Deathrattle,2,,1,,,True,"Jeremy Cranford","Aracnofalsofobia: temor a las arañas falsas.",,"Beast","Desbloqueada por derrotar a Anub'Rekhan en el Arrabal Arácnido.","Se puede crear luego de derrotar a Anub'Rekhan en el Arrabal Arácnido."
"Curse of Naxxramas","Veneno necrótico","Destruye un esbirro.",,2,"Spell","NAX3_03",,,,,,,,,,,,,,
"Curse of Naxxramas","Venerador","Tu héroe tiene +3 de Ataque en tu turno.",,3,"Minion","NAX2_05H",,Aura,4,,2,,,,,,,,,
"Curse of Naxxramas","Venerador","Tu héroe tiene +1 de Ataque en tu turno.",,3,"Minion","NAX2_05",,Aura,4,,1,,,,,,,,,
"Curse of Naxxramas","Venganza","+3/+2.",,,"Enchantment","FP1_020e",,,,,,"Paladin",,,,,,,,
"Curse of Naxxramas","Vengar","<b>Secreto:</b> cuando uno de tus esbirros muere otorga +3/+2 a un esbirro aliado aleatorio.","Common",1,"Spell","FP1_020",,Secret,,,,"Paladin",,True,"Zoltan & Gabor","Varios paladines se han unido con el nombre "Fuerza de la Justicia". El abogado los convenció de que "Liga de la Justicia" no era la mejor opción.",,,"Desbloqueada por completar el desafío clase Paladín en Naxxramas.","Se puede crear luego de completar el desafío clase Paladín en Naxxramas."
"Curse of Naxxramas","Zombi destripado","<b>Estertor:</b> restaura 5 de Salud al héroe enemigo.","Common",1,"Minion","FP1_001",,Deathrattle,3,,2,,,True,"E. M. Gist","Zombi. Nuestro plato del día.",,,"Desbloqueada por derrotar a Gluth en el Arrabal de los Ensamblajes.","Se puede crear luego de derrotar a Gluth en el Arrabal de los Ensamblajes."
"System","","","Epic",9,"Minion","PlaceholderCard","Neutral",,8,,6,"Mage",,,,,,,,
"Credits","Andy Brock","No puede ser <b>Silenciado. Escudo divino Sigilo.</b>","Legendary",1,"Minion","CRED_15",,,3,,1,,,,,,True,,,
"Credits","Ben Brode","Tu volumen se estancará en el máximo.","Legendary",3,"Minion","CRED_08",,,1,,4,,,,,,True,,,
"Credits","Ben Thompson","<b>Grito de batalla:</b> afila las zarpas y... toma la lapicera.","Legendary",6,"Minion","CRED_09",,,7,,4,,,,,,True,,,
"Credits","Bob Fitch","<b>Súper provocación</b> <i>(TODOS los personajes deben atacar a este esbirro).</i>","Legendary",3,"Minion","CRED_03",,,4,,2,,,,,,True,,,
"Credits","Brian Schwab","Al final de tu turno otorga +1 de Ataque a un esbirro aleatorio.","Legendary",10,"Minion","CRED_13",,,10,,10,,,,,,True,,,
"Credits","Derek Sakamoto","<i>El infame piecitos rápidos.</i>","Legendary",1,"Minion","CRED_06",,,1,,3,,,,,,True,,,
"Credits","Eric Dodds","<b>Grito de batalla:</b> invoca un Pirata 2/2 y destruye a todos los Ninjas.","Legendary",6,"Minion","CRED_02",,,5,,5,,,,,,True,,,
"Credits","Hamilton Chu","<i>Consiguió NO ser parte del problema... casi casi todo el tiempo.</i>","Legendary",7,"Minion","CRED_16",,,5,,9,,,,,,True,,,
"Credits","Jason Chayes","<b>Enfurecer:</b> ¡Es broma! Nunca se enfurece.","Legendary",6,"Minion","CRED_01",,,6,,7,,,,,,True,,,
"Credits","Jay Baxter","<b>Grito de batalla:</b> invoca CINCO invenciones aleatorias.","Legendary",4,"Minion","CRED_11",,,4,,1,,,,,,True,,,
"Credits","Kyle Harrison","<i>¿3 de maná por un 5/4? ¡Trato hecho!</i>","Legendary",3,"Minion","CRED_05",,,4,,5,,,,,,True,,,
"Credits","Michael Schweitzer","<b>C-C-C-COMBO:</b> destruye un esbirro.","Legendary",2,"Minion","CRED_10",,,2,,2,,,,,,True,,,
"Credits","Rachelle Davis","<b>Grito de batalla:</b> roba DOS cartas. <i>Ella no es una ingeniera novicia.</i>","Legendary",2,"Minion","CRED_12",,,2,,1,,,,,,True,,,
"Credits","Rob Pardo","No puedes comenzar una partida si no tienes este esbirro en tu mazo.","Legendary",9,"Minion","CRED_17",,,9,,9,,,,,,True,,,
"Credits","Steven Gabriel","<b>Grito de batalla:</b> invoca una bebida espumosa.","Legendary",1,"Minion","CRED_04",,,3,,3,,,,,,True,,,
"Credits","Yong Woo","Tus otros esbirros tienen +3 de Ataque y <b>Carga</b>.","Legendary",5,"Minion","CRED_14",,,2,,3,,,,,,True,,,
"Credits","Zwick","<b>Grito de batalla:</b> se queja de lo caro que está el tocino.","Legendary",2,"Minion","CRED_07",,,2,,2,,,,,,True,,,
"Basic","¡Más armadura!","<b>Poder de héroe</b>
Obtiene 2 de Armadura.","Free",2,"Hero Power","CS2_102","Neutral",,,,,"Warrior",,,,,,,,
"Basic","¡Mlarggragllabl!","Este múrloc tiene +1 de Ataque.",,,"Enchantment","EX1_508o",,,,,,,,,,,,,,
"Basic","Abanico de cuchillos","Inflige $1 de daño a todos los esbirros enemigos. Roba una carta.","Common",3,"Spell","EX1_129","Neutral",,,,,"Rogue",,True,"Andrew Robinson","No hay mejor manera de matar el calor.",,,"Se desbloquea en nivel 4.","Se desbloquea en nivel 29."
"Basic","Abisario","<b>Provocación</b>","Free",1,"Minion","CS2_065","Neutral",Taunt,3,,1,"Warlock",,True,"Alex Horley Orlandelli","No parece pero dicen que es pariente de los peces abisales.",,"Demon","Se desbloquea en nivel 1.","Se desbloquea en nivel 36."
"Basic","Afilado","+1 de Ataque en este turno.",,,"Enchantment","CS2_083e",,OneTurnEffect,,,,"Rogue",,,,,,,,
"Basic","Águila ratonera famélica","Cada vez que invocas a una Bestia roba una carta.","Common",5,"Minion","CS2_237",,,2,"",3,"Hunter",,True,"Bernie Kang","Si la alimentas pierde por completo su <i>identidad</i>.",,"Beast","Se desbloquea en nivel 4.","Se desbloquea en nivel 47."
"Basic","Anduin Wrynn",,"Free",,"Hero","HERO_09","Neutral",,30,,,"Priest",,True,,,,,,
"Basic","Ansia de sangre","Otorga +3 de Ataque a tus esbirros en este turno.","Common",5,"Spell","CS2_046","Neutral",,,,,"Shaman",,True,"Luca Zontini","¡blaarghghLLGHRHARAAHAHHH!",,,"Se desbloquea en nivel 2.","Se desbloquea en nivel 40."
"Basic","Ansia de sangre","+3 de Ataque en este turno.",,,"Enchantment","CS2_046e",,OneTurnEffect,,,,"Shaman",,,,,,,,
"Basic","Aojado","¡Este esbirro ha sido transformado!",,,"Enchantment","EX1_246e",,Morph,,,,"Shaman",,,,,,,,
"Basic","Archimago","<b>Daño de hechizo +1</b>","Common",6,"Minion","CS2_155","Alliance",Spellpower,7,,4,,,True,"Steve Ellis","Obtienes el título de Archimago cuando puedes destruir a cualquiera que te llame así.",,,,"Se desbloquea en nivel 57 de Mago."
"Basic","Arma muerdepiedras","Otorga +3 de Ataque a un personaje aliado en este turno.","Free",1,"Spell","CS2_045","Neutral",,,,,"Shaman",,True,"Alex Horley Orlandelli","Esto sería súper útil si tu enemigo estuviese hecho de piedras.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 36."
"Basic","Arma muerdepiedras","Este personaje tiene +3 de Ataque en este turno.",,,"Enchantment","CS2_045e",,OneTurnEffect,,,,"Shaman",,,,,,,,
"Basic","Arquera élfica","<b>Grito de batalla:</b> inflige 1 de daño.","Common",1,"Minion","CS2_189","Horde",Battlecry,1,,1,,,True,"Steve Prescott","No te molestes en invitarla a salir: te va a dejar clavado.",,,,"Se desbloquea en nivel 57 de Druida."
"Basic","Artificera temeraria","<b>Carga</b>","Free",6,"Minion","CS2_213","Horde",Charge,2,,5,,,True,"John Polidora","Una artificera demente + un misil lleno de explosivos = diversión sin fin.",,,,"Se desbloquea en nivel 59 de Chamán."
"Basic","Asaltante múrloc",,"Free",1,"Minion","CS2_168","Alliance",,1,,2,,,True,"Dan Scott","¡Mrrraggglhlhghghlgh mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!",,"Murloc",,"Se desbloquea en nivel 51 de Sacerdote."
"Basic","Asesinato","Destruye un esbirro enemigo.","Free",5,"Spell","CS2_076","Neutral",,,,,"Rogue",,True,"Glenn Rane","Si no quieres que te asesinen huye hacia los Baldíos y cámbiate el nombre. ¡Buena suerte!",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 47."
"Basic","Aullido furioso","Esta Bestia tiene +1 de Ataque del Lobo gris.",,,"Enchantment","DS1_175o",,,,,,"Hunter",,,,,,,,
"Basic","Avatar de la moneda","<i>Perdiste. Pero ganaste un amigo.</i>","Free",0,"Minion","GAME_002",,,1,,1,,,,,,,,,
"Basic","Bendición de clériga","+1/+1.",,,"Enchantment","EX1_019e",,,,,,"Priest",,,,,,,,
"Basic","Bendición de poderío","+3 de Ataque.",,,"Enchantment","CS2_087e","Neutral",,,,,"Paladin",,,,,,,,
"Basic","Bendición de poderío","Otorga +3 de Ataque a un esbirro.","Free",1,"Spell","CS2_087","Neutral",,,,,"Paladin",,True,"Zoltan Boros",""¿Y por qué ahora todos corren cuando me ven?". —Toad Mackle recién bendecido.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 45."
"Basic","Bendición de reyes","Otorga +4/+4 a un esbirro. <i>(+4 de Ataque/+4 de Salud)</i>","Common",4,"Spell","CS2_092","Neutral",,,,,"Paladin",,True,"Lucas Graciano","Dada la cantidad de reyes que han sido asesinados ¿estás seguro de que quieres su bendición?",,,"Se desbloquea en nivel 10.","Se desbloquea en nivel 49."
"Basic","Bendición de reyes","+4/+4.",,,"Enchantment","CS2_092e",,,,,,"Paladin",,,,,,,,
"Basic","Bloquear con escudo","Obtienes 5 de Armadura.
Roba una carta.","Common",3,"Spell","EX1_606","Neutral",,,,,"Warrior",,True,"Michael Komarck","Los escudos se inventaron porque Bloquear con rostro era INÚTIL.",,,"Se desbloquea en nivel 8.","Se desbloquea en nivel 28."
"Basic","Bola de fuego","Inflige $6 de daño.","Free",4,"Spell","CS2_029","Neutral",,,,,"Mage",,True,"Ralph Horsley","Este hechizo sirve para quemar cosas. Si necesitas algún hechizo para tostar o para calentar un poco te recomendamos que busques en otro lado.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 44."
"Basic","Brebaje ancestral","Provocación.",,,"Enchantment","CS2_041e",,Taunt,,,,"Shaman",,,,,,,,
"Basic","Bruto Lobo gélido","<b>Provocación</b>","Common",2,"Minion","CS2_121","Neutral",Taunt,2,,2,,,True,"Richie Marella","Ser bruto es una herencia familiar que se transmite por generaciones. Es mucho más que un simple trabajo.",,,,"Se desbloquea en nivel 57 de Chamán."
"Basic","Bufar","<b>Carga</b>","Common",3,"Minion","NEW1_034",,Charge,2,,4,"Hunter",,,,,,"Beast",,
"Basic","Caballero de Ventormenta","<b>Carga</b>","Common",4,"Minion","CS2_131","Alliance",Charge,5,,2,,,True,"Ladronn","Todavía están avergonzados por el "Incidente con Alamuerte".",,,,"Se desbloquea en nivel 55 de Paladín."
"Basic","Cambio de forma","<b>Poder de héroe</b>
+1 de Ataque en este turno.
+1 de Armadura.","Free",2,"Hero Power","CS2_017","Neutral",,,,,"Druid",,,,,,,,
"Basic","Campeón de Ventormenta","Tus otros esbirros tienen +1/+1.","Common",7,"Minion","CS2_222","Alliance",Aura,6,"",6,,,True,"Doug Alexander","Cuando Alamuerte atacó la capital este soldado fue el único de su escuadrón que sobrevivió. Y ahora es un viejo amargado.",,,,"Se desbloquea en nivel 59 de Paladín."
"Basic","Campeón de veraplata","Cada vez que tu héroe ataca restáurale 2 de Salud.","Common",4,"Weapon","CS2_097","Neutral",,,,4,"Paladin",2,True,"Ryan Sook","Corta pica y rebana. Hasta podrías usarlo para abrir latas (aunque no es buena idea).",,,"Se desbloquea en nivel 2.","Se desbloquea en nivel 40."
"Basic","Can del núcleo",,"Common",7,"Minion","CS2_201",,,5,,9,,,True,"E.M. Gist","No intentes domesticar a un can del núcleo. Confórmate con entrenarlo para que coma a otro antes que a ti.",,"Beast",,"Se desbloquea en nivel 51 de Cazador."
"Basic","Carga","Otorga +2 de Ataque y <b>Carga</b> a un esbirro aliado.","Free",3,"Spell","CS2_103","Neutral",,,,,"Warrior",,True,"Alex Horley Orlandelli",""¡Ey vamos! ¡Cálmense un poco!" —especie de esbirro no acostumbrado a la guerra",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 23."
"Basic","Carga","El Rinoceronte de la tundra otorga <b>Carga</b>.",,,"Enchantment","DS1_178e",,,,,,"Hunter",,,,,,,,
"Basic","Carga","+2 de Ataque y <b>Carga</b>.",,,"Enchantment","CS2_103e2",,,,,,"Warrior",,,,,,,,
"Basic","Carga","Este esbirro tiene <b>Carga</b>.",,,"Enchantment","EX1_084e",,,,,,"Warrior",,,,,,,,
"Basic","Cazadora rajaciena","<b>Grito de batalla:</b> invoca un Jabalí 1/1.","Common",3,"Minion","CS2_196","Horde",Battlecry,3,,2,,,True,"Clint Langley","Una vez alguien se metió con Eburnia. UNA SOLA VEZ.",,,,"Se desbloquea en nivel 55 de Cazador."
"Basic","Cazamareas múrloc","<b>Grito de batalla:</b> invoca un Explorador múrloc 1/1.","Common",2,"Minion","EX1_506","Neutral",Battlecry,1,,2,,,True,"Dan Scott",""La muerte se alzará... ¡desde las mareas!".",,"Murloc",,"Se desbloquea en nivel 53 de Pícaro."
"Basic","Choque de escarcha","Inflige $1 de daño a un personaje enemigo y lo <b>Congela</b>.","Free",1,"Spell","CS2_037","Neutral",Freeze,,,,"Shaman",,True,"Alex Horley Orlandelli","¡CHOQUE DE ESCARCHA!",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 32."
"Basic","Clériga de Villanorte","Cada vez que un esbirro sana roba una carta.","Free",1,"Minion","CS2_235",,HealTarget,3,,1,"Priest",,True,"Terese Nielsen","Ayudan a los angustiados y oprimidos. A veces vendiéndoles galletas.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 40."
"Basic","Clériga Sol devastado","<b>Grito de batalla:</b> otorga +1/+1 a un esbirro aliado.","Common",3,"Minion","EX1_019","Neutral",Battlecry,2,,3,,,True,"Doug Alexander","Siempre tienen un frasco de energizante Fuente del Sol™ de repuesto.",,,,"Se desbloquea en nivel 53 de Sacerdote."
"Basic","Comandante Grito de guerra","Cada vez que invocas a un esbirro con 3 de Ataque o menos le otorga <b>Carga</b>.","Free",3,"Minion","EX1_084","Neutral",,3,,2,"Warrior",,True,"Wei Wang","El clan Grito de guerra es <i>drama drama drama</i>. La verdad no vale la pena llegar a comandante.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 36."
"Basic","Comando Pico tormenta","<b>Grito de batalla:</b> inflige 2 de daño.","Common",5,"Minion","CS2_150","Alliance",Battlecry,2,,4,,,True,"Kev Walker","Los comando Pico tormenta son expertos en demolición. Y hornean unos pastelitos deliciosos.",,,,"Se desbloquea en nivel 51 de Paladín."
"Basic","Compañero animal","Invoca una Bestia compañera aleatoria.","Common",3,"Spell","NEW1_031",,,,,,"Hunter",,True,"Wei Wang","¡Podrías invocar a Misha a Leokk o a Bufar! Aunque Bufar es demasiado problemático...",,,"Se desbloquea en nivel 2.","Se desbloquea en nivel 45."
"Basic","Consagración","Inflige $2 de daño a todos los enemigos.","Common",4,"Spell","CS2_093","Neutral",,,,,"Paladin",,True,"Vance Kovacs","El suelo consagrado resplandece de energía sagrada. Pero también huele un poquito feo.",,,"Se desbloquea en nivel 4.","Se desbloquea en nivel 43."
"Basic","Control mental","Este esbirro ha cambiado de controlador.","Common",,"Enchantment","CS1_113e","Neutral",,,,,"Priest",,,,,,,,
"Basic","Control mental","Toma el control de un esbirro enemigo.","Common",10,"Spell","CS1_113","Neutral",,,,,"Priest",,True,"Sean O’Daniels","Nominado a "Mejor hechizo para hacer que tu adversario se dé la cabeza contra la pared".",,,"Se desbloquea en nivel 10.","Se desbloquea en nivel 49."
"Basic","Corrupción","Elige un esbirro enemigo. Al comienzo de tu turno destrúyelo.","Common",1,"Spell","CS2_063","Neutral",,,,,"Warlock",,True,"Wayne Reynolds","Empieza robando una lapicera del trabajo y antes de que te des cuenta ¡pum! Ya está corrompido.",,,"Se desbloquea en nivel 2.","Se desbloquea en nivel 32."
"Basic","Corrupción","Al comienzo del turno del jugador corruptor destruye este esbirro.",,,"Enchantment","CS2_063e",,,,,,"Warlock",,,,,,,,
"Basic","Crecimiento salvaje","Obtienes un Cristal de maná vacío.","Free",2,"Spell","CS2_013","Neutral",,,,,"Druid",,True,"James Ryman","Cultiva tus propios cristales de maná con este revolucionario equipo de crecimiento por solo 39 dólares.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 23."
"Basic","Crocolisco fluvial",,"Free",2,"Minion","CS2_120",,,3,,2,,,True,"Daren Bader","En una oportunidad Edward Smith el "Zurdito" intentó hacer una valija con la piel de un crocolisco fluvial.",,"Beast",,"Se desbloquea en nivel 55 de Druida."
"Basic","Cuchillo maligno",,"Free",1,"Weapon","CS2_082","Neutral",,,,1,"Rogue",2,,,,,,,
"Basic","Deflagración arcana","Inflige $1 de daño a todos los esbirros enemigos.","Free",2,"Spell","CS2_025","Neutral",,,,,"Mage",,True,"Howard Lyon","Este hechizo es mucho mejor que la Implosión arcana.",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 28."
"Basic","Descarga de escarcha","Inflige $3 de daño a un personaje y lo <b>Congela</b>.","Common",2,"Spell","CS2_024","Neutral",Freeze,,,,"Mage",,True,"Steve Ellis","Cuando juegas esta carta es costumbre gritar: "¡Qué frío madrecita mía!".",,,"Se desbloquea en nivel 2.","Se desbloquea en nivel 40."
"Basic","Descarga de las sombras","Inflige $4 de daño a un esbirro.","Free",3,"Spell","CS2_057","Neutral",,,,,"Warlock",,True,"Dave Allsop","Es una descarga y está hecha de sombras. ¿Qué más necesitas saber?",,,"Se desbloquea en nivel 1.","Se desbloquea en nivel 47."
