MECHANICS,SET,NAME,TEXT,TYPE,ID,COLLECTIBLE,FACTION,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,PLAYERCLASS,INPLAYTEXT,ELITE,RACE,DURABILITY
Spellpower,Classic,Malygos,<b>Dégâts des sorts : +5</b>,Minion,EX1_563,True,Neutral,Michael Komarck,Legendary,4,9,12,Malygos déteste que les humains utilisent la magie ça le rend fou !,,,True,Dragon,
Battlecry,Classic,Manipulateur sans-visage,<b>Cri de guerre :</b> choisit un serviteur et en devient la copie conforme.,Minion,EX1_564,True,Neutral,Raymond Swanland,Epic,3,5,3,Les sans-visages sont les serviteurs de Yogg-Saron et ils se nourrissent de la peur. En ce moment celui-ci se nourrit de votre peur de désenchanter toutes vos bonnes cartes par accident.,,,,,
Divine Shield|Taunt,Classic,Marche-soleil,<b>Provocation</b>
<b>Bouclier divin</b>,Minion,EX1_032,True,Alliance,Andrea Uderzo,Rare,4,6,5,Elle ne marche pas VRAIMENT sur le soleil c’est juste un nom. Ne vous inquiétez pas !,,,,,
,Classic,Marque de la nature,<b>Choix des armes :</b> donne +4 ATQ à un serviteur ou +4 PV et <b>Provocation</b>.,Spell,EX1_155,True,Neutral,Clint Langley,Common,,3,,Les druides appellent ça la « Marque de la nature ». Les autres considèrent qu’ils ont juste besoin d’un bon bain...,Druid,,,,
,Classic,Marque de la nature,Ce serviteur a +4 PV et <b>Provocation</b>.,Enchantment,EX1_155be,,,,,,,,,Druid,,,,
,Classic,Marque de la nature,+4 PV et <b>Provocation</b>.,Spell,EX1_155b,,Neutral,,,,,,,Druid,,,,
,Classic,Marque de la nature,Ce serviteur a +4 ATQ.,Enchantment,EX1_155ae,,,,,,,,,Druid,,,,
,Classic,Marque de la nature,+4 ATQ.,Spell,EX1_155a,,Neutral,,,,,,,Druid,,,,
Windfury,Classic,Marteau-du-Destin,<b>Furie des vents
Surcharge :</b> (2),Weapon,EX1_567,True,Neutral,John Polidora,Epic,2,5,,Cette arme légendaire fut offerte à Thrall par Orgrim Marteau-du-Destin. Mais son nom est une simple coïncidence.,Shaman,,,,8
Battlecry,Classic,Massacreur du temple,<b>Cri de guerre :</b> donne +3 PV à un serviteur allié.,Minion,EX1_623,True,,Daren Bader,Common,6,6,6,Il a une double vie c’est lui qui anime les soirées karaoké du jeudi soir à la taverne du Cochon siffleur.,Priest,,,,
,Classic,Matelot des mers du Sud,A <b>Charge</b> tant que vous êtes équipé d’une arme.,Minion,CS2_146,True,Alliance,Dan Brereton,Common,2,1,1,La nouvelle mode chez les pirates c’est d’enflammer les planches !,,,,Pirate,
Combo,Classic,Meneur défias,<b>Combo :</b> invoque un bandit défias 2/1.,Minion,EX1_131,True,Neutral,Dany Orizio,Common,2,2,2,Il aime bien traiter les gens de grouillots. Mais pourquoi est-il aussi méchant ?,Rogue,,,,
,Classic,Météores,Inflige $2 |4(pointpoints) de dégâts à tous les serviteurs adverses.,Spell,NEW1_007a,,,,,,,,,Druid,,,,
,Classic,Météores,Inflige $5 |4(pointpoints) de dégâts à un serviteur.,Spell,NEW1_007b,,,,,,,,,Druid,,,,
,Classic,Météores,<b>Choix des armes :</b> inflige $5 |4(pointpoints) de dégâts à un serviteur ; ou $2 |4(pointpoints) de dégâts à tous les serviteurs adverses.,Spell,NEW1_007,True,,Richard Wright,Rare,,5,,« Un peu plus près des étoiles ! »
- Albatros,Druid,,,,
Battlecry,Classic,Millhouse Tempête-de-Mana,<b>Cri de guerre :</b> les sorts adverses coûtent (0) au prochain tour.,Minion,NEW1_029,True,,Jim Nelson,Legendary,4,2,4,« Allumeeer le feu allumeeeeer le feu ! »,,,True,,
Aura,Classic,Minuscule invocatrice,Le premier serviteur que vous jouez à chaque tour coûte (1) cristal de moins.,Minion,EX1_076,True,Alliance,Ron Spears,Rare,2,2,2,Elle est super jalouse de la grande invocatrice.,,,,,
,Classic,Morsure,Confère +4 ATQ au héros pendant ce tour et +4 Armure.,Spell,EX1_570,True,Neutral,Tom Baxa,Rare,,4,,J’ai une faim de loup !,Druid,,,,
OneTurnEffect,Classic,Morsure,+4 ATQ pendant ce tour.,Enchantment,EX1_570e,,,,,,,,,,,,,
Battlecry,Classic,Mousse de la Voile sanglante,<b>Cri de guerre :</b> gagne des points d’Attaque d’un montant équivalent à ceux de votre arme.,Minion,NEW1_018,True,,Jim Nelson,Common,2,2,3,Le pillage pour moi c’est seulement les jours en « di ».,,,,Pirate,
,Classic,Mrgglaargl !,Le chef de guerre murloc confère +2/+1.,Enchantment,EX1_507e,,,,,,,,,,,,,
,Classic,Mrghlglhal,+2 PV.,Enchantment,EX1_103e,,,,,,,,,,,,,
Battlecry,Classic,Nain sombrefer,<b>Cri de guerre :</b> donne +2 ATQ à un serviteur pendant ce tour.,Minion,EX1_046,True,Alliance,Scott Hampton,Common,4,4,4,Les gardiens du minerai de sombrefer. Sans doute le plus insupportable minerai au monde vu le trajet à faire pour le forger.,,,,,
,Classic,Nat Pagle,Au début de votre tour vous avez 50% de chances de piocher une carte supplémentaire.,Minion,EX1_557,True,Neutral,Steve Prescott,Legendary,0,2,4,Nat Pagle le meilleur pêcheur d’Azeroth ! Il a inventé le pêcheur-o-matic 3000 l’allonge-canne 3000 et l’appât-o-matic 2099 (en cours d’expérimentation).,,,True,,
,Classic,Néant distordu,Détruit tous les serviteurs.,Spell,EX1_312,True,Neutral,Dave Allsop,Epic,,8,,Le Néant distordu est un endroit sans forme rempli de magie d’illusions... et de serviteurs sauvagement sacrifiés.,Warlock,,,,
Aura,Classic,Nervi de la KapitalRisk,Vos serviteurs coûtent (3) cristaux de plus.,Minion,CS2_227,True,Horde,John Polidora,Common,7,5,6,Je finis toujours le travail pour lequel on me paie.,,,,,
Secret,Classic,Noble sacrifice,<b>Secret :</b> invoque un défenseur 2/1 qui devient la cible de l’adversaire sur le point d’attaquer.,Spell,EX1_130,True,Neutral,Zoltan & Gabor,Common,,1,,Nul sacrifice nulle victoire.,Paladin,,,,
,Classic,Nourrir,Vous piochez 3 cartes.,Spell,EX1_164b,,Neutral,,,,,,,Druid,,,,
,Classic,Nourrir,Vous gagnez 2 cristaux de mana.,Spell,EX1_164a,,Neutral,,,,,,,Druid,,,,
,Classic,Nourrir,<b>Choix des armes :</b> vous gagnez 2 cristaux de mana ou vous piochez 3 cartes.,Spell,EX1_164,True,Neutral,Terese Nielsen,Rare,,5,,Les druides se nourrissent de nombreuses choses : le pouvoir de la nature le chant d’un oiseau un gâteau au chocolat.,Druid,,,,
,Classic,Nozdormu,Les joueurs n’ont que 15 secondes pour jouer leur tour.,Minion,EX1_560,True,Neutral,James Ryman,Legendary,8,9,8,Dépêchez-vous son temps est précieux !,,,True,Dragon,
,Classic,Obnubilé par les trésors,Attaque augmentée.,Enchantment,NEW1_018e,,,,,,,,,,,,,
Secret,Classic,Œil pour œil,<b>Secret :</b> inflige au héros adverse autant de dégâts que ceux subis par votre héros.,Spell,EX1_132,True,Neutral,James Ryman,Common,,1,,Mon poing a faim de justice !,Paladin,,,,
,Classic,Ombre du néant,Comment ça « Votre adversaire n’a plus de serviteurs » ?,Minion,EX1_345t,,,,Epic,0,0,1,,Priest,,,,
AffectedBySpellPower,Classic,Ombreflamme,Détruit un serviteur allié et inflige des dégâts équivalents à ses points d’attaque à tous les serviteurs adverses.,Spell,EX1_303,True,Neutral,Dave Kendall,Rare,,4,,Choisissez d’abord un serviteur puissant puis balancez-lui un coup d’Ombreflamme ça réchauffera l’atmosphère !,Warlock,,,,
,Classic,Ombres de M’uru,Ce serviteur a consumé les Boucliers divins et ses points d’Attaque et de Vie sont augmentés.,Enchantment,EX1_590e,,,,Common,,,,,,,,,
Battlecry,Classic,Onyxia,<b>Cri de guerre :</b> invoque des dragonnets 1/1 jusqu’à remplir votre côté du plateau.,Minion,EX1_562,True,Neutral,Dany Orizio,Legendary,8,9,8,Onyxia a longtemps manipulé la cour de Hurlevent en se faisant passer pour dame Katrana Prestor. Les ailes immenses et les écailles auraient dû leur mettre la puce à l’oreille.,,,True,Dragon,
Battlecry,Classic,Oracle froide-lumière,<b>Cri de guerre :</b> chaque joueur pioche 2 cartes.,Minion,EX1_050,True,Neutral,Steve Prescott,Rare,2,3,2,Il peut prédire l’avenir. Bientôt les deux joueurs vont piocher des cartes. Ça fait peur...,,,,Murloc,
,Classic,Ordres de Vertepeau,+1/+1.,Enchantment,NEW1_024o,,,,,,,,,,,,,
,Classic,Pacte de sang,Vie augmentée.,Enchantment,CS2_059o,,,,,,,,,Warlock,,,,
,Classic,Panthère,,Minion,EX1_160t,,,,Common,3,2,2,,Druid,,,Beast,
Stealth,Classic,Panthère de la jungle,<b>Camouflage</b>,Minion,EX1_017,True,Horde,Jaemin Kim,Common,4,3,2,Strangleronce est un endroit magnifique où partir en vacances mais vous ne voudriez pas y vivre.,,,,Beast,
,Classic,Pas de l’ombre,Renvoie un serviteur allié dans votre main. Il coûte (2) cristaux de moins.,Spell,EX1_144,True,Neutral,Graven Tung,Common,,0,,Les troupes de voleurs font parfois un petit pas de l’ombre à la fin de leur performance le public adore ça !,Rogue,,,,
Secret,Classic,Piège à serpents,<b>Secret :</b> quand un de vos serviteurs est attaqué invoque trois serpents 1/1.,Spell,EX1_554,True,Neutral,Bernie Kang,Epic,,2,,Des serpents fallait que ce soit des serpents !,Hunter,,,,
Secret,Classic,Piège explosif,<b>Secret :</b> quand votre héros est attaqué inflige $2 |4(pointpoints) de dégâts à tous les adversaires.,Spell,EX1_610,True,Neutral,Brandon Kitkouski,Common,,2,,Il piège votre prochain repas et en plus il le rôtit !,Hunter,,,,
Secret,Classic,Piège givrant,<b>Secret :</b> quand un serviteur adverse attaque le renvoie dans la main de son propriétaire et il coûte désormais (2) cristaux de plus.,Spell,EX1_611,True,Neutral,Matt Gaser,Common,,2,,« Ça me laisse de glace. » Réponse appropriée à un Piège givrant ou à une mauvaise blague.,Hunter,,,,
,Classic,Plaie funeste,Inflige $2 |4(pointpoints) de dégâts à un personnage. S’il est tué invoque un démon aléatoire.,Spell,EX1_320,True,Neutral,Raymond Swanland,Epic,,5,,Mon conseil évitez ce destin funeste si possible.,Warlock,,,,
,Classic,Pointe mentale,<b>Pouvoir héroïque</b>
Inflige 2 points de dégâts.,Hero Power,EX1_625t,,,,,,2,,,Priest,,,,
Aura,Classic,Portail d’invocation,Vos serviteurs coûtent (2) cristaux de moins mais jamais moins de (1).,Minion,EX1_315,True,Neutral,Tyler Walpole,Common,0,4,4,JAMAIS MOINS DE 1 ! N’allez pas vous faire des idées !,Warlock,,,,
Taunt,Classic,Porte-bouclier,<b>Provocation</b>,Minion,EX1_405,True,Neutral,Carl Critchlow,Common,0,1,4,Vous avez vu la taille des boucliers dans ce jeu ? Ce n’est vraiment pas un travail facile.,,,,,
,Classic,Porte-cendres,,Weapon,EX1_383t,,,,Legendary,5,5,,,Paladin,,,,3
Enrage,Classic,Poulet furieux,<b>Accès de rage :</b> +5 ATQ.,Minion,EX1_009,True,,Mike Sass,Rare,1,1,1,Tais-toi tais-toi tais-toi la patte de poulet furieux satan hérétique !!!,,,,Beast,
,Classic,Préparation,Le prochain sort que vous lancez pendant ce tour coûte (3) cristaux de moins.,Spell,EX1_145,True,Neutral,Clint Langley,Epic,,0,,« Toujours prêt » - Devise des voleurs,Rogue,,,,
OneTurnEffect,Classic,Préparation,Le prochain sort que vous lancez pendant ce tour coûte (3) cristaux de moins.,Enchantment,EX1_145o,,,,,,,,,Rogue,,,,
Aura,Classic,Prêtresse auchenaï,Vos cartes et pouvoirs rendant de la Vie infligent désormais des dégâts à la place.,Minion,EX1_591,True,Neutral,Doug Alexander,Rare,3,4,5,La fin des temps c’est maintenant ! ... Ou pas.,Priest,,,,
Battlecry,Classic,Prêtresse d’Élune,<b>Cri de guerre :</b> rend 4 points de vie à votre héros.,Minion,EX1_583,True,Neutral,Dan Scott,Common,5,6,4,Si elle propose de vous montrer la « lune » méfiez-vous ce n’est pas du tout ce que vous imaginez.,,,,,
Battlecry,Classic,Prêtresse de la Cabale,<b>Cri de guerre :</b> prend le contrôle d’un serviteur adverse avec 2 en Attaque ou moins.,Minion,EX1_091,True,Neutral,Chippy,Epic,4,6,5,Difficile de savoir qui travaille en secret pour la Cabale...,Priest,,,,
,Classic,Pris au piège,Sera <b>Gelé</b> à nouveau au début du tour suivant.,Enchantment,EX1_611e,,,,,,,,,Hunter,,,,
Battlecry,Classic,Prophète du Cercle terrestre,<b>Cri de guerre :</b> rend 3 points de vie.,Minion,CS2_117,True,,Alex Horley Orlandelli,Common,3,3,3,Avant il faisait partie du Cercle des prophètes disparus mais on ne sait pas ce qu’ils sont devenus.,,,,,
,Classic,Prophète Velen,Double les dégâts et les soins de vos sorts et de votre pouvoir héroïque.,Minion,EX1_350,True,Neutral,Wei Wang,Legendary,7,7,7,Il a été banni ses frères ont mal tourné mais à part ça il a vraiment tout pour être heureux.,Priest,,True,,
Battlecry,Classic,Protecteur d’Argent,<b>Cri de guerre :</b> confère <b>Bouclier divin</b> à un serviteur allié.,Minion,EX1_362,True,Neutral,Doug Alexander,Common,2,2,2,« Je ne dis pas que tu peux éviter les boules de feu. Non. Ce que je veux dire c’est qu’avec ce bouclier tu ne les sentiras plus. »,Paladin,,,,
Battlecry,Classic,Protectrice solfurie,<b>Cri de guerre :</b> confère <b>Provocation</b> aux serviteurs adjacents.,Minion,EX1_058,True,Alliance,James Ryman,Rare,2,2,3,Elle porte un bouclier mais dès qu’elle peut elle le donne à quelqu’un d’autre et se planque derrière.,,,,,
,Classic,Puissance accablante,Confère +4/+4 à un serviteur allié jusqu’à la fin du tour. Puis il meurt. De façon horrible.,Spell,EX1_316,True,Neutral,Tom Baxa,Common,,1,,Impossible de décrire l’horreur de cette mort. Ce n’est VRAIMENT pas beau à voir. Pire encore. Ne le faites pas.,Warlock,,,,
,Classic,Puissance accablante,Ce serviteur a +4/+4 mais il mourra de façon horrible à la fin du tour.,Enchantment,EX1_316e,,Neutral,,,,,,,Warlock,,,,
,Classic,Puissance brute !,Caractéristiques augmentées.,Enchantment,EX1_274e,,,,,,,,,Mage,,,,
,Classic,Puissance du fauve,<b>Choix des armes :</b>
donne à vos serviteurs +1/+1 ou invoque une panthère 3/2.,Spell,EX1_160,True,Neutral,Steve Tappin,Common,,2,,Ne jamais regarder une panthère dans les yeux. Ou toujours la regarder dans les yeux ? C’est soit l’un soit l’autre.,Druid,,,,
OneTurnEffect,Classic,Puissance du Kirin Tor,Votre prochain Secret coûte (0).,Enchantment,EX1_612o,,,,,,,,,Mage,,,,
,Classic,Puits de lumière,Au début de votre tour rend 3 PV à un personnage allié blessé.,Minion,EX1_341,True,Neutral,Blizzard Entertainment,Rare,0,2,5,« Sur celui-ci pas besoin de cliquer ! » - Soltek,Priest,,,,
,Classic,Pyromancien sauvage,Après que vous avez lancé un sort inflige 1 point de dégâts à TOUS les serviteurs.,Minion,NEW1_020,True,,Alex Horley Orlandelli,Rare,3,2,2,BOUM LE MONDE ENTIER FAIT BOUM TOUT L’UNIVERS FAIT BOUM PARC’QUE MON CŒUR FAIT BOUM BOUM.,,,,,
,Classic,Rage du combat,Vous piochez une carte pour chaque personnage allié blessé.,Spell,EX1_392,True,Neutral,Alex Horley Orlandelli,Common,,2,,« Ne me mettez pas en colère vous risqueriez de le regretter. »,Warrior,,,,
,Classic,Rage intérieure,Inflige $1 |4(pointpoints) de dégâts à un serviteur et lui confère +2 ATQ.,Spell,EX1_607,True,Neutral,Slawomir Maniak,Common,,0,,Ce n’est qu’un sourire de façade.,Warrior,,,,
,Classic,Rage intérieure,+2 Attaque.,Enchantment,EX1_607e,,,,,,,,,Warrior,,,,
,Classic,Rage sanguinaire,Aucune perte de durabilité.,Enchantment,EX1_411e,,,,,,,,,Warrior,,,,
,Classic,Ragnaros seigneur du feu,Ne peut pas attaquer. À la fin de votre tour inflige 8 points de dégâts à un adversaire aléatoire.,Minion,EX1_298,True,Neutral,Greg Staples,Legendary,8,8,8,Ragnaros a été invoqué par les nains sombrefers qui au final se sont retrouvés esclaves du seigneur du feu. Invoquer Ragnaros a souvent des effets secondaires indésirables...,,,True,,
Taunt,Classic,Rampant des tourbières,<b>Provocation</b>,Minion,CS1_069,True,Alliance,Monica Langlois,Common,3,5,6,Autrefois on l’appelait la créature du marais mais on le confondait trop souvent avec l’<i>autre</i>... Alors il a changé de nom !,,,,,
Secret,Classic,Rédemption,<b>Secret :</b> quand un de vos serviteurs meurt il est ressuscité avec 1 PV.,Spell,EX1_136,True,Neutral,Ittoku,Common,,1,,Ah t’es pas mort ! Très bien salut !,Paladin,,,,
,Classic,Rejeton de lumière,L’Attaque de ce serviteur est toujours égale à sa Vie.,Minion,EX1_335,True,Neutral,Daarken,Common,0,4,5,Rejeton de lumière ou rejet d’onde lumière ?,Priest,,,,
,Classic,Renforcement,Vie augmentée.,Enchantment,NEW1_025e,,,,,,,,,,,,,
,Classic,Repentir,Points de vie réduits à 1.,Enchantment,EX1_379e,,,,,,,,,Paladin,,,,
Secret,Classic,Repentir,<b>Secret :</b> quand votre adversaire joue un serviteur ses points de vie sont réduits à 1.,Spell,EX1_379,True,Neutral,Gonzalo Ordonez,Common,,1,,Les gens se repentent souvent au moment de disparaître. Comme c’est curieux.,Paladin,,,,
,Classic,Rêve,Renvoie un serviteur dans la main de son propriétaire.,Spell,DREAM_04,,,,,,0,,,Dream,,,,
,Classic,Réveil d’Ysera,Inflige $5 |4(pointpoints) de dégâts à tous les personnages sauf Ysera.,Spell,DREAM_02,,,,,,2,,,Dream,,,,
,Classic,Robot d’alarme,Au début de votre tour échange ce serviteur avec un autre choisi au hasard dans votre main.,Minion,EX1_006,True,,Sean O’Daniels,Rare,0,3,3,ALERTE. ALERTE. ALERTE.,,,,Mech,
Charge,Classic,Roi Krush,<b>Charge</b>,Minion,EX1_543,True,Neutral,Alex Horley Orlandelli,Legendary,8,9,8,Le meilleur moyen de se protéger contre Krush c’est de se cacher derrière quelqu’un qu’on n’aime pas.,Hunter,,True,Beast,
Battlecry,Classic,Roi Mukla,<b>Cri de guerre :</b> donne 2 bananes à votre adversaire.,Minion,EX1_014,True,,Sunny Gho,Legendary,5,3,5,Le roi Mukla s’est rendu sur l’île aux Jagueros pour trouver l’amour.,,,True,Beast,
OneTurnEffect,Classic,Rugissement démoralisant,Ce serviteur a -3 ATQ pendant ce tour.,Enchantment,EX1_161o,,,,,,,,,Druid,,,,
,Classic,Saccager,+3/+3.,Enchantment,CS2_104e,,,,,,,,,Warrior,,,,
,Classic,Saccager,Confère +3/+3 à un serviteur blessé.,Spell,CS2_104,True,Neutral,Jonboy Meyers,Common,,2,,Serviteur pas CONTENT ! Serviteur TOUT CASSER !,Warrior,,,,
,Classic,Sang froid,+2 ATQ.,Enchantment,CS2_073e,,,,,,,,,Rogue,,,,
Combo,Classic,Sang froid,Confère +2 ATQ à un serviteur. <b>Combo :</b> +4 ATQ à la place.,Spell,CS2_073,True,Neutral,Alex Horley Orlandelli,Common,,1,,Antisocial tu perds ton sang-froid !,Rogue,,,,
,Classic,Sang froid,+4 ATQ.,Enchantment,CS2_073e2,,,,,,,,,Rogue,,,,
AffectedBySpellPower,Classic,Sauvagerie,Inflige des dégâts d’un montant équivalent à l’Attaque de votre héros à un serviteur.,Spell,EX1_578,True,Neutral,Dave Rapoza,Rare,,1,,Même le plus timide des druides se transforme en bête sauvage quand on lui prend son miel.,Druid,,,,
,Classic,Secrets anciens,Rend 5 points de vie.,Spell,NEW1_008b,,,,,,,,,Druid,,,,
Battlecry,Classic,Seigneur des abîmes,<b>Cri de guerre :</b> inflige 5 points de dégâts à votre héros.,Minion,EX1_313,True,Neutral,Glenn Rane,Epic,5,4,6,Mannoroth Magtheridon et Brutallus sont peut-être morts mais il paraît qu’il reste encore PLEIN de seigneurs des abîmes.,Warlock,,,Demon,
Battlecry,Classic,Seigneur Jaraxxus,<b>Cri de guerre :</b> le seigneur Jaraxxus détruit votre héros et prend sa place.,Minion,EX1_323,True,,Alex Horley Orlandelli,Legendary,3,9,15,« Misérable gnome ! Ton arrogance te perdra ! »,Warlock,,True,Demon,
,Classic,Seigneur Jaraxxus,,Hero,EX1_323h,,Neutral,,Legendary,0,0,15,,Warlock,,,Demon,
Battlecry,Classic,Sergent grossier,<b>Cri de guerre :</b> confère +2 ATQ à un serviteur pendant ce tour.,Minion,CS2_188,True,Alliance,Luca Zontini,Common,2,1,1,AJOUTE-MOI À TON DECK MINABLE !,,,,,
,Classic,Serpent,,Minion,EX1_554t,,Neutral,,Common,1,0,1,,Hunter,,,Beast,
Silence,Classic,Silence,Réduit au <b>Silence</b> un serviteur.,Spell,EX1_332,True,Neutral,Zoltan & Gabor,Common,,0,,Réservé pour les lanceurs de sort adverses les liches maléfiques sorties du tombeau et les soirées karaoké au Sinistre écluseur.,Priest,,,,
,Classic,Siphonner l’âme,Détruit un serviteur. Rend #3 PV à votre héros.,Spell,EX1_309,True,Neutral,Tyler Walpole,Rare,,6,,Vous devriez probablement éviter de siphonner votre âme. Vous pourriez finir par créer une sorte de boucle sans fin vraiment bizarre.,Warlock,,,,
,Classic,Sœur rieuse,Ne peut pas être la cible de sorts ou de pouvoirs héroïques.,Minion,DREAM_01,,,,,3,3,5,,Dream,,,,
,Classic,Sombre ordre,Les commandes de ce serviteur sont échangées pour ce tour.,Enchantment,EX1_334e,,,,,,,,,Priest,,,,
Battlecry,Classic,Sous-chef cruel,<b>Cri de guerre :</b> inflige
1 point de dégâts à
un serviteur et lui
donne +2 ATQ.,Minion,EX1_603,True,Neutral,Phroilan Gardner,Common,2,2,2,« Vous allez devoir venir travailler dimanche. » - Sous-chef cruel,Warrior,,,,
Battlecry,Classic,Suprétincelle,<b>Cri de guerre :</b> transforme un autre serviteur aléatoire soit en diablosaure 5/5 soit en écureuil 1/1 .,Minion,EX1_083,True,Alliance,Tom Baxa,Legendary,3,3,3,Le Maître-bricoleur Suprétincelle a failli perdre sa licence de bricoleur après la grande débandade des écureuils de Forgefer.,,,True,,
,Classic,Surcharge,Caractéristiques augmentées.,Enchantment,EX1_258e,,,,,,,,,Shaman,,,,
OneTurnEffect,Classic,Surpuissant,L’Attaque de l’accro au mana est augmentée.,Enchantment,EX1_055o,,,,,,,,,,,,,
Deathrattle,Classic,Sylvanas Coursevent,<b>Râle d’agonie :</b> prend le contrôle d’un serviteur adverse aléatoire.,Minion,EX1_016,True,,Glenn Rane,Legendary,5,6,5,Sylvanas a été transformée en reine banshee par Arthas mais il aurait sans doute dû la tuer parce que ça n’a fait que l’énerver.,,,True,,
,Classic,Tempête de foudre,Inflige $2 à $3 points de dégâts à tous les serviteurs adverses. <b>Surcharge :</b> (2),Spell,EX1_259,True,Neutral,Christopher Moeller,Rare,,3,,Un parapluie ne vous servira pas à grand-chose.,Shaman,,,,
Battlecry,Classic,Terreur du Vide,<b>Cri de guerre :</b> détruit les serviteurs adjacents et gagne leurs points d’Attaque et de Vie.,Minion,EX1_304,True,,Alexander Alexandrov,Rare,3,3,3,Si vous l’ajoutez à votre deck vous perdrez la confiance de vos autres serviteurs.,Warlock,,,Demon,
Stealth,Classic,Tigre de Strangleronce,<b>Camouflage</b>,Minion,EX1_028,True,Alliance,Alex Horley Orlandelli,Common,5,5,5,Quand on parle du tigre le tigre apparaît... Euh non c’est pas ça.,,,,Beast,
Secret,Classic,Tir de précision,<b>Secret :</b> quand votre adversaire joue un serviteur lui inflige $4 |4(pointpoints) de dégâts.,Spell,EX1_609,True,Neutral,Lorenzo Minaca,Common,,2,,Quand on tire on ne raconte pas sa vie.,Hunter,,,,
,Classic,Tir explosif,Inflige $5 |4(pointpoints) de dégâts à un serviteur et $2 |4(pointpoints) de dégâts aux serviteurs adjacents.,Spell,EX1_537,True,Neutral,Tom Baxa,Rare,,5,,Visez comptez jusqu’à 5 et tirez. Puis jetez-vous à terre !,Hunter,,,,
,Classic,Tir meurtrier,Détruit un serviteur adverse aléatoire.,Spell,EX1_617,True,Neutral,Steve Prescott,Common,,3,,Les Mok’Nathal manquent cruellement de subtilité. Mais ils débordent de cruauté.,Hunter,,,,
Deathrattle|Divine Shield|Taunt,Classic,Tirion Fordring,<b>Bouclier divin</b>
<b>Provocation</b>
<b>Râle d’agonie :</b> vous équipe de Porte-cendres 5/3.,Minion,EX1_383,True,Neutral,Brom,Legendary,6,8,6,Il faut que nous tirions la sonnette d’alarme sur cette carte !,Paladin,,True,,
,Classic,Totem de vague de mana,Vous piochez une carte à la fin de votre tour.,Minion,EX1_575,True,Neutral,Scott Altmann,Rare,0,3,3,Il paraît que certains chamans arrivent à dire « Trois petits totems sur un trottoir étroit » plus de 10 fois de suite sans se tromper !,Shaman,,,Totem,
,Classic,Trahison,Force un serviteur adverse à infliger ses dégâts aux serviteurs à côté de lui.,Spell,EX1_126,True,Neutral,Lucas Graciano,Common,,2,,Pourquoi trahir ? Je dirais que c’est probablement une réponse compulsive à une crainte de m’attacher.,Rogue,,,,
Taunt,Classic,Tréant,<b>Provocation</b>,Minion,EX1_573t,,,,,2,1,2,,Druid,,,,
,Classic,Tréant,,Minion,EX1_158t,,Neutral,,,2,1,2,,Druid,,,,
Charge,Classic,Tréant,<b>Charge</b>. Ce serviteur est détruit à la fin du tour.,Minion,EX1_tk9,,Neutral,,Common,2,1,2,,Druid,,,,
,Classic,Tuez Millhouse !,Les sorts coûtent (0) pendant ce tour !,Enchantment,NEW1_029t,,,,Legendary,,,,,,,,,
Secret,Classic,Vaporisation,<b>Secret :</b> quand un serviteur attaque votre héros le détruit.,Spell,EX1_594,True,Neutral,Raymond Swanland,Rare,,3,,Il paraît qu’Aile de mort aurait perdu une partie en jouant cette carte ce qui aurait provoqué un cataclysme... Mais toutes les preuves sont parties en fumée.,Mage,,,,
,Classic,Vengeance de VanCleef,Les points d’Attaque et de Vie de ce serviteur sont augmentés.,Enchantment,EX1_613e,,,,,,,,,Rogue,,,,
,Classic,Ventre plein,+2/+2. Rassasié.,Enchantment,NEW1_017e,,,,,,,,,,,,,
,Classic,Vol d’esprit,Copie 2 cartes du jeu de votre adversaire et les place dans votre main.,Spell,EX1_339,True,Neutral,Alex Garner,Common,,3,,« Que se passe-t-il quand on utilise Vol d’esprit contre un orc ? Rien ! »
- Blague de tauren,Priest,,,,
Battlecry,Classic,Voyant froide-lumière,<b>Cri de guerre :</b> donne +2 PV à TOUS les autres murlocs.,Minion,EX1_103,True,Neutral,Arthur Gimaldinov,Rare,2,3,3,Les murlocs froide-lumière vivent dans les fosses les plus sombres des profondeurs Abyssales. Donc oui il y en a vraiment partout !,,,,Murloc,
Enrage,Classic,Worgen déchaîné,<b>Accès de rage :</b> <b>Furie des vents</b> et +1 ATQ,Minion,EX1_412,True,Neutral,Alex Horley Orlandelli,Common,3,3,3,S’il est déjà déchaîné attendez de voir ce que ça sera quand ses stats seront revues à la baisse !,,,,,
,Classic,Wyrm de mana,Chaque fois que vous lancez un sort gagne
+1 ATQ.,Minion,NEW1_012,True,,Blizzard Cinematics,Common,1,1,3,Ces wyrms se nourrissent d’énergie arcanique et bien qu’ils soient considérés comme une nuisance plutôt qu’une vraie menace vous ne devriez vraiment pas les laisser seuls avec un seau de mana.,Mage,,,,
,Classic,Yarrr !,Capitaine des mers du Sud confère +1/+1.,Enchantment,NEW1_027e,,,,,,,,,,,,,
,Classic,Ysera,Vous piochez une carte Rêve à la fin de votre tour.,Minion,EX1_572,True,Neutral,Gabor Szikszai,Legendary,4,9,12,Ysera règne sur le Rêve d’émeraude. C’est une copie plus verte du monde réel. Ce n’est pas ça ?,,,True,Dragon,
