SET,NAME,FACTION,TEXT,RARITY,COST,TYPE,ID,ATTACK,HEALTH,PLAYERCLASS,DURABILITY,MECHANICS,INPLAYTEXT,COLLECTIBLE,ARTIST,FLAVOR,RACE,ELITE,HOWTOGET,HOWTOGETGOLD
Blackrock Mountain,Dent-de-Dragon,,Gagne +1 ATQ chaque fois que votre adversaire joue une carte.,,1,Weapon,BRMA16_5,0,,,6,,,,,,,,,
Blackrock Mountain,Destructeur garde du feu,,<b>Cri de guerre :</b> gagne 1 à 4 points d’Attaque. <b>Surcharge :</b> (1),Common,4,Minion,BRM_012,3,6,Shaman,,Battlecry,,True,Paul Mafayon,Embrassez le pouvoir de Ragnaros ou embrassez votre propre destruction !,,,Obtenue en gagnant contre le seigneur Victor Nefarius dans le repaire de l’Aile noire.,Peut être créée après avoir battu le seigneur Victor Nefarius dans le repaire de l’Aile noire.
Blackrock Mountain,Diablotin,,,,1,Minion,BRM_006t,1,1,Warlock,,,,,,,Demon,,,
Blackrock Mountain,Draconien,,,,1,Minion,BRMA09_4t,3,1,,,,,,,,Dragon,,,
Blackrock Mountain,Draconien,,,,1,Minion,BRMA09_4Ht,5,4,,,,,,,,Dragon,,,
Blackrock Mountain,Draconien chromatique,,Gagne +2/+2 chaque fois que votre adversaire lance un sort.,,2,Minion,BRMA12_8t,2,3,,,,,,,,Dragon,,,
Blackrock Mountain,Draconien chromatique,,,,,Hero,BRMA12_9,,30,,,,,,,,,,,
Blackrock Mountain,Dragon affamé,,<b>Cri de guerre :</b> invoque un serviteur aléatoire à 1 cristal pour votre adversaire.,Common,4,Minion,BRM_026,5,6,,,Battlecry,,True,John Polidora,Dragon dragon glouton c’est PAS la joie !,Dragon,,Obtenue en gagnant contre Chromaggus dans le repaire de l’Aile noire.,Peut être créée après avoir battu Chromaggus dans le repaire de l’Aile noire.
Blackrock Mountain,Dragon consort,,<b>Cri de guerre :</b> le prochain Dragon que vous jouez coûte (2) cristaux de moins.,Rare,5,Minion,BRM_018,5,5,Paladin,,Battlecry,,True,Raymond Swanland,Nous on a des dragons !,Dragon,,Obtenue en gagnant contre le général Drakkisath au pic Rochenoire.,Peut être créée après avoir battu le général Drakkisath au pic Rochenoire.
Blackrock Mountain,Dragonnet,,,,1,Minion,BRM_004t,1,1,,,,,,,,,,,
Blackrock Mountain,Dragonnet,,,,1,Minion,BRMA09_2t,1,1,,,,,,,,Dragon,,,
Blackrock Mountain,Dragonnet,,,,1,Minion,BRMA09_2Ht,2,2,,,,,,,,Dragon,,,
Blackrock Mountain,Dragonnet du Crépuscule,,<b>Cri de guerre :</b> gagne +2 PV si vous avez un Dragon en main.,Common,1,Minion,BRM_004,2,1,Priest,,Battlecry,,True,Sam Nielson,Un dragon peut en cacher un autre.,Dragon,,Obtenue en terminant le défi de la classe prêtre du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe prêtre du mont Rochenoire.
Blackrock Mountain,Dragonnet noir,,,Common,1,Minion,BRM_022t,2,1,,,,,,Jaemin Kim,,Dragon,,,
Blackrock Mountain,Drake chromatique,,,,4,Minion,BRMA10_5,7,3,,,,,,,,,,,
Blackrock Mountain,Drake chromatique,,,,4,Minion,BRMA10_5H,7,7,,,,,,,,,,,
Blackrock Mountain,Drake volcanique,,Coûte (1) |4(cristalcristaux) de moins pour chaque serviteur mort pendant ce tour.,Common,6,Minion,BRM_025,6,4,,,,,True,Lucas Graciano,Des cendres le feu sera ranimé !,Dragon,,Obtenue en gagnant contre le système de défense Omnitron dans le laboratoire secret.,Peut être créée après avoir battu le système de défense Omnitron dans le laboratoire secret.
Blackrock Mountain,Druidesse de la Flamme,,<b>Choix des armes :</b> se transforme en un serviteur 5/2 ou en un serviteur 2/5.,Common,3,Minion,BRM_010,2,2,Druid,,,,True,Stanley Lau,Il n’a fallu à Ragnaros qu’une tasse de chocolat bien chaud pour séduire les druides en Norfendre.,,,Obtenue en gagnant contre Garr au cœur du Magma.,Peut être créée après avoir battu Garr au cœur du Magma.
Blackrock Mountain,Druidesse de la Flamme,,,Common,3,Minion,BRM_010t,5,2,Druid,,,,,Ben Zhang,,Beast,,,
Blackrock Mountain,Druidesse de la Flamme,,,Common,3,Minion,BRM_010t2,2,5,Druid,,,,,Hideaki Takamura,,Beast,,,
Blackrock Mountain,Écholocation,,<b>Pouvoir héroïque</b>S’équipe d’une arme qui croît à mesure que l’adversaire joue des cartes.,,1,Hero Power,BRMA16_2,,,,,,,,,,,,,
Blackrock Mountain,Écholocation,,<b>Pouvoir héroïque</b>S’équipe d’une arme qui croît à mesure que l’adversaire joue des cartes.,,0,Hero Power,BRMA16_2H,,,,,,,,,,,,,
Blackrock Mountain,Écluseur,,<b>Provocation</b>,,1,Minion,BRMA01_4t,1,1,,,Taunt,,,,,,,,
Blackrock Mountain,Écraseur drakônide,,<b>Cri de guerre :</b> gagne +3/+3 si votre adversaire a 15 PV ou moins.,Common,6,Minion,BRM_024,6,6,,,Battlecry,,True,Slawomir Maniak,Qui a eu cette idée folle un jour d’inventer les drakônides ? C’est ce sacré Nefarian ! Quel blagueur.,Dragon,,Obtenue en gagnant contre Atramédès dans le laboratoire secret.,Peut être créée après avoir battu Atramédès dans le laboratoire secret.
Blackrock Mountain,Électron,,Tous les sorts coûtent (3) |4(cristalcristaux) de moins.,Legendary,3,Minion,BRMA14_7H,6,6,,,,,,,,Mech,True,,
Blackrock Mountain,Électron,,Tous les sorts coûtent (3) |4(cristalcristaux) de moins.,Legendary,3,Minion,BRMA14_7,5,5,,,Aura,,,,,Mech,True,,
Blackrock Mountain,Empereur Thaurissan,,À la fin de votre tour réduit de (1) |4(cristalcristaux) le coût des cartes dans votre main.,Legendary,6,Minion,BRM_028,5,5,,,,,True,Wayne Reynolds,Son deuxième plus grand regret est d’avoir invoqué un seigneur du feu maléfique qui a réduit en esclavage tout son peuple.,,True,Obtenue en terminant les profondeurs de Rochenoire.,Peut être créée après avoir terminé les profondeurs de Rochenoire.
Blackrock Mountain,Empereur Thaurissan,,,,,Hero,BRMA03_1,,30,,,,,,,,,,,
Blackrock Mountain,Empereur Thaurissan,,,,,Hero,BRMA03_1H,,30,,,,,,,,,,,
Blackrock Mountain,En feu !,,Attaque augmentée.,,,Enchantment,BRM_012e,,,,,,,,,,,,,
Blackrock Mountain,Endurance du Crépuscule,,Vie augmentée.,,,Enchantment,BRM_004e,,,,,,,,,,,,,
Blackrock Mountain,Essence des Rouges,,<b>Pouvoir héroïque</b>Chaque joueur pioche 3 cartes. Vous gagnez un cristal de mana.,,0,Hero Power,BRMA11_2H,,,,,,,,,,,,,
Blackrock Mountain,Essence des Rouges,,<b>Pouvoir héroïque</b>Chaque joueur pioche 2 cartes.,,0,Hero Power,BRMA11_2,,,,,,,,,,,,,
Blackrock Mountain,Faveur impériale,,Coûte (1) |4(cristalcristaux) de moins.,,,Enchantment,BRM_028e,,,,,,,,,,,,,
Blackrock Mountain,Fils de la Flamme,,<b>Cri de guerre :</b> inflige 6 points de dégâts.,,0,Minion,BRMA13_5,6,3,,,Battlecry,,,,,,,,
Blackrock Mountain,Fondre,,L’Attaque passe à 0 pendant ce tour.,,,Enchantment,BRM_001e,,,Priest,,OneTurnEffect,,,,,,,,
Blackrock Mountain,Forme de faucon-de-feu,,Se transforme en un serviteur 2/5.,Common,,Spell,BRM_010b,,,Druid,,,,,,,Beast,,,
Blackrock Mountain,Forme de félin-de-feu,,Se transforme en un serviteur 5/2.,Common,,Spell,BRM_010a,,,Druid,,,,,,,Beast,,,
Blackrock Mountain,Forme véritable,,<b>Pouvoir héroïque</b>Que le combat commence !,,1,Hero Power,BRMA13_2,,,,,,,,,,,,,
Blackrock Mountain,Forme véritable,,<b>Pouvoir héroïque</b>Que le combat commence !,,1,Hero Power,BRMA13_2H,,,,,,,,,,,,,
Blackrock Mountain,Foule moqueuse,,<b>Pouvoir héroïque</b>Invoque un spectateur 1/1 avec <b>Provocation</b>.,,1,Hero Power,BRMA02_2,,,,,,,,,,,,,
Blackrock Mountain,Foule moqueuse,,<b>Pouvoir héroïque</b>Invoque un spectateur 1/1 avec <b>Provocation</b>.,,0,Hero Power,BRMA02_2H,,,,,,,,,,,,,
Blackrock Mountain,Frappe de Nefarian,,<b>Pouvoir héroïque</b>Nefarian fait pleuvoir le feu depuis les cieux !,,0,Hero Power,BRMA17_8H,,,,,,,,,,,,,
Blackrock Mountain,Frappe de Nefarian,,<b>Pouvoir héroïque</b>Nefarian fait pleuvoir le feu depuis les cieux !,,0,Hero Power,BRMA17_8,,,,,,,,,,,,,
Blackrock Mountain,Furtif sombrefer,,<b>Cri de guerre :</b> inflige 2 points de dégâts à tous les serviteurs adverses qui ne sont pas blessés.,Rare,5,Minion,BRM_008,4,3,Rogue,,Battlecry,,True,Eric Braddock,On me voit on me voit plus. On me voit...,,,Obtenue en terminant le défi de la classe voleur du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe voleur du mont Rochenoire.
Blackrock Mountain,Garr,,,,,Hero,BRMA04_1H,,45,,,,,,,,,,,
Blackrock Mountain,Garr,,,,,Hero,BRMA04_1,,30,,,,,,,,,,,
Blackrock Mountain,Général Drakkisath,,,,,Hero,BRMA08_1H,,50,,,,,,,,,,,
Blackrock Mountain,Général Drakkisath,,,,,Hero,BRMA08_1,,50,,,,,,,,,,,
Blackrock Mountain,Généralissime Omokk,,,,,Hero,BRMA07_1H,,30,,,,,,,,,,,
Blackrock Mountain,Généralissime Omokk,,,,,Hero,BRMA07_1,,30,,,,,,,,,,,
Blackrock Mountain,Gong réverbérant,,Détruit l’arme de votre adversaire.,,1,Spell,BRMA16_4,,,,,,,,,,,,,
Blackrock Mountain,Grandes griffes,,+3/+3.,,,Enchantment,BRM_024e,,,,,,,,,,,,,
Blackrock Mountain,Griffes de Tranchetripe,,Gagne +1 ATQ chaque fois qu’un œuf corrompu est détruit.,,1,Weapon,BRMA10_6,1,,,5,,,,,,,,,
Blackrock Mountain,Gyth,,,Legendary,3,Minion,BRMA09_5Ht,8,8,,,,,,,,Dragon,True,,
Blackrock Mountain,Gyth,,,Legendary,3,Minion,BRMA09_5t,8,4,,,,,,,,Dragon,True,,
Blackrock Mountain,Horion de lave,,Les cartes que vous jouez pendant ce tour n’entraînent pas de <b>Surcharge</b>.,,,Enchantment,BRM_011t,,,Shaman,,OneTurnEffect,,,,,,,,
Blackrock Mountain,Horion de lave,,Inflige $2 |4(pointpoints) de dégâts. Débloque vos cristaux de mana en <b>Surcharge</b>.,Rare,2,Spell,BRM_011,,,Shaman,,,,True,Zoltan Boros,Alors c’est comme ça qu’on fabrique une lampe à lave !,,,Obtenue en terminant le défi de la classe chaman du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe chaman du mont Rochenoire.
Blackrock Mountain,Impulsion de magma,,<b>Pouvoir héroïque</b>Inflige 1 point de dégâts à tous les serviteurs.,,1,Hero Power,BRMA04_2,,,,,,,,,,,,,
Blackrock Mountain,Incubation,,Vie augmentée.,,,Enchantment,BRMA10_3e,,,,,,,,,,,,,
Blackrock Mountain,Je vous entends…,,Attaque augmentée.,,,Enchantment,BRMA16_5e,,,,,,,,,,,,,
Blackrock Mountain,Jeu forcé !,,<b>Pouvoir héroïque</b>Place un serviteur de chaque deck sur le champ de bataille.,,0,Hero Power,BRMA01_2,,,,,,,,,,,,,
Blackrock Mountain,Jeu forcé !,,<b>Pouvoir héroïque</b>Place deux serviteurs de votre deck et un de votre adversaire sur le champ de bataille.,,0,Hero Power,BRMA01_2H,,,,,,,,,,,,,
Blackrock Mountain,Juge Supérieur Mornepierre,,,,,Hero,BRMA02_1,,30,,,,,,,,,,,
Blackrock Mountain,Juge Supérieur Mornepierre,,,,,Hero,BRMA02_1H,,30,,,,,,,,,,,
Blackrock Mountain,L’alchimiste,,<b>Pouvoir héroïque passif</b>Chaque fois qu’un serviteur est invoqué échange son Attaque et sa Vie.,,,Hero Power,BRMA15_2,,,,,,,,,,,,,
Blackrock Mountain,L’alchimiste,,<b>Pouvoir héroïque passif</b>L’Attaque et la Vie des serviteurs sont échangées.Vos serviteurs ont +2/+2.,,,Hero Power,BRMA15_2H,,,,,,,,,,,,,
Blackrock Mountain,La colonie,,<b>Pouvoir héroïque</b>Confère +1 PV à tous les œufs corrompus puis en invoque un.,,0,Hero Power,BRMA10_3H,,,,,,,,,,,,,
Blackrock Mountain,La colonie,,<b>Pouvoir héroïque</b>Confère +1 PV à tous les œufs corrompus puis en invoque un.,,1,Hero Power,BRMA10_3,,,,,,,,,,,,,
Blackrock Mountain,Lanceur de hache,,Inflige 2 points de dégâts au héros adverse chaque fois que ce serviteur subit des dégâts.,Common,4,Minion,BRM_016,2,5,Warrior,,,,True,Efrem Palacios,Autrefois simple lanceur de bâtons il travaille d’arrache-pied pour atteindre son but ultime : lanceur de tauren !,,,Obtenue en terminant le défi de la classe guerrier du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe guerrier du mont Rochenoire.
Blackrock Mountain,LAVE !,,Inflige $2 |4(pointpoints) de dégâts à tous les serviteurs.,,2,Spell,BRMA17_4,,,,,,,,,,,,,
Blackrock Mountain,Lave vivante,,<b>Provocation</b>,,0,Minion,BRMA13_6,6,6,,,Taunt,,,,,,,,
Blackrock Mountain,Le chambellan,,<b>Pouvoir héroïque</b>Invoque un acolyte attise-flammes 1/3.,,2,Hero Power,BRMA06_2,,,,,,,,,,,,,
Blackrock Mountain,Le chambellan,,<b>Pouvoir héroïque</b>Invoque un acolyte attise-flammes 3/3.,,2,Hero Power,BRMA06_2H,,,,,,,,,,,,,
Blackrock Mountain,Libéré !,,Votre prochain Dragon coûte (2) cristaux de moins.,,,Enchantment,BRM_018e,,,Paladin,,,,,,,,,,
Blackrock Mountain,Libérer les aberrations,,Invoque 3 aberrations.,,2,Spell,BRMA15_3,,,,,,,,,,,,,
Blackrock Mountain,Lige du feu,,<b>Râle d’agonie :</b> inflige 1 point de dégâts au héros adverse pour chaque lige du feu mort pendant ce tour.,,0,Minion,BRMA04_3,0,5,,,Deathrattle,,,,,,,,
Blackrock Mountain,Lige du feu,,<b>Râle d’agonie :</b> inflige 3 points de dégâts au héros adverse pour chaque lige du feu mort pendant ce tour.,,0,Minion,BRMA04_3H,0,5,,,Deathrattle,,,,,,,,
Blackrock Mountain,Lourdaud volcanique,,<b>Provocation</b>. Coûte (1) |4(cristalcristaux) de moins pour chaque serviteur mort pendant ce tour.,Rare,9,Minion,BRM_009,7,8,Druid,,Taunt,,True,Trent Kaniuga,Le feu ça brûle !,,,Obtenue en terminant le défi de la classe druide du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe druide du mont Rochenoire.
Blackrock Mountain,Magie sauvage,,<b>Pouvoir héroïque</b>Place un sort aléatoire de la classe de votre adversaire dans votre main.,,1,Hero Power,BRMA13_4,,,,,,,,,,,,,
Blackrock Mountain,Magie sauvage,,<b>Pouvoir héroïque</b>Place un sort aléatoire de la classe de votre adversaire dans votre main.,,1,Hero Power,BRMA13_4H,,,,,,,,,,,,,
Blackrock Mountain,Magmagueule,,<b>Provocation</b>,Legendary,5,Minion,BRMA14_12,10,2,,,Taunt,,,,,,True,,
Blackrock Mountain,Magmatron,,Chaque fois qu’un joueur joue une carte lui inflige 2 points de dégâts.,Legendary,5,Minion,BRMA14_9H,8,8,,,,,,,,Mech,True,,
Blackrock Mountain,Magmatron,,Chaque fois qu’un joueur joue une carte lui inflige 2 points de dégâts.,Legendary,5,Minion,BRMA14_9,7,7,,,Aura,,,,,Mech,True,,
Blackrock Mountain,Maloriak,,,,,Hero,BRMA15_1,,30,,,,,,,,,,,
Blackrock Mountain,Maloriak,,,,,Hero,BRMA15_1H,,30,,,,,,,,,,,
Blackrock Mountain,Mana enflammé,,<b>Pouvoir héroïque</b>Inflige 10 points de dégâts au héros adverse s’il lui reste des cristaux de mana inutilisés.,,0,Hero Power,BRMA05_2H,,,,,,,,,,,,,
Blackrock Mountain,Mana enflammé,,<b>Pouvoir héroïque</b>Inflige 5 points de dégâts au héros adverse s’il lui reste des cristaux de mana inutilisés.,,0,Hero Power,BRMA05_2,,,,,,,,,,,,,
Blackrock Mountain,MEURS INSECTE !,,Inflige $8 |4(pointpoints) de dégâts à un adversaire aléatoire.,,0,Spell,BRMA13_8,,,,,AffectedBySpellPower,,,,,,,,
Blackrock Mountain,MEURS INSECTE !,,<b>Pouvoir héroïque</b>Inflige 8 points de dégâts à un adversaire aléatoire.,,2,Hero Power,BRM_027p,,,,,,,,,,,,,
Blackrock Mountain,MOI TOUT CASSER,,<b>Pouvoir héroïque</b>Détruit un serviteur adverse blessé aléatoire.,,1,Hero Power,BRMA07_2,,,,,,,,,,,,,
Blackrock Mountain,MOI TOUT CASSER,,<b>Pouvoir héroïque</b>Détruit un serviteur adverse aléatoire.,,0,Hero Power,BRMA07_2H,,,,,,,,,,,,,
Blackrock Mountain,Moira Barbe-de-Bronze,,Thaurissan ne peut pas utiliser son pouvoir héroïque.N’attaque jamais de serviteurs à moins qu’ils n’aient <b>Provocation</b>.,,2,Minion,BRMA03_3H,3,1,,,Aura,,,,,,,,
Blackrock Mountain,Moira Barbe-de-Bronze,,Thaurissan ne peut pas utiliser son pouvoir héroïque.N’attaque jamais de serviteurs à moins qu’ils n’aient <b>Provocation</b>.,,2,Minion,BRMA03_3,1,3,,,Aura,,,,,,,,
Blackrock Mountain,Montée d’adrénaline,,Inflige $2 |4(pointpoints) de dégâts au héros adverse.,,0,Spell,BRMA11_3,,,,,,,,,,,,,
Blackrock Mountain,MOUREZ INSECTES !,,<b>Pouvoir héroïque</b>Inflige 8 points de dégâts à un adversaire aléatoire. DEUX FOIS.,,2,Hero Power,BRM_027pH,,,,,,,,,,,,,
Blackrock Mountain,Mutation,,<b>Pouvoir héroïque</b>Vous défausse d’une carte aléatoire.,,1,Hero Power,BRMA12_10,,,,,,,,,,,,,
Blackrock Mountain,Mutation chromatique,,Transforme un serviteur en draconien chromatique 2/2.,,2,Spell,BRMA12_8,,,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA17_2,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA13_3H,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA17_2H,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMA13_3,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,,,,Hero,BRMC_02,,30,,,,,,,,,,,
Blackrock Mountain,Nefarian,,<b>Cri de guerre :</b> ajoute 2 sorts aléatoires dans votre main <i>(de la classe de votre adversaire)</i>.,Legendary,9,Minion,BRM_030,8,8,,,Battlecry,,True,Ruan Jia,On l’appelle Aile noire parce que c’est un dragon noir… et qu’il a des ailes.,Dragon,True,Obtenue en gagnant contre chacun des boss du mont Rochenoire !,Peut être créée après avoir terminé le laboratoire secret.
Blackrock Mountain,Œuf corrompu,,Éclot quand il a 5 PV ou plus.,,1,Minion,BRMA10_4H,0,3,,,,,,,,,,,
Blackrock Mountain,Œuf corrompu,,Éclot quand il a 4 PV ou plus.,,1,Minion,BRMA10_4,0,1,,,,,,,,,,,
Blackrock Mountain,Œuf de dragon,,Invoque un dragonnet 2/1 chaque fois que ce serviteur subit des dégâts.,Rare,1,Minion,BRM_022,0,2,,,,,True,Jaemin Kim,Ne chatouillez pas le dragon qui dort.,,,Obtenue en gagnant contre Rend Main-Noire au pic Rochenoire.,Peut être créée après avoir battu Rend Main-Noire au pic Rochenoire.
Blackrock Mountain,Onyxia,,,,,Hero,BRMA17_3H,,30,,,,,,,,,,,
Blackrock Mountain,Onyxia,,,,,Hero,BRMA17_3,,15,,,,,,,,,,,
Blackrock Mountain,Onyxigriffe,,,,2,Weapon,BRMA17_9,2,,,6,,,,,,,,,
Blackrock Mountain,Orc de l’ancienne Horde,,<b>Provocation</b>,,1,Minion,BRMA09_3Ht,2,2,,,Taunt,,,,,,,,
Blackrock Mountain,Orc de l’ancienne Horde,,<b>Provocation</b>,,1,Minion,BRMA09_3t,1,1,,,Taunt,,,,,,,,
Blackrock Mountain,Ordres de Drakkisath,,Détruit un serviteur. Gagne 10 points d’armure.,,1,Spell,BRMA08_3,,,,,,,,,,,,,
Blackrock Mountain,Ouvrir les portes,,<b>Pouvoir héroïque</b>Invoque trois dragonnets 2/2. Change de pouvoir héroïque.,,2,Hero Power,BRMA09_2H,,,,,,,,,,,,,
Blackrock Mountain,Ouvrir les portes,,<b>Pouvoir héroïque</b>Invoque trois dragonnets 1/1. Change de pouvoir héroïque.,,2,Hero Power,BRMA09_2,,,,,,,,,,,,,
Blackrock Mountain,Pied à terre,,<b>Pouvoir héroïque</b>Invoque Gyth. Change de pouvoir héroïque.,,4,Hero Power,BRMA09_5H,,,,,,,,,,,,,
Blackrock Mountain,Pied à terre,,<b>Pouvoir héroïque</b>Invoque Gyth. Change de pouvoir héroïque.,,4,Hero Power,BRMA09_5,,,,,,,,,,,,,
Blackrock Mountain,Potion de puissance,,+2/+2.,,,Enchantment,BRMA15_2He,,,,,,,,,,,,,
Blackrock Mountain,Prototype chromatique,,<b>Provocation</b>,,2,Minion,BRMA17_7,1,4,,,Taunt,,,,,,,,
Blackrock Mountain,Puissance de Ragnaros,,<b>Pouvoir héroïque</b>Inflige 30 points de dégâts.,,2,Hero Power,BRMA03_2,,,,,,,,,,,,,
Blackrock Mountain,Puissance draconique,,Caractéristiques augmentées.,,,Enchantment,BRM_020e,,,,,,,,,,,,,
Blackrock Mountain,Puissance du dragon,,Coûte (3) cristaux de moins pendant ce tour.,,,Enchantment,BRM_003e,,,Mage,,OneTurnEffect,,,,,,,,
Blackrock Mountain,Rage aveugle,,Attaque augmentée.,,,Enchantment,BRMA10_6e,,,,,,,,,,,,,
Blackrock Mountain,Rage puissante,,+3/+3.,,,Enchantment,BRM_014e,,,Hunter,,,,,,,,,,
Blackrock Mountain,Rageur du Magma,,<b>Cri de guerre :</b> gagne +3/+3 si votre main est vide.,Rare,4,Minion,BRM_014,4,4,Hunter,,Battlecry,,True,Jomaro Kindred,C’est de mauvais goût d’arriver les mains vides vous l’avez bien cherché !,Beast,,Obtenue en gagnant contre le généralissime Omokk au pic Rochenoire.,Peut être créée après avoir battu le généralissime Omokk au pic Rochenoire.
Blackrock Mountain,Ragnaros seigneur du feu,,,,,Hero,BRMA06_3,,8,,,,,,,,,,,
Blackrock Mountain,Ragnaros seigneur du feu,,,,,Hero,BRM_027h,,8,,,,,,,,,,,
Blackrock Mountain,Ragnaros seigneur du feu,,,,,Hero,BRMA06_3H,,30,,,,,,,,,,,
Blackrock Mountain,Ragnaros seigneur du feu,,,,,Hero,BRMC_01,,30,,,,,,,,,,,
Blackrock Mountain,Recharge,,Remplit tous les cristaux de mana vides.,,0,Spell,BRMA14_11,,,,,,,,,,,,,
Blackrock Mountain,Recrutement,,Choisissez un serviteur. En place 3 copies dans votre deck.,Common,2,Spell,BRM_007,,,Rogue,,,,True,Jim Nelson,Et par un prompt renfort ils se virent 3 en arrivant au dock… euh au deck !,,,Obtenue en gagnant contre l’arène sombrefer dans les profondeurs de Rochenoire.,Peut être créée après avoir battu l’arène sombrefer dans les profondeurs de Rochenoire.
Blackrock Mountain,Regard intense,,<b>Pouvoir héroïque passif</b>Toutes les cartes coûtent (1) |4(cristalcristaux) de mana. Les joueurs sont limités à 1 cristal.,,,Hero Power,BRMA08_2,,,,,,,,,,,,,
Blackrock Mountain,Regard intense,,<b>Pouvoir héroïque passif</b>Toutes les cartes coûtent (1) |4(cristalcristaux) de mana. Vous êtes limité à 2 cristaux et l’adversaire à 1.,,,Hero Power,BRMA08_2H,,,,,,,,,,,,,
Blackrock Mountain,Rend Main-Noire,,,,,Hero,BRMA09_1,,30,,,,,,,,,,,
Blackrock Mountain,Rend Main-Noire,,<b>Cri de guerre :</b> détruit un serviteur <b>légendaire</b> si vous avez un Dragon en main.,Legendary,7,Minion,BRM_029,8,4,,,Battlecry,,True,Alex Horley,Rend croit qu’il est le véritable chef de guerre de la Horde et n’arrête pas de mettre à jour la page « chef de guerre de la Horde » des chroniqueurs pour y ajouter son portrait.,,True,Obtenue en terminant le pic Rochenoire.,Peut être créée après avoir terminé le pic Rochenoire.
Blackrock Mountain,Rend Main-Noire,,,,,Hero,BRMA09_1H,,30,,,,,,,,,,,
Blackrock Mountain,Ressusciter,,Invoque un serviteur allié aléatoire mort pendant la partie.,Rare,2,Spell,BRM_017,,,Priest,,,,True,Luke Mancini,« J’ai pénétré dans le donjon et vu un aventurier mort. Au cours de ses derniers instants il était parvenu à gribouiller un message sur le mur à côté de lui. Juste deux mots : rez svp. »,,,Obtenue en gagnant contre l’empereur Thaurissan dans les profondeurs de Rochenoire.,Peut être créée après avoir battu l’empereur Thaurissan dans les profondeurs de Rochenoire.
Blackrock Mountain,Revanche,,Inflige $1 |4(pointpoints) de dégâts à tous les serviteurs. Si vous avez 12 PV ou moins inflige $3 |4(pointpoints) de dégâts à la place.,Rare,2,Spell,BRM_015,,,Warrior,,,,True,Ben Olson,Je l’aurai un jour je l’aurai !,,,Obtenue en gagnant contre Tranchetripe dans le repaire de l’Aile noire.,Peut être créée après avoir battu Tranchetripe dans le repaire de l’Aile noire.
Blackrock Mountain,Sang de dragon,,+1/+1,,,Enchantment,BRM_033e,,,,,,,,,,,,,
Blackrock Mountain,Séides des os,,<b>Pouvoir héroïque</b>Invoque deux assemblages d’os 4/2.,,2,Hero Power,BRMA17_5H,,,,,,,,,,,,,
Blackrock Mountain,Séides des os,,<b>Pouvoir héroïque</b>Invoque deux assemblages d’os 2/1.,,2,Hero Power,BRMA17_5,,,,,,,,,,,,,
Blackrock Mountain,Seigneur Victor Nefarius,,,,,Hero,BRMA13_1H,,30,,,,,,,,,,,
Blackrock Mountain,Seigneur Victor Nefarius,,,,,Hero,BRMA13_1,,30,,,,,,,,,,,
Blackrock Mountain,Sorcier draconien,,Gagne +1/+1 chaque fois que vous ciblez ce serviteur avec un sort.,Common,4,Minion,BRM_020,3,5,,,,,True,Edouard Guiton & Stuido HIVE,Tu verras que certaines familles de sorciers valent mieux que d’autres !,Dragon,,Obtenue en gagnant contre Nefarian dans le laboratoire secret.,Peut être créée après avoir battu Nefarian dans le laboratoire secret.
Blackrock Mountain,Souffle du dragon,,Inflige $4 points de dégâts. Coûte (1) |4(cristalcristaux) de mana de moins pour chaque serviteur mort pendant ce tour.,Common,5,Spell,BRM_003,,,Mage,,,,True,Mauricio Herrera,« Qui sème des boules de feu récolte le dragon. » – Proverbe mage,,,Obtenue en terminant le défi de la classe mage du mont Rochenoire.,Peut être créée après avoir terminé le défi de la classe mage du mont Rochenoire.
Blackrock Mountain,Souffle sonique,,+3 ATQ.,,,Enchantment,BRMA16_3e,,,,,,,,,,,,,
Blackrock Mountain,Souffle sonique,,Inflige $3 |4(pointpoints) de dégâts à un serviteur. Confère +3 ATQ à votre arme.,,4,Spell,BRMA16_3,,,,,,,,,,,,,
Blackrock Mountain,Spectateur sombrefer,,<b>Provocation</b>,,1,Minion,BRMA02_2t,1,1,,,Taunt,,,,,,,,
Blackrock Mountain,Système de défense Omnitron,,,,,Hero,BRMA14_1,,30,,,,,,,,,,,
Blackrock Mountain,Système de défense Omnitron,,,,,Hero,BRMA14_1H,,30,,,,,,,,,,,
Blackrock Mountain,Technicienne de l’Aile noire,Neutral,<b>Cri de guerre :</b> gagne +1/+1 si vous avez un Dragon en main.,Common,3,Minion,BRM_033,2,4,,,Battlecry,,True,Matt Dixon,C’est LA personne à voir si vous voulez tuner votre dragon !,,,Obtenue en gagnant contre le baron Geddon au cœur du Magma.,Peut être créée après avoir battu le baron Geddon au cœur du Magma.
